I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-185, 165, 351, 9, -268, 258, 253, 849, 722, 527, 283, 39, 
-175, 180, 356, -2, -265, 268, 253, 849, 722, 527, 287, 53, 
-165, 195, 361, -14, -263, 278, 253, 849, 722, 527, 292, 68, 
-151, 200, 351, -24, -251, 275, 244, 829, 717, 527, 292, 78, 
-136, 204, 341, -34, -239, 273, 234, 810, 712, 527, 292, 87, 
-122, 209, 331, -43, -226, 270, 219, 780, 688, 512, 297, 97, 
-107, 214, 322, -53, -214, 268, 204, 751, 663, 497, 302, 107, 
-87, 224, 312, -68, -200, 268, 190, 702, 634, 478, 302, 122, 
-68, 234, 302, -82, -185, 268, 175, 653, 605, 458, 302, 136, 
-48, 234, 283, -92, -165, 258, 161, 605, 566, 439, 297, 141, 
-29, 234, 263, -102, -146, 248, 146, 556, 527, 419, 292, 146, 
-19, 219, 239, -100, -129, 229, 131, 502, 473, 380, 278, 146, 
-9, 204, 214, -97, -112, 209, 117, 448, 419, 341, 263, 146, 
0, 195, 195, -97, -97, 195, 112, 405, 380, 307, 239, 131, 
9, 185, 175, -97, -82, 180, 107, 361, 341, 273, 214, 117, 
14, 165, 151, -90, -68, 158, 102, 322, 297, 239, 190, 107, 
19, 146, 126, -82, -53, 136, 97, 283, 253, 204, 165, 97, 
19, 131, 112, -75, -46, 122, 97, 253, 224, 175, 141, 82, 
19, 117, 97, -68, -39, 107, 97, 224, 195, 146, 117, 68, 
14, 102, 87, -58, -36, 95, 102, 200, 161, 122, 87, 48, 
9, 87, 78, -48, -34, 82, 107, 175, 126, 97, 58, 29, 
0, 73, 73, -36, -36, 73, 107, 165, 117, 78, 58, 24, 
-9, 58, 68, -24, -39, 63, 107, 156, 107, 58, 58, 19, 
-14, 53, 68, -19, -41, 61, 112, 146, 97, 58, 58, 19, 
-19, 48, 68, -14, -43, 58, 117, 136, 87, 58, 58, 19, 
-19, 43, 63, -12, -41, 53, 117, 136, 82, 48, 48, 14, 
-19, 39, 58, -9, -39, 48, 117, 136, 78, 39, 39, 9, 
-29, 24, 53, 2, -41, 39, 122, 131, 73, 39, 34, 4, 
-39, 9, 48, 14, -43, 29, 126, 126, 68, 39, 29, 0, 
-39, 19, 58, 9, -48, 39, 126, 126, 68, 29, 19, -9, 
-39, 29, 68, 4, -53, 48, 126, 126, 68, 19, 9, -19, 
-39, 29, 68, 4, -53, 48, 131, 131, 68, 19, 9, -19, 
-39, 29, 68, 4, -53, 48, 136, 136, 68, 19, 9, -19, 
-53, 19, 73, 17, -63, 46, 141, 141, 68, 29, 14, -9, 
-68, 9, 78, 29, -73, 43, 146, 146, 68, 39, 19, 0, 
-68, 19, 87, 24, -78, 53, 146, 146, 73, 39, 19, -9, 
-68, 29, 97, 19, -82, 63, 146, 146, 78, 39, 19, -19, 
-68, 29, 97, 19, -82, 63, 146, 151, 82, 43, 19, -19, 
-68, 29, 97, 19, -82, 63, 146, 156, 87, 48, 19, -19, 
-73, 29, 102, 21, -87, 65, 156, 161, 92, 58, 19, -19, 
-78, 29, 107, 24, -92, 68, 165, 165, 97, 68, 19, -19, 
-78, 29, 107, 24, -92, 68, 165, 165, 97, 68, 19, -19, 
-78, 29, 107, 24, -92, 68, 165, 165, 97, 68, 19, -19, 
-78, 29, 107, 24, -92, 68, 170, 165, 97, 68, 24, -19, 
-78, 29, 107, 24, -92, 68, 175, 165, 97, 68, 29, -19, 
-78, 34, 112, 21, -95, 73, 175, 165, 102, 68, 34, -19, 
-78, 39, 117, 19, -97, 78, 175, 165, 107, 68, 39, -19, 
-78, 48, 126, 14, -102, 87, 180, 165, 107, 68, 39, -19, 
-78, 58, 136, 9, -107, 97, 185, 165, 107, 68, 39, -19, 
-73, 63, 136, 4, -104, 100, 190, 175, 112, 73, 39, -19, 
-68, 68, 136, 0, -102, 102, 195, 185, 117, 78, 39, -19, 
-63, 82, 146, -9, -104, 114, 204, 200, 131, 92, 53, -9, 
-58, 97, 156, -19, -107, 126, 214, 214, 146, 107, 68, 0, 
-48, 107, 156, -29, -102, 131, 214, 234, 161, 117, 78, 14, 
-39, 117, 156, -39, -97, 136, 214, 253, 175, 126, 87, 29, 
-24, 131, 156, -53, -90, 143, 175, 253, 185, 141, 87, 34, 
-9, 146, 156, -68, -82, 151, 136, 253, 195, 156, 87, 39, 
-9, 146, 156, -68, -82, 151, 131, 224, 180, 146, 87, 39, 
-9, 146, 156, -68, -82, 151, 126, 195, 165, 136, 87, 39, 
-9, 141, 151, -65, -80, 146, 112, 175, 151, 122, 82, 39, 
-9, 136, 146, -63, -78, 141, 97, 156, 136, 107, 78, 39, 
-9, 131, 141, -61, -75, 136, 78, 146, 126, 102, 78, 39, 
-9, 126, 136, -58, -73, 131, 58, 136, 117, 97, 78, 39, 
-9, 117, 126, -53, -68, 122, 53, 126, 107, 92, 73, 34, 
-9, 107, 117, -48, -63, 112, 48, 117, 97, 87, 68, 29, 
0, 102, 102, -51, -51, 102, 39, 117, 97, 87, 68, 24, 
9, 97, 87, -53, -39, 92, 29, 117, 97, 87, 68, 19, 
24, 82, 58, -53, -17, 70, 39, 112, 87, 82, 58, 19, 
39, 68, 29, -53, 4, 48, 48, 107, 78, 78, 48, 19, 
39, 63, 24, -51, 7, 43, 58, 102, 73, 73, 43, 19, 
43, 58, 14, -51, 14, 36, 63, 107, 68, 68, 39, 14, 
48, 53, 4, -51, 21, 29, 73, 112, 63, 63, 34, 14, 
48, 48, 0, -48, 24, 24, 92, 112, 63, 58, 34, 14, 
