I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-78, -58, 19, 68, -48, -19, 126, 117, 224, 68, -39, -107, 
-78, -58, 19, 68, -48, -19, 126, 117, 224, 68, -39, -107, 
-78, -58, 19, 68, -48, -19, 126, 117, 224, 68, -39, -107, 
-78, -58, 19, 68, -48, -19, 126, 117, 224, 68, -39, -107, 
-68, -53, 14, 61, -41, -19, 126, 126, 234, 73, -34, -97, 
-68, -48, 19, 58, -43, -14, 126, 126, 244, 78, -29, -97, 
-68, -43, 24, 56, -46, -9, 126, 126, 253, 82, -24, -97, 
-68, -39, 29, 53, -48, -4, 126, 126, 263, 87, -19, -97, 
-68, -34, 34, 51, -51, 0, 136, 131, 283, 102, -4, -82, 
-68, -29, 39, 48, -53, 4, 136, 136, 292, 107, 0, -78, 
-68, -24, 43, 46, -56, 9, 136, 141, 302, 112, 4, -73, 
-68, -19, 48, 43, -58, 14, 136, 146, 312, 117, 9, -68, 
-58, -9, 48, 34, -53, 19, 141, 161, 336, 131, 19, -63, 
-58, 0, 58, 29, -58, 29, 146, 165, 351, 136, 29, -58, 
-58, 9, 68, 24, -63, 39, 151, 170, 366, 141, 39, -53, 
-58, 19, 78, 19, -68, 48, 156, 175, 380, 146, 48, -48, 
-53, 34, 87, 9, -70, 61, 146, 190, 395, 165, 63, -29, 
-48, 39, 87, 4, -68, 63, 146, 195, 409, 175, 68, -19, 
-43, 43, 87, 0, -65, 65, 146, 200, 424, 185, 73, -9, 
-39, 48, 87, -4, -63, 68, 146, 204, 439, 195, 78, 0, 
-24, 63, 87, -19, -56, 75, 156, 219, 458, 209, 102, 19, 
-19, 68, 87, -24, -53, 78, 156, 224, 478, 224, 117, 29, 
-14, 73, 87, -29, -51, 80, 156, 229, 497, 239, 131, 39, 
-9, 78, 87, -34, -48, 82, 156, 234, 517, 253, 146, 48, 
0, 92, 92, -46, -46, 92, 165, 253, 546, 268, 170, 68, 
9, 107, 97, -58, -43, 102, 165, 263, 566, 283, 185, 87, 
19, 122, 102, -70, -41, 112, 165, 273, 585, 297, 200, 107, 
29, 136, 107, -82, -39, 122, 165, 283, 605, 312, 214, 126, 
34, 151, 117, -92, -41, 134, 161, 287, 629, 336, 234, 151, 
39, 156, 117, -97, -39, 136, 156, 292, 644, 351, 253, 165, 
43, 161, 117, -102, -36, 139, 151, 297, 658, 366, 273, 180, 
