I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
39, -1024, -1063, 492, 551, -1044, 146, -29, -1542, -1424, -1044, -614, 
58, -1156, -1215, 549, 636, -1185, 165, 0, -1615, -1512, -1127, -688, 
78, -1288, -1366, 605, 722, -1327, 185, 29, -1688, -1600, -1210, -761, 
112, -1420, -1532, 653, 822, -1476, 190, 53, -1771, -1693, -1307, -839, 
146, -1551, -1698, 702, 922, -1625, 195, 78, -1854, -1786, -1405, -917, 
170, -1712, -1883, 771, 1027, -1798, 214, 117, -1937, -1903, -1532, -1024, 
195, -1873, -2069, 839, 1132, -1971, 234, 156, -2020, -2020, -1659, -1132, 
244, -1937, -2181, 846, 1212, -2059, 234, 190, -2039, -2059, -1708, -1176, 
292, -2000, -2293, 854, 1293, -2147, 234, 224, -2059, -2098, -1756, -1220, 
273, -2000, -2274, 863, 1273, -2137, 209, 151, -2103, -2098, -1756, -1220, 
253, -2000, -2254, 873, 1254, -2127, 185, 78, -2147, -2098, -1756, -1220, 
185, -2030, -2215, 922, 1200, -2122, 185, -34, -2161, -2113, -1781, -1254, 
117, -2059, -2176, 971, 1146, -2117, 185, -146, -2176, -2127, -1805, -1288, 
73, -1971, -2044, 949, 1058, -2008, 161, -200, -2034, -1991, -1712, -1234, 
29, -1883, -1912, 927, 971, -1898, 136, -253, -1893, -1854, -1620, -1180, 
48, -1698, -1747, 824, 897, -1722, 97, -234, -1668, -1629, -1434, -1049, 
68, -1512, -1581, 722, 824, -1546, 58, -214, -1444, -1405, -1249, -917, 
68, -1332, -1400, 631, 734, -1366, 58, -165, -1210, -1210, -1093, -819, 
68, -1151, -1220, 541, 644, -1185, 58, -117, -976, -1015, -936, -722, 
43, -956, -1000, 456, 522, -978, 48, -117, -800, -849, -795, -629, 
19, -761, -780, 370, 400, -771, 39, -117, -624, -683, -653, -536, 
-9, -649, -639, 329, 314, -644, 39, -117, -517, -575, -566, -468, 
-39, -536, -497, 287, 229, -517, 39, -117, -409, -468, -478, -400, 
-48, -322, -273, 185, 112, -297, 14, -117, -239, -273, -292, -248, 
-58, -107, -48, 82, -4, -78, -9, -117, -68, -78, -107, -97, 
-43, -14, 29, 29, -36, 7, 14, -53, 53, 34, -4, -24, 
-29, 78, 107, -24, -68, 92, 39, 9, 175, 146, 97, 48, 
-19, 102, 122, -41, -70, 112, 24, 9, 200, 170, 117, 68, 
-9, 126, 136, -58, -73, 131, 9, 9, 224, 195, 136, 87, 
-9, 136, 146, -63, -78, 141, 9, 19, 234, 204, 141, 92, 
