I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-448, 58, 507, 195, -478, 283, 244, -48, 605, 409, -48, -312, 
-448, 48, 497, 200, -473, 273, 244, -53, 590, 400, -53, -322, 
-448, 39, 488, 204, -468, 263, 244, -58, 575, 390, -58, -331, 
-448, 19, 468, 214, -458, 244, 244, -58, 546, 370, -68, -341, 
-448, 0, 448, 224, -448, 224, 244, -58, 517, 351, -78, -351, 
-439, 0, 439, 219, -439, 219, 239, -58, 488, 336, -78, -341, 
-429, 0, 429, 214, -429, 214, 234, -58, 458, 322, -78, -331, 
-414, 9, 424, 202, -419, 217, 214, -58, 434, 307, -78, -322, 
-400, 19, 419, 190, -409, 219, 195, -58, 409, 292, -78, -312, 
-375, 29, 405, 173, -390, 217, 170, -58, 370, 273, -73, -297, 
-351, 39, 390, 156, -370, 214, 146, -58, 331, 253, -68, -283, 
-317, 48, 366, 134, -341, 207, 126, -63, 297, 234, -58, -268, 
-283, 58, 341, 112, -312, 200, 107, -68, 263, 214, -48, -253, 
-253, 68, 322, 92, -287, 195, 73, -68, 224, 185, -43, -244, 
-224, 78, 302, 73, -263, 190, 39, -68, 185, 156, -39, -234, 
-195, 82, 278, 56, -236, 180, 19, -68, 151, 131, -39, -214, 
-165, 87, 253, 39, -209, 170, 0, -68, 117, 107, -39, -195, 
-141, 102, 244, 19, -192, 173, -19, -73, 82, 87, -39, -185, 
-117, 117, 234, 0, -175, 175, -39, -78, 48, 68, -39, -175, 
-92, 122, 214, -14, -153, 168, -58, -82, 24, 48, -34, -165, 
-68, 126, 195, -29, -131, 161, -78, -87, 0, 29, -29, -156, 
-53, 131, 185, -39, -119, 158, -87, -92, -19, 19, -29, -151, 
-39, 136, 175, -48, -107, 156, -97, -97, -39, 9, -29, -146, 
-29, 141, 170, -56, -100, 156, -107, -97, -43, 0, -24, -126, 
-19, 146, 165, -63, -92, 156, -117, -97, -48, -9, -19, -107, 
-9, 151, 161, -70, -85, 156, -122, -92, -58, -19, -19, -92, 
0, 156, 156, -78, -78, 156, -126, -87, -68, -29, -19, -78, 
4, 156, 151, -80, -73, 153, -126, -82, -78, -29, -24, -73, 
9, 156, 146, -82, -68, 151, -126, -78, -87, -29, -29, -68, 
9, 156, 146, -82, -68, 151, -131, -78, -97, -39, -29, -68, 
9, 156, 146, -82, -68, 151, -136, -78, -107, -48, -29, -68, 
14, 156, 141, -85, -63, 148, -141, -82, -112, -48, -29, -58, 
19, 156, 136, -87, -58, 146, -146, -87, -117, -48, -29, -48, 
19, 156, 136, -87, -58, 146, -151, -87, -122, -53, -29, -43, 
19, 156, 136, -87, -58, 146, -156, -87, -126, -58, -29, -39, 
14, 156, 141, -85, -63, 148, -156, -87, -126, -63, -34, -39, 
9, 156, 146, -82, -68, 151, -156, -87, -126, -68, -39, -39, 
9, 156, 146, -82, -68, 151, -156, -87, -126, -68, -39, -39, 
9, 156, 146, -82, -68, 151, -156, -87, -126, -68, -39, -39, 
9, 151, 141, -80, -65, 146, -156, -87, -126, -68, -39, -39, 
