I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
34, 39, 4, -36, 14, 21, -9, -9, -4, -9, -14, -14, 
39, 63, 24, -51, 7, 43, -19, -24, 0, 4, 4, 0, 
48, 78, 29, -63, 9, 53, -39, -34, 9, 14, 14, 9, 
63, 102, 39, -82, 12, 70, -68, -48, 9, 19, 24, 24, 
68, 112, 43, -90, 12, 78, -102, -68, 4, 19, 24, 29, 
82, 112, 29, -97, 26, 70, -131, -92, -4, 19, 24, 29, 
92, 131, 39, -112, 26, 85, -146, -112, -4, 19, 24, 29, 
102, 156, 53, -129, 24, 104, -156, -117, -4, 19, 24, 39, 
102, 170, 68, -136, 17, 119, -161, -126, -4, 24, 29, 48, 
102, 165, 63, -134, 19, 114, -156, -122, -4, 24, 29, 48, 
97, 146, 48, -122, 24, 97, -141, -117, -14, 14, 24, 34, 
92, 126, 34, -109, 29, 80, -126, -97, -14, 9, 19, 29, 
78, 87, 9, -82, 34, 48, -97, -68, -14, 4, 9, 14, 
48, 43, -4, -46, 26, 19, -53, -43, -14, -4, -4, 0, 
9, 4, -4, -7, 7, 0, -29, -48, -29, -24, -19, -14, 
-19, -34, -14, 26, -2, -24, -14, -63, -63, -63, -48, -48, 
-19, -58, -39, 39, 9, -48, -14, -73, -73, -73, -53, -63, 
-14, -68, -53, 41, 19, -61, -14, -73, -78, -68, -63, -63, 
-9, -78, -68, 43, 29, -73, -14, -73, -78, -63, -63, -63, 
-9, -82, -73, 46, 31, -78, -14, -68, -82, -73, -68, -68, 
-14, -87, -73, 51, 29, -80, -9, -68, -82, -73, -73, -68, 
-14, -92, -78, 53, 31, -85, -4, -58, -82, -73, -78, -73, 
-19, -92, -73, 56, 26, -82, -4, -53, -87, -73, -78, -73, 
-19, -97, -78, 58, 29, -87, -4, -53, -87, -78, -78, -78, 
-24, -107, -82, 65, 29, -95, 0, -48, -87, -78, -82, -78, 
-29, -117, -87, 73, 29, -102, 9, -43, -87, -78, -82, -82, 
-39, -126, -87, 82, 24, -107, 24, -19, -73, -73, -82, -82, 
-43, -126, -82, 85, 19, -104, 63, 43, -19, -39, -58, -78, 
-14, -131, -117, 73, 51, -124, 82, 126, 24, 0, -34, -68, 
39, -146, -185, 53, 112, -165, 122, 253, 82, 39, 9, -53, 
97, -244, -341, 73, 219, -292, 219, 405, 82, 19, -14, -92, 
146, -351, -497, 102, 322, -424, 395, 707, 73, -14, -63, -146, 
185, -341, -527, 78, 356, -434, 556, 927, 141, 0, -73, -161, 
244, -190, -434, -26, 339, -312, 585, 936, 248, 58, -19, -92, 
356, 151, -204, -253, 280, -26, 434, 653, 370, 200, 151, 112, 
468, 712, 244, -590, 112, 478, 185, 424, 688, 663, 644, 600, 
610, 980, 370, -795, 119, 675, 0, 492, 1127, 1180, 1171, 1024, 
722, 1220, 497, -971, 112, 858, -234, 492, 1473, 1576, 1542, 1312, 
