I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -107, -97, -48, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -107, -97, -48, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -107, -97, -48, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -107, -97, -48, 
-68, -58, 9, 63, -39, -24, 9, -146, -175, -117, -107, -58, 
-68, -58, 9, 63, -39, -24, 9, -146, -175, -117, -107, -58, 
-68, -58, 9, 63, -39, -24, 9, -146, -175, -117, -107, -58, 
-68, -58, 9, 63, -39, -24, 9, -146, -175, -117, -107, -58, 
-68, -48, 19, 58, -43, -14, 9, -146, -165, -126, -107, -58, 
-68, -48, 19, 58, -43, -14, 9, -146, -165, -126, -107, -58, 
-68, -48, 19, 58, -43, -14, 9, -146, -165, -126, -107, -58, 
-68, -48, 19, 58, -43, -14, 9, -146, -165, -126, -107, -58, 
-68, -39, 29, 53, -48, -4, 9, -146, -175, -117, -107, -68, 
-68, -39, 29, 53, -48, -4, 9, -146, -175, -117, -107, -68, 
-68, -39, 29, 53, -48, -4, 9, -146, -175, -117, -107, -68, 
-68, -39, 29, 53, -48, -4, 9, -146, -175, -117, -107, -68, 
-68, -34, 34, 51, -51, 0, 0, -156, -175, -126, -117, -78, 
-68, -29, 39, 48, -53, 4, 0, -156, -175, -126, -117, -78, 
-68, -24, 43, 46, -56, 9, 0, -156, -175, -126, -117, -78, 
-68, -19, 48, 43, -58, 14, 0, -156, -175, -126, -117, -78, 
-78, -39, 39, 58, -58, 0, 4, -151, -161, -117, -117, -68, 
-78, -48, 29, 63, -53, -9, 9, -146, -156, -117, -117, -68, 
-78, -58, 19, 68, -48, -19, 14, -141, -151, -117, -117, -68, 
-78, -68, 9, 73, -43, -29, 19, -136, -146, -117, -117, -68, 
-68, -58, 9, 63, -39, -24, 29, -126, -156, -107, -107, -68, 
-68, -58, 9, 63, -39, -24, 29, -126, -156, -107, -107, -68, 
-68, -58, 9, 63, -39, -24, 29, -126, -156, -107, -107, -68, 
-68, -58, 9, 63, -39, -24, 29, -126, -156, -107, -107, -68, 
-68, -58, 9, 63, -39, -24, 19, -136, -156, -117, -107, -78, 
-68, -58, 9, 63, -39, -24, 19, -136, -156, -117, -107, -78, 
-68, -58, 9, 63, -39, -24, 19, -136, -156, -117, -107, -78, 
-68, -58, 9, 63, -39, -24, 19, -136, -156, -117, -107, -78, 
-68, -58, 9, 63, -39, -24, 19, -126, -156, -117, -117, -78, 
-68, -58, 9, 63, -39, -24, 19, -126, -156, -117, -117, -78, 
-68, -58, 9, 63, -39, -24, 19, -126, -156, -117, -117, -78, 
-68, -58, 9, 63, -39, -24, 19, -126, -156, -117, -117, -78, 
-78, -58, 19, 68, -48, -19, 9, -126, -156, -117, -117, -78, 
-78, -58, 19, 68, -48, -19, 9, -126, -156, -117, -117, -78, 
-78, -58, 19, 68, -48, -19, 9, -126, -156, -117, -117, -78, 
-78, -58, 19, 68, -48, -19, 9, -126, -156, -117, -117, -78, 
-78, -63, 14, 70, -46, -24, 14, -126, -146, -107, -107, -68, 
-78, -68, 9, 73, -43, -29, 19, -126, -146, -107, -107, -68, 
-78, -73, 4, 75, -41, -34, 24, -126, -146, -107, -107, -68, 
-78, -78, 0, 78, -39, -39, 29, -126, -146, -107, -107, -68, 
-68, -73, -4, 70, -31, -39, 19, -126, -156, -117, -117, -78, 
-68, -68, 0, 68, -34, -34, 19, -126, -156, -117, -117, -78, 
-68, -63, 4, 65, -36, -29, 19, -126, -156, -117, -117, -78, 
-68, -58, 9, 63, -39, -24, 19, -126, -156, -117, -117, -78, 
-68, -58, 9, 63, -39, -24, 14, -131, -165, -126, -126, -87, 
-68, -58, 9, 63, -39, -24, 9, -136, -165, -126, -126, -87, 
-68, -58, 9, 63, -39, -24, 4, -141, -165, -126, -126, -87, 
-68, -58, 9, 63, -39, -24, 0, -146, -165, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 0, -146, -165, -126, -126, -87, 
-68, -58, 9, 63, -39, -24, 9, -146, -165, -126, -126, -78, 
-68, -58, 9, 63, -39, -24, 9, -146, -165, -126, -126, -78, 
-68, -58, 9, 63, -39, -24, 9, -146, -165, -126, -126, -78, 
-68, -58, 9, 63, -39, -24, 9, -146, -165, -126, -126, -78, 
-68, -68, 0, 68, -34, -34, 9, -156, -175, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 9, -156, -175, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 9, -156, -175, -126, -126, -87, 
-68, -68, 0, 68, -34, -34, 9, -156, -175, -126, -126, -87, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -87, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -87, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -87, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -87, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -78, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -78, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -78, 
-78, -58, 19, 68, -48, -19, 9, -156, -175, -126, -126, -78, 
-68, -48, 19, 58, -43, -14, 9, -156, -165, -126, -117, -68, 
-68, -39, 29, 53, -48, -4, 9, -156, -165, -126, -117, -68, 
-68, -29, 39, 48, -53, 4, 9, -156, -165, -126, -117, -68, 
-68, -19, 48, 43, -58, 14, 9, -156, -165, -126, -117, -68, 
-68, -14, 53, 41, -61, 19, 19, -151, -156, -112, -112, -58, 
-68, -9, 58, 39, -63, 24, 19, -146, -156, -107, -107, -58, 
-68, -4, 63, 36, -65, 29, 19, -141, -156, -102, -102, -58, 
-68, 0, 68, 34, -68, 34, 19, -136, -156, -97, -97, -58, 
-58, 9, 68, 24, -63, 39, 19, -136, -156, -107, -107, -58, 
-58, 9, 68, 24, -63, 39, 19, -136, -156, -107, -107, -58, 
-58, 9, 68, 24, -63, 39, 19, -136, -156, -107, -107, -58, 
-58, 9, 68, 24, -63, 39, 19, -136, -156, -107, -107, -58, 
-48, 4, 53, 21, -51, 29, 24, -122, -146, -97, -92, -43, 
-48, 0, 48, 24, -48, 24, 29, -117, -136, -87, -87, -39, 
-48, -4, 43, 26, -46, 19, 34, -112, -126, -78, -82, -34, 
-48, -9, 39, 29, -43, 14, 39, -107, -117, -68, -78, -29, 
-39, 0, 39, 19, -39, 19, 29, -107, -102, -63, -63, -24, 
-39, 9, 48, 14, -43, 29, 29, -107, -97, -58, -58, -19, 
-34, 39, 73, -2, -53, 56, 19, -107, -87, -43, -48, -9, 
-34, 73, 107, -19, -70, 90, 9, -107, -82, -34, -34, 4, 
-29, 87, 117, -29, -73, 102, -19, -126, -97, -43, -43, 0, 
-29, 102, 131, -36, -80, 117, -34, -141, -112, -43, -43, 4, 
-29, 107, 136, -39, -82, 122, -48, -161, -112, -48, -48, 4, 
-24, 107, 131, -41, -78, 119, -63, -170, -117, -48, -48, 4, 
-14, 107, 122, -46, -68, 114, -68, -170, -131, -48, -48, 4, 
-4, 112, 117, -53, -61, 114, -78, -175, -131, -48, -43, 9, 
-4, 107, 112, -51, -58, 109, -87, -170, -136, -48, -43, 9, 
-4, 112, 117, -53, -61, 114, -92, -165, -141, -48, -43, 9, 
-9, 97, 107, -43, -58, 102, -78, -156, -136, -39, -34, 14, 
0, 87, 87, -43, -43, 87, -68, -156, -126, -39, -29, 24, 
9, 82, 73, -46, -31, 78, -63, -146, -117, -39, -29, 29, 
14, 78, 63, -46, -24, 70, -58, -141, -112, -34, -29, 39, 
19, 63, 43, -41, -12, 53, -68, -141, -122, -34, -29, 29, 
24, 63, 39, -43, -7, 51, -68, -141, -131, -34, -29, 29, 
29, 58, 29, -43, 0, 43, -73, -146, -141, -48, -34, 29, 
29, 58, 29, -43, 0, 43, -82, -156, -151, -58, -39, 24, 
19, 53, 34, -36, -7, 43, -82, -170, -161, -78, -63, 14, 
19, 43, 24, -31, -2, 34, -78, -170, -170, -87, -63, 14, 
19, 39, 19, -29, 0, 29, -78, -180, -175, -87, -68, 14, 
9, 34, 24, -21, -7, 29, -78, -190, -185, -92, -73, 9, 
0, 24, 24, -12, -12, 24, -68, -190, -185, -97, -78, 14, 
-4, 29, 34, -12, -19, 31, -68, -190, -190, -102, -78, 14, 
-14, 29, 43, -7, -29, 36, -63, -195, -195, -102, -82, 9, 
-24, 19, 43, 2, -34, 31, -63, -200, -200, -107, -82, 4, 
-24, 14, 39, 4, -31, 26, -58, -209, -195, -112, -97, -4, 
-34, 14, 48, 9, -41, 31, -53, -209, -200, -117, -107, -19, 
-43, 14, 58, 14, -51, 36, -48, -209, -200, -122, -112, -29, 
-53, 9, 63, 21, -58, 36, -39, -204, -200, -126, -117, -43, 
-63, -14, 48, 39, -56, 17, -29, -195, -214, -131, -117, -58, 
-68, -34, 34, 51, -51, 0, -19, -195, -219, -136, -126, -68, 
