I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
224, 312, 87, -268, 68, 200, 39, 614, 341, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 39, 614, 341, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 39, 614, 341, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 39, 614, 341, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 29, 600, 331, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 19, 585, 331, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 9, 570, 331, 234, 126, 78, 
224, 312, 87, -268, 68, 200, 0, 556, 331, 234, 126, 78, 
219, 297, 78, -258, 70, 187, -4, 536, 326, 229, 126, 87, 
214, 292, 78, -253, 68, 185, -9, 517, 322, 224, 126, 87, 
209, 287, 78, -248, 65, 183, -14, 497, 317, 219, 126, 87, 
204, 283, 78, -244, 63, 180, -19, 478, 312, 214, 126, 87, 
195, 273, 78, -234, 58, 175, -29, 453, 297, 200, 122, 78, 
185, 263, 78, -224, 53, 170, -29, 429, 283, 195, 117, 78, 
175, 253, 78, -214, 48, 165, -29, 405, 268, 190, 112, 78, 
165, 244, 78, -204, 43, 161, -29, 380, 253, 185, 107, 78, 
156, 229, 73, -192, 41, 151, -29, 356, 234, 170, 102, 68, 
146, 214, 68, -180, 39, 141, -29, 331, 224, 165, 97, 68, 
136, 200, 63, -168, 36, 131, -29, 307, 214, 161, 92, 68, 
126, 185, 58, -156, 34, 122, -29, 283, 204, 156, 87, 68, 
117, 180, 63, -148, 26, 122, -39, 253, 195, 141, 87, 68, 
117, 175, 58, -146, 29, 117, -39, 234, 185, 136, 87, 68, 
117, 170, 53, -143, 31, 112, -39, 214, 175, 131, 87, 68, 
117, 165, 48, -141, 34, 107, -39, 195, 165, 126, 87, 68, 
107, 156, 48, -131, 29, 102, -39, 170, 146, 112, 82, 63, 
97, 146, 48, -122, 24, 97, -39, 156, 136, 107, 78, 58, 
87, 136, 48, -112, 19, 92, -39, 141, 126, 102, 73, 53, 
78, 126, 48, -102, 14, 87, -39, 126, 117, 97, 68, 48, 
63, 107, 43, -85, 9, 75, -39, 112, 97, 87, 63, 43, 
58, 97, 39, -78, 9, 68, -39, 97, 87, 78, 58, 39, 
53, 87, 34, -70, 9, 61, -39, 82, 78, 68, 53, 34, 
48, 78, 29, -63, 9, 53, -39, 68, 68, 58, 48, 29, 
39, 63, 24, -51, 7, 43, -39, 58, 58, 53, 43, 19, 
39, 58, 19, -48, 9, 39, -39, 48, 48, 48, 39, 19, 
39, 53, 14, -46, 12, 34, -39, 39, 39, 43, 34, 19, 
39, 48, 9, -43, 14, 29, -39, 29, 29, 39, 29, 19, 
34, 34, 0, -34, 17, 17, -29, 14, 24, 24, 24, 9, 
29, 29, 0, -29, 14, 14, -29, 9, 19, 19, 19, 9, 
24, 24, 0, -24, 12, 12, -29, 4, 14, 14, 14, 9, 
19, 19, 0, -19, 9, 9, -29, 0, 9, 9, 9, 9, 
