I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-19, 19, 39, 0, -29, 29, 9, -29, -29, -29, 9, 0, 
-19, 19, 39, 0, -29, 29, 9, -29, -29, -29, 9, 0, 
-19, 19, 39, 0, -29, 29, 9, -29, -29, -29, 9, 0, 
-19, 19, 39, 0, -29, 29, 9, -29, -29, -29, 9, 0, 
-29, 4, 34, 12, -31, 19, 9, -19, -29, -29, 9, -9, 
-39, 0, 39, 19, -39, 19, 9, -19, -29, -29, 9, -9, 
-48, -4, 43, 26, -46, 19, 9, -19, -29, -29, 9, -9, 
-58, -9, 48, 34, -53, 19, 9, -19, -29, -29, 9, -9, 
-73, -24, 48, 48, -61, 12, 4, -24, -39, -34, 0, -19, 
-78, -29, 48, 53, -63, 9, 0, -29, -39, -39, 0, -19, 
-82, -34, 48, 58, -65, 7, -4, -34, -39, -43, 0, -19, 
-87, -39, 48, 63, -68, 4, -9, -39, -39, -48, 0, -19, 
-78, -24, 53, 51, -65, 14, 0, -24, -24, -34, 9, -9, 
-68, -9, 58, 39, -63, 24, 9, -19, -19, -29, 9, -9, 
-58, 4, 63, 26, -61, 34, 19, -14, -14, -24, 9, -9, 
-48, 19, 68, 14, -58, 43, 29, -9, -9, -19, 9, -9, 
-43, 19, 63, 12, -53, 41, 24, -14, -14, -24, 0, 0, 
-39, 19, 58, 9, -48, 39, 19, -19, -19, -29, 0, 0, 
-34, 19, 53, 7, -43, 36, 14, -24, -24, -34, 0, 0, 
-29, 19, 48, 4, -39, 34, 9, -29, -29, -39, 0, 0, 
-34, 29, 63, 2, -48, 46, 4, -19, -29, -34, 9, -9, 
-39, 29, 68, 4, -53, 48, 0, -19, -29, -29, 9, -9, 
-43, 29, 73, 7, -58, 51, -4, -19, -29, -24, 9, -9, 
-48, 29, 78, 9, -63, 53, -9, -19, -29, -19, 9, -9, 
-43, 29, 73, 7, -58, 51, -19, -9, -14, -9, 14, -4, 
-39, 29, 68, 4, -53, 48, -19, -9, -9, -9, 19, 0, 
-34, 29, 63, 2, -48, 46, -19, -9, -4, -9, 24, 4, 
-29, 29, 58, 0, -43, 43, -19, -9, 0, -9, 29, 9, 
-29, 34, 63, -2, -46, 48, -24, -14, 0, -9, 34, 19, 
-29, 39, 68, -4, -48, 53, -29, -19, 0, -9, 39, 19, 
-29, 43, 73, -7, -51, 58, -34, -24, 0, -9, 43, 19, 
-29, 48, 78, -9, -53, 63, -39, -29, 0, -9, 48, 19, 
-29, 63, 92, -17, -61, 78, -29, -39, 0, -4, 58, 29, 
-29, 68, 97, -19, -63, 82, -29, -39, 0, 0, 58, 29, 
-29, 73, 102, -21, -65, 87, -29, -39, 0, 4, 58, 29, 
-29, 78, 107, -24, -68, 92, -29, -39, 0, 9, 58, 29, 
-14, 82, 97, -34, -56, 90, -43, -43, 0, 0, 58, 19, 
-9, 87, 97, -39, -53, 92, -48, -48, 0, 0, 58, 19, 
-4, 92, 97, -43, -51, 95, -53, -53, 0, 0, 58, 19, 
0, 97, 97, -48, -48, 97, -58, -58, 0, 0, 58, 19, 
-9, 82, 92, -36, -51, 87, -73, -48, 0, 0, 48, 29, 
-19, 78, 97, -29, -58, 87, -78, -48, 0, 0, 48, 29, 
-29, 73, 102, -21, -65, 87, -82, -48, 0, 0, 48, 29, 
-39, 68, 107, -14, -73, 87, -87, -48, 0, 0, 48, 29, 
-14, 87, 102, -36, -58, 95, -107, -58, -9, 9, 58, 29, 
0, 97, 97, -48, -48, 97, -117, -58, -9, 9, 58, 29, 
14, 107, 92, -61, -39, 100, -126, -58, -9, 9, 58, 29, 
29, 117, 87, -73, -29, 102, -136, -58, -9, 9, 58, 29, 
34, 131, 97, -82, -31, 114, -136, -68, -4, 14, 73, 43, 
39, 136, 97, -87, -29, 117, -136, -68, 0, 19, 78, 48, 
43, 141, 97, -92, -26, 119, -136, -68, 4, 24, 82, 53, 
48, 146, 97, -97, -24, 122, -136, -68, 9, 29, 87, 58, 
48, 146, 97, -97, -24, 122, -146, -78, 4, 19, 97, 68, 
48, 146, 97, -97, -24, 122, -146, -78, 0, 19, 97, 68, 
48, 146, 97, -97, -24, 122, -146, -78, -4, 19, 97, 68, 
48, 146, 97, -97, -24, 122, -146, -78, -9, 19, 97, 68, 
68, 156, 87, -112, -9, 122, -136, -73, 0, 24, 107, 82, 
82, 165, 82, -124, 0, 124, -136, -68, 0, 29, 117, 87, 
92, 175, 82, -134, 4, 129, -146, -58, -4, 34, 117, 92, 
92, 175, 82, -134, 4, 129, -131, -53, -4, 39, 117, 92, 
82, 151, 68, -117, 7, 109, -112, -43, -9, 29, 97, 92, 
78, 131, 53, -104, 12, 92, -107, -43, -19, 19, 97, 87, 
73, 112, 39, -92, 17, 75, -107, -48, -43, 0, 82, 78, 
68, 102, 34, -85, 17, 68, -107, -68, -68, -14, 68, 68, 
68, 92, 24, -80, 21, 58, -102, -58, -68, -14, 73, 58, 
63, 78, 14, -70, 24, 46, -97, -48, -63, -19, 73, 58, 
53, 63, 9, -58, 21, 36, -97, -48, -58, -14, 73, 58, 
48, 58, 9, -53, 19, 34, -92, -48, -48, 0, 73, 58, 
53, 48, -4, -51, 29, 21, -82, -48, -58, -9, 68, 63, 
53, 43, -9, -48, 31, 17, -82, -58, -58, -9, 68, 63, 
34, 43, 9, -39, 12, 26, -78, -63, -58, -9, 58, 63, 
24, 43, 19, -34, 2, 31, -68, -63, -53, -9, 53, 53, 
19, 39, 19, -29, 0, 29, -73, -73, -53, -24, 39, 34, 
0, 24, 24, -12, -12, 24, -53, -73, -63, -29, 34, 24, 
-29, 19, 48, 4, -39, 34, -48, -63, -63, -43, 19, 19, 
-29, 19, 48, 4, -39, 34, -48, -63, -68, -48, 14, 14, 
-24, -9, 14, 17, -19, 2, -39, -58, -58, -48, 24, 14, 
-29, -19, 9, 24, -19, -4, -19, -34, -53, -43, 19, 9, 
-29, -29, 0, 29, -14, -14, 0, -19, -53, -39, 4, 9, 
-34, -39, -4, 36, -14, -21, 14, -14, -53, -39, 0, 0, 
-48, -48, 0, 48, -24, -24, 14, -29, -53, -58, -9, -4, 
-58, -48, 9, 53, -34, -19, 14, -34, -58, -58, -9, -14, 
-73, -48, 24, 61, -48, -12, 19, -34, -58, -63, -14, -14, 
-82, -48, 34, 65, -58, -7, 19, -48, -63, -68, -14, -19, 
-92, -68, 24, 80, -58, -21, 19, -58, -68, -78, -19, -34, 
-92, -73, 19, 82, -56, -26, 14, -53, -78, -78, -24, -39, 
