I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-585, 165, 751, 209, -668, 458, -370, -1600, -1132, -692, -331, 19, 
-507, 165, 673, 170, -590, 419, -331, -1322, -951, -595, -292, 4, 
-429, 165, 595, 131, -512, 380, -292, -1044, -771, -497, -253, -9, 
-336, 151, 488, 92, -412, 319, -224, -824, -614, -405, -219, -29, 
-244, 136, 380, 53, -312, 258, -156, -605, -458, -312, -185, -48, 
-219, 87, 307, 65, -263, 197, -112, -458, -361, -253, -156, -63, 
-195, 39, 234, 78, -214, 136, -68, -312, -263, -195, -126, -78, 
-156, 9, 165, 73, -161, 87, -39, -239, -209, -156, -117, -78, 
-117, -19, 97, 68, -107, 39, -9, -165, -156, -117, -107, -78, 
-107, -43, 63, 75, -85, 9, 4, -122, -131, -107, -102, -82, 
-97, -68, 29, 82, -63, -19, 19, -78, -107, -97, -97, -87, 
-87, -78, 9, 82, -48, -34, 24, -63, -97, -92, -97, -92, 
-78, -87, -9, 82, -34, -48, 29, -48, -87, -87, -97, -97, 
-73, -92, -19, 82, -26, -56, 34, -29, -73, -82, -92, -97, 
-68, -97, -29, 82, -19, -63, 39, -9, -58, -78, -87, -97, 
-58, -97, -39, 78, -9, -68, 39, 4, -48, -68, -82, -97, 
-48, -97, -48, 73, 0, -73, 39, 19, -39, -58, -78, -97, 
-43, -92, -48, 68, 2, -70, 34, 34, -29, -53, -78, -92, 
-39, -87, -48, 63, 4, -68, 29, 48, -19, -48, -78, -87, 
-34, -87, -53, 61, 9, -70, 29, 53, -9, -39, -73, -87, 
-29, -87, -58, 58, 14, -73, 29, 58, 0, -29, -68, -87, 
-24, -87, -63, 56, 19, -75, 34, 73, 4, -24, -63, -82, 
-19, -87, -68, 53, 24, -78, 39, 87, 9, -19, -58, -78, 
-14, -82, -68, 48, 26, -75, 39, 102, 24, -9, -48, -68, 
-9, -78, -68, 43, 29, -73, 39, 117, 39, 0, -39, -58, 
-4, -73, -68, 39, 31, -70, 39, 126, 48, 4, -34, -58, 
0, -68, -68, 34, 34, -68, 39, 136, 58, 9, -29, -58, 
9, -63, -73, 26, 41, -68, 39, 151, 68, 19, -19, -53, 
19, -58, -78, 19, 48, -68, 39, 165, 78, 29, -9, -48, 
24, -48, -73, 12, 48, -61, 39, 185, 92, 39, 0, -39, 
29, -39, -68, 4, 48, -53, 39, 204, 107, 48, 9, -29, 
43, -34, -78, -4, 61, -56, 39, 229, 131, 63, 19, -19, 
58, -29, -87, -14, 73, -58, 39, 253, 156, 78, 29, -9, 
73, -14, -87, -29, 80, -51, 34, 273, 165, 92, 39, 0, 
87, 0, -87, -43, 87, -43, 29, 292, 175, 107, 48, 9, 
97, 9, -87, -53, 92, -39, 29, 322, 200, 122, 58, 19, 
107, 19, -87, -63, 97, -34, 29, 351, 224, 136, 68, 29, 
122, 29, -92, -75, 107, -31, 29, 375, 244, 156, 82, 39, 
136, 39, -97, -87, 117, -29, 29, 400, 263, 175, 97, 48, 
146, 53, -92, -100, 119, -19, 29, 434, 292, 195, 117, 53, 
156, 68, -87, -112, 122, -9, 29, 468, 322, 214, 136, 58, 
175, 82, -92, -129, 134, -4, 24, 507, 351, 239, 156, 78, 
195, 97, -97, -146, 146, 0, 19, 546, 380, 263, 175, 97, 
219, 117, -102, -168, 161, 7, 19, 580, 414, 287, 190, 112, 
244, 136, -107, -190, 175, 14, 19, 614, 448, 312, 204, 126, 
268, 156, -112, -212, 190, 21, 14, 653, 483, 341, 229, 146, 
292, 175, -117, -234, 204, 29, 9, 692, 517, 370, 253, 165, 
317, 195, -122, -256, 219, 36, 4, 741, 551, 395, 278, 185, 
341, 214, -126, -278, 234, 43, 0, 790, 585, 419, 302, 204, 
370, 239, -131, -305, 251, 53, -4, 824, 624, 453, 326, 224, 
400, 263, -136, -331, 268, 63, -9, 858, 663, 488, 351, 244, 
424, 287, -136, -356, 280, 75, -14, 907, 697, 512, 380, 263, 
448, 312, -136, -380, 292, 87, -19, 956, 732, 536, 409, 283, 
468, 341, -126, -405, 297, 107, -29, 980, 766, 570, 439, 307, 
488, 370, -117, -429, 302, 126, -39, 1005, 800, 605, 468, 331, 
507, 380, -126, -444, 317, 126, -43, 1034, 824, 624, 488, 356, 
527, 390, -136, -458, 331, 126, -48, 1063, 849, 644, 507, 380, 
536, 405, -131, -470, 334, 136, -53, 1063, 863, 658, 522, 395, 
546, 419, -126, -483, 336, 146, -58, 1063, 878, 673, 536, 409, 
546, 424, -122, -485, 334, 151, -68, 1049, 878, 673, 541, 424, 
546, 429, -117, -488, 331, 156, -78, 1034, 878, 673, 546, 439, 
541, 429, -112, -485, 326, 158, -82, 990, 849, 663, 546, 439, 
536, 429, -107, -483, 322, 161, -87, 946, 819, 653, 546, 439, 
512, 419, -92, -466, 302, 163, -92, 873, 766, 619, 522, 424, 
488, 409, -78, -448, 283, 165, -97, 800, 712, 585, 497, 409, 
453, 380, -73, -417, 263, 153, -97, 722, 653, 536, 463, 385, 
419, 351, -68, -385, 244, 141, -97, 644, 595, 488, 429, 361, 
375, 322, -53, -348, 214, 134, -97, 561, 522, 434, 380, 322, 
331, 292, -39, -312, 185, 126, -97, 478, 448, 380, 331, 283, 
287, 253, -34, -270, 161, 109, -87, 395, 380, 326, 287, 239, 
244, 214, -29, -229, 136, 92, -78, 312, 312, 273, 244, 195, 
209, 180, -29, -195, 119, 75, -73, 244, 248, 219, 195, 156, 
175, 146, -29, -161, 102, 58, -68, 175, 185, 165, 146, 117, 
141, 112, -29, -126, 85, 41, -58, 131, 141, 122, 112, 92, 
107, 78, -29, -92, 68, 24, -48, 87, 97, 78, 78, 68, 
82, 48, -34, -65, 58, 7, -39, 48, 53, 53, 48, 43, 
