I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-214, -9, 204, 112, -209, 97, 48, -244, -351, -361, -273, -165, 
-234, -14, 219, 124, -226, 102, 58, -258, -380, -395, -307, -185, 
-253, -19, 234, 136, -244, 107, 68, -273, -409, -429, -341, -204, 
-268, -19, 248, 143, -258, 114, 78, -297, -434, -463, -370, -229, 
-283, -19, 263, 151, -273, 122, 87, -322, -458, -497, -400, -253, 
-302, -29, 273, 165, -287, 122, 97, -331, -478, -531, -429, -268, 
-322, -39, 283, 180, -302, 122, 107, -341, -497, -566, -458, -283, 
-336, -43, 292, 190, -314, 124, 112, -351, -512, -585, -483, -302, 
-351, -48, 302, 200, -326, 126, 117, -361, -527, -605, -507, -322, 
-361, -58, 302, 209, -331, 122, 126, -361, -527, -624, -527, -336, 
-370, -68, 302, 219, -336, 117, 136, -361, -527, -644, -546, -351, 
-370, -73, 297, 222, -334, 112, 141, -351, -527, -649, -556, -361, 
-370, -78, 292, 224, -331, 107, 146, -341, -527, -653, -566, -370, 
-370, -82, 287, 226, -329, 102, 146, -312, -507, -653, -566, -375, 
-370, -87, 283, 229, -326, 97, 146, -283, -488, -653, -566, -380, 
-361, -97, 263, 229, -312, 82, 146, -253, -458, -634, -566, -380, 
-351, -107, 244, 229, -297, 68, 146, -224, -429, -614, -566, -380, 
-331, -107, 224, 219, -278, 58, 141, -185, -390, -590, -546, -370, 
-312, -107, 204, 209, -258, 48, 136, -146, -351, -566, -527, -361, 
-287, -107, 180, 197, -234, 36, 126, -107, -312, -522, -502, -341, 
-263, -107, 156, 185, -209, 24, 117, -68, -273, -478, -478, -322, 
-234, -102, 131, 168, -183, 14, 102, -34, -229, -439, -439, -297, 
-204, -97, 107, 151, -156, 4, 87, 0, -185, -400, -400, -273, 
-175, -87, 87, 131, -131, 0, 68, 19, -156, -356, -366, -248, 
-146, -78, 68, 112, -107, -4, 48, 39, -126, -312, -331, -224, 
-122, -68, 53, 95, -87, -7, 39, 58, -92, -273, -292, -200, 
-97, -58, 39, 78, -68, -9, 29, 78, -58, -234, -253, -175, 
-78, -39, 39, 58, -58, 0, 14, 92, -39, -195, -224, -146, 
-58, -19, 39, 39, -48, 9, 0, 107, -19, -156, -195, -117, 
-39, -9, 29, 24, -34, 9, -14, 112, 0, -131, -165, -97, 
-19, 0, 19, 9, -19, 9, -29, 117, 19, -107, -136, -78, 
-4, 9, 14, -2, -9, 12, -34, 122, 29, -78, -112, -63, 
9, 19, 9, -14, 0, 14, -39, 126, 39, -48, -87, -48, 
19, 29, 9, -24, 4, 19, -43, 126, 48, -34, -68, -34, 
29, 39, 9, -34, 9, 24, -48, 126, 58, -19, -48, -19, 
29, 43, 14, -36, 7, 29, -53, 122, 63, 0, -39, -9, 
29, 48, 19, -39, 4, 34, -58, 117, 68, 19, -29, 0, 
34, 53, 19, -43, 7, 36, -63, 117, 73, 24, -14, 9, 
39, 58, 19, -48, 9, 39, -68, 117, 78, 29, 0, 19, 
43, 63, 19, -53, 12, 41, -68, 112, 78, 39, 9, 24, 
48, 68, 19, -58, 14, 43, -68, 107, 78, 48, 19, 29, 
48, 68, 19, -58, 14, 43, -68, 107, 78, 48, 19, 34, 
48, 68, 19, -58, 14, 43, -68, 107, 78, 48, 19, 39, 
48, 68, 19, -58, 14, 43, -68, 107, 78, 53, 24, 39, 
48, 68, 19, -58, 14, 43, -68, 107, 78, 58, 29, 39, 
48, 68, 19, -58, 14, 43, -68, 102, 78, 63, 29, 39, 
48, 68, 19, -58, 14, 43, -68, 97, 78, 68, 29, 39, 
48, 68, 19, -58, 14, 43, -68, 97, 78, 68, 29, 39, 
48, 68, 19, -58, 14, 43, -68, 97, 78, 68, 29, 39, 
48, 68, 19, -58, 14, 43, -63, 97, 78, 68, 29, 39, 
48, 68, 19, -58, 14, 43, -58, 97, 78, 68, 29, 39, 
43, 63, 19, -53, 12, 41, -58, 97, 78, 68, 29, 39, 
39, 58, 19, -48, 9, 39, -58, 97, 78, 68, 29, 39, 
39, 58, 19, -48, 9, 39, -58, 92, 78, 63, 29, 39, 
39, 58, 19, -48, 9, 39, -58, 87, 78, 58, 29, 39, 
39, 58, 19, -48, 9, 39, -53, 87, 73, 58, 29, 34, 
39, 58, 19, -48, 9, 39, -48, 87, 68, 58, 29, 29, 
39, 58, 19, -48, 9, 39, -48, 87, 68, 58, 29, 29, 
39, 58, 19, -48, 9, 39, -48, 87, 68, 58, 29, 29, 
34, 58, 24, -46, 4, 41, -48, 87, 68, 58, 29, 29, 
29, 58, 29, -43, 0, 43, -48, 87, 68, 58, 29, 29, 
29, 58, 29, -43, 0, 43, -43, 87, 68, 58, 29, 29, 
29, 58, 29, -43, 0, 43, -39, 87, 68, 58, 29, 29, 
29, 53, 24, -41, 2, 39, -39, 82, 63, 58, 29, 29, 
29, 48, 19, -39, 4, 34, -39, 78, 58, 58, 29, 29, 
24, 48, 24, -36, 0, 36, -39, 78, 58, 53, 24, 29, 
19, 48, 29, -34, -4, 39, -39, 78, 58, 48, 19, 29, 
19, 43, 24, -31, -2, 34, -34, 73, 58, 48, 19, 24, 
19, 39, 19, -29, 0, 29, -29, 68, 58, 48, 19, 19, 
19, 34, 14, -26, 2, 24, -29, 68, 53, 48, 14, 19, 
19, 29, 9, -24, 4, 19, -29, 68, 48, 48, 9, 19, 
19, 29, 9, -24, 4, 19, -29, 68, 48, 43, 9, 19, 
19, 29, 9, -24, 4, 19, -29, 68, 48, 39, 9, 19, 
19, 24, 4, -21, 7, 14, -29, 63, 48, 39, 9, 14, 
19, 19, 0, -19, 9, 9, -29, 58, 48, 39, 9, 9, 
14, 19, 4, -17, 4, 12, -29, 58, 43, 34, 4, 9, 
9, 19, 9, -14, 0, 14, -29, 58, 39, 29, 0, 9, 
9, 19, 9, -14, 0, 14, -29, 53, 34, 29, 0, 9, 
9, 19, 9, -14, 0, 14, -29, 48, 29, 29, 0, 9, 
9, 19, 9, -14, 0, 14, -24, 48, 29, 29, 0, 9, 
9, 19, 9, -14, 0, 14, -19, 48, 29, 29, 0, 9, 
9, 19, 9, -14, 0, 14, -19, 43, 24, 24, 0, 9, 
9, 19, 9, -14, 0, 14, -19, 39, 19, 19, 0, 9, 
9, 14, 4, -12, 2, 9, -19, 39, 19, 19, 0, 9, 
9, 9, 0, -9, 4, 4, -19, 39, 19, 19, 0, 9, 
4, 9, 4, -7, 0, 7, -19, 39, 19, 19, 0, 9, 
0, 9, 9, -4, -4, 9, -19, 39, 19, 19, 0, 9, 
0, 9, 9, -4, -4, 9, -19, 34, 19, 19, 0, 4, 
0, 9, 9, -4, -4, 9, -19, 29, 19, 19, 0, 0, 
0, 4, 4, -2, -2, 4, -14, 29, 14, 14, 0, 0, 
0, 0, 0, 0, 0, 0, -9, 29, 9, 9, 0, 0, 
0, 0, 0, 0, 0, 0, -9, 29, 9, 9, 0, 0, 
0, 0, 0, 0, 0, 0, -9, 29, 9, 9, 0, 0, 
0, 0, 0, 0, 0, 0, -9, 24, 4, 9, 0, 0, 
