I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-341, -390, -48, 366, -146, -219, 185, -507, -673, -1102, -507, -263, 
-317, -351, -34, 334, -141, -192, 161, -483, -639, -1054, -473, -234, 
-292, -312, -19, 302, -136, -165, 136, -458, -605, -1005, -439, -204, 
-263, -278, -14, 270, -124, -146, 107, -424, -566, -932, -405, -185, 
-234, -244, -9, 239, -112, -126, 78, -390, -527, -858, -370, -165, 
-204, -200, 4, 202, -104, -97, 53, -346, -468, -771, -322, -136, 
-175, -156, 19, 165, -97, -68, 29, -302, -409, -683, -273, -107, 
-136, -117, 19, 126, -78, -48, 4, -258, -361, -595, -234, -87, 
-97, -78, 19, 87, -58, -29, -19, -214, -312, -507, -195, -68, 
-78, -43, 34, 61, -56, -4, -43, -175, -258, -414, -151, -39, 
-58, -9, 48, 34, -53, 19, -68, -136, -204, -322, -107, -9, 
-24, 19, 43, 2, -34, 31, -87, -107, -165, -248, -68, 9, 
9, 48, 39, -29, -14, 43, -107, -78, -126, -175, -29, 29, 
24, 78, 53, -51, -14, 65, -122, -58, -97, -122, -4, 43, 
39, 107, 68, -73, -14, 87, -136, -39, -68, -68, 19, 58, 
48, 122, 73, -85, -12, 97, -146, -19, -48, -19, 39, 73, 
58, 136, 78, -97, -9, 107, -156, 0, -29, 29, 58, 87, 
63, 151, 87, -107, -12, 119, -161, 9, -14, 53, 68, 97, 
68, 165, 97, -117, -14, 131, -165, 19, 0, 78, 78, 107, 
73, 170, 97, -122, -12, 134, -170, 19, 4, 92, 87, 107, 
78, 175, 97, -126, -9, 136, -175, 19, 9, 107, 97, 107, 
87, 180, 92, -134, -2, 136, -180, 19, 14, 117, 97, 107, 
97, 185, 87, -141, 4, 136, -185, 19, 19, 126, 97, 107, 
97, 195, 97, -146, 0, 146, -185, 14, 19, 131, 97, 112, 
97, 204, 107, -151, -4, 156, -185, 9, 19, 136, 97, 117, 
92, 204, 112, -148, -9, 158, -185, 9, 19, 136, 97, 117, 
87, 204, 117, -146, -14, 161, -185, 9, 19, 136, 97, 117, 
87, 200, 112, -143, -12, 156, -185, 9, 19, 136, 92, 117, 
87, 195, 107, -141, -9, 151, -185, 9, 19, 136, 87, 117, 
82, 190, 107, -136, -12, 148, -185, 4, 14, 131, 82, 117, 
78, 185, 107, -131, -14, 146, -185, 0, 9, 126, 78, 117, 
78, 185, 107, -131, -14, 146, -185, -4, 4, 117, 68, 112, 
78, 185, 107, -131, -14, 146, -185, -9, 0, 107, 58, 107, 
78, 185, 107, -131, -14, 146, -185, -14, -4, 97, 48, 97, 
78, 185, 107, -131, -14, 146, -185, -19, -9, 87, 39, 87, 
68, 180, 112, -124, -21, 146, -180, -24, -14, 82, 34, 87, 
58, 175, 117, -117, -29, 146, -175, -29, -19, 78, 29, 87, 
53, 175, 122, -114, -34, 148, -175, -34, -29, 68, 24, 87, 
48, 175, 126, -112, -39, 151, -175, -39, -39, 58, 19, 87, 
48, 170, 122, -109, -36, 146, -170, -43, -43, 53, 14, 82, 
48, 165, 117, -107, -34, 141, -165, -48, -48, 48, 9, 78, 
48, 156, 107, -102, -29, 131, -165, -48, -53, 39, 0, 73, 
48, 146, 97, -97, -24, 122, -165, -48, -58, 29, -9, 68, 
43, 141, 97, -92, -26, 119, -165, -53, -63, 24, -19, 63, 
39, 136, 97, -87, -29, 117, -165, -58, -68, 19, -29, 58, 
39, 136, 97, -87, -29, 117, -165, -63, -73, 9, -29, 58, 
39, 136, 97, -87, -29, 117, -165, -68, -78, 0, -29, 58, 
39, 136, 97, -87, -29, 117, -165, -68, -78, 0, -34, 53, 
39, 136, 97, -87, -29, 117, -165, -68, -78, 0, -39, 48, 
39, 131, 92, -85, -26, 112, -165, -68, -82, -4, -39, 43, 
39, 126, 87, -82, -24, 107, -165, -68, -87, -9, -39, 39, 
39, 126, 87, -82, -24, 107, -165, -63, -87, -9, -43, 39, 
39, 126, 87, -82, -24, 107, -165, -58, -87, -9, -48, 39, 
34, 126, 92, -80, -29, 109, -165, -58, -87, -9, -53, 39, 
29, 126, 97, -78, -34, 112, -165, -58, -87, -9, -58, 39, 
29, 126, 97, -78, -34, 112, -165, -63, -87, -14, -63, 34, 
29, 126, 97, -78, -34, 112, -165, -68, -87, -19, -68, 29, 
29, 126, 97, -78, -34, 112, -165, -68, -87, -19, -73, 29, 
29, 126, 97, -78, -34, 112, -165, -68, -87, -19, -78, 29, 
29, 126, 97, -78, -34, 112, -165, -63, -87, -14, -78, 29, 
29, 126, 97, -78, -34, 112, -165, -58, -87, -9, -78, 29, 
29, 126, 97, -78, -34, 112, -165, -58, -87, -4, -78, 24, 
29, 126, 97, -78, -34, 112, -165, -58, -87, 0, -78, 19, 
29, 122, 92, -75, -31, 107, -165, -58, -87, 0, -78, 19, 
29, 117, 87, -73, -29, 102, -165, -58, -87, 0, -78, 19, 
29, 117, 87, -73, -29, 102, -165, -58, -87, 4, -82, 19, 
29, 117, 87, -73, -29, 102, -165, -58, -87, 9, -87, 19, 
29, 122, 92, -75, -31, 107, -165, -58, -87, 9, -87, 14, 
29, 126, 97, -78, -34, 112, -165, -58, -87, 9, -87, 9, 
29, 126, 97, -78, -34, 112, -165, -58, -87, 9, -92, 9, 
29, 126, 97, -78, -34, 112, -165, -58, -87, 9, -97, 9, 
24, 126, 102, -75, -39, 114, -165, -53, -87, 9, -97, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -87, 9, -97, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -87, 14, -97, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -87, 19, -97, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -87, 19, -102, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -87, 19, -107, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -82, 19, -107, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -78, 19, -107, 9, 
19, 126, 107, -73, -43, 117, -165, -48, -78, 19, -107, 4, 
19, 126, 107, -73, -43, 117, -165, -48, -78, 19, -107, 0, 
14, 126, 112, -70, -48, 119, -165, -48, -78, 19, -112, 0, 
9, 126, 117, -68, -53, 122, -165, -48, -78, 19, -117, 0, 
9, 126, 117, -68, -53, 122, -165, -43, -78, 19, -117, 0, 
9, 126, 117, -68, -53, 122, -165, -39, -78, 19, -117, 0, 
9, 126, 117, -68, -53, 122, -165, -39, -78, 19, -122, -4, 
9, 126, 117, -68, -53, 122, -165, -39, -78, 19, -126, -9, 
9, 126, 117, -68, -53, 122, -165, -39, -78, 19, -131, -9, 
9, 126, 117, -68, -53, 122, -165, -39, -78, 19, -136, -9, 
4, 122, 117, -63, -56, 119, -165, -39, -78, 14, -141, -9, 
0, 117, 117, -58, -58, 117, -165, -39, -78, 9, -146, -9, 
0, 117, 117, -58, -58, 117, -165, -39, -78, 9, -146, -9, 
0, 117, 117, -58, -58, 117, -165, -39, -78, 9, -146, -9, 
0, 117, 117, -58, -58, 117, -161, -34, -78, 14, -146, -9, 
0, 117, 117, -58, -58, 117, -156, -29, -78, 19, -146, -9, 
0, 117, 117, -58, -58, 117, -156, -29, -78, 19, -151, -9, 
0, 117, 117, -58, -58, 117, -156, -29, -78, 19, -156, -9, 
0, 117, 117, -58, -58, 117, -156, -29, -73, 19, -156, -9, 
0, 117, 117, -58, -58, 117, -156, -29, -68, 19, -156, -9, 
0, 117, 117, -58, -58, 117, -151, -29, -68, 19, -161, -9, 
0, 117, 117, -58, -58, 117, -146, -29, -68, 19, -165, -9, 
0, 117, 117, -58, -58, 117, -146, -29, -68, 14, -170, -14, 
0, 117, 117, -58, -58, 117, -146, -29, -68, 9, -175, -19, 
4, 117, 112, -61, -53, 114, -151, -24, -68, 4, -180, -24, 
4, 112, 107, -58, -51, 109, -151, -19, -68, 0, -180, -24, 
9, 112, 102, -61, -46, 107, -151, -19, -68, -4, -185, -29, 
