I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
78, 126, 48, -102, 14, 87, 9, 9, 380, 741, 195, -224, 
78, 126, 48, -102, 14, 87, 9, 9, 380, 741, 195, -224, 
78, 126, 48, -102, 14, 87, 9, 9, 380, 741, 195, -224, 
78, 126, 48, -102, 14, 87, 9, 9, 380, 741, 195, -224, 
87, 131, 43, -109, 21, 87, 0, 0, 370, 746, 200, -214, 
87, 136, 48, -112, 19, 92, 0, 0, 370, 751, 204, -214, 
87, 141, 53, -114, 17, 97, 0, 0, 370, 756, 209, -214, 
87, 146, 58, -117, 14, 102, 0, 0, 370, 761, 214, -214, 
97, 146, 48, -122, 24, 97, -4, -9, 366, 761, 224, -209, 
97, 146, 48, -122, 24, 97, -9, -9, 361, 761, 224, -204, 
97, 146, 48, -122, 24, 97, -14, -9, 356, 761, 224, -200, 
97, 146, 48, -122, 24, 97, -19, -9, 351, 761, 224, -195, 
107, 146, 39, -126, 34, 92, -29, -9, 341, 751, 239, -190, 
107, 146, 39, -126, 34, 92, -29, -9, 341, 751, 244, -185, 
107, 146, 39, -126, 34, 92, -29, -9, 341, 751, 248, -180, 
107, 146, 39, -126, 34, 92, -29, -9, 341, 751, 253, -175, 
117, 136, 19, -126, 48, 78, -34, -19, 336, 746, 268, -165, 
117, 136, 19, -126, 48, 78, -39, -19, 331, 741, 273, -156, 
117, 136, 19, -126, 48, 78, -43, -19, 326, 736, 278, -146, 
117, 136, 19, -126, 48, 78, -48, -19, 322, 732, 283, -136, 
126, 136, 9, -131, 58, 73, -58, -19, 312, 722, 297, -122, 
126, 136, 9, -131, 58, 73, -58, -19, 312, 712, 302, -107, 
126, 136, 9, -131, 58, 73, -58, -19, 312, 702, 307, -92, 
126, 136, 9, -131, 58, 73, -58, -19, 312, 692, 312, -78, 
136, 136, 0, -136, 68, 68, -63, -19, 297, 673, 317, -63, 
136, 136, 0, -136, 68, 68, -68, -19, 292, 663, 322, -48, 
136, 136, 0, -136, 68, 68, -73, -19, 287, 653, 326, -34, 
136, 136, 0, -136, 68, 68, -78, -19, 283, 644, 331, -19, 
146, 126, -19, -136, 82, 53, -78, -9, 268, 619, 341, -4, 
146, 126, -19, -136, 82, 53, -78, -9, 263, 605, 341, 9, 
146, 126, -19, -136, 82, 53, -78, -9, 258, 590, 341, 24, 
146, 126, -19, -136, 82, 53, -78, -9, 253, 575, 341, 39, 
136, 117, -19, -126, 78, 48, -87, -9, 239, 546, 331, 48, 
136, 117, -19, -126, 78, 48, -87, -9, 234, 527, 331, 58, 
136, 117, -19, -126, 78, 48, -87, -9, 229, 507, 331, 68, 
136, 117, -19, -126, 78, 48, -87, -9, 224, 488, 331, 78, 
131, 112, -19, -122, 75, 46, -78, -9, 209, 458, 317, 92, 
126, 107, -19, -117, 73, 43, -78, -9, 204, 439, 312, 97, 
122, 102, -19, -112, 70, 41, -78, -9, 200, 419, 307, 102, 
117, 97, -19, -107, 68, 39, -78, -9, 195, 400, 302, 107, 
112, 82, -29, -97, 70, 26, -68, -4, 185, 370, 292, 117, 
107, 78, -29, -92, 68, 24, -68, 0, 175, 351, 283, 117, 
102, 73, -29, -87, 65, 21, -68, 4, 165, 331, 273, 117, 
97, 68, -29, -82, 63, 19, -68, 9, 156, 312, 263, 117, 
92, 58, -34, -75, 63, 12, -58, 9, 146, 283, 244, 107, 
87, 58, -29, -73, 58, 14, -58, 9, 136, 263, 234, 107, 
82, 58, -24, -70, 53, 17, -58, 9, 126, 244, 224, 107, 
78, 58, -19, -68, 48, 19, -58, 9, 117, 224, 214, 107, 
73, 53, -19, -63, 46, 17, -48, 9, 102, 200, 195, 97, 
68, 48, -19, -58, 43, 14, -48, 9, 97, 185, 185, 97, 
63, 43, -19, -53, 41, 12, -48, 9, 92, 170, 175, 97, 
58, 39, -19, -48, 39, 9, -48, 9, 87, 156, 165, 97, 
53, 34, -19, -43, 36, 7, -39, 19, 73, 141, 156, 92, 
48, 29, -19, -39, 34, 4, -39, 19, 68, 126, 146, 87, 
43, 24, -19, -34, 31, 2, -39, 19, 63, 112, 136, 82, 
39, 19, -19, -29, 29, 0, -39, 19, 58, 97, 126, 78, 
34, 9, -24, -21, 29, -7, -29, 9, 43, 78, 117, 73, 
29, 9, -19, -19, 24, -4, -29, 9, 39, 68, 107, 68, 
24, 9, -14, -17, 19, -2, -29, 9, 34, 58, 97, 63, 
19, 9, -9, -14, 14, 0, -29, 9, 29, 48, 87, 58, 
9, 4, -4, -7, 7, 0, -29, 9, 19, 34, 73, 53, 
9, 0, -9, -4, 9, -4, -29, 9, 19, 29, 68, 48, 
9, -4, -14, -2, 12, -9, -29, 9, 19, 24, 63, 43, 
9, -9, -19, 0, 14, -14, -29, 9, 19, 19, 58, 39, 
0, -9, -9, 4, 4, -9, -19, 9, 9, 14, 53, 29, 
0, -9, -9, 4, 4, -9, -19, 9, 9, 9, 48, 29, 
0, -9, -9, 4, 4, -9, -19, 9, 9, 4, 43, 29, 
0, -9, -9, 4, 4, -9, -19, 9, 9, 0, 39, 29, 
-9, -14, -4, 12, -2, -9, -9, 19, 9, -4, 29, 19, 
-9, -19, -9, 14, 0, -14, -9, 19, 9, -9, 29, 19, 
-9, -24, -14, 17, 2, -19, -9, 19, 9, -14, 29, 19, 
-9, -29, -19, 19, 4, -24, -9, 19, 9, -19, 29, 19, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 9, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 9, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 9, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 9, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-19, -29, -9, 24, -4, -19, -9, 19, 0, -19, 19, 0, 
-29, -39, -9, 34, -9, -24, 0, 19, 0, -19, 19, 0, 
-29, -39, -9, 34, -9, -24, 0, 19, 0, -19, 19, 0, 
-29, -39, -9, 34, -9, -24, 0, 19, 0, -19, 19, 0, 
-29, -39, -9, 34, -9, -24, 0, 19, 0, -19, 19, 0, 
-19, -39, -19, 29, 0, -29, 0, 19, 0, -19, 19, 9, 
-19, -39, -19, 29, 0, -29, 0, 19, 0, -19, 19, 9, 
-19, -39, -19, 29, 0, -29, 0, 19, 0, -19, 19, 9, 
-19, -39, -19, 29, 0, -29, 0, 19, 0, -19, 19, 9, 
-19, -39, -19, 29, 0, -29, 0, 9, 0, -9, 19, 9, 
-19, -39, -19, 29, 0, -29, 0, 9, 0, -9, 19, 9, 
