I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
29, -58, -87, 14, 58, -73, 29, 165, 331, -68, -78, -29, 
29, -48, -78, 9, 53, -63, 29, 156, 331, -68, -78, -29, 
29, -39, -68, 4, 48, -53, 29, 146, 331, -68, -78, -29, 
24, -34, -58, 4, 41, -46, 19, 131, 331, -68, -73, -24, 
19, -29, -48, 4, 34, -39, 9, 117, 331, -68, -68, -19, 
14, -24, -39, 4, 26, -31, 4, 107, 336, -58, -63, -14, 
9, -19, -29, 4, 19, -24, 0, 97, 341, -48, -58, -9, 
9, -9, -19, 0, 14, -14, -4, 82, 351, -39, -43, -4, 
9, 0, -9, -4, 9, -4, -9, 68, 361, -29, -29, 0, 
4, 4, 0, -4, 2, 2, -14, 53, 370, -14, -24, 0, 
0, 9, 9, -4, -4, 9, -19, 39, 380, 0, -19, 0, 
-4, 14, 19, -4, -12, 17, -19, 29, 395, 9, -14, 4, 
-9, 19, 29, -4, -19, 24, -19, 19, 409, 19, -9, 9, 
-9, 29, 39, -9, -24, 34, -24, 9, 424, 34, 4, 14, 
-9, 39, 48, -14, -29, 43, -29, 0, 439, 48, 19, 19, 
-9, 39, 48, -14, -29, 43, -29, -9, 453, 58, 24, 24, 
-9, 39, 48, -14, -29, 43, -29, -19, 468, 68, 29, 29, 
-14, 43, 58, -14, -36, 51, -29, -24, 478, 82, 39, 29, 
-19, 48, 68, -14, -43, 58, -29, -29, 488, 97, 48, 29, 
-19, 48, 68, -14, -43, 58, -29, -34, 497, 102, 48, 29, 
-19, 48, 68, -14, -43, 58, -29, -39, 507, 107, 48, 29, 
-19, 53, 73, -17, -46, 63, -29, -43, 517, 117, 53, 29, 
-19, 58, 78, -19, -48, 68, -29, -48, 527, 126, 58, 29, 
-24, 58, 82, -17, -53, 70, -29, -53, 527, 126, 58, 29, 
-29, 58, 87, -14, -58, 73, -29, -58, 527, 126, 58, 29, 
-29, 58, 87, -14, -58, 73, -29, -58, 531, 131, 58, 29, 
-29, 58, 87, -14, -58, 73, -29, -58, 536, 136, 58, 29, 
-29, 58, 87, -14, -58, 73, -29, -63, 541, 141, 63, 29, 
-29, 58, 87, -14, -58, 73, -29, -68, 546, 146, 68, 29, 
-29, 58, 87, -14, -58, 73, -29, -68, 546, 151, 68, 29, 
-29, 58, 87, -14, -58, 73, -29, -68, 546, 156, 68, 29, 
-24, 58, 82, -17, -53, 70, -29, -68, 551, 156, 68, 29, 
-19, 58, 78, -19, -48, 68, -29, -68, 556, 156, 68, 29, 
