I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-58, -48, 9, 53, -34, -19, 19, 19, 19, 39, 39, 87, 
-63, -48, 14, 56, -39, -17, 24, 19, 19, 43, 39, 92, 
-68, -48, 19, 58, -43, -14, 29, 19, 19, 48, 39, 97, 
-68, -53, 14, 61, -41, -19, 29, 19, 19, 48, 39, 97, 
-68, -58, 9, 63, -39, -24, 29, 19, 19, 48, 39, 97, 
-68, -58, 9, 63, -39, -24, 29, 14, 19, 43, 34, 92, 
-68, -58, 9, 63, -39, -24, 29, 9, 19, 39, 29, 87, 
-73, -58, 14, 65, -43, -21, 29, 9, 14, 39, 29, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 9, 39, 29, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 9, 39, 29, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 9, 39, 29, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 9, 39, 24, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 9, 39, 19, 87, 
-78, -58, 19, 68, -48, -19, 29, 4, 9, 34, 19, 82, 
-78, -58, 19, 68, -48, -19, 29, 0, 9, 29, 19, 78, 
-78, -58, 19, 68, -48, -19, 29, 0, 4, 29, 19, 78, 
-78, -58, 19, 68, -48, -19, 29, 0, 0, 29, 19, 78, 
-73, -58, 14, 65, -43, -21, 29, 0, 0, 29, 19, 78, 
-68, -58, 9, 63, -39, -24, 29, 0, 0, 29, 19, 78, 
-68, -58, 9, 63, -39, -24, 29, 0, 9, 34, 24, 82, 
-68, -58, 9, 63, -39, -24, 29, 0, 19, 39, 29, 87, 
-73, -58, 14, 65, -43, -21, 29, 4, 19, 39, 29, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 19, 39, 29, 87, 
-78, -58, 19, 68, -48, -19, 29, 9, 19, 39, 29, 92, 
-78, -58, 19, 68, -48, -19, 29, 9, 19, 39, 29, 97, 
-78, -48, 29, 63, -53, -9, 34, 14, 24, 48, 39, 102, 
-78, -39, 39, 58, -58, 0, 39, 19, 29, 58, 48, 107, 
-63, -29, 34, 46, -48, 2, 39, 19, 39, 63, 53, 112, 
-48, -19, 29, 34, -39, 4, 39, 19, 48, 68, 58, 117, 
-48, -14, 34, 31, -41, 9, 48, 34, 63, 82, 68, 126, 
-48, -9, 39, 29, -43, 14, 58, 48, 78, 97, 78, 136, 
-43, -4, 39, 24, -41, 17, 58, 48, 78, 102, 82, 141, 
-39, 0, 39, 19, -39, 19, 58, 48, 78, 107, 87, 146, 
-34, 0, 34, 17, -34, 17, 43, 48, 78, 107, 87, 146, 
-29, 0, 29, 14, -29, 14, 29, 48, 78, 107, 87, 146, 
-29, -4, 24, 17, -26, 9, 19, 39, 78, 102, 87, 146, 
-29, -9, 19, 19, -24, 4, 9, 29, 78, 97, 87, 146, 
-29, -9, 19, 19, -24, 4, 9, 29, 73, 97, 87, 146, 
-29, -14, 14, 21, -21, 0, 4, 19, 58, 87, 78, 136, 
-34, -19, 14, 26, -24, -2, 0, 14, 48, 82, 68, 131, 
-48, -29, 19, 39, -34, -4, -9, 0, 29, 68, 53, 122, 
-53, -43, 9, 48, -31, -17, -19, -4, 14, 48, 39, 112, 
-53, -58, -4, 56, -24, -31, -29, -14, 9, 39, 34, 107, 
-48, -48, 0, 48, -24, -24, -24, -14, 9, 48, 34, 107, 
-43, -34, 9, 39, -26, -12, -24, -19, 4, 53, 34, 107, 
-43, -24, 19, 34, -31, -2, -34, -39, -9, 39, 24, 97, 
-43, -29, 14, 36, -29, -7, -48, -63, -29, 24, 4, 87, 
-34, -48, -14, 41, -9, -31, -58, -73, -53, -4, -14, 63, 
