I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-92, -195, -102, 143, 4, -148, 117, 19, -63, -131, -87, -122, 
-92, -195, -102, 143, 4, -148, 117, 19, -68, -131, -87, -117, 
-92, -190, -97, 141, 2, -143, 117, 19, -68, -136, -87, -117, 
-92, -190, -97, 141, 2, -143, 126, 19, -68, -136, -92, -122, 
-87, -180, -92, 134, 2, -136, 122, 29, -68, -122, -82, -117, 
-87, -180, -92, 134, 2, -136, 117, 34, -68, -122, -82, -112, 
-82, -180, -97, 131, 7, -139, 107, 43, -68, -122, -82, -102, 
-78, -180, -102, 129, 12, -141, 92, 53, -68, -122, -82, -97, 
-73, -185, -112, 129, 19, -148, 82, 63, -78, -117, -82, -97, 
-73, -180, -107, 126, 17, -143, 78, 63, -78, -117, -82, -102, 
-68, -175, -107, 122, 19, -141, 78, 63, -78, -117, -82, -102, 
-58, -165, -107, 112, 24, -136, 78, 63, -78, -112, -78, -102, 
-48, -165, -117, 107, 34, -141, 87, 53, -82, -122, -87, -102, 
-48, -165, -117, 107, 34, -141, 92, 43, -87, -122, -87, -102, 
-48, -170, -122, 109, 36, -146, 92, 34, -92, -122, -87, -102, 
-63, -170, -107, 117, 21, -139, 97, 19, -97, -122, -87, -102, 
-73, -175, -102, 124, 14, -139, 117, 39, -102, -122, -82, -102, 
-87, -185, -97, 136, 4, -141, 126, 53, -92, -122, -82, -107, 
-92, -195, -102, 143, 4, -148, 136, 68, -92, -141, -82, -107, 
-92, -185, -92, 139, 0, -139, 136, 58, -102, -146, -82, -117, 
-78, -165, -87, 122, 4, -126, 161, 73, -63, -117, -68, -112, 
-58, -146, -87, 102, 14, -117, 146, 92, -68, -117, -63, -102, 
-48, -136, -87, 92, 19, -112, 146, 107, -43, -107, -58, -97, 
-63, -141, -78, 102, 7, -109, 136, 126, -19, -92, -58, -97, 
-102, -141, -39, 122, -31, -90, 161, 151, 4, -92, -58, -107, 
-131, -117, 14, 124, -73, -51, 244, 175, 78, -24, -29, -92, 
-156, -97, 58, 126, -107, -19, 239, 175, 122, -14, -14, -97, 
-175, -29, 146, 102, -161, 58, 234, 156, 204, 68, 43, -48, 
-175, 58, 234, 58, -204, 146, 234, 141, 297, 151, 112, 14, 
-165, 141, 307, 12, -236, 224, 180, 122, 390, 224, 180, 63, 
-180, 224, 405, -21, -292, 314, 107, 48, 439, 307, 244, 122, 
-175, 273, 448, -48, -312, 361, 48, -19, 492, 351, 283, 156, 
-136, 370, 507, -117, -322, 439, -34, -82, 531, 414, 351, 214, 
-73, 478, 551, -202, -312, 514, -102, -136, 585, 488, 419, 287, 
4, 570, 566, -287, -280, 568, -195, -165, 634, 561, 492, 361, 
107, 717, 610, -412, -251, 663, -375, -244, 668, 619, 590, 468, 
180, 800, 619, -490, -219, 710, -507, -302, 678, 692, 658, 551, 
370, 917, 546, -644, -87, 732, -732, -351, 649, 707, 741, 663, 
546, 1039, 492, -793, 26, 766, -951, -390, 624, 736, 824, 766, 
707, 1151, 444, -929, 131, 797, -1161, -444, 590, 795, 902, 873, 
912, 1307, 395, -1110, 258, 851, -1488, -497, 590, 844, 1024, 1024, 
1029, 1381, 351, -1205, 339, 866, -1664, -561, 531, 858, 1073, 1107, 
1171, 1517, 346, -1344, 412, 932, -1869, -644, 517, 893, 1166, 1224, 
1312, 1615, 302, -1464, 505, 958, -2034, -697, 502, 922, 1254, 1337, 
1449, 1668, 219, -1559, 614, 944, -2161, -717, 468, 932, 1307, 1415, 
1649, 1717, 68, -1683, 790, 893, -2288, -712, 409, 936, 1346, 1498, 
1781, 1717, -63, -1749, 922, 827, -2405, -727, 331, 888, 1346, 1522, 
1961, 1727, -234, -1844, 1098, 746, -2566, -756, 244, 858, 1351, 1556, 
2117, 1751, -366, -1934, 1241, 692, -2737, -766, 165, 810, 1346, 1586, 
2239, 1761, -478, -2000, 1359, 641, -2884, -766, 102, 746, 1327, 1600, 
