I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
1522, 849, -673, -1185, 1098, 87, -1629, -2791, -2205, 68, 1346, 1483, 
1522, 849, -673, -1185, 1098, 87, -1629, -2791, -2205, 68, 1346, 1483, 
1522, 849, -673, -1185, 1098, 87, -1629, -2791, -2205, 68, 1346, 1483, 
1522, 849, -673, -1185, 1098, 87, -1629, -2791, -2205, 68, 1346, 1483, 
1195, 1039, -156, -1117, 675, 441, -1698, -3113, -2318, -351, 1034, 1078, 
868, 1220, 351, -1044, 258, 785, -1766, -3425, -2420, -761, 722, 683, 
541, 1400, 858, -971, -158, 1129, -1834, -3738, -2522, -1171, 409, 287, 
214, 1581, 1366, -897, -575, 1473, -1903, -4050, -2625, -1581, 97, -107, 
39, 1849, 1810, -944, -885, 1830, -2000, -4157, -2610, -1649, 82, -209, 
-136, 2117, 2254, -990, -1195, 2186, -2088, -4265, -2605, -1717, 78, -302, 
-312, 2386, 2698, -1037, -1505, 2542, -2176, -4372, -2601, -1786, 73, -395, 
-488, 2654, 3142, -1083, -1815, 2898, -2264, -4479, -2596, -1854, 68, -488, 
-722, 2644, 3367, -961, -2044, 3006, -2098, -4250, -2396, -1766, 58, -556, 
-956, 2635, 3591, -839, -2274, 3113, -1942, -4021, -2205, -1688, 48, -614, 
-1190, 2625, 3816, -717, -2503, 3220, -1786, -3791, -2015, -1610, 39, -673, 
-1424, 2615, 4040, -595, -2732, 3328, -1629, -3562, -1825, -1532, 29, -732, 
-1410, 2254, 3664, -422, -2537, 2959, -1420, -3196, -1693, -1561, -156, -795, 
-1395, 1903, 3298, -253, -2347, 2601, -1220, -2840, -1561, -1590, -331, -849, 
-1381, 1551, 2932, -85, -2156, 2242, -1019, -2483, -1429, -1620, -507, -902, 
-1366, 1200, 2566, 82, -1966, 1883, -819, -2127, -1298, -1649, -683, -956, 
-1263, 927, 2191, 168, -1727, 1559, -668, -1839, -1166, -1581, -761, -946, 
-1171, 663, 1834, 253, -1503, 1249, -527, -1551, -1034, -1522, -839, -936, 
-1078, 400, 1478, 339, -1278, 939, -385, -1263, -902, -1464, -917, -927, 
-985, 136, 1122, 424, -1054, 629, -244, -976, -771, -1405, -995, -917, 
-917, 14, 932, 451, -924, 473, -151, -795, -653, -1283, -946, -858, 
-849, -97, 751, 473, -800, 326, -68, -624, -536, -1161, -907, -810, 
-780, -209, 570, 495, -675, 180, 14, -453, -419, -1039, -868, -761, 
-712, -322, 390, 517, -551, 34, 97, -283, -302, -917, -829, -712, 
-600, -307, 292, 453, -446, -7, 117, -185, -219, -766, -712, -600, 
-497, -292, 204, 395, -351, -43, 136, -87, -136, -624, -595, -497, 
-395, -278, 117, 336, -256, -80, 156, 9, -53, -483, -478, -395, 
-292, -263, 29, 278, -161, -117, 175, 107, 29, -341, -361, -292, 
-244, -239, 4, 241, -124, -117, 170, 141, 48, -278, -307, -248, 
-195, -214, -19, 204, -87, -117, 165, 165, 68, -224, -253, -204, 
-146, -190, -43, 168, -51, -117, 161, 190, 87, -170, -200, -161, 
-97, -165, -68, 131, -14, -117, 156, 214, 107, -117, -146, -117, 
-87, -180, -92, 134, 2, -136, 165, 229, 112, -107, -131, -112, 
-87, -185, -97, 136, 4, -141, 165, 234, 117, -97, -117, -107, 
-87, -190, -102, 139, 7, -146, 165, 239, 122, -87, -102, -102, 
-87, -195, -107, 141, 9, -151, 165, 244, 126, -78, -87, -97, 
-78, -204, -126, 141, 24, -165, 175, 248, 131, -68, -97, -87, 
-78, -204, -126, 141, 24, -165, 175, 253, 136, -58, -97, -87, 
-78, -204, -126, 141, 24, -165, 175, 258, 141, -48, -97, -87, 
-78, -204, -126, 141, 24, -165, 175, 263, 146, -39, -97, -87, 
-87, -195, -107, 141, 9, -151, 185, 273, 156, -34, -97, -87, 
-87, -195, -107, 141, 9, -151, 185, 273, 156, -29, -97, -87, 
-87, -195, -107, 141, 9, -151, 185, 273, 156, -24, -97, -87, 
-87, -195, -107, 141, 9, -151, 185, 273, 156, -19, -97, -87, 
-78, -195, -117, 136, 19, -156, 195, 273, 156, -9, -97, -78, 
-78, -195, -117, 136, 19, -156, 195, 273, 156, -9, -97, -78, 
-78, -195, -117, 136, 19, -156, 195, 273, 156, -9, -97, -78, 
-78, -195, -117, 136, 19, -156, 195, 273, 156, -9, -97, -78, 
-78, -195, -117, 136, 19, -156, 185, 273, 165, 0, -97, -78, 
-78, -195, -117, 136, 19, -156, 185, 273, 165, 0, -97, -78, 
-78, -195, -117, 136, 19, -156, 185, 273, 165, 0, -97, -78, 
-78, -195, -117, 136, 19, -156, 185, 273, 165, 0, -97, -78, 
-68, -185, -117, 126, 24, -151, 195, 273, 175, 9, -97, -78, 
-68, -185, -117, 126, 24, -151, 195, 273, 175, 9, -97, -78, 
-68, -185, -117, 126, 24, -151, 195, 273, 175, 9, -97, -78, 
-68, -185, -117, 126, 24, -151, 195, 273, 175, 9, -97, -78, 
-78, -175, -97, 126, 9, -136, 195, 273, 175, 0, -97, -78, 
