I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-9, -29, -19, 19, 4, -24, 97, 322, 204, 58, -9, -19, 
-9, -29, -19, 19, 4, -24, 97, 322, 204, 58, -9, -19, 
-9, -29, -19, 19, 4, -24, 97, 322, 204, 58, -9, -19, 
-9, -29, -19, 19, 4, -24, 97, 322, 204, 58, -9, -19, 
-9, -29, -19, 19, 4, -24, 97, 331, 214, 48, -14, -29, 
-9, -29, -19, 19, 4, -24, 97, 341, 214, 48, -19, -29, 
-9, -29, -19, 19, 4, -24, 97, 351, 214, 48, -24, -29, 
-9, -29, -19, 19, 4, -24, 97, 361, 214, 48, -29, -29, 
-9, -39, -29, 24, 9, -34, 102, 370, 229, 48, -39, -34, 
-9, -39, -29, 24, 9, -34, 107, 380, 234, 48, -39, -39, 
-9, -39, -29, 24, 9, -34, 112, 390, 239, 48, -39, -43, 
-9, -39, -29, 24, 9, -34, 117, 400, 244, 48, -39, -48, 
-9, -39, -29, 24, 9, -34, 126, 419, 253, 43, -43, -53, 
-9, -39, -29, 24, 9, -34, 126, 429, 253, 39, -48, -58, 
-9, -39, -29, 24, 9, -34, 126, 439, 253, 34, -53, -63, 
-9, -39, -29, 24, 9, -34, 126, 448, 253, 29, -58, -68, 
-19, -48, -29, 34, 4, -39, 141, 468, 258, 19, -73, -82, 
-19, -48, -29, 34, 4, -39, 146, 478, 263, 19, -78, -87, 
-19, -48, -29, 34, 4, -39, 151, 488, 268, 19, -82, -92, 
-19, -48, -29, 34, 4, -39, 156, 497, 273, 19, -87, -97, 
-29, -53, -24, 41, -2, -39, 161, 512, 283, 4, -107, -112, 
-29, -58, -29, 43, 0, -43, 165, 527, 283, 0, -117, -117, 
-29, -63, -34, 46, 2, -48, 170, 541, 283, -4, -126, -122, 
-29, -68, -39, 48, 4, -53, 175, 556, 283, -9, -136, -126, 
-39, -73, -34, 56, -2, -53, 180, 575, 283, -29, -151, -146, 
-39, -78, -39, 58, 0, -58, 185, 585, 283, -39, -165, -156, 
-39, -82, -43, 61, 2, -63, 190, 595, 283, -48, -180, -165, 
-39, -87, -48, 63, 4, -68, 195, 605, 283, -58, -195, -175, 
-43, -92, -48, 68, 2, -70, 209, 624, 273, -82, -219, -190, 
-48, -97, -48, 73, 0, -73, 214, 634, 273, -97, -234, -204, 
-53, -102, -48, 78, -2, -75, 219, 644, 273, -112, -248, -219, 
-58, -107, -48, 82, -4, -78, 224, 653, 273, -126, -263, -234, 
-63, -122, -58, 92, -2, -90, 229, 668, 258, -146, -292, -258, 
-68, -126, -58, 97, -4, -92, 234, 673, 253, -165, -312, -273, 
-73, -131, -58, 102, -7, -95, 239, 678, 248, -185, -331, -287, 
-78, -136, -58, 107, -9, -97, 244, 683, 244, -204, -351, -302, 
-92, -151, -58, 122, -17, -104, 258, 688, 234, -239, -385, -322, 
