I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
673, 761, 87, -717, 292, 424, -741, -849, 312, 839, 780, 692, 
849, 1029, 180, -939, 334, 605, -1054, -1161, 307, 1156, 1122, 1015, 
1024, 1298, 273, -1161, 375, 785, -1366, -1473, 302, 1473, 1464, 1337, 
1044, 1415, 370, -1229, 336, 893, -1498, -1644, 268, 1566, 1615, 1517, 
1063, 1532, 468, -1298, 297, 1000, -1629, -1815, 234, 1659, 1766, 1698, 
893, 1346, 453, -1119, 219, 900, -1459, -1693, -9, 1210, 1449, 1488, 
722, 1161, 439, -941, 141, 800, -1288, -1571, -253, 761, 1132, 1278, 
527, 814, 287, -671, 119, 551, -946, -1185, -297, 419, 746, 907, 
331, 468, 136, -400, 97, 302, -605, -800, -341, 78, 361, 536, 
219, 302, 82, -261, 68, 192, -390, -522, -234, 43, 229, 346, 
107, 136, 29, -122, 39, 82, -175, -244, -126, 9, 97, 156, 
48, 63, 14, -56, 17, 39, -92, -136, -82, -19, 39, 78, 
-9, -9, 0, 9, -4, -4, -9, -29, -39, -48, -19, 0, 
-24, -24, 0, 24, -12, -12, 9, -9, -39, -58, -34, -19, 
-39, -39, 0, 39, -19, -19, 29, 9, -39, -68, -48, -39, 
-48, -58, -9, 53, -19, -34, 43, 24, -43, -87, -73, -58, 
-58, -78, -19, 68, -19, -48, 58, 39, -48, -107, -97, -78, 
-63, -87, -24, 75, -19, -56, 68, 53, -48, -107, -97, -82, 
-68, -97, -29, 82, -19, -63, 78, 68, -48, -107, -97, -87, 
-73, -97, -24, 85, -24, -61, 78, 73, -43, -107, -97, -92, 
-78, -97, -19, 87, -29, -58, 78, 78, -39, -107, -97, -97, 
-78, -97, -19, 87, -29, -58, 82, 82, -39, -112, -102, -97, 
-78, -97, -19, 87, -29, -58, 87, 87, -39, -117, -107, -97, 
-78, -102, -24, 90, -26, -63, 92, 92, -34, -117, -107, -97, 
-78, -107, -29, 92, -24, -68, 97, 97, -29, -117, -107, -97, 
