I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-39, 4, 43, 17, -41, 24, 14, -9, 0, 0, -34, -9, 
-34, 14, 48, 9, -41, 31, 14, -4, 0, 4, -29, -9, 
-24, 24, 48, 0, -36, 36, 29, 0, 9, 4, -24, -4, 
-19, 24, 43, -2, -31, 34, 34, 4, 14, 14, -24, -4, 
-19, 34, 53, -7, -36, 43, 39, 9, 9, 14, -24, -4, 
-19, 34, 53, -7, -36, 43, 43, 9, 14, 14, -24, 0, 
-14, 29, 43, -7, -29, 36, 53, 24, 19, 24, -14, 0, 
-9, 29, 39, -9, -24, 34, 63, 39, 34, 29, -4, 9, 
-9, 39, 48, -14, -29, 43, 73, 48, 43, 29, -14, 9, 
0, 53, 53, -26, -26, 53, 73, 48, 48, 34, -14, 9, 
4, 63, 58, -34, -26, 61, 73, 53, 48, 39, -14, 9, 
9, 63, 53, -36, -21, 58, 78, 58, 58, 43, -14, 14, 
24, 53, 29, -39, -2, 41, 82, 73, 68, 63, 9, 34, 
24, 68, 43, -46, -9, 56, 82, 73, 73, 68, 14, 39, 
29, 87, 58, -58, -14, 73, 82, 73, 78, 73, 14, 43, 
43, 87, 43, -65, 0, 65, 73, 78, 82, 78, 19, 43, 
43, 87, 43, -65, 0, 65, 73, 87, 87, 82, 24, 48, 
53, 92, 39, -73, 7, 65, 63, 82, 87, 87, 34, 63, 
63, 92, 29, -78, 17, 61, 53, 73, 87, 87, 39, 68, 
63, 92, 29, -78, 17, 61, 43, 68, 87, 87, 39, 73, 
68, 82, 14, -75, 26, 48, 34, 68, 92, 87, 48, 82, 
73, 73, 0, -73, 36, 36, 14, 53, 87, 82, 48, 82, 
73, 58, -14, -65, 43, 21, 0, 48, 87, 82, 53, 82, 
82, 48, -34, -65, 58, 7, -9, 39, 82, 82, 53, 82, 
82, 68, -14, -75, 48, 26, -34, 19, 73, 82, 39, 78, 
82, 73, -9, -78, 46, 31, -43, 0, 53, 68, 34, 73, 
82, 78, -4, -80, 43, 36, -48, -9, 39, 63, 34, 68, 
87, 68, -19, -78, 53, 24, -53, -14, 34, 63, 34, 63, 
78, 58, -19, -68, 48, 19, -58, -19, 39, 53, 34, 73, 
82, 58, -24, -70, 53, 17, -68, -24, 29, 48, 29, 58, 
82, 63, -19, -73, 51, 21, -73, -39, 19, 39, 19, 53, 
82, 63, -19, -73, 51, 21, -78, -39, 9, 24, 14, 48, 
73, 48, -24, -61, 48, 12, -78, -43, 9, 29, 14, 53, 
68, 24, -43, -46, 56, -9, -73, -48, 9, 19, 9, 53, 
63, 19, -43, -41, 53, -12, -63, -48, 9, 19, 4, 53, 
53, 19, -34, -36, 43, -7, -63, -48, 4, 19, 4, 43, 
53, 19, -34, -36, 43, -7, -73, -63, -14, 4, -4, 39, 
53, 9, -43, -31, 48, -17, -73, -68, -24, -4, -14, 29, 
39, 9, -29, -24, 34, -9, -73, -68, -43, -19, -29, 14, 
24, 19, -4, -21, 14, 7, -73, -73, -48, -24, -43, 0, 
14, -4, -19, -4, 17, -12, -58, -63, -43, -19, -39, 9, 
-4, -19, -14, 12, 4, -17, -43, -58, -39, -19, -39, 4, 
