I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
4, 9, 4, -7, 0, 7, -39, -73, -9, 0, 0, 48, -4, -29, -9, 
0, 4, 4, -2, -2, 4, -39, -73, -9, 0, 0, 43, -4, -34, -9, 
0, 0, 0, 0, 0, 0, -48, -78, -9, 0, 0, 34, -14, -34, -9, 
9, 4, -4, -7, 7, 0, -39, -68, -14, 9, 9, 34, -14, -34, -19, 
14, 4, -9, -9, 12, -2, -39, -68, -14, 9, 9, 24, -9, -34, -19, 
14, 9, -4, -12, 9, 2, -39, -68, -14, 9, 4, 24, -9, -34, -24, 
14, 9, -4, -12, 9, 2, -39, -63, -14, 9, 4, 24, -14, -34, -24, 
14, 9, -4, -12, 9, 2, -34, -68, -14, 9, 9, 34, -14, -24, -14, 
9, 9, 0, -9, 4, 4, -34, -68, -14, 9, 9, 34, -14, -24, -14, 
9, 9, 0, -9, 4, 4, -34, -68, -14, 9, 9, 29, -14, -24, -14, 
19, 9, -9, -14, 14, 0, -34, -68, -9, 9, 9, 29, -14, -24, -14, 
14, 4, -9, -9, 12, -2, -34, -58, -4, 9, 9, 29, -4, -14, -4, 
9, 4, -4, -7, 7, 0, -34, -58, -4, 9, 9, 24, -4, -14, -4, 
4, 4, 0, -4, 2, 2, -34, -53, -4, 9, 9, 24, -4, -14, -4, 
9, 4, -4, -7, 7, 0, -34, -53, -4, 9, 9, 29, -4, -14, -4, 
24, 9, -14, -17, 19, -2, -34, -63, 4, 14, 14, 29, -14, -19, -14, 
24, 14, -9, -19, 17, 2, -34, -53, 9, 14, 19, 29, -14, -19, -14, 
19, 19, 0, -19, 9, 9, -34, -48, 14, 14, 19, 29, -14, -19, -9, 
19, 24, 4, -21, 7, 14, -34, -48, 14, 19, 19, 29, -14, -19, -9, 
34, 34, 0, -34, 17, 17, -19, -34, 19, 24, 34, 43, -4, -4, 0, 
39, 39, 0, -39, 19, 19, -19, -29, 19, 24, 34, 43, -9, -4, 0, 
53, 39, -14, -46, 34, 12, -19, -24, 19, 24, 29, 43, -9, -4, -4, 
58, 39, -19, -48, 39, 9, -14, -24, 19, 19, 29, 39, -9, -4, -4, 
48, 19, -29, -34, 39, -4, -24, -29, 14, 9, 19, 48, -9, -9, -14, 
34, 14, -19, -24, 26, -2, -29, -34, 14, 14, 19, 53, -9, -14, -14, 
24, 4, -19, -14, 21, -7, -29, -39, 19, 14, 19, 53, -9, -24, -14, 
19, -4, -24, -7, 21, -14, -29, -39, 19, 14, 24, 53, -9, -29, -14, 
19, 0, -19, -9, 19, -9, -34, -39, 19, 24, 34, 48, -19, -14, -4, 
19, 9, -9, -14, 14, 0, -34, -39, 24, 29, 34, 58, -19, -14, -4, 
24, 24, 0, -24, 12, 12, -34, -39, 29, 29, 43, 63, -19, -14, -4, 
24, 29, 4, -26, 9, 17, -34, -39, 29, 29, 43, 73, -19, -9, -4, 
34, 29, -4, -31, 19, 12, -24, -24, 29, 24, 39, 82, -4, -9, 0, 
29, 34, 4, -31, 12, 19, -19, -19, 34, 24, 39, 87, -4, -9, 0, 
29, 34, 4, -31, 12, 19, -19, -19, 34, 29, 39, 87, -9, -9, 0, 
29, 24, -4, -26, 17, 9, -24, -24, 24, 29, 29, 82, -9, -14, -4, 
14, 14, 0, -14, 7, 7, -34, -34, 34, 24, 34, 82, -19, -14, -14, 
14, 14, 0, -14, 7, 7, -34, -34, 34, 24, 34, 87, -19, -14, -14, 
14, 14, 0, -14, 7, 7, -29, -34, 39, 29, 39, 97, -19, -14, -14, 
14, 9, -4, -12, 9, 2, -29, -34, 39, 29, 39, 97, -19, -9, -14, 
24, 24, 0, -24, 12, 12, -29, -34, 39, 34, 48, 97, -9, -9, -4, 
24, 29, 4, -26, 9, 17, -29, -34, 43, 34, 48, 102, -9, -14, -4, 
39, 39, 0, -39, 19, 19, -29, -34, 43, 34, 48, 107, -9, -14, -4, 
43, 48, 4, -46, 19, 26, -29, -34, 43, 34, 53, 112, -9, -9, -4, 
53, 43, -9, -48, 31, 17, -19, -34, 43, 24, 43, 122, -9, -9, 0, 
39, 43, 4, -41, 17, 24, -19, -29, 43, 24, 43, 126, -9, -9, 0, 
39, 39, 0, -39, 19, 19, -19, -24, 43, 24, 48, 126, -9, -9, 0, 
39, 39, 0, -39, 19, 19, -19, -19, 39, 29, 48, 122, -4, -9, 0, 
29, 14, -14, -21, 21, 0, -29, -34, 29, 29, 39, 112, 4, -14, -4, 
19, 9, -9, -14, 14, 0, -34, -34, 29, 19, 39, 107, 0, -14, -9, 
9, -4, -14, -2, 12, -9, -34, -34, 29, 19, 34, 107, 0, -14, -9, 
0, 0, 0, 0, 0, 0, -34, -39, 24, 14, 29, 107, -4, -19, -9, 
-9, 0, 9, 4, -9, 4, -34, -48, 14, 4, 29, 107, -14, -29, -19, 
-9, 0, 9, 4, -9, 4, -34, -48, 14, 14, 34, 107, -14, -24, -14, 
-9, 0, 9, 4, -9, 4, -34, -39, 14, 14, 34, 107, -14, -24, -14, 
4, 4, 0, -4, 2, 2, -34, -39, 14, 14, 34, 97, -9, -24, -14, 
14, 9, -4, -12, 9, 2, -34, -29, 19, 29, 34, 107, -14, -14, 0, 
9, 14, 4, -12, 2, 9, -29, -29, 19, 29, 34, 102, -14, -14, 0, 
4, 19, 14, -12, -4, 17, -29, -34, 14, 24, 34, 97, -19, -14, -4, 
-4, 9, 14, -2, -9, 12, -43, -43, 9, 4, 24, 87, -24, -19, -4, 
4, 9, 4, -7, 0, 7, -43, -34, 9, 14, 29, 97, -14, -14, -4, 
4, 14, 9, -9, -2, 12, -39, -34, 14, 19, 39, 92, -14, -14, -4, 
9, 19, 9, -14, 0, 14, -39, -34, 19, 24, 43, 87, -14, -9, -9, 
14, 24, 9, -19, 2, 17, -39, -39, 24, 24, 48, 82, -9, -9, -9, 
14, 19, 4, -17, 4, 12, -48, -39, 14, 14, 39, 73, -9, -19, -4, 
14, 19, 4, -17, 4, 12, -53, -34, 14, 4, 39, 73, -9, -19, -4, 
14, 19, 4, -17, 4, 12, -53, -34, 4, 4, 39, 63, -4, -19, -4, 
19, 19, 0, -19, 9, 9, -53, -34, 14, 4, 39, 63, -4, -24, -9, 
24, 19, -4, -21, 14, 7, -43, -24, 14, 4, 39, 63, -4, -24, -9, 
24, 19, -4, -21, 14, 7, -43, -24, 9, 4, 39, 63, -4, -24, -9, 
24, 19, -4, -21, 14, 7, -43, -24, 9, 4, 39, 63, -4, -19, -9, 
24, 19, -4, -21, 14, 7, -39, -24, 14, 9, 39, 58, -4, -19, -4, 
24, 19, -4, -21, 14, 7, -39, -19, 4, 0, 29, 48, -14, -19, -14, 
29, 24, -4, -26, 17, 9, -39, -19, 0, 0, 29, 48, -14, -19, -9, 
29, 24, -4, -26, 17, 9, -39, -19, 0, -4, 29, 48, -14, -19, -9, 
29, 24, -4, -26, 17, 9, -39, -19, 0, -4, 29, 43, -9, -19, -9, 
9, 4, -4, -7, 7, 0, -43, -29, -9, -4, 29, 43, -9, -29, -14, 
9, 14, 4, -12, 2, 9, -43, -24, -9, -4, 29, 39, -9, -29, -14, 
9, 14, 4, -12, 2, 9, -48, -24, -9, -4, 24, 39, -9, -24, -14, 
14, 14, 0, -14, 7, 7, -48, -29, -9, -4, 24, 39, -9, -24, -14, 
34, 29, -4, -31, 19, 12, -43, -19, 4, 0, 29, 48, 0, -19, -4, 
43, 24, -19, -34, 31, 2, -43, -19, 0, 0, 29, 48, 0, -24, -4, 
53, 29, -24, -41, 39, 2, -39, -14, 4, -4, 34, 48, 0, -24, -4, 
58, 43, -14, -51, 36, 14, -24, -9, 9, -4, 34, 48, 0, -24, -4, 
43, 39, -4, -41, 24, 17, -34, -14, 9, -4, 34, 43, -9, -24, -4, 
29, 29, 0, -29, 14, 14, -34, -14, 4, -14, 34, 43, -9, -24, -4, 
19, 14, -4, -17, 12, 4, -34, -14, -4, -14, 24, 43, -14, -24, -4, 
0, 9, 9, -4, -4, 9, -39, -14, -9, -14, 19, 39, -14, -24, -4, 
-4, 4, 9, 0, -7, 7, -53, -24, -14, -14, 19, 34, -14, -34, -14, 
-9, -9, 0, 9, -4, -4, -53, -24, -14, -19, 19, 34, -14, -34, -19, 
-9, 0, 9, 4, -9, 4, -48, -24, -14, -19, 19, 39, -14, -34, -24, 
-14, -4, 9, 9, -12, 2, -48, -19, -14, -19, 19, 39, -9, -29, -24, 
-4, 0, 4, 2, -4, 2, -43, -14, -4, -9, 19, 29, 0, -19, -14, 
0, 4, 4, -2, -2, 4, -39, -14, -4, -9, 19, 34, 0, -19, -14, 
0, 9, 9, -4, -4, 9, -29, -9, -4, -9, 19, 34, 0, -19, -14, 
0, 19, 19, -9, -9, 19, -24, -4, -4, -4, 19, 34, 0, -19, -14, 
9, 29, 19, -19, -4, 24, -34, -4, -14, -4, 14, 34, -4, -19, -14, 
19, 29, 9, -24, 4, 19, -34, -4, -14, -9, 14, 34, -9, -19, -14, 
19, 29, 9, -24, 4, 19, -34, -4, -14, -14, 19, 34, -9, -19, -14, 
14, 29, 14, -21, 0, 21, -34, -4, -14, -24, 19, 34, -14, -19, -14, 
29, 34, 4, -31, 12, 19, -34, -14, -14, -14, 19, 34, -14, -19, -14, 
34, 34, 0, -34, 17, 17, -24, -14, -19, -19, 19, 34, -9, -19, -14, 
39, 39, 0, -39, 19, 19, -24, -14, -19, -19, 14, 39, -4, -19, -14, 
43, 48, 4, -46, 19, 26, -24, -14, -19, -19, 14, 43, 9, -19, -14, 
19, 29, 9, -24, 4, 19, -34, -14, -29, -19, 4, 29, -4, -29, -24, 
9, 19, 9, -14, 0, 14, -34, -14, -29, -19, 4, 24, -9, -29, -24, 
0, 9, 9, -4, -4, 9, -34, -14, -29, -19, 4, 19, -14, -29, -24, 
-9, 0, 9, 4, -9, 4, -34, -14, -29, -24, 0, 14, -19, -34, -24, 
-4, -4, 0, 4, -2, -2, -24, -9, -19, -34, -4, 19, -9, -34, -24, 
0, 0, 0, 0, 0, 0, -24, -9, -19, -24, -4, 19, -9, -34, -24, 
9, 9, 0, -9, 4, 4, -24, -9, -19, -19, -4, 19, -9, -34, -24, 
14, 14, 0, -14, 7, 7, -19, -9, -29, -19, -4, 29, -9, -34, -24, 
19, 24, 4, -21, 7, 14, -29, -14, -29, -19, -4, 19, -14, -24, -24, 
19, 24, 4, -21, 7, 14, -29, -9, -29, -19, 0, 19, -14, -24, -24, 
19, 24, 4, -21, 7, 14, -34, -9, -34, -24, 4, 14, -19, -29, -29, 
19, 24, 4, -21, 7, 14, -34, -9, -34, -24, 14, 9, -19, -29, -29, 
9, 9, 0, -9, 4, 4, -39, -4, -29, -34, -4, 19, -24, -39, -34, 
14, 0, -14, -7, 14, -7, -29, -14, -29, -24, -9, 9, -14, -43, -29, 
19, 4, -14, -12, 17, -4, -29, -9, -19, -19, -4, 14, -14, -29, -34, 
19, 19, 0, -19, 9, 9, -19, -9, -19, -19, 0, 19, -9, -29, -29, 
24, 24, 0, -24, 12, 12, -9, 0, -19, -19, 9, 19, -9, -19, -24, 
29, 29, 0, -29, 14, 14, -9, 0, -19, -19, 9, 19, -9, -19, -19, 
34, 34, 0, -34, 17, 17, -9, 0, -19, -19, 9, 19, -9, -19, -14, 
39, 39, 0, -39, 19, 19, -9, 0, -19, -19, 9, 19, -9, -19, -9, 
29, 29, 0, -29, 14, 14, -19, -4, -29, -24, 4, 9, -19, -24, -14, 
19, 19, 0, -19, 9, 9, -19, -9, -29, -29, 0, 9, -19, -29, -19, 
9, 9, 0, -9, 4, 4, -19, -14, -29, -34, -4, 9, -19, -34, -24, 
0, 0, 0, 0, 0, 0, -19, -19, -29, -39, -9, 9, -19, -39, -29, 
0, 0, 0, 0, 0, 0, -29, -9, -39, -39, -9, 9, -19, -39, -29, 
0, 0, 0, 0, 0, 0, -29, -9, -39, -39, -9, 9, -19, -39, -29, 
0, 0, 0, 0, 0, 0, -29, -9, -39, -39, -9, 9, -19, -39, -29, 
0, 0, 0, 0, 0, 0, -29, -9, -39, -39, -9, 9, -19, -39, -29, 
14, 4, -9, -9, 12, -2, -19, 0, -34, -29, 0, 9, -9, -29, -19, 
19, 9, -9, -14, 14, 0, -19, 0, -29, -29, 0, 9, -9, -29, -19, 
24, 14, -9, -19, 17, 2, -19, 0, -24, -29, 0, 9, -9, -29, -19, 
29, 19, -9, -24, 19, 4, -19, 0, -19, -29, 0, 9, -9, -29, -19, 
14, 9, -4, -12, 9, 2, -29, -9, -29, -29, 0, 9, -19, -39, -29, 
9, 9, 0, -9, 4, 4, -29, -9, -29, -29, 0, 9, -19, -39, -29, 
4, 9, 4, -7, 0, 7, -29, -9, -29, -29, 0, 9, -19, -39, -29, 
0, 9, 9, -4, -4, 9, -29, -9, -29, -29, 0, 9, -19, -39, -29, 
0, 9, 9, -4, -4, 9, -19, 0, -29, -29, 9, 0, -9, -39, -19, 
0, 9, 9, -4, -4, 9, -19, 0, -29, -29, 9, 0, -9, -39, -19, 
0, 9, 9, -4, -4, 9, -19, 0, -29, -29, 9, 0, -9, -39, -19, 
0, 9, 9, -4, -4, 9, -19, 0, -29, -29, 9, 0, -9, -39, -19, 
14, 19, 4, -17, 4, 12, -9, 4, -19, -29, 9, 0, -9, -29, -19, 
19, 19, 0, -19, 9, 9, -9, 9, -19, -29, 9, 0, -9, -29, -19, 
24, 19, -4, -21, 14, 7, -9, 14, -19, -29, 9, 0, -9, -29, -19, 
29, 19, -9, -24, 19, 4, -9, 19, -19, -29, 9, 0, -9, -29, -19, 
29, 34, 4, -31, 12, 19, 0, 29, -9, -19, 19, 9, -9, -24, -9, 
29, 39, 9, -34, 9, 24, 0, 29, -9, -19, 19, 9, -9, -19, -9, 
29, 43, 14, -36, 7, 29, 0, 29, -9, -19, 19, 9, -9, -14, -9, 
29, 48, 19, -39, 4, 34, 0, 29, -9, -19, 19, 9, -9, -9, -9, 
19, 29, 9, -24, 4, 19, -4, 24, -19, -29, 9, 4, -24, -19, -19, 
9, 19, 9, -14, 0, 14, -9, 19, -19, -29, 9, 0, -29, -19, -19, 
0, 9, 9, -4, -4, 9, -14, 14, -19, -29, 9, -4, -34, -19, -19, 
-9, 0, 9, 4, -9, 4, -19, 9, -19, -29, 9, -9, -39, -19, -19, 
-4, 14, 19, -4, -12, 17, -14, 19, -14, -24, 19, 0, -39, -4, -14, 
0, 19, 19, -9, -9, 19, -9, 29, -9, -19, 19, 0, -39, 0, -9, 
4, 24, 19, -14, -7, 21, -4, 39, -4, -14, 19, 0, -39, 4, -4, 
9, 29, 19, -19, -4, 24, 0, 48, 0, -9, 19, 0, -39, 9, 0, 
14, 34, 19, -24, -2, 26, 9, 53, 4, -4, 24, 9, -39, 19, 0, 
19, 39, 19, -29, 0, 29, 9, 58, 9, 0, 29, 9, -39, 19, 0, 
24, 43, 19, -34, 2, 31, 9, 63, 14, 4, 34, 9, -39, 19, 0, 
29, 48, 19, -39, 4, 34, 9, 68, 19, 9, 39, 9, -39, 19, 0, 
39, 68, 29, -53, 4, 48, 24, 82, 34, 14, 43, 24, -48, 34, 4, 
39, 78, 39, -58, 0, 58, 29, 87, 39, 19, 48, 29, -48, 39, 9, 
39, 87, 48, -63, -4, 68, 34, 92, 43, 24, 53, 34, -48, 43, 14, 
39, 97, 58, -68, -9, 78, 39, 97, 48, 29, 58, 39, -48, 48, 19, 
29, 97, 68, -63, -19, 82, 39, 112, 53, 34, 63, 48, -58, 53, 19, 
29, 97, 68, -63, -19, 82, 39, 117, 58, 39, 68, 48, -58, 58, 19, 
29, 97, 68, -63, -19, 82, 39, 122, 63, 43, 73, 48, -58, 63, 19, 
29, 97, 68, -63, -19, 82, 39, 126, 68, 48, 78, 48, -58, 68, 19, 
43, 97, 53, -70, -4, 75, 39, 126, 68, 58, 87, 58, -48, 68, 9, 
48, 97, 48, -73, 0, 73, 39, 126, 68, 58, 87, 58, -48, 68, 9, 
53, 97, 43, -75, 4, 70, 39, 126, 68, 58, 87, 58, -48, 68, 9, 
58, 97, 39, -78, 9, 68, 39, 126, 68, 58, 87, 58, -48, 68, 9, 
53, 92, 39, -73, 7, 65, 24, 112, 53, 43, 82, 53, -48, 58, 4, 
48, 87, 39, -68, 4, 63, 19, 107, 48, 39, 78, 48, -48, 48, 0, 
43, 82, 39, -63, 2, 61, 14, 102, 43, 34, 73, 43, -48, 39, -4, 
39, 78, 39, -58, 0, 58, 9, 97, 39, 29, 68, 39, -48, 29, -9, 
29, 87, 58, -58, -14, 73, 0, 87, 39, 39, 68, 39, -58, 19, -9, 
29, 87, 58, -58, -14, 73, -9, 78, 39, 39, 68, 39, -58, 19, -9, 
29, 87, 58, -58, -14, 73, -19, 68, 39, 39, 68, 39, -58, 19, -9, 
29, 87, 58, -58, -14, 73, -29, 58, 39, 39, 68, 39, -58, 19, -9, 
39, 97, 58, -68, -9, 78, -39, 43, 24, 34, 58, 39, -48, 4, -19, 
39, 97, 58, -68, -9, 78, -48, 39, 19, 29, 58, 39, -48, 0, -19, 
39, 97, 58, -68, -9, 78, -58, 34, 14, 24, 58, 39, -48, -4, -19, 
39, 97, 58, -68, -9, 78, -68, 29, 9, 19, 58, 39, -48, -9, -19, 
48, 92, 43, -70, 2, 68, -78, 24, 4, 14, 58, 29, -43, -24, -29, 
48, 87, 39, -68, 4, 63, -78, 19, 0, 9, 58, 29, -39, -29, -29, 
48, 82, 34, -65, 7, 58, -78, 14, -4, 4, 58, 29, -34, -34, -29, 
48, 78, 29, -63, 9, 53, -78, 9, -9, 0, 58, 29, -29, -39, -29, 
39, 78, 39, -58, 0, 58, -78, 4, -14, -9, 53, 19, -29, -43, -29, 
39, 78, 39, -58, 0, 58, -78, 0, -19, -9, 48, 19, -29, -48, -29, 
39, 78, 39, -58, 0, 58, -78, -4, -24, -9, 43, 19, -29, -53, -29, 
39, 78, 39, -58, 0, 58, -78, -9, -29, -9, 39, 19, -29, -58, -29, 
39, 78, 39, -58, 0, 58, -87, -9, -39, -19, 29, 19, -29, -58, -29, 
39, 68, 29, -53, 4, 48, -87, -9, -43, -24, 29, 19, -24, -58, -34, 
43, 63, 19, -53, 12, 41, -87, -19, -48, -29, 19, 19, -19, -63, -39, 
43, 58, 14, -51, 14, 36, -87, -19, -58, -34, 14, 9, -9, -68, -43, 
43, 43, 0, -43, 21, 21, -82, -24, -78, -53, 0, 0, -9, -78, -43, 
43, 39, -4, -41, 24, 17, -78, -24, -78, -53, -4, -9, -9, -78, -39, 
43, 34, -9, -39, 26, 12, -78, -19, -78, -53, -4, -14, -14, -78, -39, 
39, 24, -14, -31, 26, 4, -68, -19, -73, -53, -4, -14, -14, -78, -39, 
34, 14, -19, -24, 26, -2, -63, -9, -73, -63, -4, -14, -14, -78, -48, 
29, 14, -14, -21, 21, 0, -58, -4, -68, -63, -4, -14, -14, -68, -48, 
29, 14, -14, -21, 21, 0, -53, 0, -68, -63, -4, -14, -14, -63, -39, 
24, 14, -9, -19, 17, 2, -53, 0, -68, -58, -4, -14, -14, -63, -39, 
19, 19, 0, -19, 9, 9, -43, -9, -58, -48, 4, -14, -19, -63, -39, 
19, 19, 0, -19, 9, 9, -39, -4, -53, -53, 9, -14, -19, -63, -39, 
24, 19, -4, -21, 14, 7, -39, -4, -53, -53, 9, -14, -19, -63, -39, 
29, 14, -14, -21, 21, 0, -34, -4, -53, -53, 9, -14, -19, -63, -39, 
29, 24, -4, -26, 17, 9, -24, 4, -53, -43, 9, -4, -9, -48, -29, 
29, 24, -4, -26, 17, 9, -19, 4, -53, -39, 9, -4, -19, -39, -19, 
19, 24, 4, -21, 7, 14, -9, 14, -43, -39, 9, -4, -19, -39, -19, 
4, 19, 14, -12, -4, 17, -4, 19, -43, -34, 9, -4, -19, -34, -19, 
-19, -4, 14, 12, -17, 4, 9, 24, -43, -43, 9, -19, -4, -39, -9, 
-39, -9, 29, 24, -34, 9, 19, 29, -43, -43, 9, -24, -4, -34, -9, 
-63, -19, 43, 41, -53, 12, 29, 39, -34, -43, 9, -34, -4, -24, 0, 
-73, -24, 48, 48, -61, 12, 29, 39, -34, -43, 9, -39, 0, -24, 0, 
-73, -14, 58, 43, -65, 21, 29, 29, -43, -48, 4, -48, -4, -34, -9, 
-68, -14, 53, 41, -61, 19, 24, 24, -43, -48, 0, -58, 0, -34, -9, 
-58, -19, 39, 39, -48, 9, 24, 24, -53, -48, -4, -58, 0, -34, -9, 
-53, -19, 34, 36, -43, 7, 19, 24, -58, -53, -4, -63, -4, -34, -9, 
-39, 0, 39, 19, -39, 19, 34, 24, -48, -43, 4, -53, 9, -24, 0, 
-24, 9, 34, 7, -29, 21, 39, 34, -43, -39, 4, -53, 19, -14, 4, 
-9, 4, 14, 2, -12, 9, 43, 43, -39, -39, 0, -53, 39, -4, 14, 
4, 14, 9, -9, -2, 12, 48, 58, -34, -34, 0, -53, 48, 0, 19, 
-14, -9, 4, 12, -9, -2, 39, 39, -48, -43, -14, -78, 39, -9, 0, 
-48, -43, 4, 46, -26, -19, 29, 29, -53, -53, -19, -87, 24, -19, -9, 
-82, -78, 4, 80, -43, -36, 19, 14, -68, -63, -29, -92, 14, -29, -19, 
-102, -112, -9, 107, -46, -61, 9, 4, -73, -73, -34, -97, 4, -39, -29, 
-107, -102, 4, 104, -56, -48, 9, 4, -68, -82, -39, -112, 0, -48, -24, 
-107, -97, 9, 102, -58, -43, 9, 4, -68, -82, -39, -112, 0, -48, -24, 
-102, -97, 4, 100, -53, -46, 9, 9, -68, -82, -39, -112, 4, -48, -24, 
-107, -87, 19, 97, -63, -34, 9, 9, -68, -82, -39, -112, 4, -48, -24, 
-97, -73, 24, 85, -61, -24, 19, 24, -68, -78, -24, -97, 19, -43, -24, 
-92, -73, 19, 82, -56, -26, 24, 24, -63, -73, -24, -97, 19, -39, -24, 
-87, -73, 14, 80, -51, -29, 29, 24, -63, -68, -29, -97, 19, -34, -19, 
-87, -82, 4, 85, -46, -39, 34, 24, -63, -63, -29, -97, 19, -29, -19, 
-73, -68, 4, 70, -39, -31, 29, 34, -53, -58, -19, -87, 24, -24, -4, 
-68, -68, 0, 68, -34, -34, 29, 34, -63, -58, -24, -97, 24, -24, -9, 
-63, -63, 0, 63, -31, -31, 29, 34, -63, -58, -24, -97, 24, -24, -4, 
-58, -58, 0, 58, -29, -29, 29, 34, -63, -58, -24, -97, 24, -24, 0, 
-53, -53, 0, 53, -26, -26, 29, 39, -63, -58, -14, -92, 24, -14, -9, 
-53, -48, 4, 51, -29, -21, 29, 39, -58, -58, -9, -92, 24, -14, -9, 
-53, -48, 4, 51, -29, -21, 34, 43, -58, -53, -9, -87, 24, -14, -4, 
-53, -48, 4, 51, -29, -21, 34, 48, -53, -53, -9, -87, 24, -9, -4, 
-58, -58, 0, 58, -29, -29, 34, 39, -53, -53, -19, -92, 24, -19, -4, 
-63, -58, 4, 61, -34, -26, 34, 39, -53, -53, -19, -92, 29, -19, -4, 
-68, -53, 14, 61, -41, -19, 34, 39, -53, -53, -14, -87, 29, -19, -4, 
-73, -53, 19, 63, -46, -17, 34, 43, -53, -53, -14, -87, 29, -19, -4, 
-63, -53, 9, 58, -36, -21, 24, 43, -53, -63, -14, -87, 19, -19, -4, 
-63, -53, 9, 58, -36, -21, 24, 39, -53, -63, -14, -87, 19, -19, -4, 
-63, -58, 4, 61, -34, -26, 24, 39, -53, -63, -14, -92, 19, -19, -4, 
-68, -63, 4, 65, -36, -29, 24, 39, -53, -63, -14, -92, 19, -19, -14, 
-63, -63, 0, 63, -31, -31, 34, 48, -43, -53, -4, -92, 29, -9, -4, 
-63, -58, 4, 61, -34, -26, 34, 48, -43, -53, -4, -82, 29, -9, 0, 
-53, -48, 4, 51, -29, -21, 34, 53, -34, -53, -4, -82, 29, -9, 0, 
-53, -39, 14, 46, -34, -12, 34, 53, -34, -53, -4, -82, 29, -9, 4, 
-73, -39, 34, 56, -53, -2, 34, 53, -39, -43, -4, -82, 19, -9, -4, 
-82, -68, 14, 75, -48, -26, 43, 43, -39, -53, -4, -92, 29, -19, -4, 
-73, -68, 4, 70, -39, -31, 39, 53, -48, -53, -9, -92, 29, -24, -4, 
-63, -63, 0, 63, -31, -31, 39, 63, -39, -53, -9, -102, 24, -14, -9, 
-53, -53, 0, 53, -26, -26, 34, 68, -34, -48, 0, -112, 14, -9, -4, 
-78, -39, 39, 58, -58, 0, 48, 73, -19, -39, 0, -112, 9, 14, 4, 
-112, -29, 82, 70, -97, 26, 63, 87, -4, -19, 14, -107, 4, 53, 29, 
-136, 19, 156, 58, -146, 87, 107, 126, 24, 14, 34, -97, 9, 92, 63, 
-146, 92, 239, 26, -192, 165, 165, 180, 78, 43, 43, -112, -4, 156, 122, 
-185, 136, 322, 24, -253, 229, 244, 229, 122, 78, 39, -141, -34, 234, 180, 
-278, 141, 419, 68, -348, 280, 312, 292, 151, 107, 19, -180, -53, 292, 219, 
-361, 122, 483, 119, -422, 302, 341, 356, 185, 117, 14, -209, -82, 326, 229, 
-395, 122, 517, 136, -456, 319, 356, 429, 219, 141, 29, -219, -122, 361, 234, 
-405, 175, 580, 114, -492, 378, 424, 536, 317, 219, 68, -209, -122, 434, 273, 
-409, 224, 634, 92, -522, 429, 517, 702, 444, 312, 136, -175, -117, 546, 331, 
-424, 248, 673, 87, -549, 461, 570, 873, 590, 409, 200, -151, -136, 624, 346, 
-473, 287, 761, 92, -617, 524, 639, 1015, 717, 497, 258, -131, -195, 692, 366, 
-492, 341, 834, 75, -663, 588, 673, 1117, 854, 614, 346, -82, -248, 761, 385, 
-453, 424, 878, 14, -666, 651, 683, 1137, 956, 741, 483, 14, -302, 805, 395, 
-395, 522, 917, -63, -656, 719, 649, 1073, 1005, 858, 629, 136, -336, 790, 385, 
-292, 629, 922, -168, -607, 775, 531, 883, 961, 927, 785, 278, -370, 717, 346, 
-117, 775, 893, -329, -505, 834, 326, 629, 878, 1000, 976, 483, -429, 575, 263, 
146, 927, 780, -536, -317, 854, 58, 405, 824, 1088, 1210, 746, -502, 380, 126, 
453, 1093, 639, -773, -92, 866, -239, 185, 780, 1166, 1439, 1019, -590, 161, -34, 
756, 1254, 497, -1005, 129, 875, -536, -48, 717, 1200, 1600, 1244, -678, -53, -170, 
1024, 1361, 336, -1193, 344, 849, -800, -273, 634, 1171, 1683, 1410, -732, -263, -307, 
1317, 1371, 53, -1344, 631, 712, -1039, -444, 575, 1093, 1688, 1527, -741, -502, -473, 
1654, 1283, -370, -1468, 1012, 456, -1259, -590, 488, 946, 1620, 1610, -717, -766, -668, 
1912, 1107, -805, -1510, 1359, 151, -1420, -775, 341, 717, 1468, 1595, -629, -985, -834, 
1976, 810, -1166, -1393, 1571, -178, -1483, -1068, 48, 370, 1185, 1473, -478, -1151, -946, 
1917, 346, -1571, -1132, 1744, -612, -1473, -1439, -414, -122, 741, 1200, -234, -1288, -1010, 
1849, -107, -1956, -871, 1903, -1032, -1429, -1717, -897, -639, 239, 849, 19, -1410, -1058, 
1790, -409, -2200, -690, 1995, -1305, -1390, -1844, -1263, -1034, -200, 536, 180, -1468, -1058, 
1668, -605, -2274, -531, 1971, -1439, -1337, -1932, -1546, -1337, -566, 229, 283, -1493, -1029, 
1493, -756, -2249, -368, 1871, -1503, -1273, -2010, -1766, -1571, -917, -112, 370, -1473, -976, 
1371, -854, -2225, -258, 1798, -1539, -1220, -2020, -1883, -1703, -1176, -409, 439, -1439, -927, 
1342, -868, -2210, -236, 1776, -1539, -1200, -1986, -1898, -1722, -1273, -575, 468, -1405, -888, 
1361, -849, -2210, -256, 1786, -1529, -1185, -1927, -1873, -1708, -1278, -624, 444, -1366, -873, 
1376, -849, -2225, -263, 1800, -1537, -1137, -1790, -1800, -1664, -1259, -644, 439, -1332, -873, 
