I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-87, 29, 117, 29, -102, 73, 117, 214, 58, 48, 39, 29, 
-78, 43, 122, 17, -100, 82, 117, 214, 68, 58, 53, 34, 
-68, 58, 126, 4, -97, 92, 117, 214, 78, 68, 68, 39, 
-63, 73, 136, -4, -100, 104, 117, 214, 82, 73, 73, 53, 
-58, 87, 146, -14, -102, 117, 117, 214, 87, 78, 78, 68, 
-53, 107, 161, -26, -107, 134, 102, 214, 97, 87, 87, 73, 
-48, 126, 175, -39, -112, 151, 87, 214, 107, 97, 97, 78, 
-39, 136, 175, -48, -107, 156, 73, 204, 117, 107, 107, 87, 
-29, 146, 175, -58, -102, 161, 58, 195, 126, 117, 117, 97, 
-43, 146, 190, -51, -117, 168, 34, 180, 131, 126, 122, 102, 
-58, 146, 204, -43, -131, 175, 9, 165, 136, 136, 126, 107, 
-24, 185, 209, -80, -117, 197, 9, 165, 151, 151, 146, 126, 
9, 224, 214, -117, -102, 219, 9, 165, 165, 165, 165, 146, 
19, 239, 219, -129, -100, 229, -4, 156, 175, 175, 175, 161, 
29, 253, 224, -141, -97, 239, -19, 146, 185, 185, 185, 175, 
29, 258, 229, -143, -100, 244, -39, 131, 185, 190, 190, 175, 
29, 263, 234, -146, -102, 248, -58, 117, 185, 195, 195, 175, 
43, 268, 224, -156, -90, 246, -92, 102, 185, 195, 195, 175, 
58, 273, 214, -165, -78, 244, -126, 87, 185, 195, 195, 175, 
73, 278, 204, -175, -65, 241, -117, 78, 180, 195, 195, 175, 
87, 283, 195, -185, -53, 239, -107, 68, 175, 195, 195, 175, 
87, 283, 195, -185, -53, 239, -82, 68, 170, 195, 195, 175, 
87, 283, 195, -185, -53, 239, -58, 68, 165, 195, 195, 175, 
82, 268, 185, -175, -51, 226, -58, 68, 156, 185, 185, 170, 
78, 253, 175, -165, -48, 214, -58, 68, 146, 175, 175, 165, 
78, 239, 161, -158, -41, 200, -68, 58, 136, 161, 165, 151, 
78, 224, 146, -151, -34, 185, -78, 48, 126, 146, 156, 136, 
78, 200, 122, -139, -21, 161, -87, 39, 112, 136, 136, 117, 
78, 175, 97, -126, -9, 136, -97, 29, 97, 126, 117, 97, 
63, 151, 87, -107, -12, 119, -82, 24, 87, 107, 107, 87, 
48, 126, 78, -87, -14, 102, -68, 19, 78, 87, 97, 78, 
34, 112, 78, -73, -21, 95, -63, 19, 63, 78, 82, 68, 
19, 97, 78, -58, -29, 87, -58, 19, 48, 68, 68, 58, 
19, 78, 58, -48, -19, 68, -53, 14, 34, 53, 53, 43, 
19, 58, 39, -39, -9, 48, -48, 9, 19, 39, 39, 29, 
0, 39, 39, -19, -19, 39, -39, 4, 9, 29, 29, 19, 
-19, 19, 39, 0, -29, 29, -29, 0, 0, 19, 19, 9, 
