I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-43, -136, -92, 90, 24, -114, -4, -102, -131, -126, -97, -92, 
-43, -141, -97, 92, 26, -119, -4, -102, -131, -126, -97, -92, 
-43, -146, -102, 95, 29, -124, 0, -102, -131, -126, -97, -92, 
-43, -146, -102, 95, 29, -124, 0, -102, -131, -131, -97, -92, 
-53, -146, -92, 100, 19, -119, 0, -102, -131, -122, -107, -92, 
-53, -151, -97, 102, 21, -124, 4, -102, -131, -122, -107, -92, 
-53, -156, -102, 104, 24, -129, 4, -102, -131, -122, -107, -97, 
-53, -156, -102, 104, 24, -129, 4, -102, -131, -122, -107, -97, 
-48, -156, -107, 102, 29, -131, 4, -102, -136, -131, -107, -107, 
-48, -156, -107, 102, 29, -131, 4, -102, -136, -136, -112, -107, 
-48, -156, -107, 102, 29, -131, 4, -102, -141, -136, -112, -107, 
-48, -161, -112, 104, 31, -136, 4, -102, -141, -136, -112, -107, 
-48, -170, -122, 109, 36, -146, 14, -92, -131, -136, -112, -97, 
-48, -170, -122, 109, 36, -146, 14, -92, -131, -136, -112, -102, 
-48, -170, -122, 109, 36, -146, 14, -92, -131, -136, -112, -102, 
-48, -170, -122, 109, 36, -146, 14, -92, -131, -136, -112, -102, 
-48, -175, -126, 112, 39, -151, 14, -92, -141, -136, -117, -92, 
-48, -175, -126, 112, 39, -151, 19, -92, -141, -136, -117, -92, 
-48, -175, -126, 112, 39, -151, 19, -92, -141, -136, -117, -92, 
-48, -175, -126, 112, 39, -151, 19, -92, -141, -136, -117, -92, 
-48, -165, -117, 107, 34, -141, 9, -97, -141, -136, -117, -92, 
-48, -165, -117, 107, 34, -141, 9, -97, -136, -136, -117, -92, 
-48, -165, -117, 107, 34, -141, 9, -92, -136, -136, -117, -92, 
-48, -165, -117, 107, 34, -141, 9, -92, -136, -136, -117, -92, 
-53, -170, -117, 112, 31, -143, 19, -92, -126, -126, -117, -102, 
-53, -170, -117, 112, 31, -143, 19, -82, -126, -131, -117, -97, 
-63, -170, -107, 117, 21, -139, 24, -92, -136, -131, -117, -97, 
-53, -175, -122, 114, 34, -148, 24, -92, -136, -141, -126, -102, 
-63, -185, -122, 124, 29, -153, 19, -82, -136, -151, -122, -107, 
-63, -195, -131, 129, 34, -163, 34, -68, -136, -151, -136, -122, 
-58, -214, -156, 136, 48, -185, 43, -48, -126, -146, -141, -126, 
-58, -224, -165, 141, 53, -195, 58, -29, -112, -136, -141, -136, 
-48, -224, -175, 136, 63, -200, 68, -14, -82, -112, -126, -131, 
-43, -185, -141, 114, 48, -163, 68, 9, -34, -73, -102, -112, 
-34, -141, -107, 87, 36, -124, 58, 29, 9, -39, -73, -102, 
-39, -102, -63, 70, 12, -82, 53, 39, 48, 4, -53, -78, 
-29, -73, -43, 51, 7, -58, 39, 58, 87, 43, -19, -53, 
-14, -29, -14, 21, 0, -21, 29, 63, 126, 92, 24, -24, 
-14, 34, 48, -9, -31, 41, 19, 82, 200, 161, 73, 14, 
19, 122, 102, -70, -41, 112, 19, 141, 278, 234, 136, 53, 
48, 244, 195, -146, -73, 219, 19, 224, 375, 331, 224, 122, 
82, 395, 312, -239, -114, 353, 14, 278, 497, 473, 351, 214, 
97, 580, 483, -339, -192, 531, -14, 322, 639, 644, 512, 326, 
136, 775, 639, -456, -251, 707, -53, 346, 775, 810, 663, 453, 
170, 961, 790, -566, -309, 875, -102, 370, 902, 966, 805, 566, 
209, 1137, 927, -673, -358, 1032, -156, 385, 1010, 1102, 936, 683, 
219, 1254, 1034, -736, -407, 1144, -219, 414, 1078, 1195, 1039, 761, 
234, 1312, 1078, -773, -422, 1195, -263, 424, 1102, 1249, 1088, 810, 
224, 1351, 1127, -788, -451, 1239, -336, 341, 1073, 1259, 1117, 849, 
185, 1376, 1190, -780, -502, 1283, -409, 165, 1010, 1259, 1146, 888, 
122, 1337, 1215, -729, -546, 1276, -434, 19, 927, 1190, 1122, 897, 
58, 1229, 1171, -644, -556, 1200, -414, -87, 800, 1049, 1010, 854, 
-9, 1093, 1102, -541, -556, 1098, -390, -268, 610, 839, 878, 780, 
-92, 976, 1068, -441, -580, 1022, -366, -502, 390, 634, 736, 732, 
-175, 863, 1039, -344, -607, 951, -346, -712, 214, 483, 624, 673, 
-209, 736, 946, -263, -578, 841, -341, -854, 14, 322, 507, 595, 
-229, 585, 814, -178, -522, 700, -336, -976, -175, 151, 390, 512, 
-229, 488, 717, -129, -473, 602, -336, -995, -287, 48, 297, 444, 
-185, 429, 614, -122, -400, 522, -336, -873, -283, 34, 258, 385, 
-141, 390, 531, -124, -336, 461, -322, -697, -234, 34, 234, 346, 
-102, 341, 444, -119, -273, 392, -292, -561, -195, 24, 190, 302, 
-87, 283, 370, -97, -229, 326, -253, -444, -175, 9, 156, 253, 
-63, 234, 297, -85, -180, 265, -224, -346, -165, -19, 122, 204, 
-53, 204, 258, -75, -156, 231, -175, -302, -156, -43, 97, 170, 
-48, 161, 209, -56, -129, 185, -151, -273, -146, -53, 73, 141, 
-48, 117, 165, -34, -107, 141, -122, -239, -136, -53, 39, 107, 
