I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
73, 165, 92, -119, -9, 129, -107, -14, 14, 39, 43, 82, 
82, 165, 82, -124, 0, 124, -102, -14, 0, 29, 39, 82, 
87, 165, 78, -126, 4, 122, -102, -14, -9, 19, 34, 68, 
97, 151, 53, -124, 21, 102, -102, -14, -14, 14, 24, 68, 
102, 146, 43, -124, 29, 95, -102, -14, -24, 9, 19, 68, 
102, 151, 48, -126, 26, 100, -92, -9, -14, 9, 19, 73, 
97, 151, 53, -124, 21, 102, -87, -4, -14, 9, 14, 73, 
78, 136, 58, -107, 9, 97, -73, -4, -14, 14, 9, 68, 
58, 117, 58, -87, 0, 87, -63, -4, -14, 9, 0, 58, 
48, 63, 14, -56, 17, 39, -43, -9, -24, 4, -9, 43, 
43, 39, -4, -41, 24, 17, -29, -14, -29, -9, -19, 24, 
14, 34, 19, -24, -2, 26, -14, -19, -29, -19, -29, 9, 
4, 19, 14, -12, -4, 17, 0, -19, -34, -29, -43, -9, 
4, 4, 0, -4, 2, 2, 4, -19, -39, -34, -53, -14, 
4, -4, -9, 0, 7, -7, 4, -14, -39, -39, -58, -14, 
4, -4, -9, 0, 7, -7, 9, -14, -39, -39, -58, -14, 
0, -4, -4, 2, 2, -4, 9, -14, -39, -39, -58, -14, 
-4, -4, 0, 4, -2, -2, 9, -14, -34, -39, -53, -14, 
-4, -4, 0, 4, -2, -2, 14, -14, -34, -39, -53, -19, 
-4, -4, 0, 4, -2, -2, 14, -14, -34, -34, -53, -19, 
-4, -4, 0, 4, -2, -2, 19, -19, -29, -34, -53, -19, 
-9, -4, 4, 7, -7, 0, 19, -19, -34, -34, -58, -14, 
-9, -4, 4, 7, -7, 0, 19, -19, -39, -34, -63, -14, 
-9, -4, 4, 7, -7, 0, 24, -24, -34, -34, -63, -14, 
-4, 0, 4, 2, -4, 2, 24, -14, -34, -39, -68, -9, 
0, -4, -4, 2, 2, -4, 24, 19, -19, -19, -43, -4, 
34, 43, 9, -39, 12, 26, 14, 87, 4, 24, 9, 29, 
87, 131, 43, -109, 21, 87, 9, 175, 48, 102, 97, 117, 
190, 307, 117, -248, 36, 212, -68, 253, 107, 229, 283, 307, 
351, 605, 253, -478, 48, 429, -185, 444, 248, 458, 605, 619, 
575, 956, 380, -766, 97, 668, -366, 595, 312, 649, 932, 966, 
858, 1337, 478, -1098, 190, 907, -624, 649, 317, 795, 1273, 1366, 
1107, 1590, 483, -1349, 312, 1037, -941, 507, 165, 790, 1434, 1629, 
1288, 1688, 400, -1488, 444, 1044, -1229, 297, -122, 663, 1473, 1805, 
1361, 1722, 361, -1542, 500, 1041, -1439, 78, -390, 527, 1478, 1908, 
1385, 1698, 312, -1542, 536, 1005, -1590, -214, -644, 312, 1424, 1942, 
1381, 1664, 283, -1522, 549, 973, -1668, -390, -766, 170, 1346, 1956, 
1298, 1668, 370, -1483, 463, 1019, -1586, -356, -678, 248, 1366, 2025, 
1034, 1590, 556, -1312, 239, 1073, -1424, -400, -561, 297, 1351, 1986, 
775, 1459, 683, -1117, 46, 1071, -1185, -434, -395, 317, 1259, 1790, 
639, 1249, 610, -944, 14, 929, -893, -317, -234, 317, 1010, 1439, 
507, 1024, 517, -766, -4, 771, -692, -326, -175, 234, 658, 1068, 
312, 697, 385, -505, -36, 541, -507, -370, -190, 39, 273, 653, 
126, 356, 229, -241, -51, 292, -224, -258, -131, -82, 24, 268, 
4, 156, 151, -80, -73, 153, -14, -175, -53, -82, -92, 24, 
-34, 24, 58, 4, -46, 41, 53, -107, -39, -73, -151, -78, 
-82, -39, 43, 61, -63, 2, 87, -24, -19, -63, -161, -97, 
-107, -39, 68, 73, -87, 14, 122, -14, 19, -53, -136, -97, 
-107, -34, 73, 70, -90, 19, 146, -14, 24, -48, -136, -107, 
-107, -34, 73, 70, -90, 19, 136, -19, 24, -48, -151, -117, 
-107, -39, 68, 73, -87, 14, 136, -19, 29, -43, -156, -122, 
-107, -39, 68, 73, -87, 14, 136, -14, 29, -43, -156, -122, 
-107, -39, 68, 73, -87, 14, 136, -14, 29, -43, -156, -122, 
-112, -39, 73, 75, -92, 17, 136, -14, 29, -43, -156, -122, 
-112, -34, 78, 73, -95, 21, 136, -14, 34, -43, -156, -122, 
-112, -34, 78, 73, -95, 21, 141, -14, 39, -39, -141, -117, 
-112, -34, 78, 73, -95, 21, 141, -14, 39, -39, -146, -117, 
-112, -34, 78, 73, -95, 21, 136, -14, 39, -39, -146, -117, 
-112, -34, 78, 73, -95, 21, 131, -14, 43, -39, -146, -117, 
-117, -34, 82, 75, -100, 24, 131, -14, 43, -29, -146, -117, 
-117, -34, 82, 75, -100, 24, 131, -14, 43, -24, -146, -117, 
-117, -29, 87, 73, -102, 29, 131, -14, 43, -24, -146, -117, 
-117, -24, 92, 70, -104, 34, 131, -14, 43, -24, -146, -117, 
