I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
-9, -9, 0, 9, -4, -4, 34, 39, 82, 87, 73, 39, -14, 19, 97, 
-9, -9, 0, 9, -4, -4, 34, 39, 82, 87, 68, 34, -14, 24, 102, 
-9, -14, -4, 12, -2, -9, 34, 43, 82, 87, 68, 34, -14, 24, 102, 
0, -24, -24, 12, 12, -24, 48, 48, 87, 97, 73, 34, -14, 24, 112, 
4, -24, -29, 9, 17, -26, 48, 53, 92, 97, 73, 34, -14, 24, 112, 
4, -24, -29, 9, 17, -26, 48, 58, 97, 102, 73, 24, -14, 19, 112, 
4, -24, -29, 9, 17, -26, 48, 63, 102, 107, 73, 19, -14, 14, 107, 
4, -29, -34, 12, 19, -31, 43, 63, 102, 97, 63, 24, -14, 14, 97, 
4, -29, -34, 12, 19, -31, 43, 63, 102, 97, 63, 24, -14, 14, 97, 
4, -24, -29, 9, 17, -26, 43, 63, 102, 97, 63, 29, -14, 14, 97, 
4, -14, -19, 4, 12, -17, 39, 63, 102, 102, 63, 34, -14, 14, 97, 
9, -9, -19, 0, 14, -14, 19, 68, 92, 102, 73, 34, -14, 14, 102, 
19, -9, -29, -4, 24, -19, 19, 63, 97, 107, 78, 34, -19, 9, 102, 
24, -9, -34, -7, 29, -21, 19, 63, 102, 112, 82, 43, -19, 9, 102, 
29, -9, -39, -9, 34, -24, 14, 58, 107, 117, 82, 43, -14, 4, 102, 
39, 0, -39, -19, 39, -19, -29, 53, 92, 112, 82, 43, 0, 0, 82, 
39, 9, -29, -24, 34, -9, -39, 48, 97, 117, 87, 48, 0, 0, 68, 
39, 19, -19, -29, 29, 0, -48, 39, 97, 107, 87, 48, 0, -9, 68, 
39, 19, -19, -29, 29, 0, -48, 39, 97, 107, 87, 48, 0, -9, 68, 
39, 19, -19, -29, 29, 0, -48, 39, 97, 107, 87, 48, 0, -9, 68, 
39, 19, -19, -29, 29, 0, -48, 39, 97, 107, 87, 48, 0, -9, 68, 
34, 19, -14, -26, 24, 2, -48, 29, 92, 107, 78, 48, 0, -9, 58, 
29, 19, -9, -24, 19, 4, -48, 29, 87, 107, 78, 48, 0, -9, 58, 
24, 19, -4, -21, 14, 7, -48, 29, 82, 107, 78, 48, 0, -9, 58, 
19, 19, 0, -19, 9, 9, -48, 29, 78, 107, 78, 48, 0, -9, 58, 
9, 29, 19, -19, -4, 24, -48, 24, 68, 97, 78, 48, 0, 0, 58, 
9, 29, 19, -19, -4, 24, -48, 19, 68, 97, 78, 48, 0, 0, 58, 
9, 29, 19, -19, -4, 24, -48, 14, 68, 97, 78, 48, 0, 0, 58, 
9, 29, 19, -19, -4, 24, -48, 9, 68, 97, 78, 48, 0, 0, 58, 
0, 19, 19, -9, -9, 19, -48, 9, 68, 97, 68, 39, 9, -9, 58, 
0, 19, 19, -9, -9, 19, -48, 9, 68, 97, 68, 39, 9, -9, 58, 
0, 19, 19, -9, -9, 19, -48, 9, 68, 97, 68, 39, 9, -9, 58, 
0, 19, 19, -9, -9, 19, -48, 9, 68, 97, 68, 39, 9, -9, 58, 
-4, 19, 24, -7, -14, 21, -39, 0, 68, 87, 78, 48, 0, -4, 68, 
-9, 19, 29, -4, -19, 24, -39, 0, 68, 87, 78, 48, 0, 0, 68, 
-14, 19, 34, -2, -24, 26, -39, 0, 68, 87, 78, 48, 0, 4, 68, 
-19, 19, 39, 0, -29, 29, -39, 0, 68, 87, 78, 48, 0, 9, 68, 
-19, 19, 39, 0, -29, 29, -29, 0, 68, 87, 78, 48, -9, 19, 78, 
-19, 19, 39, 0, -29, 29, -29, 0, 68, 87, 78, 48, -9, 19, 78, 
-19, 19, 39, 0, -29, 29, -29, 0, 68, 87, 78, 48, -9, 19, 78, 
-19, 19, 39, 0, -29, 29, -29, 0, 68, 87, 78, 48, -9, 19, 78, 
-19, 19, 39, 0, -29, 29, -29, 9, 68, 87, 68, 48, -9, 9, 68, 
-19, 19, 39, 0, -29, 29, -29, 9, 68, 87, 68, 48, -9, 9, 68, 
-19, 19, 39, 0, -29, 29, -29, 9, 68, 87, 68, 48, -9, 9, 68, 
-19, 19, 39, 0, -29, 29, -29, 9, 68, 87, 68, 48, -9, 9, 68, 
-19, 14, 34, 2, -26, 24, -19, 9, 58, 87, 68, 48, 0, 19, 68, 
-19, 9, 29, 4, -24, 19, -19, 9, 58, 87, 68, 48, 0, 19, 68, 
-19, 4, 24, 7, -21, 14, -19, 9, 58, 87, 68, 48, 0, 19, 68, 
-14, 0, 14, 7, -14, 7, -19, 14, 58, 87, 68, 48, 0, 19, 68, 
-19, 0, 19, 9, -19, 9, -14, 4, 58, 78, 68, 53, -14, 29, 68, 
-19, 0, 19, 9, -19, 9, -9, 4, 58, 82, 68, 48, -14, 29, 68, 
-19, 0, 19, 9, -19, 9, -4, 4, 63, 82, 73, 43, -14, 29, 68, 
-19, 0, 19, 9, -19, 9, -4, 9, 63, 87, 78, 48, -9, 29, 68, 
-19, 9, 29, 4, -24, 19, 0, 9, 73, 92, 68, 48, -19, 24, 68, 
-24, 9, 34, 7, -29, 21, 4, 9, 73, 97, 73, 48, -19, 24, 68, 
-24, 9, 34, 7, -29, 21, 9, 9, 73, 97, 78, 48, -19, 29, 68, 
-19, 9, 29, 4, -24, 19, 14, 9, 78, 102, 82, 48, -19, 29, 68, 
-29, 9, 39, 9, -34, 24, 19, 9, 78, 97, 78, 43, -14, 39, 78, 
-24, 9, 34, 7, -29, 21, 19, 9, 73, 97, 73, 43, -14, 39, 78, 
-24, 9, 34, 7, -29, 21, 24, 9, 63, 92, 68, 43, -14, 39, 73, 
-24, 9, 34, 7, -29, 21, 24, 9, 58, 87, 63, 43, -14, 43, 73, 
-19, 0, 19, 9, -19, 9, 34, 19, 58, 87, 68, 34, -19, 34, 82, 
-24, -4, 19, 14, -21, 7, 34, 19, 63, 92, 68, 39, -14, 34, 82, 
-29, -9, 19, 19, -24, 4, 34, 24, 68, 92, 68, 39, -14, 34, 82, 
-29, -9, 19, 19, -24, 4, 29, 24, 68, 92, 68, 34, -14, 34, 82, 
-24, -19, 4, 21, -14, -7, 34, 19, 68, 92, 58, 24, -14, 34, 82, 
-24, -19, 4, 21, -14, -7, 29, 19, 68, 92, 58, 24, -14, 39, 82, 
-24, -19, 4, 21, -14, -7, 24, 19, 68, 92, 58, 29, -14, 39, 82, 
-24, -19, 4, 21, -14, -7, 24, 19, 68, 92, 58, 29, -14, 39, 82, 
-14, -19, -4, 17, -4, -12, 19, 24, 58, 78, 68, 29, -9, 34, 73, 
-14, -14, 0, 14, -7, -7, 14, 19, 58, 78, 68, 29, -9, 34, 73, 
-14, -14, 0, 14, -7, -7, 9, 19, 58, 82, 68, 29, -4, 29, 73, 
-14, -14, 0, 14, -7, -7, 4, 19, 58, 82, 68, 29, 0, 24, 73, 
-14, -24, -9, 19, -2, -17, 0, 19, 58, 92, 68, 39, 0, 19, 63, 
-9, -24, -14, 17, 2, -19, -4, 19, 63, 92, 68, 39, 0, 14, 58, 
-4, -19, -14, 12, 4, -17, -9, 19, 73, 92, 68, 39, 0, 14, 58, 
0, -14, -14, 7, 7, -14, -14, 19, 78, 92, 68, 39, 0, 9, 58, 
4, -9, -14, 2, 9, -12, -19, 29, 87, 97, 68, 39, -4, 0, 58, 
9, -4, -14, -2, 12, -9, -19, 29, 87, 102, 73, 43, -4, -4, 58, 
14, -4, -19, -4, 17, -12, -19, 29, 87, 102, 78, 48, 0, -4, 58, 
19, 0, -19, -9, 19, -9, -14, 29, 87, 107, 82, 53, 0, -4, 58, 
14, 0, -14, -7, 14, -7, -24, 29, 87, 107, 82, 53, -4, 0, 68, 
9, 4, -4, -7, 7, 0, -24, 29, 87, 107, 82, 53, -4, 0, 68, 
4, 9, 4, -7, 0, 7, -24, 29, 87, 107, 82, 53, -4, 0, 68, 
0, 14, 14, -7, -7, 14, -24, 29, 82, 107, 82, 53, -4, 4, 68, 
0, 4, 4, -2, -2, 4, -14, 29, 82, 107, 78, 63, -4, -4, 58, 
0, 4, 4, -2, -2, 4, -14, 29, 82, 107, 78, 58, -4, -4, 58, 
0, 4, 4, -2, -2, 4, -9, 29, 82, 102, 78, 58, -4, -4, 58, 
-4, 9, 14, -2, -9, 12, -9, 24, 82, 102, 78, 58, -4, 0, 58, 
-4, 4, 9, 0, -7, 7, -19, 24, 82, 102, 78, 48, 0, -4, 53, 
-4, -4, 0, 4, -2, -2, -19, 24, 82, 102, 78, 48, 4, -4, 53, 
-4, -9, -4, 7, 0, -7, -14, 24, 82, 102, 78, 48, 9, -9, 53, 
-4, -14, -9, 9, 2, -12, -14, 29, 82, 102, 78, 48, 14, -19, 53, 
-4, -24, -19, 14, 7, -21, -24, 19, 73, 112, 87, 48, 14, -19, 39, 
-4, -24, -19, 14, 7, -21, -24, 19, 73, 112, 87, 48, 14, -19, 39, 
-4, -24, -19, 14, 7, -21, -24, 19, 73, 112, 87, 48, 14, -19, 43, 
0, -24, -24, 12, 12, -24, -24, 19, 73, 117, 87, 48, 14, -19, 43, 
9, -19, -29, 4, 19, -24, -29, 19, 78, 107, 78, 39, 14, -19, 43, 
9, -14, -24, 2, 17, -19, -29, 19, 78, 107, 78, 39, 19, -19, 43, 
9, -9, -19, 0, 14, -14, -29, 19, 73, 102, 78, 39, 19, -19, 43, 
9, -4, -14, -2, 12, -9, -29, 24, 73, 102, 78, 39, 19, -19, 43, 
9, -4, -14, -2, 12, -9, -39, 14, 82, 92, 68, 39, 19, -19, 43, 
9, -4, -14, -2, 12, -9, -39, 14, 82, 92, 68, 39, 19, -19, 43, 
9, -4, -14, -2, 12, -9, -39, 14, 82, 92, 68, 39, 19, -19, 43, 
9, -4, -14, -2, 12, -9, -39, 14, 82, 92, 68, 39, 19, -24, 43, 
9, -4, -14, -2, 12, -9, -34, 24, 92, 97, 73, 39, 9, -14, 48, 
9, -4, -14, -2, 12, -9, -29, 24, 92, 97, 73, 43, 9, -14, 53, 
9, -4, -14, -2, 12, -9, -19, 24, 87, 102, 78, 48, 9, -14, 53, 
9, -4, -14, -2, 12, -9, -14, 24, 87, 107, 82, 53, 9, -9, 58, 
9, 0, -9, -4, 9, -4, -4, 34, 97, 112, 87, 58, 0, 4, 68, 
4, 4, 0, -4, 2, 2, -4, 34, 97, 117, 92, 63, 0, 9, 73, 
4, 9, 4, -7, 0, 7, -4, 34, 97, 122, 97, 68, 0, 9, 73, 
4, 14, 9, -9, -2, 12, -4, 34, 97, 126, 102, 73, 0, 9, 73, 
-4, 24, 29, -9, -17, 26, 4, 34, 87, 117, 92, 63, -9, 14, 73, 
-4, 24, 29, -9, -17, 26, 4, 34, 87, 117, 92, 63, -9, 19, 78, 
-4, 24, 29, -9, -17, 26, 0, 34, 87, 117, 92, 63, -9, 24, 78, 
-4, 24, 29, -9, -17, 26, 0, 34, 82, 117, 92, 63, -9, 29, 78, 
-4, 14, 19, -4, -12, 17, 9, 19, 73, 107, 87, 63, -19, 34, 78, 
-4, 14, 19, -4, -12, 17, 4, 19, 73, 107, 82, 63, -19, 29, 78, 
-4, 14, 19, -4, -12, 17, 4, 24, 73, 107, 78, 63, -14, 24, 78, 
-4, 14, 19, -4, -12, 17, 4, 24, 73, 107, 73, 63, -9, 24, 73, 
-9, 0, 9, 4, -9, 4, 9, 34, 73, 97, 73, 58, 0, 19, 73, 
-9, -4, 4, 7, -7, 0, 4, 29, 73, 97, 73, 53, -4, 19, 73, 
-9, -4, 4, 7, -7, 0, 9, 29, 73, 97, 73, 48, -4, 14, 73, 
-9, -9, 0, 9, -4, -4, 14, 29, 78, 97, 73, 43, -9, 14, 73, 
-19, -9, 9, 14, -14, 0, 14, 29, 78, 97, 78, 53, 0, 4, 73, 
-9, 0, 9, 4, -9, 4, 14, 29, 82, 97, 78, 53, 0, 4, 68, 
0, 0, 0, 0, 0, 0, 4, 43, 97, 102, 78, 53, 0, 14, 78, 
0, 0, 0, 0, 0, 0, 9, 53, 107, 122, 97, 58, -4, 24, 82, 
0, 9, 9, -4, -4, 9, 14, 63, 126, 146, 112, 68, -9, 29, 102, 
0, 24, 24, -12, -12, 24, 9, 87, 175, 195, 151, 92, -29, 48, 126, 
4, 53, 48, -29, -21, 51, 9, 131, 244, 278, 209, 122, -39, 73, 161, 
14, 97, 82, -56, -34, 90, 9, 165, 336, 370, 297, 175, -58, 82, 190, 
39, 156, 117, -97, -39, 136, -4, 204, 439, 502, 405, 248, -82, 87, 229, 
78, 224, 146, -151, -34, 185, -24, 253, 561, 644, 517, 322, -122, 87, 258, 
122, 278, 156, -200, -17, 217, -53, 322, 688, 780, 644, 405, -146, 73, 278, 
175, 307, 131, -241, 21, 219, -82, 405, 814, 902, 766, 473, -175, 48, 283, 
234, 351, 117, -292, 58, 234, -107, 488, 946, 1044, 873, 551, -195, 29, 312, 
283, 414, 131, -348, 75, 273, -126, 556, 1073, 1195, 1005, 653, -219, 24, 331, 
341, 502, 161, -422, 90, 331, -180, 595, 1185, 1351, 1161, 761, -253, 0, 326, 
414, 610, 195, -512, 109, 402, -244, 649, 1342, 1542, 1337, 907, -297, -19, 341, 
527, 741, 214, -634, 156, 478, -302, 771, 1542, 1795, 1551, 1073, -346, -53, 380, 
649, 863, 214, -756, 217, 539, -375, 897, 1732, 2020, 1751, 1224, -395, -92, 370, 
766, 966, 200, -866, 283, 583, -458, 941, 1820, 2161, 1898, 1342, -424, -161, 312, 
873, 1107, 234, -990, 319, 671, -580, 907, 1844, 2274, 2030, 1483, -468, -234, 224, 
990, 1293, 302, -1141, 344, 797, -736, 839, 1873, 2425, 2220, 1649, -517, -317, 112, 
1098, 1527, 429, -1312, 334, 978, -902, 751, 1908, 2620, 2454, 1873, -570, -405, -14, 
1180, 1737, 556, -1459, 312, 1146, -1058, 610, 1908, 2820, 2698, 2098, -600, -502, -175, 
1215, 1903, 688, -1559, 263, 1295, -1180, 497, 1898, 2976, 2898, 2274, -634, -590, -331, 
1229, 1986, 756, -1607, 236, 1371, -1224, 424, 1893, 3069, 3025, 2391, -658, -634, -434, 
1239, 1986, 746, -1612, 246, 1366, -1254, 390, 1888, 3128, 3093, 2454, -644, -683, -522, 
1259, 1927, 668, -1593, 295, 1298, -1283, 356, 1878, 3167, 3147, 2498, -600, -761, -629, 
1229, 1834, 605, -1532, 312, 1220, -1278, 331, 1878, 3142, 3128, 2498, -561, -839, -746, 
1156, 1708, 551, -1432, 302, 1129, -1210, 326, 1820, 2942, 2952, 2396, -502, -878, -805, 
1107, 1517, 409, -1312, 348, 963, -1146, 341, 1625, 2542, 2620, 2196, -419, -927, -854, 
1102, 1288, 185, -1195, 458, 736, -1073, 322, 1342, 2064, 2220, 1927, -336, -971, -922, 
1015, 1063, 48, -1039, 483, 556, -956, 278, 1024, 1595, 1830, 1693, -273, -941, -917, 
888, 883, -4, -885, 446, 439, -834, 180, 668, 1166, 1493, 1478, -209, -868, -863, 
771, 717, -53, -744, 412, 331, -736, 39, 302, 780, 1176, 1263, -141, -795, -834, 
624, 507, -117, -566, 370, 195, -600, -87, -39, 414, 844, 1000, -68, -717, -795, 
424, 253, -170, -339, 297, 41, -414, -185, -283, 82, 463, 624, 0, -580, -678, 
204, 14, -190, -109, 197, -87, -209, -234, -448, -200, 78, 234, 53, -390, -512, 
34, -122, -156, 43, 95, -139, -63, -283, -536, -385, -195, -19, 78, -244, -356, 
-48, -165, -117, 107, 34, -141, 9, -268, -517, -424, -287, -131, 87, -156, -253, 
-58, -185, -126, 122, 34, -156, 24, -195, -405, -375, -297, -170, 87, -112, -180, 
-48, -170, -122, 109, 36, -146, 43, -136, -317, -297, -263, -180, 63, -78, -112, 
-48, -136, -87, 92, 19, -112, 48, -102, -253, -253, -224, -151, 48, -43, -63, 
-39, -122, -82, 80, 21, -102, 48, -68, -204, -204, -195, -122, 39, -24, -39, 
-39, -117, -78, 78, 19, -97, 53, -39, -165, -170, -175, -122, 29, -14, -19, 
-29, -107, -78, 68, 24, -92, 53, -34, -141, -156, -156, -126, 29, 0, 4, 
-29, -87, -58, 58, 14, -73, 53, -19, -122, -136, -136, -112, 24, 9, 24, 
-39, -78, -39, 58, 0, -58, 53, -9, -107, -112, -117, -92, 24, 9, 39, 
-48, -82, -34, 65, -7, -58, 53, -9, -92, -97, -117, -92, 34, 9, 39, 
-48, -92, -43, 70, -2, -68, 63, 0, -97, -102, -107, -82, 34, 19, 48, 
-58, -92, -34, 75, -12, -63, 63, -4, -87, -92, -107, -82, 29, 24, 48, 
-58, -97, -39, 78, -9, -68, 63, 0, -78, -92, -102, -82, 29, 24, 53, 
-58, -102, -43, 80, -7, -73, 68, 0, -68, -82, -97, -73, 29, 24, 58, 
-63, -107, -43, 85, -9, -75, 68, -4, -68, -78, -92, -73, 29, 24, 63, 
-53, -102, -48, 78, -2, -75, 58, -14, -63, -82, -97, -73, 24, 24, 58, 
-53, -97, -43, 75, -4, -70, 58, -14, -53, -73, -92, -73, 24, 29, 58, 
-53, -92, -39, 73, -7, -65, 53, -9, -53, -73, -87, -73, 24, 29, 53, 
-48, -82, -34, 65, -7, -58, 53, -9, -48, -68, -87, -73, 24, 29, 53, 
-48, -78, -29, 63, -9, -53, 48, -4, -53, -78, -97, -82, 24, 19, 53, 
-48, -73, -24, 61, -12, -48, 43, -4, -48, -78, -97, -82, 24, 19, 53, 
-48, -63, -14, 56, -17, -39, 29, -4, -48, -73, -97, -87, 29, 19, 53, 
-48, -58, -9, 53, -19, -34, 24, -4, -48, -73, -97, -92, 29, 14, 53, 
-48, -63, -14, 56, -17, -39, 29, 4, -39, -63, -87, -78, 29, 14, 63, 
-48, -68, -19, 58, -14, -43, 34, 4, -39, -63, -82, -78, 29, 19, 63, 
-48, -78, -29, 63, -9, -53, 39, 4, -39, -68, -82, -78, 29, 24, 58, 
-48, -82, -34, 65, -7, -58, 43, 4, -39, -68, -87, -78, 29, 29, 58, 
-53, -78, -24, 65, -14, -51, 39, 14, -29, -58, -87, -78, 24, 29, 63, 
-53, -73, -19, 63, -17, -46, 39, 14, -29, -58, -87, -78, 24, 29, 63, 
-53, -68, -14, 61, -19, -41, 39, 9, -29, -53, -87, -82, 24, 29, 68, 
-48, -63, -14, 56, -17, -39, 39, 4, -29, -53, -87, -82, 24, 34, 73, 
-58, -63, -4, 61, -26, -34, 48, 14, -19, -53, -82, -78, 14, 43, 68, 
-63, -63, 0, 63, -31, -31, 48, 14, -19, -48, -78, -73, 14, 43, 68, 
-63, -63, 0, 63, -31, -31, 43, 14, -24, -43, -68, -68, 14, 43, 68, 
-63, -63, 0, 63, -31, -31, 43, 14, -24, -39, -63, -68, 14, 43, 68, 
-53, -58, -4, 56, -24, -31, 48, 24, -19, -48, -78, -68, 14, 43, 73, 
-53, -58, -4, 56, -24, -31, 48, 24, -19, -48, -78, -63, 14, 43, 78, 
-53, -58, -4, 56, -24, -31, 48, 24, -19, -48, -78, -63, 14, 48, 78, 
-53, -58, -4, 56, -24, -31, 48, 24, -19, -48, -78, -63, 14, 48, 82, 
-48, -68, -19, 58, -14, -43, 48, 34, -9, -48, -87, -73, 19, 39, 87, 
-48, -68, -19, 58, -14, -43, 53, 34, -9, -48, -87, -78, 19, 39, 92, 
-48, -68, -19, 58, -14, -43, 53, 34, -4, -53, -87, -78, 19, 39, 97, 
-48, -68, -19, 58, -14, -43, 53, 34, -4, -53, -87, -78, 19, 48, 102, 
-63, -63, 0, 63, -31, -31, 68, 39, -14, -53, -78, -78, 19, 48, 102, 
-63, -63, 0, 63, -31, -31, 68, 39, -9, -53, -82, -82, 19, 48, 107, 
-63, -58, 4, 61, -34, -26, 68, 39, -9, -53, -82, -82, 19, 53, 112, 
-63, -58, 4, 61, -34, -26, 68, 39, -9, -53, -82, -82, 19, 53, 112, 
-53, -58, -4, 56, -24, -31, 63, 53, -4, -39, -73, -68, 14, 53, 102, 
-53, -58, -4, 56, -24, -31, 63, 53, 0, -39, -73, -68, 9, 53, 102, 
-53, -53, 0, 53, -26, -26, 63, 53, 4, -39, -73, -68, 4, 53, 102, 
-53, -48, 4, 51, -29, -21, 63, 53, 9, -43, -73, -68, 0, 58, 107, 
-63, -58, 4, 61, -34, -26, 63, 53, 0, -53, -78, -78, 0, 58, 112, 
-63, -58, 4, 61, -34, -26, 63, 53, 0, -53, -78, -82, 0, 58, 112, 
-63, -58, 4, 61, -34, -26, 63, 53, -4, -53, -82, -87, 0, 58, 112, 
-63, -58, 4, 61, -34, -26, 63, 53, -4, -58, -82, -97, 0, 58, 112, 
-58, -58, 0, 58, -29, -29, 63, 48, -9, -58, -82, -92, 4, 73, 112, 
-58, -53, 4, 56, -31, -24, 68, 48, -9, -58, -82, -87, 4, 73, 117, 
-58, -53, 4, 56, -31, -24, 68, 48, -9, -63, -82, -82, 4, 73, 117, 
-58, -53, 4, 56, -31, -24, 68, 48, -9, -63, -92, -82, 9, 78, 117, 
-58, -58, 0, 58, -29, -29, 82, 48, -9, -73, -102, -78, 19, 82, 126, 
-68, -68, 0, 68, -34, -34, 82, 53, -19, -78, -107, -82, 14, 82, 131, 
-68, -73, -4, 70, -31, -39, 82, 53, -19, -82, -112, -82, 14, 87, 131, 
-73, -78, -4, 75, -34, -41, 82, 53, -14, -87, -112, -82, 14, 87, 131, 
-82, -92, -9, 87, -36, -51, 97, 58, -14, -87, -122, -87, 24, 82, 131, 
-82, -92, -9, 87, -36, -51, 97, 58, -19, -92, -126, -92, 24, 82, 131, 
-82, -92, -9, 87, -36, -51, 97, 58, -24, -97, -131, -107, 24, 82, 131, 
-82, -97, -14, 90, -34, -56, 102, 58, -24, -97, -136, -112, 24, 82, 131, 
-82, -87, -4, 85, -39, -46, 107, 48, -39, -112, -141, -122, 19, 82, 131, 
-82, -87, -4, 85, -39, -46, 107, 48, -43, -117, -141, -126, 19, 82, 131, 
-82, -87, -4, 85, -39, -46, 107, 48, -43, -117, -141, -131, 19, 82, 131, 
-82, -87, -4, 85, -39, -46, 107, 48, -43, -122, -146, -141, 19, 82, 131, 
-82, -97, -14, 90, -34, -56, 117, 48, -58, -126, -161, -141, 19, 73, 122, 
-87, -102, -14, 95, -36, -58, 117, 48, -58, -136, -165, -146, 19, 73, 122, 
-92, -112, -19, 102, -36, -65, 117, 48, -63, -141, -170, -151, 19, 78, 122, 
-92, -117, -24, 104, -34, -70, 122, 53, -73, -151, -185, -161, 19, 78, 122, 
-102, -126, -24, 114, -39, -75, 117, 39, -82, -165, -195, -165, 34, 87, 117, 
-102, -126, -24, 114, -39, -75, 112, 29, -87, -175, -200, -170, 34, 87, 117, 
-102, -126, -24, 114, -39, -75, 112, 24, -92, -185, -204, -175, 34, 92, 117, 
-112, -136, -24, 124, -43, -80, 112, 19, -97, -195, -214, -180, 34, 97, 117, 
-107, -126, -19, 117, -43, -73, 97, 19, -92, -200, -214, -175, 43, 87, 112, 
-102, -126, -24, 114, -39, -75, 97, 19, -97, -204, -224, -180, 43, 87, 107, 
-107, -126, -19, 117, -43, -73, 92, 19, -112, -209, -234, -185, 39, 92, 107, 
-102, -131, -29, 117, -36, -80, 87, 19, -117, -214, -239, -195, 39, 97, 102, 
-92, -131, -39, 112, -26, -85, 87, 24, -117, -224, -244, -195, 34, 92, 102, 
-97, -131, -34, 114, -31, -82, 92, 24, -126, -234, -253, -204, 34, 87, 102, 
-102, -131, -29, 117, -36, -80, 87, 14, -136, -239, -263, -209, 39, 82, 102, 
-107, -126, -19, 117, -43, -73, 78, 9, -151, -258, -273, -219, 43, 82, 102, 
-102, -126, -24, 114, -39, -75, 78, 9, -161, -263, -278, -224, 34, 78, 87, 
-102, -126, -24, 114, -39, -75, 82, 9, -170, -278, -292, -229, 39, 73, 87, 
-107, -131, -24, 119, -41, -78, 82, 9, -180, -297, -312, -244, 39, 68, 82, 
-112, -126, -14, 119, -48, -70, 82, 4, -200, -322, -331, -263, 43, 63, 78, 
-126, -136, -9, 131, -58, -73, 92, 9, -214, -326, -346, -263, 48, 63, 82, 
-136, -151, -14, 143, -61, -82, 102, -4, -229, -351, -361, -273, 53, 63, 82, 
-141, -165, -24, 153, -58, -95, 102, -14, -244, -370, -385, -287, 58, 68, 82, 
-146, -170, -24, 158, -61, -97, 107, -24, -268, -395, -400, -302, 63, 68, 82, 
-141, -170, -29, 156, -56, -100, 117, -29, -278, -409, -414, -312, 68, 73, 78, 
-151, -180, -29, 165, -61, -104, 117, -34, -292, -439, -444, -326, 68, 73, 73, 
-161, -195, -34, 178, -63, -114, 126, -34, -312, -458, -458, -336, 68, 78, 78, 
-165, -209, -43, 187, -61, -126, 131, -39, -331, -488, -492, -346, 73, 87, 78, 
-170, -204, -34, 187, -68, -119, 146, -43, -351, -507, -507, -356, 73, 102, 87, 
-175, -200, -24, 187, -75, -112, 146, -53, -380, -541, -531, -375, 73, 107, 82, 
-185, -204, -19, 195, -82, -112, 151, -63, -395, -575, -566, -400, 68, 117, 82, 
-195, -209, -14, 202, -90, -112, 156, -73, -419, -610, -595, -419, 68, 126, 82, 
-200, -214, -14, 207, -92, -114, 170, -87, -444, -634, -614, -434, 68, 126, 78, 
-209, -234, -24, 222, -92, -129, 175, -102, -468, -668, -644, -458, 73, 131, 73, 
-219, -244, -24, 231, -97, -134, 180, -122, -507, -702, -673, -473, 78, 136, 73, 
-229, -258, -29, 244, -100, -143, 190, -141, -536, -741, -702, -492, 82, 136, 73, 
-239, -268, -29, 253, -104, -148, 195, -156, -570, -771, -732, -507, 82, 136, 73, 
-248, -278, -29, 263, -109, -153, 200, -165, -600, -805, -761, -527, 97, 141, 73, 
-258, -287, -29, 273, -114, -158, 214, -190, -634, -839, -800, -551, 107, 146, 68, 
-273, -297, -24, 285, -124, -161, 214, -204, -668, -873, -819, -575, 112, 151, 68, 
-283, -297, -14, 290, -134, -156, 219, -229, -688, -912, -854, -610, 112, 156, 73, 
-292, -307, -14, 300, -139, -161, 224, -248, -722, -946, -888, -629, 122, 161, 68, 
-302, -317, -14, 309, -143, -165, 229, -268, -756, -985, -922, -649, 126, 165, 63, 
-302, -336, -34, 319, -134, -185, 234, -287, -790, -1024, -951, -673, 131, 170, 48, 
-326, -346, -19, 336, -153, -183, 248, -307, -814, -1068, -990, -702, 141, 170, 58, 
-331, -361, -29, 346, -151, -195, 248, -326, -844, -1098, -1010, -727, 156, 170, 53, 
-341, -375, -34, 358, -153, -204, 253, -346, -863, -1117, -1049, -736, 156, 170, 48, 
-341, -395, -53, 368, -143, -224, 253, -356, -893, -1137, -1068, -756, 165, 170, 43, 
-351, -414, -63, 383, -143, -239, 253, -370, -907, -1171, -1088, -775, 180, 170, 34, 
-346, -429, -82, 387, -131, -256, 258, -375, -927, -1200, -1107, -780, 185, 170, 29, 
-346, -434, -87, 390, -129, -261, 258, -380, -941, -1210, -1122, -785, 185, 161, 24, 
-346, -439, -92, 392, -126, -265, 258, -385, -951, -1215, -1117, -790, 185, 156, 19, 
-336, -448, -112, 392, -112, -280, 268, -385, -956, -1220, -1127, -795, 190, 151, 14, 
-331, -458, -126, 395, -102, -292, 263, -390, -936, -1210, -1137, -795, 190, 146, 9, 
-322, -468, -146, 395, -87, -307, 263, -390, -922, -1210, -1127, -795, 195, 146, 4, 
-317, -473, -156, 395, -80, -314, 258, -380, -912, -1195, -1122, -785, 200, 146, 0, 
-307, -473, -165, 390, -70, -319, 258, -380, -912, -1185, -1112, -785, 195, 146, -9, 
-297, -478, -180, 387, -58, -329, 258, -370, -883, -1171, -1093, -775, 195, 146, -9, 
-283, -473, -190, 378, -46, -331, 253, -366, -873, -1151, -1068, -761, 195, 141, -9, 
-273, -468, -195, 370, -39, -331, 248, -346, -863, -1127, -1044, -741, 195, 131, 0, 
-278, -463, -185, 370, -46, -324, 239, -331, -824, -1102, -1019, -732, 190, 112, -14, 
