I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3, 
-141, -204, -63, 173, -39, -134, 126, -58, -346, -536, -536, -400, 78, 58, -136, 
-146, -209, -63, 178, -41, -136, 126, -73, -380, -570, -561, -414, 82, 58, -141, 
-156, -224, -68, 190, -43, -146, 131, -87, -400, -605, -595, -434, 82, 63, -141, 
-165, -239, -73, 202, -46, -156, 136, -102, -429, -639, -624, -448, 87, 68, -141, 
-170, -229, -58, 200, -56, -143, 141, -112, -448, -663, -653, -463, 87, 78, -141, 
-180, -244, -63, 212, -58, -153, 146, -122, -468, -697, -683, -488, 92, 92, -141, 
-190, -248, -58, 219, -65, -153, 151, -136, -502, -732, -712, -502, 97, 107, -136, 
-200, -258, -58, 229, -70, -158, 161, -151, -527, -771, -741, -522, 102, 117, -131, 
-209, -258, -48, 234, -80, -153, 165, -165, -561, -810, -771, -556, 107, 126, -131, 
-219, -268, -48, 244, -85, -158, 170, -175, -590, -844, -800, -575, 117, 131, -131, 
-229, -278, -48, 253, -90, -163, 185, -200, -624, -878, -839, -600, 122, 136, -136, 
-244, -287, -43, 265, -100, -165, 185, -214, -658, -912, -858, -624, 122, 141, -136, 
-244, -287, -43, 265, -100, -165, 190, -234, -683, -946, -888, -634, 126, 141, -131, 
-253, -297, -43, 275, -104, -170, 195, -248, -712, -976, -917, -649, 131, 141, -136, 
-263, -307, -43, 285, -109, -175, 200, -263, -741, -1010, -946, -663, 131, 141, -141, 
-263, -326, -63, 295, -100, -195, 204, -278, -771, -1044, -971, -683, 131, 141, -156, 
-278, -346, -68, 312, -104, -207, 224, -283, -795, -1093, -1019, -712, 141, 146, -151, 
-283, -361, -78, 322, -102, -219, 229, -297, -824, -1127, -1039, -736, 156, 151, -151, 
-292, -375, -82, 334, -104, -229, 239, -312, -844, -1151, -1078, -746, 156, 156, -151, 
-292, -395, -102, 344, -95, -248, 244, -317, -873, -1176, -1098, -766, 165, 161, -151, 
-307, -419, -112, 363, -97, -265, 248, -341, -907, -1205, -1132, -790, 180, 165, -151, 
-307, -439, -131, 373, -87, -285, 258, -346, -927, -1239, -1156, -800, 185, 170, -156, 
-312, -448, -136, 380, -87, -292, 263, -351, -941, -1254, -1176, -810, 185, 165, -161, 
-317, -458, -141, 387, -87, -300, 268, -356, -951, -1263, -1176, -819, 185, 165, -165, 
-317, -458, -141, 387, -87, -300, 268, -361, -961, -1283, -1185, -829, 195, 161, -175, 
-312, -458, -146, 385, -82, -302, 263, -370, -946, -1278, -1195, -834, 190, 156, -175, 
-302, -458, -156, 380, -73, -307, 263, -375, -936, -1283, -1185, -839, 190, 156, -175, 
-297, -453, -156, 375, -70, -305, 258, -370, -932, -1273, -1180, -834, 190, 156, -175, 
-287, -458, -170, 373, -58, -314, 253, -366, -936, -1268, -1180, -834, 185, 146, -180, 
-278, -458, -180, 368, -48, -319, 248, -361, -912, -1259, -1171, -834, 185, 146, -185, 
-263, -448, -185, 356, -39, -317, 239, -361, -907, -1244, -1156, -829, 185, 141, -190, 
-253, -439, -185, 346, -34, -312, 229, -346, -902, -1224, -1141, -819, 185, 131, -185, 
-258, -444, -185, 351, -36, -314, 239, -336, -863, -1205, -1122, -805, 175, 117, -190, 
-234, -434, -200, 334, -17, -317, 224, -322, -854, -1171, -1093, -780, 175, 117, -195, 
-219, -419, -200, 319, -9, -309, 219, -302, -829, -1132, -1058, -756, 170, 112, -200, 
-214, -414, -200, 314, -7, -307, 209, -297, -790, -1088, -1029, -727, 165, 107, -195, 
-204, -405, -200, 305, -2, -302, 200, -283, -761, -1049, -990, -702, 165, 92, -195, 
-195, -385, -190, 290, -2, -287, 195, -258, -712, -1000, -946, -668, 161, 87, -200, 
-185, -370, -185, 278, 0, -278, 185, -248, -668, -946, -902, -639, 151, 82, -195, 
-170, -351, -180, 261, 4, -265, 175, -234, -624, -893, -854, -610, 141, 82, -200, 
-156, -336, -180, 246, 12, -258, 156, -219, -590, -844, -805, -575, 141, 73, -209, 
-136, -312, -175, 224, 19, -244, 146, -209, -546, -790, -751, -546, 131, 63, -209, 
-122, -302, -180, 212, 29, -241, 136, -190, -507, -732, -697, -522, 122, 53, -209, 
-112, -278, -165, 195, 26, -222, 131, -170, -463, -678, -658, -492, 112, 43, -214, 
-107, -273, -165, 190, 29, -219, 107, -156, -414, -629, -605, -444, 112, 34, -219, 
-87, -253, -165, 170, 39, -209, 87, -141, -375, -566, -556, -409, 102, 24, -219, 
-68, -239, -170, 153, 51, -204, 73, -131, -336, -517, -507, -375, 92, 19, -219, 
-53, -219, -165, 136, 56, -192, 58, -122, -302, -468, -468, -336, 87, 9, -219, 
-53, -204, -151, 129, 48, -178, 43, -117, -258, -419, -414, -297, 78, 0, -219, 
-43, -190, -146, 117, 51, -168, 39, -102, -229, -380, -375, -278, 73, -4, -219, 
-29, -170, -141, 100, 56, -156, 24, -87, -200, -336, -336, -253, 68, -9, -219, 
-24, -156, -131, 90, 53, -143, 19, -82, -170, -297, -302, -234, 63, -19, -219, 
-24, -151, -126, 87, 51, -139, 19, -78, -146, -263, -268, -209, 68, -19, -219, 
-19, -141, -122, 80, 51, -131, 14, -68, -117, -229, -234, -185, 63, -24, -219, 
-14, -131, -117, 73, 51, -124, 9, -58, -102, -195, -209, -170, 53, -24, -214, 
-9, -122, -112, 65, 51, -117, 4, -48, -78, -170, -185, -141, 48, -29, -214, 
-4, -107, -102, 56, 48, -104, 0, -43, -53, -141, -156, -117, 43, -29, -209, 
4, -97, -102, 46, 53, -100, 0, -43, -39, -117, -131, -102, 43, -29, -209, 
9, -87, -97, 39, 53, -92, -4, -34, -24, -87, -107, -87, 39, -29, -209, 
14, -78, -92, 31, 53, -85, -4, -24, -9, -63, -82, -73, 39, -34, -209, 
4, -63, -68, 29, 36, -65, -9, -14, 4, -39, -63, -58, 29, -24, -204, 
9, -58, -68, 24, 39, -63, -9, -9, 14, -29, -48, -48, 29, -24, -200, 
9, -53, -63, 21, 36, -58, -14, -9, 29, -14, -34, -34, 24, -29, -195, 
9, -48, -58, 19, 34, -53, -19, -9, 34, 4, -14, -19, 24, -29, -185, 
29, -39, -68, 4, 48, -53, -19, -9, 53, 14, -4, -14, 14, -19, -185, 
29, -24, -53, -2, 41, -39, -19, 0, 58, 24, 4, -9, 9, -19, -185, 
29, -19, -48, -4, 39, -34, -19, 4, 63, 34, 4, -4, 9, -19, -185, 
29, -14, -43, -7, 36, -29, -19, 4, 68, 43, 19, 0, 9, -19, -180, 
24, -4, -29, -9, 26, -17, -9, 14, 82, 53, 34, 9, 4, -14, -175, 
24, -4, -29, -9, 26, -17, -9, 19, 87, 58, 39, 9, 4, -9, -170, 
24, 0, -24, -12, 24, -12, -9, 19, 92, 68, 43, 19, 4, -4, -161, 
24, 4, -19, -14, 21, -7, -9, 19, 92, 73, 48, 24, 4, 0, -156, 
24, 24, 0, -24, 12, 12, -4, 34, 97, 92, 63, 34, 0, 9, -151, 
24, 24, 0, -24, 12, 12, 0, 34, 107, 97, 73, 39, -9, 14, -141, 
24, 24, 0, -24, 12, 12, 9, 39, 112, 102, 78, 43, -14, 19, -136, 
24, 29, 4, -26, 9, 17, 14, 39, 122, 112, 82, 48, -19, 24, -131, 
24, 29, 4, -26, 9, 17, 9, 43, 126, 122, 92, 48, -19, 29, -122, 
24, 29, 4, -26, 9, 17, 9, 43, 131, 126, 97, 53, -19, 29, -122, 
24, 34, 9, -29, 7, 21, 9, 43, 131, 126, 97, 53, -24, 34, -117, 
24, 39, 14, -31, 4, 26, 9, 43, 131, 126, 102, 58, -24, 34, -117, 
24, 48, 24, -36, 0, 36, 9, 53, 141, 136, 102, 58, -34, 29, -117, 
24, 48, 24, -36, 0, 36, 9, 53, 141, 141, 102, 58, -34, 29, -117, 
29, 48, 19, -39, 4, 34, 9, 53, 141, 141, 102, 58, -34, 29, -117, 
29, 48, 19, -39, 4, 34, 4, 53, 141, 141, 102, 58, -34, 29, -117, 
29, 48, 19, -39, 4, 34, 9, 63, 146, 141, 102, 58, -34, 39, -107, 
24, 48, 24, -36, 0, 36, 9, 63, 151, 141, 102, 58, -29, 39, -112, 
24, 48, 24, -36, 0, 36, 14, 58, 156, 141, 102, 53, -29, 39, -112, 
24, 48, 24, -36, 0, 36, 19, 58, 161, 136, 102, 53, -29, 39, -112, 
24, 39, 14, -31, 4, 26, 24, 63, 161, 146, 112, 58, -39, 39, -102, 
24, 39, 14, -31, 4, 26, 24, 68, 156, 146, 112, 63, -39, 39, -102, 
24, 39, 14, -31, 4, 26, 29, 68, 156, 146, 112, 68, -39, 39, -107, 
19, 39, 19, -29, 0, 29, 39, 73, 151, 146, 107, 73, -39, 39, -107, 
19, 39, 19, -29, 0, 29, 48, 82, 151, 131, 92, 58, -34, 39, -107, 
14, 29, 14, -21, 0, 21, 48, 78, 141, 126, 87, 53, -34, 39, -107, 
14, 29, 14, -21, 0, 21, 48, 78, 141, 122, 82, 53, -34, 39, -107, 
9, 29, 19, -19, -4, 24, 53, 78, 141, 117, 82, 53, -39, 39, -107, 
19, 19, 0, -19, 9, 9, 43, 68, 136, 102, 78, 43, -39, 34, -126, 
19, 19, 0, -19, 9, 9, 43, 63, 131, 102, 78, 43, -39, 29, -131, 
19, 19, 0, -19, 9, 9, 43, 53, 126, 102, 73, 43, -39, 24, -136, 
19, 19, 0, -19, 9, 9, 43, 48, 117, 97, 73, 48, -39, 19, -141, 
19, 19, 0, -19, 9, 9, 29, 34, 102, 92, 63, 39, -29, 9, -156, 
14, 24, 9, -19, 2, 17, 29, 29, 97, 87, 63, 39, -29, 14, -161, 
14, 24, 9, -19, 2, 17, 24, 24, 87, 82, 63, 34, -29, 14, -165, 
9, 19, 9, -14, 0, 14, 19, 19, 82, 78, 58, 24, -29, 14, -170, 
19, 19, 0, -19, 9, 9, 9, 4, 73, 78, 43, 34, -24, 9, -180, 
19, 19, 0, -19, 9, 9, 0, 4, 73, 73, 43, 39, -19, 4, -180, 
19, 19, 0, -19, 9, 9, -9, 4, 68, 73, 43, 39, -14, 0, -180, 
19, 19, 0, -19, 9, 9, -19, 4, 68, 68, 39, 39, -9, -4, -180, 
9, 9, 0, -9, 4, 4, -24, 0, 58, 58, 39, 29, -4, -14, -190, 
9, 9, 0, -9, 4, 4, -24, -4, 53, 53, 39, 24, -4, -14, -190, 
9, 9, 0, -9, 4, 4, -24, -9, 48, 53, 39, 19, -4, -14, -190, 
9, 9, 0, -9, 4, 4, -24, -19, 48, 53, 39, 19, -4, -14, -195, 
0, 0, 0, 0, 0, 0, -34, -19, 48, 48, 34, 19, 4, -14, -195, 
0, 0, 0, 0, 0, 0, -29, -19, 48, 43, 24, 14, 4, -14, -195, 
0, 0, 0, 0, 0, 0, -29, -19, 43, 34, 19, 14, 0, -14, -195, 
0, 0, 0, 0, 0, 0, -29, -19, 39, 24, 19, 14, -4, -14, -195, 
4, 0, -4, -2, 4, -2, -39, -19, 24, 19, 19, 9, -4, -24, -185, 
9, 0, -9, -4, 9, -4, -34, -19, 24, 14, 14, 4, 0, -24, -180, 
14, -9, -24, -2, 19, -17, -34, -19, 29, 14, 9, 0, 9, -24, -180, 
19, -9, -29, -4, 24, -19, -34, -19, 29, 14, 4, -4, 14, -19, -180, 
14, -9, -24, -2, 19, -17, -24, -29, 34, 14, 4, -4, 14, -9, -180, 
9, -9, -19, 0, 14, -14, -24, -29, 34, 9, 4, -9, 14, -9, -175, 
4, -9, -14, 2, 9, -12, -24, -29, 34, 9, 0, -14, 14, -4, -165, 
0, -14, -14, 7, 7, -14, -24, -24, 34, 9, 0, -14, 14, -4, -161, 
0, -14, -14, 7, 7, -14, -9, -24, 24, 9, -4, -14, 14, 4, -161, 
4, -14, -19, 4, 12, -17, -9, -24, 24, 9, -4, -14, 14, 4, -161, 
4, -14, -19, 4, 12, -17, -9, -24, 24, 14, -4, -24, 14, 0, -161, 
4, -14, -19, 4, 12, -17, -9, -24, 24, 19, -4, -29, 14, -4, -165, 
-4, -29, -24, 17, 9, -26, 4, -14, 14, 14, -9, -19, 14, -4, -151, 
-4, -29, -24, 17, 9, -26, 4, -14, 14, 9, -14, -24, 14, -4, -146, 
-4, -24, -19, 14, 7, -21, 4, -14, 14, 4, -19, -24, 14, -4, -141, 
-4, -14, -9, 9, 2, -12, 0, -14, 14, 4, -24, -24, 14, -4, -136, 
-4, -14, -9, 9, 2, -12, -4, -9, 14, 0, -34, -34, 24, 0, -122, 
0, -19, -19, 9, 9, -19, 0, -14, 19, 0, -29, -34, 19, 0, -122, 
0, -24, -24, 12, 12, -24, 4, -14, 24, 0, -24, -24, 19, 4, -122, 
0, -29, -29, 14, 14, -29, 4, -19, 29, 0, -24, -24, 24, 4, -122, 
0, -19, -19, 9, 9, -19, 9, -14, 24, 4, -34, -34, 9, 0, -112, 
9, -19, -29, 4, 19, -24, 0, -9, 29, 0, -29, -29, 9, 0, -107, 
19, -9, -29, -4, 24, -19, 0, 0, 39, 9, -29, -29, 0, -9, -107, 
19, -9, -29, -4, 24, -19, 0, 0, 39, 9, -29, -29, 0, -9, -107, 
19, -9, -29, -4, 24, -19, 0, 0, 39, 9, -29, -29, 0, -9, -107, 
19, -9, -29, -4, 24, -19, 0, 0, 39, 9, -29, -29, 0, -9, -107, 
9, -19, -29, 4, 19, -24, 9, 9, 48, 19, -24, -24, 0, -4, -102, 
9, -19, -29, 4, 19, -24, 9, 9, 48, 19, -19, -19, 0, 0, -97, 
9, -19, -29, 4, 19, -24, 9, 9, 48, 19, -14, -14, 0, 4, -92, 
9, -19, -29, 4, 19, -24, 9, 9, 48, 19, -9, -9, 0, 9, -87, 
19, -9, -29, -4, 24, -19, 19, 9, 58, 19, 0, -9, -9, 19, -82, 
19, -9, -29, -4, 24, -19, 19, 9, 58, 19, 0, -9, -9, 19, -78, 
19, -9, -29, -4, 24, -19, 19, 9, 58, 19, 0, -9, -9, 19, -73, 
19, -9, -29, -4, 24, -19, 19, 9, 58, 19, 0, -9, -9, 19, -68, 
19, -9, -29, -4, 24, -19, 29, 19, 58, 29, 0, -9, -9, 19, -53, 
19, -9, -29, -4, 24, -19, 29, 19, 58, 29, 0, -9, -9, 19, -48, 
19, -9, -29, -4, 24, -19, 29, 19, 58, 29, 0, -9, -9, 19, -43, 
19, -9, -29, -4, 24, -19, 29, 19, 58, 29, 0, -9, -9, 19, -39, 
9, -9, -19, 0, 14, -14, 39, 9, 58, 19, 0, -9, -9, 9, -34, 
14, -9, -24, -2, 19, -17, 39, 14, 58, 19, 0, -9, -9, 9, -29, 
19, -9, -29, -4, 24, -19, 39, 14, 58, 19, 0, 0, -14, 9, -24, 
19, -9, -29, -4, 24, -19, 39, 14, 58, 24, 0, 0, -14, 9, -19, 
19, -9, -29, -4, 24, -19, 34, 9, 58, 14, 4, -9, -14, 9, -19, 
19, -9, -29, -4, 24, -19, 24, 9, 53, 19, 9, 0, -9, 9, -19, 
19, -9, -29, -4, 24, -19, 19, 4, 48, 24, 9, 0, -9, 4, -19, 
14, -9, -24, -2, 19, -17, 14, 0, 43, 29, 14, 0, -9, 4, -19, 
14, -9, -24, -2, 19, -17, 0, -9, 34, 29, 9, 0, 0, 4, -14, 
19, -9, -29, -4, 24, -19, -4, -9, 39, 34, 14, 0, 0, 0, -9, 
19, -4, -24, -7, 21, -14, -4, -9, 43, 34, 14, 4, -4, -9, -4, 
24, 0, -24, -12, 24, -12, -9, -9, 43, 39, 14, 4, -4, -19, 0, 
24, -4, -29, -9, 26, -17, -14, -19, 29, 34, 4, 0, -4, -24, 0, 
24, 0, -24, -12, 24, -12, -14, -19, 29, 29, 4, -4, -4, -24, 4, 
19, 0, -19, -9, 19, -9, -14, -19, 29, 24, 9, -9, 0, -24, 9, 
14, -4, -19, -4, 17, -12, -14, -19, 34, 24, 9, -9, 4, -24, 14, 
0, -9, -9, 4, 4, -9, -14, -19, 34, 24, 9, 0, 4, -24, 24, 
0, -9, -9, 4, 4, -9, -19, -24, 29, 24, 9, -4, 4, -24, 24, 
4, -9, -14, 2, 9, -12, -24, -34, 24, 24, 9, -4, 4, -24, 24, 
4, -9, -14, 2, 9, -12, -29, -39, 19, 24, 9, -4, 4, -19, 24, 
-4, 4, 9, 0, -7, 7, -24, -29, 29, 34, 14, 9, -4, -29, 29, 
-4, 9, 14, -2, -9, 12, -24, -29, 29, 34, 19, 9, -4, -29, 34, 
-4, 14, 19, -4, -12, 17, -24, -34, 29, 29, 24, 9, -4, -29, 39, 
-4, 24, 29, -9, -17, 26, -24, -39, 29, 29, 29, 9, -9, -24, 43, 
-4, 24, 29, -9, -17, 26, -14, -29, 34, 39, 39, 19, -9, -19, 58, 
-4, 24, 29, -9, -17, 26, -14, -29, 39, 43, 39, 19, -9, -14, 63, 
-9, 24, 34, -7, -21, 29, -14, -29, 39, 48, 39, 19, -9, -9, 68, 
-9, 24, 34, -7, -21, 29, -14, -29, 43, 53, 39, 19, -9, -4, 68, 
-9, 24, 34, -7, -21, 29, -14, -29, 39, 43, 39, 9, -9, 0, 78, 
-9, 24, 34, -7, -21, 29, -14, -29, 39, 43, 39, 9, -9, 0, 78, 
-9, 19, 29, -4, -19, 24, -19, -29, 39, 43, 34, 4, -14, 0, 78, 
-9, 14, 24, -2, -17, 19, -19, -29, 39, 43, 34, 4, -14, -4, 78, 
0, 9, 9, -4, -4, 9, -19, -19, 48, 48, 43, 14, 0, 4, 82, 
0, 9, 9, -4, -4, 9, -14, -19, 48, 48, 43, 14, 0, 4, 87, 
0, 4, 4, -2, -2, 4, -14, -19, 48, 48, 43, 14, -4, 0, 92, 
0, 4, 4, -2, -2, 4, -14, -19, 48, 48, 43, 14, -4, 0, 97, 
9, 4, -4, -7, 7, 0, -9, -19, 58, 48, 43, 14, -4, -9, 87, 
9, 4, -4, -7, 7, 0, -4, -19, 53, 48, 43, 14, -4, -4, 87, 
9, 4, -4, -7, 7, 0, 0, -19, 53, 48, 39, 14, -4, -4, 87, 
9, 4, -4, -7, 7, 0, 4, -19, 53, 48, 39, 9, -4, -4, 87, 
0, -4, -4, 2, 2, -4, 9, -19, 53, 43, 39, 9, -4, -4, 97, 
-4, 0, 4, 2, -4, 2, 9, -24, 53, 43, 39, 9, -4, 0, 97, 
-4, 0, 4, 2, -4, 2, 9, -24, 53, 43, 39, 9, -4, 0, 102, 
-4, -4, 0, 4, -2, -2, 9, -24, 53, 43, 39, 9, -4, 4, 102, 
-4, 4, 9, 0, -7, 7, 14, -24, 63, 53, 39, 0, -14, 14, 112, 
-4, 4, 9, 0, -7, 7, 14, -19, 63, 53, 39, 0, -14, 9, 112, 
-4, -4, 0, 4, -2, -2, 14, -19, 63, 53, 39, 0, -14, 9, 107, 
-4, -4, 0, 4, -2, -2, 14, -19, 63, 53, 39, 0, -14, 9, 107, 
-4, -4, 0, 4, -2, -2, 14, -9, 63, 53, 39, 0, -14, 19, 112, 
0, -4, -4, 2, 2, -4, 14, -9, 63, 58, 39, 0, -14, 19, 112, 
0, -4, -4, 2, 2, -4, 19, -9, 68, 58, 39, 0, -14, 19, 112, 
0, -4, -4, 2, 2, -4, 19, -9, 68, 58, 39, 0, -9, 19, 112, 
9, -4, -14, -2, 12, -9, 19, -9, 73, 63, 48, 9, -19, 19, 117, 
9, -4, -14, -2, 12, -9, 19, -4, 73, 63, 48, 9, -19, 19, 122, 
9, -4, -14, -2, 12, -9, 19, -4, 73, 63, 48, 9, -19, 19, 126, 
9, -4, -14, -2, 12, -9, 19, -4, 73, 63, 48, 9, -19, 19, 131, 
9, -4, -14, -2, 12, -9, 19, 4, 73, 73, 48, 19, -29, 19, 131, 
9, -4, -14, -2, 12, -9, 19, 4, 73, 73, 48, 19, -29, 14, 131, 
9, -4, -14, -2, 12, -9, 19, 4, 73, 73, 48, 14, -29, 14, 131, 
9, -4, -14, -2, 12, -9, 19, 4, 73, 68, 43, 14, -29, 14, 131, 
14, 4, -9, -9, 12, -2, 24, 4, 78, 68, 53, 14, -29, 9, 117, 
19, 4, -14, -12, 17, -4, 24, 4, 78, 68, 53, 14, -29, 9, 117, 
24, -4, -29, -9, 26, -17, 24, 4, 78, 68, 53, 14, -29, 4, 117, 
24, -4, -29, -9, 26, -17, 24, 4, 78, 68, 53, 14, -29, 0, 122, 
24, 4, -19, -14, 21, -7, 14, 4, 78, 78, 53, 24, -19, -9, 117, 
24, 4, -19, -14, 21, -7, 14, 4, 78, 78, 53, 24, -19, -19, 112, 
24, 4, -19, -14, 21, -7, 14, 4, 78, 78, 53, 24, -19, -24, 102, 
24, 4, -19, -14, 21, -7, 14, 4, 78, 78, 53, 24, -19, -29, 97, 
24, -4, -29, -9, 26, -17, 4, 0, 68, 73, 43, 14, -19, -39, 87, 
24, -4, -29, -9, 26, -17, 0, -4, 63, 68, 43, 14, -19, -39, 78, 
24, -4, -29, -9, 26, -17, -4, -14, 63, 63, 43, 14, -19, -43, 73, 
24, -4, -29, -9, 26, -17, -14, -19, 63, 58, 43, 14, -19, -48, 68, 
14, 4, -9, -9, 12, -2, -29, -24, 58, 58, 43, 4, -14, -53, 68, 
14, 4, -9, -9, 12, -2, -34, -24, 53, 58, 43, 4, -9, -53, 63, 
19, 4, -14, -12, 17, -4, -39, -24, 48, 58, 43, 4, -9, -48, 63, 
19, 4, -14, -12, 17, -4, -53, -29, 43, 58, 43, 4, -14, -48, 63, 
29, 24, -4, -26, 17, 9, -63, -39, 53, 68, 48, 9, -4, -53, 73, 
29, 29, 0, -29, 14, 14, -63, -39, 58, 68, 53, 14, -9, -53, 73, 
29, 34, 4, -31, 12, 19, -63, -39, 58, 68, 63, 19, -9, -53, 73, 
29, 39, 9, -34, 9, 24, -63, -39, 63, 68, 68, 24, -9, -53, 78, 
29, 39, 9, -34, 9, 24, -63, -34, 68, 73, 68, 24, -9, -43, 87, 
19, 39, 19, -29, 0, 29, -58, -24, 78, 82, 68, 29, -24, -34, 92, 
19, 39, 19, -29, 0, 29, -53, -4, 107, 107, 82, 39, -29, -19, 122, 
29, 53, 24, -41, 2, 39, -39, 19, 156, 156, 122, 53, -39, 0, 156, 
34, 92, 58, -63, -12, 75, -39, 53, 234, 229, 180, 92, -48, 14, 200, 
43, 146, 102, -95, -29, 124, -48, 97, 326, 351, 278, 165, -78, 24, 239, 
68, 204, 136, -136, -34, 170, -63, 136, 439, 492, 405, 248, -112, 39, 278, 
107, 273, 165, -190, -29, 219, -73, 195, 570, 653, 546, 331, -141, 39, 307, 
141, 317, 175, -229, -17, 246, -92, 273, 717, 819, 692, 424, -165, 24, 336, 
185, 346, 161, -265, 12, 253, -112, 346, 854, 990, 834, 522, -185, 9, 341, 
234, 390, 156, -312, 39, 273, -126, 429, 976, 1141, 961, 610, -195, 0, 361, 
292, 463, 170, -378, 61, 317, -156, 507, 1122, 1302, 1102, 702, -229, -4, 400, 
341, 561, 219, -451, 61, 390, -200, 546, 1254, 1459, 1259, 829, -273, -19, 424, 
414, 678, 263, -546, 75, 470, -253, 600, 1381, 1659, 1444, 966, -317, -29, 429, 
507, 810, 302, -658, 102, 556, -312, 683, 1561, 1893, 1659, 1132, -366, -43, 458, 
600, 922, 322, -761, 139, 622, -366, 780, 1742, 2088, 1849, 1273, -405, -73, 468, 
678, 1015, 336, -846, 170, 675, -439, 834, 1839, 2230, 1976, 1381, -444, -122, 439, 
766, 1137, 370, -951, 197, 753, -531, 849, 1893, 2361, 2127, 1503, -478, -185, 370, 
854, 1312, 458, -1083, 197, 885, -658, 790, 1922, 2522, 2318, 1678, -517, -239, 287, 
941, 1556, 614, -1249, 163, 1085, -814, 663, 1947, 2727, 2571, 1912, -580, -317, 170, 
1015, 1805, 790, -1410, 112, 1298, -980, 522, 1976, 2976, 2854, 2176, -629, -405, 39, 
1039, 1971, 932, -1505, 53, 1451, -1093, 400, 1976, 3162, 3084, 2371, -673, -483, -107, 
1054, 2044, 990, -1549, 31, 1517, -1146, 326, 1952, 3254, 3201, 2488, -678, -556, -239, 
1063, 2054, 990, -1559, 36, 1522, -1185, 263, 1927, 3323, 3289, 2571, -673, -614, -346, 
1063, 2025, 961, -1544, 51, 1493, -1185, 239, 1956, 3420, 3401, 2654, -658, -663, -424, 
1005, 1961, 956, -1483, 24, 1459, -1151, 234, 1986, 3435, 3430, 2674, -619, -692, -483, 
961, 1844, 883, -1403, 39, 1363, -1112, 258, 1947, 3254, 3254, 2591, -570, -741, -561, 
971, 1634, 663, -1302, 153, 1149, -1068, 312, 1810, 2913, 2942, 2400, -497, -839, -668, 
966, 1415, 448, -1190, 258, 932, -995, 322, 1595, 2474, 2571, 2181, -424, -893, -746, 
888, 1200, 312, -1044, 287, 756, -897, 278, 1307, 1995, 2191, 1947, -351, -873, -751, 
800, 1000, 200, -900, 300, 600, -766, 219, 1000, 1556, 1834, 1712, -297, -819, -717, 
692, 785, 92, -739, 300, 439, -639, 146, 683, 1171, 1488, 1449, -219, -756, -678, 
527, 527, 0, -527, 263, 263, -492, 9, 322, 746, 1078, 1098, -126, -658, -619, 
326, 244, -82, -285, 204, 80, -297, -117, -68, 268, 570, 644, -39, -502, -502, 
117, 4, -112, -61, 114, -53, -102, -204, -370, -151, 107, 204, 24, -322, -336, 
-24, -131, -107, 78, 41, -119, 24, -244, -527, -405, -214, -68, 48, -204, -209, 
-58, -195, -136, 126, 39, -165, 78, -209, -497, -463, -346, -190, 58, -156, -126, 
-48, -214, -165, 131, 58, -190, 92, -146, -366, -405, -346, -229, 58, -122, -63, 
-48, -200, -151, 124, 51, -175, 92, -117, -297, -336, -302, -229, 43, -78, -4, 
-48, -175, -126, 112, 39, -151, 97, -102, -273, -302, -263, -200, 39, -53, 34, 
-29, -161, -131, 95, 51, -146, 87, -68, -214, -263, -234, -180, 29, -43, 68, 
-29, -136, -107, 82, 39, -122, 92, -29, -156, -209, -204, -170, 9, -14, 107, 
-29, -117, -87, 73, 29, -102, 92, -34, -131, -185, -185, -156, 0, 0, 122, 
-29, -87, -58, 58, 14, -73, 82, -29, -122, -165, -165, -141, -4, 9, 131, 
-19, -68, -48, 43, 14, -58, 73, -19, -87, -141, -146, -122, -14, 9, 146, 
-29, -53, -24, 41, -2, -39, 73, -19, -63, -126, -126, -112, -14, 29, 165, 
-39, -53, -14, 46, -12, -34, 82, -19, -58, -122, -126, -112, -14, 39, 175, 
-39, -48, -9, 43, -14, -29, 73, -19, -58, -112, -126, -122, -9, 34, 185, 
-39, -48, -9, 43, -14, -29, 73, -9, -48, -112, -122, -122, -9, 34, 190, 
-39, -48, -9, 43, -14, -29, 78, -4, -39, -102, -117, -112, -9, 34, 195, 
-43, -48, -4, 46, -19, -26, 78, -4, -39, -97, -112, -112, -9, 34, 200, 
-34, -48, -14, 41, -9, -31, 78, -4, -34, -92, -107, -102, -14, 43, 200, 
-34, -48, -14, 41, -9, -31, 78, -4, -24, -82, -102, -102, -14, 48, 204, 
-34, -48, -14, 41, -9, -31, 73, 0, -24, -82, -97, -102, -14, 48, 204, 
-29, -43, -14, 36, -7, -29, 73, 0, -19, -78, -97, -102, -14, 48, 209, 
-29, -53, -24, 41, -2, -39, 63, -4, -24, -78, -87, -97, -4, 34, 204, 
-29, -53, -24, 41, -2, -39, 63, -4, -19, -78, -87, -92, -4, 29, 200, 
-29, -48, -19, 39, -4, -34, 53, -4, -19, -73, -87, -92, 0, 24, 195, 
-29, -48, -19, 39, -4, -34, 53, -4, -19, -73, -87, -92, 0, 14, 190, 
-29, -58, -29, 43, 0, -43, 39, -9, -24, -78, -92, -97, 9, -4, 180, 
-29, -58, -29, 43, 0, -43, 34, -14, -29, -82, -92, -97, 9, -9, 170, 
-29, -63, -34, 46, 2, -48, 29, -19, -34, -92, -97, -97, 9, -14, 156, 
-29, -63, -34, 46, 2, -48, 24, -24, -39, -97, -107, -97, 9, -19, 146, 
