I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
9, 107, 97, -58, -43, 102, -9, 185, 107, 136, 97, 48, 
19, 112, 92, -65, -36, 102, -24, 161, 82, 122, 92, 53, 
29, 117, 87, -73, -29, 102, -39, 136, 58, 107, 87, 58, 
34, 122, 87, -78, -26, 104, -53, 112, 34, 87, 82, 68, 
39, 126, 87, -82, -24, 107, -68, 87, 9, 68, 78, 78, 
43, 126, 82, -85, -19, 104, -78, 68, -9, 48, 68, 78, 
48, 126, 78, -87, -14, 102, -87, 48, -29, 29, 58, 78, 
48, 122, 73, -85, -12, 97, -92, 34, -43, 14, 48, 73, 
48, 117, 68, -82, -9, 92, -97, 19, -58, 0, 39, 68, 
48, 107, 58, -78, -4, 82, -102, 4, -68, -14, 29, 68, 
48, 97, 48, -73, 0, 73, -107, -9, -78, -29, 19, 68, 
48, 92, 43, -70, 2, 68, -107, -9, -82, -29, 14, 63, 
48, 87, 39, -68, 4, 63, -107, -9, -87, -29, 9, 58, 
48, 82, 34, -65, 7, 58, -107, -14, -87, -34, 4, 53, 
48, 78, 29, -63, 9, 53, -107, -19, -87, -39, 0, 48, 
43, 78, 34, -61, 4, 56, -107, -19, -92, -43, 0, 48, 
39, 78, 39, -58, 0, 58, -107, -19, -97, -48, 0, 48, 
39, 73, 34, -56, 2, 53, -102, -19, -97, -48, 0, 48, 
39, 68, 29, -53, 4, 48, -97, -19, -97, -48, 0, 48, 
39, 68, 29, -53, 4, 48, -97, -19, -97, -48, 0, 48, 
39, 68, 29, -53, 4, 48, -97, -19, -97, -48, 0, 48, 
34, 63, 29, -48, 2, 46, -97, -19, -97, -48, -4, 43, 
29, 58, 29, -43, 0, 43, -97, -19, -97, -48, -9, 39, 
29, 58, 29, -43, 0, 43, -92, -19, -97, -48, -9, 39, 
29, 58, 29, -43, 0, 43, -87, -19, -97, -48, -9, 39, 
29, 58, 29, -43, 0, 43, -87, -14, -102, -48, -9, 39, 
29, 58, 29, -43, 0, 43, -87, -9, -107, -48, -9, 39, 
24, 53, 29, -39, -2, 41, -87, -9, -107, -53, -9, 39, 
19, 48, 29, -34, -4, 39, -87, -9, -107, -58, -9, 39, 
19, 43, 24, -31, -2, 34, -87, -14, -107, -58, -14, 34, 
19, 39, 19, -29, 0, 29, -87, -19, -107, -58, -19, 29, 
19, 34, 14, -26, 2, 24, -82, -19, -107, -58, -24, 24, 
19, 29, 9, -24, 4, 19, -78, -19, -107, -58, -29, 19, 
19, 29, 9, -24, 4, 19, -78, -19, -107, -63, -29, 19, 
19, 29, 9, -24, 4, 19, -78, -19, -107, -68, -29, 19, 
14, 24, 9, -19, 2, 17, -78, -19, -107, -68, -29, 14, 
9, 19, 9, -14, 0, 14, -78, -19, -107, -68, -29, 9, 
9, 19, 9, -14, 0, 14, -78, -24, -112, -73, -34, 9, 
9, 19, 9, -14, 0, 14, -78, -29, -117, -78, -39, 9, 
9, 14, 4, -12, 2, 9, -78, -29, -117, -78, -43, 4, 
9, 9, 0, -9, 4, 4, -78, -29, -117, -78, -48, 0, 
4, 4, 0, -4, 2, 2, -78, -29, -117, -82, -48, 0, 
0, 0, 0, 0, 0, 0, -78, -29, -117, -87, -48, 0, 
0, 0, 0, 0, 0, 0, -78, -29, -117, -87, -48, 0, 
0, 0, 0, 0, 0, 0, -78, -29, -117, -87, -48, 0, 
0, 0, 0, 0, 0, 0, -73, -29, -117, -87, -48, 0, 
0, 0, 0, 0, 0, 0, -68, -29, -117, -87, -48, 0, 
-4, 0, 4, 2, -4, 2, -68, -29, -117, -82, -43, 0, 
-4, 0, 4, 2, -4, 2, -68, -24, -117, -82, -39, 0, 
-9, 0, 9, 4, -9, 4, -68, -24, -117, -82, -39, 0, 
-9, 0, 9, 4, -9, 4, -68, -19, -117, -82, -39, 0, 
-9, -4, 4, 7, -7, 0, -63, -19, -117, -78, -39, 0, 
-9, 0, 9, 4, -9, 4, -58, -14, -107, -73, -29, 9, 
-4, 14, 19, -4, -12, 17, -53, -9, -102, -63, -24, 9, 
-4, 24, 29, -9, -17, 26, -48, 0, -87, -58, -19, 19, 
-4, 29, 34, -12, -19, 31, -29, 4, -78, -48, -19, 19, 
-4, 39, 43, -17, -24, 41, -29, 4, -78, -48, -19, 19, 
-9, 39, 48, -14, -29, 43, -24, 4, -78, -48, -19, 19, 
-9, 39, 48, -14, -29, 43, -24, 4, -78, -43, -14, 24, 
-4, 43, 48, -19, -26, 46, -24, -4, -78, -43, -14, 24, 
4, 73, 68, -39, -31, 70, -39, -14, -78, -39, -4, 39, 
19, 97, 78, -58, -29, 87, -68, -24, -82, -39, 0, 43, 
34, 112, 78, -73, -21, 95, -87, -29, -87, -34, 4, 58, 
43, 112, 68, -78, -12, 90, -97, -29, -87, -34, 4, 58, 
43, 112, 68, -78, -12, 90, -97, -29, -87, -24, 4, 58, 
43, 112, 68, -78, -12, 90, -97, -29, -102, -39, 4, 58, 
43, 102, 58, -73, -7, 80, -102, -29, -102, -43, 4, 58, 
29, 97, 68, -63, -19, 82, -97, -39, -117, -48, 0, 58, 
19, 87, 68, -53, -24, 78, -92, -43, -117, -53, -4, 58, 
14, 78, 63, -46, -24, 70, -92, -53, -131, -68, -19, 34, 
4, 58, 53, -31, -24, 56, -82, -53, -131, -73, -14, 34, 
-9, 39, 48, -14, -29, 43, -78, -53, -136, -82, -29, 19, 
-24, 19, 43, 2, -34, 31, -63, -53, -136, -82, -29, 19, 
