I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-73, -170, -97, 122, 12, -134, 63, 4, -4, -53, -68, -92, 
-68, -170, -102, 119, 17, -136, 53, 0, -4, -53, -68, -92, 
-58, -165, -107, 112, 24, -136, 43, 0, 14, -39, -53, -78, 
-53, -146, -92, 100, 19, -119, 43, 68, 97, 19, -9, -53, 
-53, -122, -68, 87, 7, -95, 82, 204, 224, 92, 34, -34, 
-78, -73, 4, 75, -41, -34, 161, 380, 380, 175, 63, -14, 
-131, -29, 102, 80, -117, 36, 219, 307, 424, 209, 78, -9, 
-165, 19, 185, 73, -175, 102, 122, -234, 239, 190, 82, 14, 
-131, 161, 292, -14, -212, 226, -102, -888, 68, 248, 170, 122, 
-87, 346, 434, -129, -261, 390, -385, -1576, -170, 336, 307, 287, 
24, 536, 512, -280, -244, 524, -785, -2410, -600, 385, 473, 492, 
170, 732, 561, -451, -195, 646, -1259, -3274, -1171, 385, 649, 727, 
356, 814, 458, -585, -51, 636, -1849, -4172, -1849, 287, 756, 912, 
502, 834, 331, -668, 85, 583, -2415, -5041, -2527, 112, 780, 995, 
644, 951, 307, -797, 168, 629, -2874, -5773, -3059, 14, 878, 1146, 
829, 1000, 170, -915, 329, 585, -3225, -6256, -3425, -29, 1015, 1317, 
1122, 995, -126, -1058, 624, 434, -3518, -6387, -3625, -4, 1190, 1503, 
1464, 976, -488, -1220, 976, 244, -3874, -6344, -3733, 58, 1390, 1673, 
1771, 971, -800, -1371, 1285, 85, -4099, -6187, -3777, 14, 1434, 1737, 
1947, 971, -976, -1459, 1461, -2, -4030, -5836, -3742, -214, 1229, 1595, 
2000, 873, -1127, -1437, 1564, -126, -3791, -5441, -3825, -751, 658, 1161, 
1747, 683, -1063, -1215, 1405, -190, -3396, -5080, -4035, -1586, -312, 492, 
1342, 468, -873, -905, 1107, -202, -2952, -4762, -4162, -2352, -1263, -136, 
1137, 341, -795, -739, 966, -226, -2581, -4318, -4001, -2664, -1698, -434, 
980, 326, -653, -653, 817, -163, -2225, -3762, -3533, -2479, -1620, -419, 
849, 326, -522, -588, 685, -97, -1893, -3201, -2986, -2147, -1434, -341, 
692, 375, -317, -534, 505, 29, -1507, -2537, -2313, -1654, -1093, -165, 
424, 375, -48, -400, 236, 163, -1102, -1917, -1727, -1220, -805, -48, 
141, 375, 234, -258, -46, 305, -717, -1351, -1205, -868, -595, 9, 
-19, 331, 351, -156, -185, 341, -370, -814, -727, -561, -434, 9, 
-78, 244, 322, -82, -200, 283, -87, -346, -356, -312, -297, 4, 
-122, 87, 209, 17, -165, 148, 112, -43, -126, -190, -219, -43, 
-146, -73, 73, 109, -109, 0, 244, 185, 14, -122, -180, -92, 
-180, -161, 19, 170, -100, -70, 336, 322, 107, -97, -200, -151, 
-185, -185, 0, 185, -92, -92, 366, 390, 165, -82, -219, -195, 
-195, -219, -24, 207, -85, -122, 395, 458, 204, -63, -200, -200, 
-204, -229, -24, 217, -90, -126, 409, 492, 229, -43, -170, -200, 
-209, -224, -14, 217, -97, -119, 419, 502, 234, -43, -165, -200, 
-209, -224, -14, 217, -97, -119, 424, 507, 244, -43, -175, -214, 
-204, -224, -19, 214, -92, -122, 434, 531, 253, -43, -175, -209, 
-204, -224, -19, 214, -92, -122, 444, 556, 263, -34, -161, -200, 
-195, -214, -19, 204, -87, -117, 444, 561, 273, -34, -161, -200, 
-190, -214, -24, 202, -82, -119, 448, 570, 287, -34, -161, -200, 
-204, -219, -14, 212, -95, -117, 453, 580, 297, -34, -161, -200, 
-214, -224, -9, 219, -102, -117, 458, 590, 302, -29, -161, -200, 
-214, -219, -4, 217, -104, -112, 458, 610, 307, -29, -156, -200, 
-219, -209, 9, 214, -114, -100, 463, 619, 312, -24, -156, -200, 
-214, -204, 9, 209, -112, -97, 463, 639, 322, -19, -156, -200, 
-209, -200, 9, 204, -109, -95, 463, 653, 341, -19, -151, -195, 
-209, -190, 19, 200, -114, -85, 473, 678, 351, -14, -156, -200, 
-209, -180, 29, 195, -119, -75, 478, 697, 366, -4, -156, -204, 
-209, -180, 29, 195, -119, -75, 478, 722, 380, 0, -156, -204, 
-214, -175, 39, 195, -126, -68, 488, 751, 400, 4, -156, -204, 
-214, -170, 43, 192, -129, -63, 497, 785, 419, 9, -151, -204, 
-219, -161, 58, 190, -139, -51, 502, 814, 444, 14, -151, -204, 
-224, -156, 68, 190, -146, -43, 512, 844, 453, 19, -151, -200, 
-229, -151, 78, 190, -153, -36, 527, 883, 478, 29, -141, -195, 
-229, -146, 82, 187, -156, -31, 536, 927, 502, 39, -141, -195, 
-229, -141, 87, 185, -158, -26, 551, 976, 527, 48, -141, -195, 
-234, -131, 102, 183, -168, -14, 566, 1019, 546, 53, -141, -195, 
-239, -131, 107, 185, -173, -12, 590, 1068, 575, 63, -136, -195, 
-239, -131, 107, 185, -173, -12, 605, 1127, 610, 68, -136, -195, 
