I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-39, -53, -14, 46, -12, -34, -24, -34, -43, -48, -39, -34, 
-48, -53, -4, 51, -21, -29, -24, -39, -43, -43, -39, -34, 
-58, -53, 4, 56, -31, -24, -24, -39, -43, -39, -34, -34, 
-68, -53, 14, 61, -41, -19, -24, -39, -43, -39, -34, -39, 
-58, -53, 4, 56, -31, -24, -19, -39, -43, -43, -34, -39, 
-43, -53, -9, 48, -17, -31, -19, -39, -48, -53, -43, -43, 
-29, -48, -19, 39, -4, -34, -19, -34, -48, -53, -43, -39, 
-43, -48, -4, 46, -19, -26, -24, -34, -43, -48, -39, -39, 
-43, -48, -4, 46, -19, -26, -29, -29, -39, -43, -34, -29, 
-63, -53, 9, 58, -36, -21, -19, -24, -39, -43, -24, -29, 
-53, -58, -4, 56, -24, -31, -19, -19, -34, -43, -24, -29, 
-53, -58, -4, 56, -24, -31, -24, -19, -34, -43, -39, -29, 
-48, -48, 0, 48, -24, -24, -34, -9, -29, -34, -29, -19, 
-14, -39, -24, 26, 4, -31, -87, -4, -29, -34, -29, -19, 
34, -29, -63, -2, 48, -46, -151, -4, -29, -34, -24, -9, 
78, 24, -53, -51, 65, -14, -219, -4, -19, -24, -9, 4, 
97, 58, -39, -78, 68, 9, -244, -48, -4, 4, 14, 24, 
126, 102, -24, -114, 75, 39, -375, -312, -4, 29, 43, 58, 
214, 219, 4, -217, 104, 112, -605, -541, 24, 102, 117, 141, 
458, 317, -141, -387, 300, 87, -844, -658, -24, 117, 146, 185, 
756, 458, -297, -607, 527, 80, -1058, -702, -34, 146, 204, 273, 
961, 551, -409, -756, 685, 70, -1307, -922, -112, 136, 273, 375, 
1039, 527, -512, -783, 775, 7, -1488, -1161, -229, 112, 287, 405, 
712, 136, -575, -424, 644, -219, -1390, -1459, -561, -146, 107, 287, 
287, -239, -527, -24, 407, -383, -1176, -1683, -785, -356, -29, 146, 
-78, -224, -146, 151, 34, -185, -897, -1747, -688, -302, 4, 175, 
-361, -151, 209, 256, -285, 29, -619, -1576, -546, -190, 58, 190, 
-341, -102, 239, 222, -290, 68, -561, -1312, -414, -107, 97, 214, 
-248, -48, 200, 148, -224, 75, -463, -966, -307, -73, 102, 214, 
-156, -34, 122, 95, -139, 43, -351, -668, -253, -78, 58, 131, 
-73, 4, 78, 34, -75, 41, -253, -424, -165, -43, 43, 87, 
-39, 14, 53, 12, -46, 34, -141, -263, -87, -19, 39, 73, 
-53, 19, 73, 17, -63, 46, -58, -107, -39, 0, 34, 73, 
-34, 24, 58, 4, -46, 41, -9, -39, -39, -4, 19, 34, 
-29, 19, 48, 4, -39, 34, 43, -14, -24, -4, 9, 19, 
-4, 14, 19, -4, -12, 17, 43, 19, -14, -4, -4, 14, 
14, 9, -4, -12, 9, 2, 43, 48, -9, -9, -9, 9, 
0, 4, 4, -2, -2, 4, 53, 68, 4, -9, -14, -14, 
-14, 4, 19, 4, -17, 12, 58, 82, 14, -9, -14, -14, 
-19, 4, 24, 7, -21, 14, 63, 102, 14, -9, -14, -14, 
-4, 9, 14, -2, -9, 12, 68, 122, 19, -4, -14, -14, 
-9, 19, 29, -4, -19, 24, 78, 122, 19, 0, -4, -9, 
-4, 29, 34, -12, -19, 31, 78, 112, 19, 4, 4, -4, 
0, 19, 19, -9, -9, 19, 78, 126, 19, 4, -4, -9, 
0, 14, 14, -7, -7, 14, 78, 131, 29, 9, -9, -9, 
4, 14, 9, -9, -2, 12, 82, 136, 24, 4, -14, -9, 
14, 14, 0, -14, 7, 7, 92, 136, 29, 0, -19, -14, 
9, 0, -9, -4, 9, -4, 102, 141, 19, 0, -19, -14, 
39, 4, -34, -21, 36, -14, 112, 146, 19, 0, -19, -14, 
24, 4, -19, -14, 21, -7, 107, 151, 24, 0, -14, -14, 
9, 9, 0, -9, 4, 4, 107, 161, 29, 0, -9, -14, 
9, 9, 0, -9, 4, 4, 102, 161, 29, 0, -9, -14, 
9, 9, 0, -9, 4, 4, 102, 165, 29, 4, -9, -14, 
19, 14, -4, -17, 12, 4, 97, 165, 29, 4, -24, -19, 
19, 14, -4, -17, 12, 4, 87, 175, 34, 0, -19, -19, 
29, 14, -14, -21, 21, 0, 87, 175, 34, 0, -14, -19, 
39, 19, -19, -29, 29, 0, 82, 180, 39, 4, -9, -14, 
39, 19, -19, -29, 29, 0, 82, 180, 39, 4, -9, -14, 
39, 19, -19, -29, 29, 0, 87, 185, 39, 4, -9, -14, 
34, 19, -14, -26, 24, 2, 97, 185, 39, 4, -9, -14, 
29, 24, -4, -26, 17, 9, 112, 195, 48, 9, -9, -9, 
29, 24, -4, -26, 17, 9, 112, 200, 48, 9, -9, -9, 
29, 34, 4, -31, 12, 19, 112, 204, 48, 9, -4, -9, 
39, 34, -4, -36, 21, 14, 107, 204, 48, 14, 0, 0, 
39, 34, -4, -36, 21, 14, 102, 214, 48, 14, 4, 4, 
39, 34, -4, -36, 21, 14, 87, 219, 48, 14, 4, 4, 
39, 39, 0, -39, 19, 19, 78, 229, 48, 19, 9, 14, 
39, 39, 0, -39, 19, 19, 92, 229, 48, 19, 9, 9, 
34, 43, 9, -39, 12, 26, 112, 239, 58, 19, 9, 4, 
