I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
19, 195, 175, -107, -78, 185, -107, -107, -48, -48, -117, -126, 
19, 195, 175, -107, -78, 185, -107, -107, -48, -48, -117, -126, 
19, 195, 175, -107, -78, 185, -107, -107, -48, -48, -117, -126, 
19, 195, 175, -107, -78, 185, -107, -107, -48, -48, -117, -126, 
34, 204, 170, -119, -68, 187, -92, -73, -29, -43, -117, -136, 
39, 204, 165, -122, -63, 185, -78, -48, -9, -39, -117, -136, 
43, 204, 161, -124, -58, 183, -63, -24, 9, -34, -117, -136, 
48, 204, 156, -126, -53, 180, -48, 0, 29, -29, -117, -136, 
87, 239, 151, -163, -31, 195, -29, 48, 73, -4, -107, -151, 
117, 263, 146, -190, -14, 204, -19, 97, 107, 9, -107, -156, 
146, 287, 141, -217, 2, 214, -9, 146, 141, 24, -107, -161, 
175, 312, 136, -244, 19, 224, 0, 195, 175, 39, -107, -165, 
248, 483, 234, -366, 7, 358, -92, 107, 248, 141, -4, -68, 
312, 644, 331, -478, -9, 488, -175, 19, 322, 234, 87, 19, 
375, 805, 429, -590, -26, 617, -258, -68, 395, 326, 180, 107, 
439, 966, 527, -702, -43, 746, -341, -156, 468, 419, 273, 195, 
629, 1298, 668, -963, -19, 983, -658, -366, 405, 575, 546, 483, 
810, 1629, 819, -1220, -4, 1224, -976, -566, 351, 732, 810, 771, 
990, 1961, 971, -1476, 9, 1466, -1293, -766, 297, 888, 1073, 1058, 
1171, 2293, 1122, -1732, 24, 1708, -1610, -966, 244, 1044, 1337, 1346, 
819, 2034, 1215, -1427, -197, 1625, -1459, -1161, 156, 922, 1210, 1259, 
478, 1776, 1298, -1127, -409, 1537, -1307, -1356, 78, 800, 1083, 1180, 
136, 1517, 1381, -827, -622, 1449, -1156, -1551, 0, 678, 956, 1102, 
-204, 1259, 1464, -527, -834, 1361, -1005, -1747, -78, 556, 829, 1024, 
-204, 912, 1117, -353, -661, 1015, -795, -1439, -190, 312, 546, 746, 
-204, 575, 780, -185, -492, 678, -595, -1141, -292, 78, 263, 468, 
-204, 239, 444, -17, -324, 341, -395, -844, -395, -156, -19, 190, 
-204, -97, 107, 151, -156, 4, -195, -546, -497, -390, -302, -87, 
-175, -82, 92, 129, -134, 4, -151, -414, -434, -351, -297, -122, 
-146, -78, 68, 112, -107, -4, -107, -292, -370, -312, -292, -156, 
-117, -73, 43, 95, -80, -14, -63, -170, -307, -273, -287, -190, 
-87, -68, 19, 78, -53, -24, -19, -48, -244, -234, -283, -224, 
-87, -29, 58, 58, -73, 14, -4, -39, -185, -185, -253, -209, 
-87, 9, 97, 39, -92, 53, 0, -29, -136, -146, -224, -195, 
-87, 48, 136, 19, -112, 92, 4, -19, -87, -107, -195, -180, 
-87, 87, 175, 0, -131, 131, 9, -9, -39, -68, -165, -165, 
-97, 92, 190, 2, -143, 141, 9, -24, -34, -63, -161, -156, 
-97, 97, 195, 0, -146, 146, 9, -29, -29, -58, -156, -156, 
-97, 102, 200, -2, -148, 151, 9, -34, -24, -53, -151, -156, 
-97, 107, 204, -4, -151, 156, 9, -39, -19, -48, -146, -156, 
