I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-19, -102, -82, 61, 31, -92, 73, 141, -195, -87, -34, -180, 
-14, -102, -87, 58, 36, -95, 68, 136, -200, -92, -39, -180, 
-9, -102, -92, 56, 41, -97, 63, 136, -200, -92, -39, -180, 
-9, -102, -92, 56, 41, -97, 63, 136, -195, -87, -39, -180, 
-9, -97, -87, 53, 39, -92, 68, 141, -190, -82, -34, -175, 
-9, -92, -82, 51, 36, -87, 63, 136, -190, -82, -39, -180, 
-9, -92, -82, 51, 36, -87, 63, 136, -185, -82, -39, -175, 
-9, -82, -73, 46, 31, -78, 63, 136, -180, -78, -34, -175, 
-9, -78, -68, 43, 29, -73, 63, 131, -180, -78, -29, -175, 
0, -73, -73, 36, 36, -73, 63, 131, -175, -78, -29, -170, 
0, -73, -73, 36, 36, -73, 63, 131, -170, -73, -24, -170, 
4, -68, -73, 31, 39, -70, 58, 126, -175, -78, -29, -175, 
4, -68, -73, 31, 39, -70, 58, 126, -170, -78, -29, -175, 
4, -68, -73, 31, 39, -70, 63, 126, -165, -73, -29, -175, 
4, -68, -73, 31, 39, -70, 63, 122, -161, -68, -29, -175, 
4, -63, -68, 29, 36, -65, 63, 122, -156, -68, -24, -175, 
4, -63, -68, 29, 36, -65, 63, 122, -151, -63, -24, -170, 
4, -58, -63, 26, 34, -61, 58, 117, -156, -68, -24, -175, 
9, -58, -68, 24, 39, -63, 58, 122, -151, -68, -24, -175, 
9, -58, -68, 24, 39, -63, 58, 122, -151, -68, -24, -175, 
9, -58, -68, 24, 39, -63, 58, 122, -146, -63, -24, -175, 
9, -53, -63, 21, 36, -58, 63, 122, -141, -58, -24, -170, 
9, -48, -58, 19, 34, -53, 58, 117, -141, -63, -29, -175, 
9, -48, -58, 19, 34, -53, 58, 117, -136, -53, -29, -175, 
9, -43, -53, 17, 31, -48, 58, 117, -126, -48, -24, -170, 
9, -39, -48, 14, 29, -43, 63, 117, -122, -48, -19, -165, 
9, -39, -48, 14, 29, -43, 63, 117, -117, -48, -14, -165, 
9, -39, -48, 14, 29, -43, 63, 117, -117, -48, -14, -161, 
14, -39, -53, 12, 34, -46, 63, 112, -117, -48, -19, -165, 
14, -34, -48, 9, 31, -41, 63, 112, -112, -48, -19, -165, 
14, -34, -48, 9, 31, -41, 63, 112, -107, -43, -19, -165, 
14, -34, -48, 9, 31, -41, 68, 112, -102, -43, -19, -165, 
14, -34, -48, 9, 31, -41, 68, 112, -97, -39, -19, -170, 
19, -29, -48, 4, 34, -39, 63, 112, -97, -43, -19, -170, 
19, -29, -48, 4, 34, -39, 68, 107, -92, -39, -19, -170, 
19, -29, -48, 4, 34, -39, 68, 107, -92, -39, -19, -165, 
19, -24, -43, 2, 31, -34, 73, 107, -87, -34, -19, -165, 
19, -19, -39, 0, 29, -29, 73, 107, -82, -34, -19, -165, 
19, -19, -39, 0, 29, -29, 78, 107, -78, -29, -14, -165, 
19, -19, -39, 0, 29, -29, 78, 107, -73, -29, -14, -165, 
14, -14, -29, 0, 21, -21, 78, 102, -68, -29, -9, -165, 
14, -14, -29, 0, 21, -21, 78, 102, -63, -24, -9, -161, 
14, -9, -24, -2, 19, -17, 73, 97, -68, -24, -9, -165, 
19, 0, -19, -9, 19, -9, 78, 97, -63, -24, -9, -165, 
19, 0, -19, -9, 19, -9, 78, 97, -58, -24, -9, -161, 
19, 4, -14, -12, 17, -4, 78, 92, -58, -24, -14, -170, 
24, 9, -14, -17, 19, -2, 82, 92, -53, -24, -9, -165, 
24, 14, -9, -19, 17, 2, 78, 87, -53, -24, -14, -170, 
24, 19, -4, -21, 14, 7, 82, 87, -43, -19, -14, -165, 
19, 24, 4, -21, 7, 14, 87, 82, -39, -14, -9, -165, 
19, 29, 9, -24, 4, 19, 92, 82, -34, -14, 0, -161, 
24, 34, 9, -29, 7, 21, 87, 78, -34, -14, -9, -161, 
24, 34, 9, -29, 7, 21, 92, 78, -34, -9, 0, -161, 
24, 39, 14, -31, 4, 26, 97, 78, -29, -9, 0, -161, 
24, 43, 19, -34, 2, 31, 92, 73, -24, -9, -9, -161, 
24, 43, 19, -34, 2, 31, 97, 68, -19, 0, 0, -161, 
24, 48, 24, -36, 0, 36, 97, 68, -14, 0, 0, -161, 
24, 48, 24, -36, 0, 36, 102, 68, -9, 0, 4, -161, 
24, 53, 29, -39, -2, 41, 107, 63, 0, 4, 9, -156, 
24, 58, 34, -41, -4, 46, 102, 58, 0, 4, 9, -156, 
24, 63, 39, -43, -7, 51, 107, 58, 0, 9, 14, -151, 
24, 68, 43, -46, -9, 56, 112, 58, 4, 9, 14, -151, 
24, 78, 53, -51, -14, 65, 112, 53, 4, 9, 14, -151, 
24, 82, 58, -53, -17, 70, 112, 53, 9, 14, 14, -151, 
