I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-126, -117, 9, 122, -68, -53, 87, 78, -39, -78, -97, -126, 
-126, -117, 9, 122, -68, -53, 92, 92, -29, -78, -97, -126, 
-126, -117, 9, 122, -68, -53, 97, 107, -19, -78, -97, -126, 
-122, -117, 4, 119, -63, -56, 107, 117, -19, -78, -97, -126, 
-117, -117, 0, 117, -58, -58, 117, 126, -19, -78, -97, -126, 
-117, -117, 0, 117, -58, -58, 117, 131, -4, -63, -97, -126, 
-117, -117, 0, 117, -58, -58, 117, 136, 9, -48, -97, -126, 
-112, -117, -4, 114, -53, -61, 131, 161, 29, -29, -82, -117, 
-107, -117, -9, 112, -48, -63, 146, 185, 48, -9, -68, -107, 
-107, -107, 0, 107, -53, -53, 146, 200, 53, -9, -68, -107, 
-107, -97, 9, 102, -58, -43, 146, 214, 58, -9, -68, -107, 
-97, -97, 0, 97, -48, -48, 161, 239, 73, 4, -63, -107, 
-87, -97, -9, 92, -39, -53, 175, 263, 87, 19, -58, -107, 
-82, -92, -9, 87, -36, -51, 185, 287, 112, 29, -53, -102, 
-78, -87, -9, 82, -34, -48, 195, 312, 136, 39, -48, -97, 
-78, -82, -4, 80, -36, -43, 209, 341, 151, 53, -43, -97, 
-78, -78, 0, 78, -39, -39, 224, 370, 165, 68, -39, -97, 
-73, -78, -4, 75, -34, -41, 248, 405, 195, 87, -24, -87, 
-68, -78, -9, 73, -29, -43, 273, 439, 224, 107, -9, -78, 
-68, -63, 4, 65, -36, -29, 287, 463, 239, 112, -9, -78, 
-68, -48, 19, 58, -43, -14, 302, 488, 253, 117, -9, -78, 
-68, -43, 24, 56, -46, -9, 317, 517, 273, 131, 0, -73, 
-68, -39, 29, 53, -48, -4, 331, 546, 292, 146, 9, -68, 
-68, -34, 34, 51, -51, 0, 346, 561, 307, 146, 9, -68, 
-68, -29, 39, 48, -53, 4, 361, 575, 322, 146, 9, -68, 
-68, -29, 39, 48, -53, 4, 370, 580, 326, 146, 9, -68, 
-68, -29, 39, 48, -53, 4, 380, 585, 331, 146, 9, -68, 
-68, -39, 29, 53, -48, -4, 380, 585, 331, 146, 9, -68, 
-68, -48, 19, 58, -43, -14, 380, 585, 331, 146, 9, -68, 
-68, -34, 34, 51, -51, 0, 366, 551, 317, 136, 4, -73, 
-68, -19, 48, 43, -58, 14, 351, 517, 302, 126, 0, -78, 
-63, -14, 48, 39, -56, 17, 322, 473, 283, 117, -4, -78, 
-58, -9, 48, 34, -53, 19, 292, 429, 263, 107, -9, -78, 
-48, -9, 39, 29, -43, 14, 258, 375, 229, 92, -9, -73, 
-39, -9, 29, 24, -34, 9, 224, 322, 195, 78, -9, -68, 
-39, -9, 29, 24, -34, 9, 190, 268, 165, 68, -9, -58, 
-39, -9, 29, 24, -34, 9, 156, 214, 136, 58, -9, -48, 
-39, -9, 29, 24, -34, 9, 136, 170, 117, 48, -9, -43, 
-39, -9, 29, 24, -34, 9, 117, 126, 97, 39, -9, -39, 
-39, -9, 29, 24, -34, 9, 87, 87, 68, 19, -14, -39, 
-39, -9, 29, 24, -34, 9, 58, 48, 39, 0, -19, -39, 
-39, -9, 29, 24, -34, 9, 48, 29, 24, -4, -19, -39, 
-39, -9, 29, 24, -34, 9, 39, 9, 9, -9, -19, -39, 
-39, -14, 24, 26, -31, 4, 34, 0, 4, -19, -24, -43, 
-39, -19, 19, 29, -29, 0, 29, -9, 0, -29, -29, -48, 
-39, -24, 14, 31, -26, -4, 29, -14, -4, -29, -29, -48, 
-39, -29, 9, 34, -24, -9, 29, -19, -9, -29, -29, -48, 
-43, -43, 0, 43, -21, -21, 34, -19, -9, -24, -24, -43, 
-48, -58, -9, 53, -19, -34, 39, -19, -9, -19, -19, -39, 
-48, -58, -9, 53, -19, -34, 39, -19, -9, -19, -19, -39, 
-48, -58, -9, 53, -19, -34, 39, -19, -9, -19, -19, -39, 
-53, -48, 4, 51, -29, -21, 29, -29, -14, -29, -29, -48, 
-58, -39, 19, 48, -39, -9, 19, -39, -19, -39, -39, -58, 
-58, -39, 19, 48, -39, -9, 19, -39, -24, -39, -39, -58, 
-58, -39, 19, 48, -39, -9, 19, -39, -29, -39, -39, -58, 
-58, -39, 19, 48, -39, -9, 19, -43, -29, -39, -39, -58, 
-58, -39, 19, 48, -39, -9, 19, -48, -29, -39, -39, -58, 
-58, -53, 4, 56, -31, -24, 29, -48, -29, -39, -39, -58, 
-58, -68, -9, 63, -24, -39, 39, -48, -29, -39, -39, -58, 
-63, -58, 4, 61, -34, -26, 24, -58, -39, -48, -53, -68, 
