I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
48, 9, -39, -29, 43, -14, -68, -68, -48, -29, 9, 39, 
48, 0, -48, -24, 48, -24, -68, -68, -53, -34, 9, 34, 
48, -9, -58, -19, 53, -34, -68, -68, -58, -39, 9, 29, 
34, -14, -48, -9, 41, -31, -68, -82, -68, -43, 0, 24, 
14, -14, -29, 0, 21, -21, -63, -87, -73, -48, -9, 14, 
0, -14, -14, 7, 7, -14, -63, -97, -78, -58, -24, 4, 
-24, -19, 4, 21, -14, -7, -48, -92, -78, -68, -34, -9, 
-29, -29, 0, 29, -14, -14, -29, -97, -82, -68, -39, -19, 
-34, -34, 0, 34, -17, -17, -19, -107, -87, -68, -39, -19, 
-34, -34, 0, 34, -17, -17, -24, -97, -92, -68, -39, -19, 
-29, -34, -4, 31, -12, -19, -34, -97, -97, -73, -43, -19, 
-19, -43, -24, 31, 2, -34, -24, -92, -97, -73, -43, -24, 
-19, -43, -24, 31, 2, -34, -24, -102, -102, -73, -43, -29, 
-34, -43, -9, 39, -12, -26, -19, -102, -102, -78, -43, -29, 
-43, -43, 0, 43, -21, -21, -24, -102, -102, -82, -43, -24, 
-34, -48, -14, 41, -9, -31, -24, -107, -107, -82, -48, -24, 
-29, -48, -19, 39, -4, -34, -29, -112, -107, -87, -53, -29, 
-34, -48, -14, 41, -9, -31, -29, -112, -107, -87, -58, -29, 
-34, -43, -9, 39, -12, -26, -34, -112, -107, -87, -58, -29, 
-29, -39, -9, 34, -9, -24, -43, -117, -107, -87, -58, -29, 
-29, -39, -9, 34, -9, -24, -48, -117, -112, -87, -58, -29, 
-34, -43, -9, 39, -12, -26, -48, -112, -107, -87, -58, -34, 
-34, -43, -9, 39, -12, -26, -43, -107, -102, -87, -58, -34, 
-34, -43, -9, 39, -12, -26, -43, -107, -102, -87, -58, -29, 
-39, -43, -4, 41, -17, -24, -53, -102, -102, -92, -58, -24, 
-34, -43, -9, 39, -12, -26, -53, -102, -102, -92, -58, -24, 
-29, -39, -9, 34, -9, -24, -53, -107, -102, -92, -63, -29, 
-29, -39, -9, 34, -9, -24, -39, -107, -107, -92, -63, -34, 
-29, -39, -9, 34, -9, -24, -24, -102, -107, -87, -63, -34, 
