I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-117, -117, 0, 117, -58, -58, 0, 68, 107, -39, -48, -58, 
-117, -117, 0, 117, -58, -58, 0, 68, 107, -34, -48, -58, 
-117, -117, 0, 117, -58, -58, 0, 68, 107, -29, -48, -58, 
-112, -117, -4, 114, -53, -61, 0, 73, 112, -29, -48, -58, 
-107, -117, -9, 112, -48, -63, 0, 78, 117, -29, -48, -58, 
-102, -117, -14, 109, -43, -65, 0, 78, 122, -29, -48, -58, 
-97, -117, -19, 107, -39, -68, 0, 78, 126, -29, -48, -58, 
-97, -117, -19, 107, -39, -68, -4, 82, 126, -29, -48, -58, 
-97, -117, -19, 107, -39, -68, -9, 87, 126, -29, -48, -58, 
-97, -117, -19, 107, -39, -68, -9, 87, 126, -29, -48, -58, 
-97, -117, -19, 107, -39, -68, -9, 87, 126, -29, -48, -58, 
-92, -117, -24, 104, -34, -70, -9, 87, 126, -34, -53, -58, 
-87, -117, -29, 102, -29, -73, -9, 87, 126, -39, -58, -58, 
-87, -112, -24, 100, -31, -68, -9, 97, 131, -39, -58, -58, 
-87, -107, -19, 97, -34, -63, -9, 107, 136, -39, -58, -58, 
-87, -107, -19, 97, -34, -63, -9, 107, 136, -43, -63, -58, 
-87, -107, -19, 97, -34, -63, -9, 107, 136, -48, -68, -58, 
-82, -112, -29, 97, -26, -70, -9, 107, 136, -63, -78, -73, 
-78, -117, -39, 97, -19, -78, -9, 107, 136, -78, -87, -87, 
-78, -122, -43, 100, -17, -82, -9, 107, 131, -87, -97, -92, 
-78, -126, -48, 102, -14, -87, -9, 107, 126, -97, -107, -97, 
-78, -131, -53, 104, -12, -92, -9, 102, 122, -112, -117, -102, 
-78, -136, -58, 107, -9, -97, -9, 97, 117, -126, -126, -107, 
-78, -141, -63, 109, -7, -102, -9, 97, 112, -141, -141, -117, 
-78, -146, -68, 112, -4, -107, -9, 97, 107, -156, -156, -126, 
-82, -156, -73, 119, -4, -114, -14, 97, 92, -180, -170, -136, 
-87, -165, -78, 126, -4, -122, -19, 97, 78, -204, -185, -146, 
-87, -170, -82, 129, -2, -126, -19, 92, 73, -219, -200, -151, 
-87, -175, -87, 131, 0, -131, -19, 87, 68, -234, -214, -156, 
-87, -180, -92, 134, 2, -136, -19, 87, 53, -258, -229, -165, 
-87, -185, -97, 136, 4, -141, -19, 87, 39, -283, -244, -175, 
-87, -185, -97, 136, 4, -141, -19, 87, 39, -287, -253, -180, 
-87, -185, -97, 136, 4, -141, -19, 87, 39, -292, -263, -185, 
-82, -185, -102, 134, 9, -143, -19, 87, 39, -302, -273, -185, 
-78, -185, -107, 131, 14, -146, -19, 87, 39, -312, -283, -185, 
-78, -180, -102, 129, 12, -141, -19, 82, 39, -312, -273, -185, 
-78, -175, -97, 126, 9, -136, -19, 78, 39, -312, -263, -185, 
-73, -165, -92, 119, 9, -129, -19, 73, 39, -297, -253, -175, 
-68, -156, -87, 112, 9, -122, -19, 68, 39, -283, -244, -165, 
-68, -141, -73, 104, 2, -107, -19, 68, 39, -263, -224, -156, 
-68, -126, -58, 97, -4, -92, -19, 68, 39, -244, -204, -146, 
-68, -122, -53, 95, -7, -87, -14, 63, 39, -214, -185, -126, 
-68, -117, -48, 92, -9, -82, -9, 58, 39, -185, -165, -107, 
-63, -107, -43, 85, -9, -75, -9, 53, 29, -165, -146, -92, 
-58, -97, -39, 78, -9, -68, -9, 48, 19, -146, -126, -78, 
-58, -87, -29, 73, -14, -58, -9, 39, 14, -126, -107, -78, 
-58, -78, -19, 68, -19, -48, -9, 29, 9, -107, -87, -78, 
-58, -78, -19, 68, -19, -48, -9, 29, 4, -87, -78, -68, 
-58, -78, -19, 68, -19, -48, -9, 29, 0, -68, -68, -58, 
-58, -73, -14, 65, -21, -43, -9, 24, 0, -53, -58, -53, 
-58, -68, -9, 63, -24, -39, -9, 19, 0, -39, -48, -48, 
-58, -63, -4, 61, -26, -34, -9, 14, 0, -29, -39, -39, 
-58, -58, 0, 58, -29, -29, -9, 9, 0, -19, -29, -29, 
-58, -58, 0, 58, -29, -29, -9, 9, -4, -14, -24, -24, 
-58, -58, 0, 58, -29, -29, -9, 9, -9, -9, -19, -19, 
-58, -53, 4, 56, -31, -24, -9, 14, -9, -4, -14, -19, 
-58, -48, 9, 53, -34, -19, -9, 19, -9, 0, -9, -19, 
-58, -48, 9, 53, -34, -19, -4, 19, -9, 4, -4, -19, 
-58, -48, 9, 53, -34, -19, 0, 19, -9, 9, 0, -19, 
-58, -48, 9, 53, -34, -19, 0, 19, -9, 14, 0, -19, 
-58, -48, 9, 53, -34, -19, 0, 19, -9, 19, 0, -19, 
-58, -48, 9, 53, -34, -19, 0, 24, 0, 19, 0, -19, 
-58, -48, 9, 53, -34, -19, 0, 29, 9, 19, 0, -19, 
-53, -43, 9, 48, -31, -17, -4, 29, 9, 19, 0, -19, 
-48, -39, 9, 43, -29, -14, -9, 29, 9, 19, 0, -19, 
-43, -39, 4, 41, -24, -17, -9, 29, 9, 19, 4, -14, 
-39, -39, 0, 39, -19, -19, -9, 29, 9, 19, 9, -9, 
-39, -39, 0, 39, -19, -19, -4, 29, 9, 19, 9, -9, 
-39, -39, 0, 39, -19, -19, 0, 29, 9, 19, 9, -9, 
-39, -34, 4, 36, -21, -14, 0, 29, 9, 19, 4, -9, 
-39, -29, 9, 34, -24, -9, 0, 29, 9, 19, 0, -9, 
-43, -29, 14, 36, -29, -7, 0, 29, 9, 19, 0, -9, 
-48, -29, 19, 39, -34, -4, 0, 29, 9, 19, 0, -9, 
-48, -24, 24, 36, -36, 0, 0, 29, 9, 19, 0, -9, 
