I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
0, 0, 0, 0, 0, 0, -58, 673, 0, -19, -9, -9, 
0, 4, 4, -2, -2, 4, -58, 668, 0, -19, -9, -9, 
0, 9, 9, -4, -4, 9, -53, 663, 0, -14, -4, -9, 
0, 9, 9, -4, -4, 9, -53, 663, 0, -14, -4, -9, 
0, 9, 9, -4, -4, 9, -43, 663, 0, -9, -4, -9, 
9, 14, 4, -12, 2, 9, -34, 668, 9, -9, 0, -9, 
14, 14, 0, -14, 7, 7, -29, 683, 14, -9, 0, -4, 
24, 29, 4, -26, 9, 17, -19, 697, 24, 0, 4, 0, 
39, 34, -4, -36, 21, 14, -14, 707, 24, 4, 4, 0, 
43, 34, -9, -39, 26, 12, -4, 717, 29, 9, 9, 4, 
58, 43, -14, -51, 36, 14, 9, 727, 34, 9, 9, 9, 
78, 63, -14, -70, 46, 24, 29, 746, 43, 19, 14, 14, 
87, 82, -4, -85, 46, 39, 58, 756, 58, 24, 29, 19, 
107, 107, 0, -107, 53, 53, 58, 766, 68, 29, 29, 29, 
126, 107, -19, -117, 73, 43, 58, 771, 68, 29, 34, 34, 
141, 102, -39, -122, 90, 31, 53, 775, 63, 29, 34, 34, 
151, 92, -58, -122, 104, 17, 39, 771, 53, 19, 29, 34, 
165, 82, -82, -124, 124, 0, 34, 771, 39, 14, 24, 24, 
175, 78, -97, -126, 136, -9, 14, 766, 29, 4, 19, 19, 
180, 78, -102, -129, 141, -12, -4, 746, 29, 0, 19, 19, 
165, 78, -87, -122, 126, -4, -19, 727, 19, 0, 19, 19, 
156, 82, -73, -119, 114, 4, -39, 712, 19, 0, 19, 19, 
141, 78, -63, -109, 102, 7, -68, 697, 14, 0, 19, 19, 
146, 68, -78, -107, 112, -4, -82, 692, 9, -4, 14, 14, 
156, 68, -87, -112, 122, -9, -97, 678, 0, -9, 9, 14, 
161, 68, -92, -114, 126, -12, -112, 673, -4, -9, 9, 9, 
