I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
48, 9, -39, -29, 43, -14, -97, 917, -204, -361, -419, -107, 
48, 4, -43, -26, 46, -19, -97, 917, -209, -361, -419, -102, 
48, 0, -48, -24, 48, -24, -97, 917, -214, -361, -419, -97, 
48, -4, -53, -21, 51, -29, -97, 922, -214, -361, -419, -97, 
48, -9, -58, -19, 53, -34, -97, 927, -214, -361, -419, -97, 
43, -9, -53, -17, 48, -31, -92, 927, -214, -361, -419, -92, 
39, -9, -48, -14, 43, -29, -87, 927, -214, -361, -419, -87, 
39, -9, -48, -14, 43, -29, -87, 927, -219, -361, -424, -87, 
39, -9, -48, -14, 43, -29, -87, 927, -224, -361, -429, -87, 
39, -9, -48, -14, 43, -29, -87, 932, -229, -361, -429, -87, 
39, -9, -48, -14, 43, -29, -87, 936, -234, -361, -429, -87, 
39, -9, -48, -14, 43, -29, -87, 936, -239, -361, -429, -87, 
39, -9, -48, -14, 43, -29, -87, 936, -244, -361, -429, -87, 
39, -9, -48, -14, 43, -29, -87, 936, -248, -361, -434, -87, 
39, -9, -48, -14, 43, -29, -87, 936, -253, -361, -439, -87, 
39, -9, -48, -14, 43, -29, -87, 941, -253, -361, -439, -87, 
39, -9, -48, -14, 43, -29, -87, 946, -253, -361, -439, -87, 
34, -9, -43, -12, 39, -26, -82, 951, -253, -356, -439, -82, 
29, -9, -39, -9, 34, -24, -78, 956, -253, -351, -439, -78, 
29, -4, -34, -12, 31, -19, -78, 961, -253, -351, -434, -78, 
29, 0, -29, -14, 29, -14, -78, 966, -253, -351, -429, -78, 
29, 4, -24, -17, 26, -9, -73, 971, -248, -346, -429, -73, 
29, 9, -19, -19, 24, -4, -68, 976, -244, -341, -429, -68, 
29, 24, -4, -26, 17, 9, -58, 985, -239, -331, -419, -58, 
29, 39, 9, -34, 9, 24, -48, 995, -234, -322, -409, -48, 
24, 48, 24, -36, 0, 36, -43, 1000, -229, -307, -400, -39, 
19, 58, 39, -39, -9, 48, -34, 1010, -219, -297, -395, -29, 
19, 68, 48, -43, -14, 58, -29, 1019, -214, -287, -390, -19, 
19, 78, 58, -48, -19, 68, -19, 1034, -214, -278, -385, -14, 
29, 82, 53, -56, -12, 68, -14, 1034, -209, -273, -380, -14, 
39, 87, 48, -63, -4, 68, -14, 1039, -209, -268, -375, -9, 
48, 82, 34, -65, 7, 58, -29, 1039, -209, -268, -370, -4, 
48, 78, 29, -63, 9, 53, -39, 1034, -209, -268, -370, -4, 
43, 78, 34, -61, 4, 56, -48, 1010, -219, -268, -375, -4, 
43, 78, 34, -61, 4, 56, -68, 1000, -229, -273, -380, -4, 
43, 68, 24, -56, 9, 46, -82, 1000, -229, -278, -385, 0, 
53, 63, 9, -58, 21, 36, -107, 995, -244, -278, -385, 4, 
68, 58, -9, -63, 39, 24, -117, 980, -253, -287, -385, 4, 
87, 58, -29, -73, 58, 14, -122, 980, -263, -283, -385, 4, 
92, 58, -34, -75, 63, 12, -126, 980, -268, -283, -385, 9, 
92, 53, -39, -73, 65, 7, -122, 985, -273, -278, -380, 9, 
92, 53, -39, -73, 65, 7, -117, 990, -273, -278, -380, 9, 
82, 48, -34, -65, 58, 7, -107, 995, -278, -278, -380, 4, 
58, 34, -24, -46, 41, 4, -92, 995, -278, -283, -390, -4, 
24, 14, -9, -19, 17, 2, -78, 995, -283, -292, -395, -19, 
14, -14, -29, 0, 21, -21, -63, 1000, -283, -297, -400, -29, 
19, -29, -48, 4, 34, -39, -58, 1000, -292, -297, -409, -39, 
9, -43, -53, 17, 31, -48, -58, 1000, -307, -312, -424, -48, 
9, -58, -68, 24, 39, -63, -58, 1000, -322, -322, -439, -63, 
4, -68, -73, 31, 39, -70, -58, 995, -326, -322, -439, -73, 
0, -73, -73, 36, 36, -73, -58, 990, -331, -331, -444, -78, 
0, -78, -78, 39, 39, -78, -63, 990, -336, -331, -448, -78, 
-4, -82, -78, 43, 36, -80, -68, 990, -336, -331, -448, -78, 
-4, -82, -78, 43, 36, -80, -63, 990, -341, -331, -448, -82, 
-4, -82, -78, 43, 36, -80, -63, 990, -346, -331, -453, -87, 
-4, -87, -82, 46, 39, -85, -63, 990, -346, -326, -453, -87, 
-4, -87, -82, 46, 39, -85, -63, 990, -346, -322, -453, -87, 
0, -87, -87, 43, 43, -87, -58, 990, -351, -317, -453, -87, 
4, -87, -92, 41, 48, -90, -58, 995, -351, -312, -458, -87, 
4, -87, -92, 41, 48, -90, -53, 995, -356, -312, -458, -87, 
4, -87, -92, 41, 48, -90, -53, 995, -361, -312, -458, -87, 
4, -87, -92, 41, 48, -90, -53, 995, -361, -312, -458, -82, 
4, -87, -92, 41, 48, -90, -53, 995, -361, -312, -458, -78, 
4, -87, -92, 41, 48, -90, -48, 1005, -361, -312, -448, -78, 
