I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-87,-19,68,53,-78,24,58,9,48,19,0,-48
-87,-19,68,53,-78,24,58,9,48,19,-4,-48
-87,-19,68,53,-78,24,58,9,48,19,-9,-48
-87,-24,63,56,-75,19,58,9,43,19,-9,-48
-87,-29,58,58,-73,14,58,9,39,19,-9,-48
-87,-29,58,58,-73,14,58,9,39,19,-9,-48
-87,-29,58,58,-73,14,58,9,39,19,-9,-48
-87,-29,58,58,-73,14,58,9,39,19,-9,-48
-87,-29,58,58,-73,14,58,9,39,19,-9,-48
-87,-29,58,58,-73,14,58,9,39,14,-14,-48
-87,-29,58,58,-73,14,58,9,39,9,-19,-48
-87,-29,58,58,-73,14,58,4,39,9,-19,-48
-87,-29,58,58,-73,14,58,0,39,9,-19,-48
-87,-29,58,58,-73,14,58,0,34,9,-19,-48
-87,-29,58,58,-73,14,58,0,29,9,-19,-48
-87,-29,58,58,-73,14,58,0,29,9,-19,-48
-87,-29,58,58,-73,14,58,0,29,9,-19,-48
-92,-29,63,61,-78,17,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-19,-48
-97,-29,68,63,-82,19,58,0,29,9,-14,-48
-97,-29,68,63,-82,19,58,0,29,9,-9,-48
-92,-19,73,56,-82,26,48,0,34,14,-9,-48
-87,-9,78,48,-82,34,39,0,39,19,-9,-48
-78,0,78,39,-78,39,29,0,39,24,0,-39
-68,9,78,29,-73,43,19,0,39,29,9,-29
-63,39,102,12,-82,70,9,-4,53,48,29,-14
-58,68,126,-4,-92,97,0,-9,68,68,48,0
-58,87,146,-14,-102,117,0,-9,78,82,53,4
-58,107,165,-24,-112,136,0,-9,87,97,58,9
-63,112,175,-24,-119,143,-9,-9,92,102,68,14
-63,117,180,-26,-122,148,-24,-9,92,107,73,19
-68,126,195,-29,-131,161,-39,-14,92,112,82,29
-53,126,180,-36,-117,153,-43,-14,87,112,82,29
-53,107,161,-26,-107,134,-43,-19,68,102,73,24
-58,87,146,-14,-102,117,-39,-19,43,82,53,14
-68,63,131,2,-100,97,-19,-19,34,58,34,0
-73,39,112,17,-92,75,-9,-19,24,53,19,-4
-78,39,117,19,-97,78,-9,-29,9,39,14,-14
