I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-19,-29,-9,24,-4,-19,-9,34,-4,29,29,-58
-9,-24,-14,17,2,-19,-9,34,-4,39,29,-58
-9,-19,-9,14,0,-14,0,48,4,43,34,-53
4,-14,-19,4,12,-17,0,53,9,48,43,-48
14,-9,-24,-2,19,-17,-4,48,14,48,39,-58
14,-4,-19,-4,17,-12,0,48,19,53,43,-63
14,14,0,-14,7,7,4,58,24,53,48,-58
14,34,19,-24,-2,26,14,68,43,63,58,-58
14,43,29,-29,-7,36,29,73,68,78,73,-53
14,53,39,-34,-12,46,39,78,73,92,82,-43
9,68,58,-39,-24,63,53,97,87,102,82,-34
9,68,58,-39,-24,63,63,107,102,107,92,-24
9,92,82,-51,-36,87,78,107,112,107,102,-19
9,97,87,-53,-39,92,82,117,126,117,107,-19
9,97,87,-53,-39,92,87,126,126,122,107,-14
19,87,68,-53,-24,78,87,136,126,122,112,-9
29,97,68,-63,-19,82,82,131,117,126,112,-9
43,97,53,-70,-4,75,68,141,122,131,117,-9
53,97,43,-75,4,70,58,141,126,131,117,-9
58,92,34,-75,12,63,53,141,126,131,117,-9
43,82,39,-63,2,61,43,136,112,131,117,-9
43,78,34,-61,4,56,34,126,102,126,117,-9
39,73,34,-56,2,53,9,107,92,122,117,-9
39,68,29,-53,4,48,-14,92,92,122,117,-4
43,78,34,-61,4,56,-19,87,92,117,102,-14
48,73,24,-61,12,48,-34,73,73,112,97,-19
53,63,9,-58,21,36,-53,48,48,87,82,-19
58,48,-9,-53,34,19,-73,24,24,73,73,-29
48,29,-19,-39,34,4,-68,9,9,58,63,-34
34,14,-19,-24,26,-2,-73,0,-4,43,53,-39
34,-4,-39,-14,36,-21,-78,-9,-19,34,43,-43
34,-9,-43,-12,39,-26,-82,-24,-34,24,39,-48
39,-4,-43,-17,41,-24,-92,-24,-53,4,29,-48
39,-4,-43,-17,41,-24,-92,-34,-68,-9,19,-48
34,-4,-39,-14,36,-21,-92,-39,-73,-14,14,-48
34,-9,-43,-12,39,-26,-92,-39,-82,-19,4,-58
24,-9,-34,-7,29,-21,-87,-34,-82,-14,14,-48
19,-14,-34,-2,26,-24,-82,-34,-82,-14,9,-53
19,-14,-34,-2,26,-24,-78,-34,-82,-19,4,-58
9,-14,-24,2,17,-19,-78,-34,-87,-24,0,-68
0,-29,-29,14,14,-29,-78,-39,-87,-24,-4,-63
-4,-39,-34,21,14,-36,-78,-39,-92,-29,-9,-63
-4,-48,-43,26,19,-46,-78,-43,-97,-39,-9,-68
-4,-53,-48,29,21,-51,-78,-43,-102,-43,-19,-73
-4,-43,-39,24,17,-41,-78,-58,-112,-58,-19,-78
0,-43,-43,21,21,-43,-78,-58,-112,-58,-19,-78
0,-43,-43,21,21,-43,-78,-53,-112,-58,-24,-78
4,-48,-53,21,29,-51,-78,-53,-112,-53,-24,-78
14,-58,-73,21,43,-65,-63,-48,-107,-48,-29,-78
14,-58,-73,21,43,-65,-63,-48,-102,-48,-24,-73
