I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3
-190,-180,9,185,-100,-85,322,244,78,-87,-156,-219,14,156,234
-195,-185,9,190,-102,-87,336,239,68,-97,-161,-219,19,161,239
-204,-195,9,200,-107,-92,346,248,68,-102,-175,-229,24,161,244
-204,-200,4,202,-104,-97,356,248,68,-112,-180,-234,24,161,244
-209,-204,4,207,-107,-100,361,253,58,-117,-190,-248,24,165,244
-224,-219,4,222,-114,-107,366,258,68,-122,-209,-258,29,170,253
-229,-224,4,226,-117,-109,380,263,68,-126,-209,-263,29,175,258
-239,-239,0,239,-119,-119,390,268,63,-141,-224,-273,29,180,263
-244,-239,4,241,-124,-117,395,273,53,-146,-234,-283,34,185,273
-244,-253,-9,248,-117,-131,395,268,58,-165,-244,-292,34,195,278
-248,-263,-14,256,-117,-139,400,273,53,-170,-253,-302,34,200,278
-253,-273,-19,263,-117,-146,414,273,48,-180,-263,-312,39,204,283
-268,-278,-9,273,-129,-143,419,278,43,-190,-278,-322,43,209,287
-283,-287,-4,285,-139,-146,429,268,39,-200,-297,-341,43,214,302
-292,-297,-4,295,-143,-151,439,273,29,-209,-307,-351,43,219,307
-302,-302,0,302,-151,-151,444,273,24,-219,-317,-361,43,224,312
-307,-307,0,307,-153,-153,448,273,14,-229,-331,-380,48,229,312
-317,-317,0,317,-158,-158,458,273,14,-239,-336,-385,53,224,317
-326,-326,0,326,-163,-163,468,278,4,-248,-351,-400,58,229,326
-336,-336,0,336,-168,-168,473,278,0,-258,-366,-405,63,239,326
-341,-341,0,341,-170,-170,483,278,-4,-268,-375,-414,63,244,331
-356,-351,4,353,-180,-173,488,278,-9,-278,-395,-439,73,248,336
-366,-361,4,363,-185,-178,492,278,-14,-287,-405,-453,73,253,341
-370,-366,4,368,-187,-180,497,278,-24,-297,-414,-458,78,258,346
-380,-370,9,375,-195,-180,502,278,-34,-302,-424,-473,82,263,346
-380,-375,4,378,-192,-185,497,268,-29,-322,-439,-483,82,283,341
-385,-380,4,383,-195,-187,502,268,-39,-331,-448,-492,82,283,346
-400,-385,14,392,-207,-185,502,258,-43,-341,-458,-502,87,287,346
-405,-390,14,397,-209,-187,502,258,-48,-351,-468,-512,87,292,346
-400,-385,14,392,-207,-185,502,244,-63,-361,-478,-522,87,297,346
-405,-385,19,395,-212,-183,502,239,-68,-361,-488,-522,87,302,351
-409,-390,19,400,-214,-185,502,234,-68,-361,-492,-531,87,302,351
-414,-390,24,402,-219,-183,492,224,-73,-366,-497,-536,92,302,351
-429,-390,39,409,-234,-175,478,224,-68,-385,-502,-531,102,302,341
-429,-390,39,409,-234,-175,473,214,-78,-390,-507,-536,107,302,336
-429,-390,39,409,-234,-175,463,204,-82,-395,-512,-541,112,302,331
-429,-390,39,409,-234,-175,453,195,-87,-395,-512,-541,112,302,322
-424,-380,43,402,-234,-168,444,195,-87,-390,-502,-531,112,297,317
-414,-375,39,395,-226,-168,434,185,-92,-385,-502,-531,112,283,307
-405,-370,34,387,-219,-168,414,175,-97,-380,-502,-527,112,278,297
-390,-366,24,378,-207,-170,400,165,-97,-370,-492,-517,112,268,287
-380,-341,39,361,-209,-151,375,165,-92,-356,-468,-512,102,253,268
-366,-341,24,353,-195,-158,366,161,-87,-341,-453,-497,102,253,258
-351,-326,24,339,-187,-151,341,151,-78,-322,-434,-483,102,244,248
-336,-317,19,326,-178,-148,322,151,-63,-302,-419,-463,92,229,239
-312,-307,4,309,-158,-151,307,151,-48,-278,-395,-444,92,219,219
-297,-292,4,295,-151,-143,292,141,-43,-263,-370,-429,92,209,204
-273,-278,-4,275,-134,-141,268,146,-39,-244,-351,-400,87,190,190
-253,-258,-4,256,-124,-131,253,141,-34,-229,-331,-375,87,175,175
-234,-244,-9,239,-112,-126,234,136,-29,-209,-302,-356,73,165,161
-209,-229,-19,219,-95,-124,209,131,-29,-190,-273,-326,68,151,151
-190,-214,-24,202,-82,-119,190,122,-19,-175,-258,-302,63,146,136
-170,-200,-29,185,-70,-114,165,117,-14,-156,-229,-278,58,131,126
-151,-185,-34,168,-58,-109,156,117,0,-136,-200,-258,53,122,122
-131,-165,-34,148,-48,-100,136,117,9,-112,-175,-234,48,102,117
-112,-151,-39,131,-36,-95,122,117,19,-92,-151,-209,43,92,97
-92,-136,-43,114,-24,-90,107,112,29,-73,-131,-190,34,82,87
-82,-122,-39,102,-21,-80,102,107,24,-58,-122,-170,29,73,78
-63,-107,-43,85,-9,-75,87,102,29,-39,-102,-141,24,63,68
-53,-97,-43,75,-4,-70,78,97,34,-24,-82,-126,19,53,58
-39,-87,-48,63,4,-68,63,92,39,-4,-63,-107,14,43,48
-34,-82,-48,58,7,-65,63,97,53,4,-34,-87,19,39,53
-19,-68,-48,43,14,-58,53,97,58,9,-19,-68,14,29,48
-9,-58,-48,34,19,-53,39,92,63,19,-4,-58,14,24,43
0,-53,-53,26,26,-53,29,82,63,29,4,-43,14,19,39
19,-34,-53,7,36,-43,19,78,53,34,4,-24,4,14,34
19,-24,-43,2,31,-34,14,73,53,39,14,-14,4,9,29
29,-19,-48,-4,39,-34,9,68,53,43,24,-9,0,4,24
34,-14,-48,-9,41,-31,4,63,58,53,34,0,0,4,24
29,-9,-39,-9,34,-24,0,68,58,53,53,4,-4,9,24
34,-4,-39,-14,36,-21,-4,63,58,58,53,9,-4,9,14
34,0,-34,-17,34,-17,-9,58,58,58,58,14,-9,4,14
34,4,-29,-19,31,-12,-14,53,58,58,63,14,-9,4,14
34,4,-29,-19,31,-12,-14,48,68,53,63,19,-9,4,14
39,4,-34,-21,36,-14,-14,48,68,53,63,24,-9,4,9
39,4,-34,-21,36,-14,-14,43,63,58,63,29,-9,0,9
39,14,-24,-26,31,-4,-19,43,63,58,68,29,-14,0,9
39,4,-34,-21,36,-14,-19,43,63,58,63,39,-14,0,9
39,0,-39,-19,39,-19,-19,43,63,58,63,43,-14,0,9
39,0,-39,-19,39,-19,-19,43,63,58,68,43,-14,0,9
39,4,-34,-21,36,-14,-19,43,63,58,73,43,-14,0,9
34,9,-24,-21,29,-7,-19,43,63,58,73,34,-14,0,9
34,14,-19,-24,26,-2,-24,43,63,58,73,39,-14,-4,4
34,14,-19,-24,26,-2,-24,39,63,58,73,39,-14,-4,4
34,14,-19,-24,26,-2,-24,39,63,58,73,39,-9,-4,4
34,14,-19,-24,26,-2,-14,39,63,63,73,48,-9,-4,14
34,14,-19,-24,26,-2,-14,39,63,63,73,48,-9,-4,14
34,19,-14,-26,24,2,-14,39,63,63,73,48,-9,-4,14
34,19,-14,-26,24,2,-14,39,63,63,73,48,-14,-4,14
34,14,-19,-24,26,-2,-24,34,63,63,73,39,-4,-4,14
34,14,-19,-24,26,-2,-24,34,63,63,73,39,-4,-4,14
34,14,-19,-24,26,-2,-24,34,63,63,73,43,-4,-4,14
34,14,-19,-24,26,-2,-24,34,63,63,73,43,-4,-4,14
43,4,-39,-24,41,-17,-24,43,63,63,73,43,-14,-4,14
43,4,-39,-24,41,-17,-24,43,63,63,73,43,-14,-4,14
43,4,-39,-24,41,-17,-24,43,63,63,73,43,-14,-4,14
43,9,-34,-26,39,-12,-24,43,63,63,73,43,-14,-4,14
39,9,-29,-24,34,-9,-24,43,63,63,78,43,-14,-4,14
39,4,-34,-21,36,-14,-24,43,63,63,78,43,-14,-4,14
39,4,-34,-21,36,-14,-19,43,63,63,78,43,-14,-4,14
39,4,-34,-21,36,-14,-19,43,63,63,78,43,-14,-4,14
39,9,-29,-24,34,-9,-29,48,63,63,73,53,-14,-4,14
39,4,-34,-21,36,-14,-29,48,63,63,73,48,-14,-4,14
39,4,-34,-21,36,-14,-29,43,63,63,73,48,-9,-9,14
39,4,-34,-21,36,-14,-34,43,63,63,73,53,-9,-9,14
39,9,-29,-24,34,-9,-24,43,53,73,73,43,0,-9,19
39,9,-29,-24,34,-9,-24,43,53,78,73,43,-4,-9,19
39,9,-29,-24,34,-9,-24,43,58,78,73,43,-9,-9,19
39,9,-29,-24,34,-9,-19,48,58,73,73,43,-9,-9,19
39,0,-39,-19,39,-19,-19,39,68,73,73,34,-14,-9,19
39,4,-34,-21,36,-14,-19,43,68,73,73,34,-14,-9,19
39,4,-34,-21,36,-14,-19,43,68,73,73,34,-14,-9,24
39,4,-34,-21,36,-14,-19,43,68,73,73,34,-14,-9,24
39,4,-34,-21,36,-14,-19,43,68,73,73,43,-4,-9,24
39,4,-34,-21,36,-14,-19,43,68,73,73,39,-4,-4,24
39,4,-34,-21,36,-14,-19,43,68,73,73,39,-9,-4,24
39,4,-34,-21,36,-14,-19,43,68,73,73,39,-9,-4,24
39,4,-34,-21,36,-14,-19,48,58,73,73,39,-9,-4,24
39,4,-34,-21,36,-14,-19,48,58,73,73,39,-9,-4,24
39,4,-34,-21,36,-14,-19,48,58,73,73,39,-9,0,24
39,4,-34,-21,36,-14,-14,48,58,73,73,43,-9,0,24
39,4,-34,-21,36,-14,-24,43,68,73,73,43,-14,-4,19
39,0,-39,-19,39,-19,-24,43,68,73,73,39,-14,-4,19
34,0,-34,-17,34,-17,-24,43,68,73,73,39,-14,-4,19
34,4,-29,-19,31,-12,-24,43,68,73,73,39,-14,-4,19
34,4,-29,-19,31,-12,-14,43,68,73,73,39,-4,-4,29
34,4,-29,-19,31,-12,-14,43,68,73,73,39,-4,-4,24
34,4,-29,-19,31,-12,-14,43,68,73,73,39,-4,-4,19
34,4,-29,-19,31,-12,-14,43,68,73,68,34,-4,0,19
34,4,-29,-19,31,-12,-14,43,68,63,68,43,-4,0,19
34,4,-29,-19,31,-12,-14,43,68,63,63,43,-4,0,19
34,4,-29,-19,31,-12,-9,43,68,58,63,43,-4,0,19
34,4,-29,-19,31,-12,-9,48,68,58,63,43,-4,4,19
24,-4,-29,-9,26,-17,-9,48,68,63,63,39,-4,4,29
24,-4,-29,-9,26,-17,-9,43,68,68,63,39,-4,4,24
24,-4,-29,-9,26,-17,-9,43,68,73,63,39,-4,4,24
24,-4,-29,-9,26,-17,-9,43,68,78,63,39,0,4,24
19,0,-19,-9,19,-9,-9,43,68,68,63,39,0,-4,14
19,0,-19,-9,19,-9,-9,43,68,68,63,39,0,-9,14
19,0,-19,-9,19,-9,-9,43,63,68,63,39,-4,-9,14
19,0,-19,-9,19,-9,-9,43,63,68,58,39,-4,-9,14
19,0,-19,-9,19,-9,-19,34,63,63,58,29,0,-9,14
19,0,-19,-9,19,-9,-19,34,63,63,58,29,0,-9,14
19,0,-19,-9,19,-9,-19,34,63,63,58,29,0,-9,14
19,-4,-24,-7,21,-14,-19,34,63,63,58,29,0,-9,14
24,-4,-29,-9,26,-17,-9,43,63,53,58,24,0,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,53,24,0,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,53,24,0,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,53,24,0,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,53,24,0,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,58,24,4,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,58,24,4,-9,14
24,-4,-29,-9,26,-17,-14,43,63,53,58,24,4,-9,14
24,-4,-29,-9,26,-17,-14,39,58,53,58,34,4,0,4
24,-4,-29,-9,26,-17,-14,39,58,53,53,34,4,0,4
24,-4,-29,-9,26,-17,-14,39,58,48,53,29,4,0,4
24,-9,-34,-7,29,-21,-14,39,58,48,53,29,4,0,4
14,-9,-24,-2,19,-17,-14,39,58,58,53,29,4,0,4
14,-9,-24,-2,19,-17,-14,39,58,58,53,29,0,0,0
14,-9,-24,-2,19,-17,-9,34,58,58,48,29,0,0,0
14,-9,-24,-2,19,-17,-9,34,58,53,48,24,4,0,0
14,-9,-24,-2,19,-17,-9,34,58,53,48,14,4,0,0
14,-9,-24,-2,19,-17,-9,34,58,53,48,14,4,0,4
14,-9,-24,-2,19,-17,-14,34,58,53,48,14,4,0,4
14,-9,-24,-2,19,-17,-14,34,58,53,48,19,4,0,4
24,-9,-34,-7,29,-21,-14,34,58,53,48,19,4,0,4
24,-14,-39,-4,31,-26,-14,34,58,53,48,19,9,0,4
24,-14,-39,-4,31,-26,-14,34,53,53,48,19,9,0,0
24,-14,-39,-4,31,-26,-19,34,53,53,48,19,4,0,0
14,-14,-29,0,21,-21,-19,34,53,53,58,29,4,-9,9
19,-14,-34,-2,26,-24,-19,34,53,53,58,29,4,-9,9
19,-14,-34,-2,26,-24,-19,34,53,53,58,29,4,-9,9
14,-14,-29,0,21,-21,-19,34,53,53,58,29,4,-9,9
24,-24,-48,0,36,-36,-14,39,53,53,58,29,4,-9,19
24,-19,-43,-2,34,-31,-14,39,53,53,58,29,9,-9,19
24,-19,-43,-2,34,-31,-14,39,53,53,58,29,9,-9,19
24,-19,-43,-2,34,-31,-14,39,53,53,58,29,9,-9,19
24,-9,-34,-7,29,-21,-24,34,53,58,58,29,0,-9,9
24,-9,-34,-7,29,-21,-24,34,53,58,53,29,0,-9,9
24,-9,-34,-7,29,-21,-29,29,53,58,53,29,0,-9,9
24,-9,-34,-7,29,-21,-29,29,53,63,53,29,-4,-9,9
24,-9,-34,-7,29,-21,-29,29,53,53,43,29,4,-9,9
24,-9,-34,-7,29,-21,-29,29,53,53,43,29,4,-9,9
24,-9,-34,-7,29,-21,-24,29,53,53,48,29,4,-9,9
24,-9,-34,-7,29,-21,-24,29,53,48,48,29,4,-9,9
24,0,-24,-12,24,-12,-14,29,58,48,48,29,4,-9,9
24,0,-24,-12,24,-12,-19,29,58,48,48,29,9,-9,9
24,0,-24,-12,24,-12,-19,29,58,48,48,29,9,-9,9
24,0,-24,-12,24,-12,-19,29,58,48,43,24,9,-9,9
24,-9,-34,-7,29,-21,-19,29,58,48,53,24,0,-9,9
24,-9,-34,-7,29,-21,-19,29,58,48,53,24,0,-9,9
24,-9,-34,-7,29,-21,-19,29,58,48,53,29,0,-9,9
29,-9,-39,-9,34,-24,-19,29,58,48,58,29,0,-14,9
19,-9,-29,-4,24,-19,-29,29,48,48,58,29,9,-14,9
19,-9,-29,-4,24,-19,-29,29,48,48,58,29,9,-14,9
19,-9,-29,-4,24,-19,-29,29,53,53,58,29,9,-14,9
19,-9,-29,-4,24,-19,-29,29,53,53,63,29,4,-14,9
29,0,-29,-14,29,-14,-29,29,63,63,63,39,4,-14,9
29,0,-29,-14,29,-14,-29,29,63,63,63,39,4,-9,9
29,4,-24,-17,26,-9,-29,29,63,63,63,39,4,-4,14
29,4,-24,-17,26,-9,-24,29,63,63,63,39,4,-4,14
34,29,-4,-31,19,12,-14,53,78,78,63,39,-9,4,24
48,39,-9,-43,29,14,-9,58,87,78,78,39,-19,0,39
58,43,-14,-51,36,14,0,63,97,82,87,43,-29,9,43
58,48,-9,-53,34,19,0,68,97,87,87,48,-29,9,48
58,53,-4,-56,31,24,0,73,97,92,87,53,-29,9,53
58,58,0,-58,29,29,0,78,97,97,87,58,-29,9,58
68,73,4,-70,31,39,9,92,102,112,102,68,-29,9,68
82,78,-4,-80,43,36,9,97,112,117,107,68,-29,0,68
82,78,-4,-80,43,36,9,97,122,117,107,73,-24,-9,63
87,78,-9,-82,48,34,9,97,126,117,107,73,-24,-14,63
92,82,-9,-87,51,36,9,102,126,131,117,78,-29,-14,63
92,97,4,-95,43,51,9,102,131,136,126,82,-29,-19,68
92,97,4,-95,43,51,4,107,136,136,126,82,-29,-24,68
92,102,9,-97,41,56,4,107,136,136,126,87,-29,-29,68
102,97,-4,-100,53,46,14,107,146,131,122,87,-19,-29,68
102,102,0,-102,51,51,4,112,146,131,126,97,-19,-29,73
112,102,-9,-107,61,46,-4,112,151,146,131,102,-19,-39,73
112,102,-9,-107,61,46,-14,112,151,146,131,102,-14,-43,68
117,102,-14,-109,65,43,-34,102,151,151,136,107,-24,-48,58
122,107,-14,-114,68,46,-48,97,151,151,136,107,-9,-63,53
126,122,-4,-124,65,58,-63,92,151,156,146,107,-19,-63,48
131,126,-4,-129,68,61,-68,92,151,156,146,107,-19,-63,43
126,131,4,-129,61,68,-78,87,151,156,146,112,-14,-58,39
126,136,9,-131,58,73,-82,78,141,156,141,112,-14,-58,34
126,136,9,-131,58,73,-87,68,136,146,141,117,-14,-58,24
126,131,4,-129,61,68,-92,58,131,141,141,117,-14,-58,14
136,141,4,-139,65,73,-97,53,107,126,131,107,-24,-68,-4
131,141,9,-136,61,75,-102,43,102,122,131,107,-24,-68,-9
122,141,19,-131,51,80,-102,34,97,117,131,107,-24,-68,-14
122,141,19,-131,51,80,-102,34,92,117,131,107,-24,-68,-19
122,136,14,-129,53,75,-112,29,87,107,126,112,-14,-58,-24
117,131,14,-124,51,73,-112,19,78,102,117,107,-14,-58,-24
112,126,14,-119,48,70,-107,14,73,97,112,102,-14,-48,-24
112,122,9,-117,51,65,-107,14,73,92,107,97,-14,-48,-24
112,107,-4,-109,58,51,-97,14,68,97,102,102,-14,-53,-24
112,102,-9,-107,61,46,-97,14,63,92,97,102,-9,-53,-24
112,87,-24,-100,68,31,-97,19,63,87,97,97,0,-63,-29
112,68,-43,-90,78,12,-97,19,63,87,97,92,0,-63,-29
107,63,-43,-85,75,9,-87,24,63,87,97,82,0,-63,-29
102,63,-39,-82,70,12,-82,24,63,87,97,82,-9,-63,-29
97,68,-29,-82,63,19,-78,24,68,92,97,82,-14,-58,-29
82,78,-4,-80,43,36,-73,24,78,92,102,82,-19,-48,-19
73,82,9,-78,31,46,-68,29,82,97,102,97,-34,-34,-4
58,82,24,-70,17,53,-63,29,82,97,102,97,-39,-24,0
48,82,34,-65,7,58,-58,29,82,97,102,97,-39,-24,4
48,73,24,-61,12,48,-53,29,82,97,102,87,-34,-14,4
43,58,14,-51,14,36,-48,29,73,92,97,68,-34,-14,4
39,39,0,-39,19,19,-43,29,63,87,82,58,-24,-19,4
34,14,-19,-24,26,-2,-43,29,53,73,73,48,-14,-24,-4
29,-4,-34,-12,31,-19,-43,19,48,63,63,34,-4,-29,-9
34,-14,-48,-9,41,-31,-43,19,58,63,48,39,0,-29,-4
34,-19,-53,-7,43,-36,-43,19,53,58,48,39,4,-29,-9
29,-19,-48,-4,39,-34,-43,19,53,53,48,34,4,-29,-9
29,-19,-48,-4,39,-34,-43,19,53,53,48,34,4,-24,-9
24,-19,-43,-2,34,-31,-43,19,43,53,48,24,14,-24,-14
19,-19,-39,0,29,-29,-39,19,39,53,43,19,14,-24,-14
19,-24,-43,2,31,-34,-39,14,39,48,43,19,14,-24,-14
19,-24,-43,2,31,-34,-39,14,39,48,39,19,14,-19,-14
9,-24,-34,7,21,-29,-39,19,39,48,39,14,4,-19,-14
4,-29,-34,12,19,-31,-34,19,39,48,39,14,4,-19,-9
4,-29,-34,12,19,-31,-34,19,39,48,39,14,4,-19,-9
4,-24,-29,9,17,-26,-34,19,43,48,39,19,4,-19,-9
4,-24,-29,9,17,-26,-24,19,43,48,39,29,4,-19,-4
4,-29,-34,12,19,-31,-19,19,43,53,39,29,4,-14,-4
0,-29,-29,14,14,-29,-19,19,43,53,39,29,4,-14,-4
0,-29,-29,14,14,-29,-19,19,43,53,43,29,0,-14,-4
4,-29,-34,12,19,-31,-29,19,53,63,43,24,9,-14,-4
4,-29,-34,12,19,-31,-29,24,53,63,43,24,14,-14,-4
0,-29,-29,14,14,-29,-24,24,53,63,43,29,14,-14,0
0,-29,-29,14,14,-29,-24,24,53,63,43,29,14,-14,0
0,-29,-29,14,14,-29,-24,24,43,53,43,29,4,-14,0
0,-29,-29,14,14,-29,-24,24,48,53,43,29,0,-14,0
0,-29,-29,14,14,-29,-24,24,48,53,43,24,0,-14,0
0,-34,-34,17,17,-34,-24,24,48,53,43,24,0,-14,0
0,-24,-24,12,12,-24,-19,24,58,53,53,24,9,-9,0
0,-24,-24,12,12,-24,-19,24,58,58,53,24,9,-9,0
-4,-24,-19,14,7,-21,-19,24,58,58,53,24,9,-9,0
-4,-24,-19,14,7,-21,-19,29,63,58,53,24,9,-9,0
0,-24,-24,12,12,-24,-19,29,63,68,53,24,0,-9,0
0,-34,-34,17,17,-34,-14,39,63,68,53,29,0,-14,4
19,-34,-53,7,36,-43,-24,39,63,78,53,29,0,-14,4
19,-29,-48,4,34,-39,-34,58,87,87,68,29,9,-14,-4
29,-19,-48,-4,39,-34,-29,107,131,126,82,43,4,-19,4
39,-4,-43,-17,41,-24,-14,185,214,175,117,58,-9,-34,24
63,4,-58,-34,61,-26,9,278,297,234,161,63,-29,-34,53
78,0,-78,-39,78,-39,29,336,370,292,190,73,-24,-39,78
92,24,-68,-58,80,-21,53,385,448,366,229,87,-34,-39,126
122,58,-63,-90,92,-2,97,444,580,488,317,131,-73,-43,204
146,117,-29,-131,87,43,126,517,717,653,448,204,-117,-63,239
204,161,-43,-183,124,58,107,566,800,805,605,317,-146,-97,214
302,234,-68,-268,185,82,53,566,868,980,785,444,-180,-151,170
380,317,-63,-348,222,126,-4,575,922,1156,985,595,-229,-185,112
448,409,-39,-429,244,185,-53,600,961,1298,1156,732,-273,-229,53
546,488,-58,-517,302,214,-122,658,1015,1444,1312,858,-322,-283,-24
653,619,-34,-636,344,292,-248,668,1093,1634,1507,1015,-361,-341,-102
756,805,48,-780,353,427,-400,575,1156,1805,1717,1210,-424,-380,-175
844,966,122,-905,361,544,-556,405,1088,1869,1844,1361,-492,-409,-283
912,1073,161,-993,375,617,-702,200,854,1727,1830,1410,-522,-429,-424
966,1112,146,-1039,409,629,-834,-58,473,1395,1649,1381,-522,-468,-585
1073,1088,14,-1080,529,551,-1010,-326,-14,966,1376,1288,-492,-561,-829
1244,980,-263,-1112,753,358,-1278,-556,-488,541,1117,1200,-409,-732,-1200
1468,863,-605,-1166,1037,129,-1566,-761,-946,151,893,1151,-322,-941,-1600
1664,775,-888,-1220,1276,-56,-1820,-1063,-1468,-278,649,1107,-248,-1122,-1956
1781,663,-1117,-1222,1449,-226,-2034,-1473,-2039,-775,341,1010,-156,-1263,-2249
1805,527,-1278,-1166,1542,-375,-2176,-1908,-2576,-1288,-19,844,-39,-1361,-2479
1678,424,-1254,-1051,1466,-414,-2244,-2371,-3001,-1761,-385,663,73,-1356,-2557
1400,453,-946,-927,1173,-246,-2254,-2947,-3289,-2117,-644,541,146,-1234,-2479
1063,546,-517,-805,790,14,-2205,-3420,-3406,-2288,-795,483,195,-1049,-2318
824,570,-253,-697,539,158,-2083,-3479,-3303,-2288,-878,414,204,-902,-2122
663,531,-131,-597,397,200,-1878,-3191,-3035,-2156,-868,356,200,-780,-1893
478,463,-14,-470,246,224,-1620,-2786,-2664,-1917,-775,356,175,-639,-1625
287,336,48,-312,119,192,-1346,-2376,-2249,-1634,-658,356,185,-512,-1361
161,200,39,-180,61,119,-1098,-1981,-1849,-1342,-541,336,224,-424,-1141
34,141,107,-87,-36,124,-868,-1654,-1488,-1073,-414,322,214,-322,-932
-73,141,214,-34,-143,178,-663,-1361,-1161,-819,-302,312,161,-204,-702
-126,122,248,2,-187,185,-478,-1078,-878,-624,-234,253,122,-136,-517
-161,68,229,46,-195,148,-341,-834,-668,-502,-229,126,117,-78,-366
-209,14,224,97,-217,119,-209,-644,-512,-409,-224,9,102,-4,-229
-224,14,239,104,-231,126,-117,-483,-366,-307,-185,-39,73,39,-122
-204,29,234,87,-219,131,-53,-356,-253,-219,-146,-43,48,63,-48
-185,29,214,78,-200,122,-19,-263,-175,-161,-117,-43,34,78,-9
-165,-9,156,87,-161,73,34,-180,-112,-112,-112,-43,24,78,19
-141,-48,92,95,-117,21,73,-107,-63,-78,-92,-39,24,78,39
-112,-68,43,90,-78,-12,87,-68,-34,-48,-73,-24,9,73,43
-107,-63,43,85,-75,-9,78,-63,-24,-34,-53,-19,9,73,48
-102,-63,39,82,-70,-12,78,-63,-14,-34,-43,-29,19,68,53
-92,-63,29,78,-61,-17,73,-53,-9,-29,-34,-29,19,53,63
-97,-48,48,73,-73,0,63,-53,-9,-39,-34,-24,19,53,58
-97,-48,48,73,-73,0,63,-58,-14,-39,-48,-39,19,48,63
-97,-48,48,73,-73,0,78,-43,0,-29,-58,-39,19,48,68
-107,-53,53,80,-80,0,87,-24,9,-19,-48,-43,19,58,82
-107,-53,53,80,-80,0,92,-14,19,-14,-43,-43,19,68,78
-97,-63,34,80,-65,-14,102,-9,24,-19,-48,-43,19,68,82
-87,-73,14,80,-51,-29,92,0,24,-19,-39,-39,9,68,92
-87,-73,14,80,-51,-29,92,0,24,-14,-39,-39,9,68,92
-87,-73,14,80,-51,-29,97,4,24,-14,-39,-43,9,68,102
-87,-73,14,80,-51,-29,97,4,29,-19,-39,-43,9,68,102
-97,-73,24,85,-61,-24,107,19,39,-14,-29,-34,19,68,102
-97,-73,24,85,-61,-24,107,24,48,-9,-29,-39,19,68,107
-102,-73,29,87,-65,-21,107,29,48,-4,-29,-39,19,73,107
-102,-78,24,90,-63,-26,117,34,53,4,-29,-39,19,73,112
-92,-68,24,80,-58,-21,117,24,58,9,-29,-39,9,73,102
-92,-73,19,82,-56,-26,117,24,58,9,-29,-39,9,73,102
-87,-73,14,80,-51,-29,117,29,58,9,-29,-39,9,73,107
-87,-68,19,78,-53,-24,122,29,58,9,-29,-39,9,73,107
-97,-68,29,82,-63,-19,122,29,48,9,-29,-48,9,68,107
-97,-68,29,82,-63,-19,122,34,48,9,-29,-48,9,68,107
-97,-68,29,82,-63,-19,122,34,53,9,-29,-48,9,73,112
-97,-68,29,82,-63,-19,122,39,53,9,-29,-48,9,73,112
-97,-78,19,87,-58,-29,126,48,63,4,-29,-39,9,73,126
-97,-82,14,90,-56,-34,126,48,63,4,-29,-39,9,73,126
-97,-82,14,90,-56,-34,126,53,63,4,-29,-39,9,73,126
-97,-78,19,87,-58,-29,126,53,68,4,-29,-39,9,73,126
-97,-78,19,87,-58,-29,126,48,68,14,-29,-48,19,73,126
-97,-78,19,87,-58,-29,131,48,68,14,-24,-53,19,73,131
-97,-82,14,90,-56,-34,131,48,73,14,-24,-53,19,73,131
-97,-82,14,90,-56,-34,136,53,73,14,-24,-53,19,78,136
-97,-73,24,85,-61,-24,136,53,63,4,-24,-53,9,78,136
-97,-73,24,85,-61,-24,136,53,63,4,-24,-53,9,78,136
-97,-73,24,85,-61,-24,136,58,68,4,-24,-53,9,78,136
-97,-73,24,85,-61,-24,136,58,68,4,-24,-53,9,78,141
-97,-73,24,85,-61,-24,136,58,68,4,-34,-53,19,78,141
-97,-73,24,85,-61,-24,141,63,73,9,-34,-53,14,78,141
-97,-73,24,85,-61,-24,141,63,73,9,-34,-53,14,78,141
-97,-68,29,82,-63,-19,141,68,73,9,-34,-53,14,78,141
-97,-78,19,87,-58,-29,141,68,73,9,-34,-53,4,73,136
-102,-78,24,90,-63,-26,146,73,78,9,-34,-58,4,73,146
-102,-82,19,92,-61,-31,146,78,78,9,-34,-58,4,73,146
-102,-82,19,92,-61,-31,146,78,78,9,-34,-58,4,73,146
-102,-82,19,92,-61,-31,151,82,82,9,-34,-58,4,82,146
-102,-82,19,92,-61,-31,151,82,87,9,-34,-58,4,82,146
-107,-82,24,95,-65,-29,156,87,87,9,-34,-58,4,82,146
-107,-82,24,95,-65,-29,156,87,87,9,-34,-58,4,82,146
-107,-82,24,95,-65,-29,156,87,87,14,-34,-58,14,92,151
-107,-82,24,95,-65,-29,161,87,87,14,-34,-58,14,92,156
-107,-82,24,95,-65,-29,161,87,92,14,-34,-63,14,97,156
-107,-82,24,95,-65,-29,161,87,92,14,-34,-63,14,97,156
-107,-82,24,95,-65,-29,165,107,102,14,-34,-63,4,92,170
-112,-82,29,97,-70,-26,170,107,107,14,-34,-63,4,92,170
-112,-87,24,100,-68,-31,170,107,107,14,-39,-63,4,92,170
-112,-87,24,100,-68,-31,170,112,107,14,-39,-68,4,92,170
