I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-39,-9,29,24,-34,9,19,-9,-19,-19,-9,0
-39,-9,29,24,-34,9,19,-9,-19,-19,-9,0
-39,-9,29,24,-34,9,19,-9,-19,-19,-9,0
-39,-9,29,24,-34,9,19,-9,-19,-19,-9,0
-39,-14,24,26,-31,4,19,-9,-19,-29,-9,-9
-39,-19,19,29,-29,0,19,-9,-19,-29,-9,-9
-39,-24,14,31,-26,-4,19,-9,-19,-29,-9,-9
-39,-29,9,34,-24,-9,19,-9,-19,-29,-9,-9
-24,-24,0,24,-12,-12,29,0,-19,-19,-9,-9
-19,-19,0,19,-9,-9,29,0,-19,-19,-9,-9
-14,-14,0,14,-7,-7,29,0,-19,-19,-9,-9
-9,-9,0,9,-4,-4,29,0,-19,-19,-9,-9
-14,-19,-4,17,-4,-12,19,-9,-19,-24,-14,-19
-19,-19,0,19,-9,-9,19,-9,-19,-29,-19,-19
-24,-19,4,21,-14,-7,19,-9,-19,-34,-24,-19
-29,-19,9,24,-19,-4,19,-9,-19,-39,-29,-19
-43,-24,19,34,-31,-2,19,-19,-19,-48,-29,-24
-48,-29,19,39,-34,-4,19,-19,-19,-48,-29,-29
-53,-34,19,43,-36,-7,19,-19,-19,-48,-29,-34
-58,-39,19,48,-39,-9,19,-19,-19,-48,-29,-39
-43,-29,14,36,-29,-7,19,-19,-19,-48,-39,-39
-39,-29,9,34,-24,-9,19,-19,-19,-48,-39,-39
-34,-29,4,31,-19,-12,19,-19,-19,-48,-39,-39
-29,-29,0,29,-14,-14,19,-19,-19,-48,-39,-39
-39,-29,9,34,-24,-9,24,-9,-9,-48,-39,-39
-39,-29,9,34,-24,-9,29,-9,-9,-48,-39,-39
-39,-29,9,34,-24,-9,34,-9,-9,-48,-39,-39
-39,-29,9,34,-24,-9,39,-9,-9,-48,-39,-39
-29,-14,14,21,-21,0,29,0,0,-39,-29,-29
-29,-9,19,19,-24,4,29,0,0,-39,-29,-29
-29,-4,24,17,-26,9,29,0,0,-39,-29,-29
-29,0,29,14,-29,14,29,0,0,-39,-29,-29
-39,-4,34,21,-36,14,39,0,0,-39,-29,-39
-39,-9,29,24,-34,9,39,0,0,-39,-29,-39
-39,-14,24,26,-31,4,39,0,0,-39,-29,-39
-39,-19,19,29,-29,0,39,0,0,-39,-29,-39
-39,-19,19,29,-29,0,39,0,9,-48,-39,-48
-39,-19,19,29,-29,0,39,0,9,-48,-39,-48
-39,-19,19,29,-29,0,39,0,9,-48,-39,-48
-39,-19,19,29,-29,0,39,0,9,-48,-39,-48
-63,-29,34,46,-48,2,29,0,0,-48,-39,-58
-78,-39,39,58,-58,0,29,0,0,-48,-39,-58
-92,-48,43,70,-68,-2,29,0,0,-48,-39,-58
-107,-58,48,82,-78,-4,29,0,0,-48,-39,-58
-92,-53,39,73,-65,-7,39,9,4,-39,-39,-48
-87,-48,39,68,-63,-4,39,9,9,-39,-39,-48
-82,-43,39,63,-61,-2,39,9,14,-39,-39,-48
-78,-39,39,58,-58,0,39,9,19,-39,-39,-48
-82,-39,43,61,-63,2,43,19,24,-34,-29,-48
-87,-39,48,63,-68,4,48,19,29,-29,-29,-48
-92,-39,53,65,-73,7,53,19,34,-24,-29,-48
-97,-39,58,68,-78,9,58,19,39,-19,-29,-48
-87,-34,53,61,-70,9,58,19,48,-19,-29,-39
-78,-29,48,53,-63,9,58,19,48,-19,-29,-39
-68,-24,43,46,-56,9,58,19,48,-19,-29,-39
-58,-19,39,39,-48,9,58,19,48,-19,-29,-39
-68,-24,43,46,-56,9,58,19,39,-19,-39,-43
-78,-29,48,53,-63,9,58,19,39,-19,-39,-48
-87,-34,53,61,-70,9,58,19,39,-19,-39,-53
-97,-39,58,68,-78,9,58,19,39,-19,-39,-58
-87,-34,53,61,-70,9,58,19,48,-9,-29,-53
-87,-29,58,58,-73,14,58,19,48,-9,-29,-48
-87,-24,63,56,-75,19,58,19,48,-9,-29,-43
-87,-19,68,53,-78,24,58,19,48,-9,-29,-39
-87,-9,78,48,-82,34,68,24,58,0,-19,-39
-87,-9,78,48,-82,34,68,29,58,0,-19,-39
-87,-9,78,48,-82,34,68,34,58,0,-19,-39
-87,-9,78,48,-82,34,68,39,58,0,-19,-39
-87,-19,68,53,-78,24,78,39,58,0,-9,-29
-87,-19,68,53,-78,24,78,39,58,0,-9,-29
-87,-19,68,53,-78,24,78,39,58,0,-9,-29
-87,-19,68,53,-78,24,78,39,58,0,-9,-29
-92,-34,58,63,-75,12,73,29,48,-9,-19,-39
-97,-39,58,68,-78,9,68,29,48,-9,-19,-39
-102,-43,58,73,-80,7,63,29,48,-9,-19,-39
-107,-48,58,78,-82,4,58,29,48,-9,-19,-39
-87,-39,48,63,-68,4,68,39,48,0,-19,-39
-78,-29,48,53,-63,9,68,39,48,0,-19,-39
-68,-19,48,43,-58,14,68,39,48,0,-19,-39
-58,-9,48,34,-53,19,68,39,48,0,-19,-39
-63,-14,48,39,-56,17,58,29,43,-14,-24,-43
-68,-19,48,43,-58,14,58,29,39,-19,-29,-48
-73,-24,48,48,-61,12,58,29,34,-24,-34,-53
-78,-29,48,53,-63,9,58,29,29,-29,-39,-58
-78,-29,48,53,-63,9,58,29,29,-19,-29,-48
-78,-29,48,53,-63,9,58,29,29,-19,-29,-48
-78,-29,48,53,-63,9,58,29,29,-19,-29,-48
-78,-29,48,53,-63,9,58,29,29,-19,-29,-48
-82,-34,48,58,-65,7,58,19,19,-29,-29,-39
-87,-39,48,63,-68,4,58,19,19,-29,-29,-39
-92,-43,48,68,-70,2,58,19,19,-29,-29,-39
-97,-48,48,73,-73,0,58,19,19,-29,-29,-39
-107,-58,48,82,-78,-4,58,19,9,-39,-29,-39
-107,-58,48,82,-78,-4,58,19,9,-39,-29,-39
-107,-58,48,82,-78,-4,58,19,9,-39,-29,-39
-107,-58,48,82,-78,-4,58,19,9,-39,-29,-39
-92,-53,39,73,-65,-7,58,19,19,-29,-29,-39
-87,-48,39,68,-63,-4,58,19,19,-29,-29,-39
-82,-43,39,63,-61,-2,58,19,19,-29,-29,-39
-78,-39,39,58,-58,0,58,19,19,-29,-29,-39
-87,-48,39,68,-63,-4,48,9,9,-39,-39,-39
-87,-48,39,68,-63,-4,48,9,9,-39,-39,-39
-87,-48,39,68,-63,-4,48,9,9,-39,-39,-39
-87,-48,39,68,-63,-4,48,9,9,-39,-39,-39
-82,-43,39,63,-61,-2,39,9,0,-39,-39,-48
-78,-39,39,58,-58,0,39,9,0,-39,-39,-48
-73,-34,39,53,-56,2,39,9,0,-39,-39,-48
-68,-29,39,48,-53,4,39,9,0,-39,-39,-48
-73,-34,39,53,-56,2,39,9,-9,-39,-39,-48
-78,-39,39,58,-58,0,39,9,-9,-39,-39,-48
-82,-43,39,63,-61,-2,39,9,-9,-39,-39,-48
-87,-48,39,68,-63,-4,39,9,-9,-39,-39,-48
-78,-39,39,58,-58,0,48,9,0,-39,-29,-39
-78,-39,39,58,-58,0,48,9,0,-39,-29,-39
-78,-39,39,58,-58,0,48,9,0,-39,-29,-39
-78,-39,39,58,-58,0,48,9,0,-39,-29,-39
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-39
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-39
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-39
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-39
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-48
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-48
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-48
-68,-39,29,53,-48,-4,39,9,0,-39,-29,-48
-73,-48,24,61,-48,-12,29,0,-9,-43,-39,-58
-78,-48,29,63,-53,-9,29,0,-9,-48,-39,-58
-82,-48,34,65,-58,-7,29,0,-9,-53,-39,-58
-87,-48,39,68,-63,-4,29,0,-9,-58,-39,-58
-73,-39,34,56,-53,-2,29,0,-9,-53,-39,-48
-68,-39,29,53,-48,-4,29,0,-9,-48,-39,-48
-63,-39,24,51,-43,-7,29,0,-9,-43,-39,-48
-58,-39,19,48,-39,-9,29,0,-9,-39,-39,-48
-68,-39,29,53,-48,-4,29,0,-19,-48,-39,-58
-68,-39,29,53,-48,-4,29,0,-19,-48,-39,-58
-68,-39,29,53,-48,-4,29,0,-19,-48,-39,-58
-68,-39,29,53,-48,-4,29,0,-19,-48,-39,-58
-73,-48,24,61,-48,-12,29,0,-19,-48,-39,-68
-78,-48,29,63,-53,-9,29,0,-19,-48,-39,-68
