I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
68,68,0,-68,34,34,53,82,48,24,14,4
58,78,19,-68,19,48,53,73,53,34,24,14
58,92,34,-75,12,63,29,58,53,39,29,24
73,107,34,-90,19,70,-9,34,58,39,34,34
82,117,34,-100,24,75,-34,24,53,34,34,34
107,117,9,-112,48,63,-53,14,43,34,39,34
117,117,0,-117,58,58,-63,14,43,39,43,34
122,102,-19,-112,70,41,-68,14,39,34,39,34
122,82,-39,-102,80,21,-68,14,29,29,39,29
112,73,-39,-92,75,17,-58,14,24,24,34,24
107,63,-43,-85,75,9,-48,14,19,14,34,24
107,48,-58,-78,82,-4,-43,19,19,9,19,19
82,39,-43,-61,63,-2,-29,24,19,9,19,19
63,39,-24,-51,43,7,-24,24,9,9,9,9
43,19,-24,-31,34,-2,-24,14,-4,0,-4,-9
29,0,-29,-14,29,-14,-24,9,-19,-19,-19,-19
19,-14,-34,-2,26,-24,-24,0,-29,-29,-29,-29
9,-39,-48,14,29,-43,-24,-9,-39,-43,-43,-43
4,-53,-58,24,31,-56,-24,-9,-53,-53,-53,-58
-4,-58,-53,31,24,-56,-19,-14,-53,-58,-58,-63
-9,-58,-48,34,19,-53,-19,-19,-53,-63,-63,-63
-9,-58,-48,34,19,-53,-14,-19,-53,-63,-68,-63
-14,-63,-48,39,17,-56,-14,-19,-58,-68,-68,-68
-14,-68,-53,41,19,-61,-14,-19,-63,-68,-68,-68
-14,-68,-53,41,19,-61,-9,-19,-68,-68,-68,-68
-14,-73,-58,43,21,-65,-4,-19,-68,-73,-73,-68
-9,-73,-63,41,26,-68,-4,-19,-68,-73,-73,-73
-14,-73,-58,43,21,-65,-4,-14,-73,-73,-68,-78
-14,-73,-58,43,21,-65,-4,-14,-78,-78,-68,-82
-14,-73,-58,43,21,-65,-9,-19,-73,-82,-73,-82
-14,-73,-58,43,21,-65,-9,-24,-73,-87,-78,-82
-14,-78,-63,46,24,-70,-14,-39,-92,-97,-87,-87
-24,-78,-53,51,14,-65,0,-24,-87,-97,-92,-92
-34,-82,-48,58,7,-65,24,39,-29,-73,-82,-102
-48,-58,-9,53,-19,-34,68,131,68,4,-43,-82
-97,-9,87,53,-92,39,117,214,239,131,34,-29
-112,39,151,36,-131,95,161,297,424,287,146,39
-14,97,112,-41,-63,104,175,453,707,575,380,175
107,156,48,-131,29,102,136,444,819,746,551,292
336,390,53,-363,141,222,-19,405,956,1000,849,551
400,497,97,-448,151,297,-161,48,736,863,824,610
117,151,34,-134,41,92,-234,-736,-283,-102,73,126
-185,-58,126,122,-156,34,-419,-1688,-1244,-912,-507,-190
-390,-204,185,297,-287,-9,-492,-2069,-1712,-1288,-819,-370
-429,-351,78,390,-253,-136,-570,-2122,-1810,-1381,-936,-458
-395,-512,-117,453,-139,-314,-639,-1927,-1722,-1371,-966,-546
-370,-497,-126,434,-122,-312,-644,-1659,-1488,-1205,-868,-517
-351,-473,-122,412,-114,-297,-527,-1332,-1220,-1015,-766,-502
-263,-395,-131,329,-65,-263,-400,-1000,-917,-771,-610,-409
-126,-214,-87,170,-19,-151,-253,-610,-522,-429,-322,-209
-48,-107,-58,78,4,-82,-126,-317,-263,-219,-161,-107
-39,-82,-43,61,2,-63,-53,-141,-146,-156,-122,-87
-29,-73,-43,51,7,-58,-9,-68,-92,-117,-87,-73
-29,-53,-24,41,-2,-39,0,-63,-73,-82,-68,-53
-24,-48,-24,36,0,-36,0,-48,-63,-73,-58,-53
-24,-53,-29,39,2,-41,0,-24,-53,-73,-58,-63
-24,-58,-34,41,4,-46,9,-4,-34,-63,-58,-63
-19,-58,-39,39,9,-48,14,0,-24,-53,-53,-53
-14,-53,-39,34,12,-46,19,4,-14,-43,-43,-48
-14,-53,-39,34,12,-46,19,19,-9,-39,-43,-48
-19,-53,-34,36,7,-43,19,34,-9,-34,-39,-53
-24,-48,-24,36,0,-36,19,34,-9,-34,-34,-53
-24,-48,-24,36,0,-36,19,39,-4,-29,-24,-43
-19,-43,-24,31,2,-34,24,39,0,-24,-24,-39
-14,-43,-29,29,7,-36,24,43,0,-24,-24,-34
-19,-43,-24,31,2,-34,24,48,4,-19,-24,-34
-24,-43,-19,34,-2,-31,29,53,9,-19,-19,-29
-24,-39,-14,31,-4,-26,34,53,9,-14,-19,-29
-29,-34,-4,31,-12,-19,39,58,9,-14,-14,-29
-29,-34,-4,31,-12,-19,39,63,14,-14,-14,-29
-29,-34,-4,31,-12,-19,39,68,14,-9,-14,-29
-29,-29,0,29,-14,-14,39,68,19,-9,-14,-24
-29,-29,0,29,-14,-14,39,78,29,-9,-9,-24
-29,-24,4,26,-17,-9,39,78,34,-4,-9,-19
