I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
9,53,43,-31,-17,48,-58,-58,-82,-9,-117,-87
-39,19,58,9,-48,39,-48,-63,-87,-4,-107,-73
-58,4,63,26,-61,34,-39,-63,-82,0,-92,-68
-63,-14,48,39,-56,17,-34,-63,-78,-4,-102,-78
-82,-43,39,63,-61,-2,-34,-68,-78,-19,-122,-102
-53,-43,9,48,-31,-17,-34,-68,-82,-39,-141,-117
-34,-39,-4,36,-14,-21,-34,-73,-87,-53,-156,-131
-34,-19,14,26,-24,-2,-34,-68,-87,-53,-156,-112
-39,-29,9,34,-24,-9,-34,-58,-87,-53,-156,-87
-78,-43,34,61,-56,-4,-34,-58,-87,-53,-156,-97
-82,-53,29,68,-56,-12,-29,-63,-87,-53,-156,-112
-63,-53,9,58,-36,-21,-43,-73,-92,-73,-175,-117
-48,-53,-4,51,-21,-29,-53,-78,-97,-82,-190,-131
-58,-48,9,53,-34,-19,-34,-68,-92,-68,-170,-122
-58,-43,14,51,-36,-14,-19,-58,-92,-48,-146,-107
-58,-43,14,51,-36,-14,-14,-58,-73,-39,-131,-82
-58,-43,14,51,-36,-14,-14,-53,-48,-29,-117,-58
-58,-43,14,51,-36,-14,-14,-48,-63,-29,-117,-58
-68,-58,9,63,-39,-24,-14,-48,-78,-34,-131,-73
-92,-82,9,87,-51,-36,0,-53,-107,-92,-204,-151
-156,-107,48,131,-102,-29,53,0,-73,-112,-239,-195
-185,-146,39,165,-112,-53,224,234,92,-43,-209,-195
-195,-151,43,173,-119,-53,366,424,292,117,-87,-122
-107,-43,63,75,-85,9,370,429,551,531,283,156
234,209,-24,-222,129,92,131,312,746,1141,912,707
639,610,-29,-624,334,290,-429,-126,702,1712,1654,1439
893,775,-117,-834,505,329,-873,-527,361,1712,1834,1703
868,697,-170,-783,519,263,-1093,-834,-244,854,1024,1098
546,614,68,-580,239,341,-1220,-1273,-795,0,219,458
102,400,297,-251,-97,348,-1122,-1454,-1171,-722,-458,-126
-170,307,478,-68,-324,392,-985,-1424,-1254,-1054,-785,-434
-141,273,414,-65,-278,344,-854,-1171,-1044,-873,-702,-409
-29,229,258,-100,-143,244,-736,-971,-902,-727,-590,-346
14,117,102,-65,-43,109,-556,-727,-712,-561,-492,-283
43,58,14,-51,14,36,-419,-527,-536,-439,-414,-234
19,24,4,-21,7,14,-302,-356,-380,-302,-307,-165
29,9,-19,-19,24,-4,-209,-239,-278,-204,-224,-112
-9,-4,4,7,-7,0,-117,-165,-195,-136,-165,-92
-53,-24,29,39,-41,2,-53,-97,-126,-82,-131,-63
-43,-34,9,39,-26,-12,-14,-58,-97,-48,-102,-58
-53,-43,9,48,-31,-17,-9,-48,-92,-43,-92,-58
-82,-48,34,65,-58,-7,14,-34,-78,-34,-92,-58
-102,-48,53,75,-78,2,29,0,-53,-29,-92,-58
-82,-58,24,70,-53,-17,19,0,-43,-24,-92,-58
-63,-68,-4,65,-29,-36,14,0,-43,-14,-78,-53
-82,-68,14,75,-48,-26,24,4,-39,-9,-68,-48
-58,-68,-9,63,-24,-39,24,14,-34,-9,-68,-43
-68,-63,4,65,-36,-29,24,19,-29,-14,-78,-48
-53,-58,-4,56,-24,-31,19,19,-29,-14,-73,-48
-68,-58,9,63,-39,-24,24,9,-24,-14,-73,-48
-68,-58,9,63,-39,-24,34,19,-14,-9,-73,-48
-48,-68,-19,58,-14,-43,34,34,0,-4,-63,-29
-24,-68,-43,46,9,-56,29,24,-9,-4,-53,-19
-48,-68,-19,58,-14,-43,19,14,-24,0,-53,-34
-73,-68,4,70,-39,-31,14,9,-39,0,-53,-53
-73,-73,0,73,-36,-36,14,9,-24,4,-39,-34
-73,-73,0,73,-36,-36,14,14,-14,9,-24,-14
-39,-58,-19,48,-9,-39,14,14,-14,19,-34,-14
9,-48,-58,19,34,-53,14,14,-14,19,-39,-9
-29,-58,-29,43,0,-43,14,19,-19,14,-29,-14
-48,-73,-24,61,-12,-48,19,19,-34,4,-19,-19
-63,-73,-9,68,-26,-41,29,29,-14,39,14,14
-78,-73,4,75,-41,-34,34,39,4,58,48,43
-53,-68,-14,61,-19,-41,43,39,4,48,29,24
-43,-63,-19,53,-12,-41,34,39,9,39,9,4
-19,-63,-43,41,12,-53,34,39,4,29,-4,-9
14,-63,-78,24,46,-70,34,39,-4,24,-19,-29
-9,-48,-39,29,14,-43,39,43,4,29,-4,-9
-24,-19,4,21,-14,-7,39,58,19,43,0,9
-34,-34,0,34,-17,-17,43,58,19,43,0,9
-48,-53,-4,51,-21,-29,48,73,24,48,9,14
-29,-53,-24,41,-2,-39,34,78,29,53,24,19
-14,-48,-34,31,9,-41,14,78,34,63,43,29
-14,-58,-43,36,14,-51,24,73,19,48,24,19
-9,-63,-53,36,21,-58,34,73,9,39,9,9
-9,-63,-53,36,21,-58,48,78,19,48,9,9
-48,-63,-14,56,-17,-39,48,87,39,53,4,9
-19,-58,-39,39,9,-48,48,107,43,58,19,14
-19,-43,-24,31,2,-34,58,112,53,73,39,19
-9,-43,-34,26,12,-39,63,122,68,107,73,48
4,-43,-48,19,26,-46,63,136,82,136,102,78
43,-39,-82,-2,63,-61,68,151,87,141,117,82
48,-39,-87,-4,68,-63,68,165,92,131,117,87
34,-53,-87,9,61,-70,78,180,102,161,136,97
48,-24,-73,-12,61,-48,97,204,131,195,161,122
43,-14,-58,-14,51,-36,97,209,136,190,156,117
53,0,-53,-26,53,-26,102,224,151,195,156,112
34,-14,-48,-9,41,-31,92,239,165,204,165,122
19,-43,-63,12,41,-53,78,239,165,209,165,122
39,-29,-68,-4,53,-48,92,244,170,214,170,122
48,-14,-63,-17,56,-39,107,253,180,234,180,126
58,0,-58,-29,58,-29,107,268,200,258,209,146
73,9,-63,-41,68,-26,102,268,209,268,224,161
63,19,-43,-41,53,-12,112,273,209,278,234,165
78,19,-58,-48,68,-19,112,268,209,287,234,165
78,29,-48,-53,63,-9,97,244,204,273,234,156
78,43,-34,-61,56,4,92,244,209,273,239,161
78,53,-24,-65,51,14,73,224,195,283,263,180
78,63,-14,-70,46,24,68,214,195,287,283,200
63,63,0,-63,31,31,53,175,161,253,248,180
73,63,-9,-68,41,26,48,146,136,219,214,151
73,48,-24,-61,48,12,53,126,122,195,204,146
73,43,-29,-58,51,7,53,112,112,180,185,141
43,43,0,-43,21,21,48,87,92,151,165,117
24,43,19,-34,2,31,48,78,82,122,151,97
24,34,9,-29,7,21,34,58,63,92,126,78
9,24,14,-17,-2,19,39,53,58,78,102,68
4,19,14,-12,-4,17,34,53,39,58,82,53
-24,9,34,7,-29,21,39,53,29,43,63,39
-43,0,43,21,-43,21,39,48,14,24,48,24
-58,-14,43,36,-51,14,39,43,4,9,39,14
-43,-14,29,29,-36,7,39,34,-14,-4,19,9
-43,-19,24,31,-34,2,34,24,-19,-14,9,0
-19,-19,0,19,-9,-9,29,9,-24,-39,-9,-19
-9,-9,0,9,-4,-4,24,-4,-29,-58,-29,-39
-34,-24,9,29,-21,-7,19,-9,-39,-68,-39,-43
-43,-29,14,36,-29,-7,19,-9,-39,-68,-39,-48
-53,-39,14,46,-34,-12,29,-14,-43,-73,-39,-48
-58,-48,9,53,-34,-19,34,-24,-53,-82,-39,-48
-58,-39,19,48,-39,-9,29,-24,-53,-82,-39,-48
-68,-39,29,53,-48,-4,29,-14,-43,-78,-34,-48
-78,-34,43,56,-61,4,34,-14,-43,-73,-29,-48
-73,-29,43,51,-58,7,34,-14,-43,-68,-29,-43
-58,-29,29,43,-43,0,34,-9,-39,-63,-24,-39
-29,-29,0,29,-14,-14,34,-9,-39,-68,-24,-34
-48,-29,19,39,-34,-4,34,-9,-34,-58,-4,-29
-29,-29,0,29,-14,-14,34,-14,-34,-58,-4,-29
-19,-24,-4,21,-7,-14,39,4,-34,-53,0,-29
-14,-14,0,14,-7,-7,43,24,-29,-43,9,-29
-14,-14,0,14,-7,-7,48,29,-9,-24,29,14
-4,-9,-4,7,0,-7,48,29,4,-14,43,34
-39,-29,9,34,-24,-9,58,34,4,-9,39,19
-73,-43,29,58,-51,-7,63,34,14,-9,29,9
-29,-24,4,26,-17,-9,63,34,9,0,39,19
-4,-4,0,4,-2,-2,58,29,4,0,43,14
-14,-29,-14,21,0,-21,53,29,4,-4,43,9
-9,-43,-34,26,12,-39,48,29,4,-4,43,4
-48,-43,4,46,-26,-19,53,43,14,4,48,14
-58,-43,14,51,-36,-14,53,34,19,9,48,24
-9,-24,-14,17,2,-19,53,34,19,9,53,19
24,-14,-39,-4,31,-26,48,34,19,9,48,14
-9,-39,-29,24,9,-34,43,34,14,4,43,14
-9,-39,-29,24,9,-34,39,29,14,-4,43,14
0,-29,-29,14,14,-29,39,14,14,-9,34,9
-19,-19,0,19,-9,-9,39,24,24,-9,34,4
-19,-24,-4,21,-7,-14,43,19,9,-14,24,0
-34,-39,-4,36,-14,-21,48,9,0,-14,19,-4
-14,-34,-19,24,2,-26,53,14,9,-9,19,-4
0,-29,-29,14,14,-29,58,19,19,-9,19,-9
-14,-34,-19,24,2,-26,58,19,4,-14,19,-9
-29,-39,-9,34,-9,-24,58,19,-9,-19,19,-9
-34,-39,-4,36,-14,-21,58,19,-9,-19,19,-9
-29,-39,-9,34,-9,-24,58,24,-4,-19,14,-9
-29,-39,-9,34,-9,-24,63,34,0,-19,14,-14
-48,-39,9,43,-29,-14,68,53,14,-19,4,-24
-48,-14,34,31,-41,9,73,39,19,-19,9,-19
-43,-9,34,26,-39,12,63,19,19,-19,9,-19
-43,-9,34,26,-39,12,87,34,24,-19,9,-14
-48,-9,39,29,-43,14,97,48,24,-19,4,-14
-43,-4,39,24,-41,17,97,48,34,-19,4,-14
-24,0,24,12,-24,12,87,48,34,-19,4,-14
-19,4,24,7,-21,14,87,43,34,-9,14,-9
-14,19,34,-2,-24,26,48,24,24,0,19,-9
-24,34,58,-4,-41,46,24,14,19,9,29,-9
-43,34,78,4,-61,56,19,19,9,9,39,-9
-24,29,53,-2,-39,41,4,0,0,-9,19,-19
9,19,9,-14,0,14,-24,-24,-14,-29,4,-29
14,19,4,-17,4,12,-29,-29,-29,-34,4,-29
19,9,-9,-14,14,0,-39,-43,-53,-53,-9,-34
24,9,-14,-17,19,-2,-39,-53,-58,-53,-9,-34
24,4,-19,-14,21,-7,-34,-58,-58,-53,-9,-34
9,-4,-14,-2,12,-9,-14,-53,-53,-53,-14,-48
-4,-9,-4,7,0,-7,-4,-53,-48,-53,-14,-48
-4,-9,-4,7,0,-7,9,-29,-29,-34,4,-29
-9,-9,0,9,-4,-4,19,-9,-24,-29,0,-29
-19,-14,4,17,-12,-4,19,-9,-19,-39,-9,-48
-63,-43,19,53,-41,-12,29,-14,-29,-48,-19,-48
-48,-53,-4,51,-21,-29,43,-14,-34,-58,-24,-58
-34,-63,-29,48,-2,-46,48,-14,-34,-63,-34,-68
-68,-82,-14,75,-26,-48,43,-9,-29,-68,-43,-78
-73,-82,-9,78,-31,-46,43,0,-24,-63,-39,-63
-58,-78,-19,68,-19,-48,48,-4,-29,-63,-39,-63
-43,-68,-24,56,-9,-46,53,-4,-29,-63,-39,-63
-78,-102,-24,90,-26,-63,53,0,-34,-63,-39,-63
-131,-122,9,126,-70,-56,53,0,-39,-63,-39,-68
-92,-122,-29,107,-31,-75,43,-9,-43,-73,-48,-78
-63,-122,-58,92,-2,-90,29,-14,-48,-92,-68,-87
-63,-112,-48,87,-7,-80,34,-9,-48,-92,-73,-102
-58,-102,-43,80,-7,-73,39,-9,-43,-92,-73,-102
-48,-102,-53,75,2,-78,43,-9,-43,-87,-68,-97
-48,-102,-53,75,2,-78,48,-9,-48,-87,-63,-92
-48,-97,-48,73,0,-73,43,-19,-48,-87,-68,-97
-48,-92,-43,70,-2,-68,43,-24,-48,-87,-78,-107
-48,-107,-58,78,4,-82,19,-24,-63,-92,-73,-112
-48,-126,-78,87,14,-102,34,-9,-78,-131,-107,-156
-87,-146,-58,117,-14,-102,112,68,-29,-146,-131,-175
-97,-165,-68,131,-14,-117,234,224,102,-73,-107,-175
-165,-214,-48,190,-58,-131,405,395,292,24,-78,-180
-126,-146,-19,136,-53,-82,419,444,497,366,224,58
204,219,14,-212,95,117,165,341,775,1185,1073,790
536,585,48,-561,244,317,-268,9,771,1717,1742,1429
854,732,-122,-793,488,305,-702,-312,385,1649,1830,1605
878,717,-161,-797,519,278,-951,-644,-146,990,1254,1200
483,546,63,-514,209,305,-1044,-1112,-741,39,361,492
126,341,214,-234,-43,278,-966,-1259,-1088,-668,-331,-102
-126,283,409,-78,-268,346,-883,-1263,-1210,-1029,-673,-429
-170,224,395,-26,-283,309,-761,-1068,-1054,-961,-692,-488
-39,180,219,-70,-129,200,-634,-868,-858,-756,-531,-361
0,92,92,-46,-46,92,-468,-639,-658,-575,-414,-273
48,24,-24,-36,36,0,-351,-439,-483,-448,-317,-214
29,-29,-58,0,43,-43,-253,-302,-366,-346,-248,-180
19,-43,-63,12,41,-53,-141,-209,-258,-244,-180,-136
-9,-58,-48,34,19,-53,-48,-131,-161,-165,-117,-107
-53,-63,-9,58,-21,-36,4,-58,-82,-131,-102,-92
-53,-63,-9,58,-21,-36,48,-19,-39,-97,-82,-87
-53,-73,-19,63,-17,-46,34,-19,-48,-92,-82,-102
-34,-87,-53,61,9,-70,34,-14,-58,-87,-82,-117
-43,-87,-43,65,0,-65,39,14,-43,-87,-82,-117
