I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3
-136,-253,-117,195,-9,-185,126,-204,-439,-556,-527,-380,87,39,-58
-122,-224,-102,173,-9,-163,102,-180,-390,-507,-478,-341,68,29,-48
-112,-200,-87,156,-12,-143,87,-161,-351,-458,-429,-312,63,34,-39
-107,-175,-68,141,-19,-122,82,-146,-312,-409,-380,-283,63,34,-29
-92,-151,-58,122,-17,-104,78,-126,-278,-356,-331,-253,58,34,-19
-78,-131,-53,104,-12,-92,73,-112,-239,-312,-287,-219,53,24,0
-63,-126,-63,95,0,-95,68,-92,-204,-273,-263,-190,48,14,4
-48,-117,-68,82,9,-92,63,-73,-170,-234,-229,-165,43,14,9
-29,-102,-73,65,21,-87,53,-53,-146,-200,-195,-141,39,14,14
-14,-82,-68,48,26,-75,39,-43,-126,-165,-170,-126,24,14,14
-9,-73,-63,41,26,-68,43,-43,-102,-146,-156,-107,29,14,14
-9,-68,-58,39,24,-63,39,-34,-82,-122,-131,-87,29,4,19
-9,-58,-48,34,19,-53,34,-24,-58,-97,-107,-68,24,4,19
0,-43,-43,21,21,-43,29,-14,-39,-78,-87,-48,14,9,19
0,-24,-24,12,12,-24,24,-9,-24,-58,-68,-39,14,9,24
0,-19,-19,9,9,-19,24,0,-4,-39,-48,-29,9,9,24
0,-9,-9,4,4,-9,19,4,14,-19,-24,-14,9,14,24
-9,-19,-9,14,0,-14,9,4,19,-4,-4,-9,-4,9,19
-9,-19,-9,14,0,-14,14,4,24,4,0,-4,-4,0,19
-9,-19,-9,14,0,-14,19,4,29,14,9,0,-4,-9,24
-4,-24,-19,14,7,-21,19,4,34,29,19,4,-4,-14,24
-14,-24,-9,19,-2,-17,14,9,43,48,29,14,-4,-9,24
-9,-19,-9,14,0,-14,14,14,48,53,29,14,-4,-14,19
-4,-14,-9,9,2,-12,14,24,63,58,34,24,-4,-14,14
-4,-14,-9,9,2,-12,9,24,68,63,34,24,-4,-9,9
-4,-4,0,4,-2,-2,0,29,78,82,39,29,-14,-4,14
-4,4,9,0,-7,7,-9,29,82,82,48,34,-14,0,19
0,14,14,-7,-7,14,-14,29,82,87,53,34,-19,4,19
0,19,19,-9,-9,19,-24,29,82,87,58,34,-19,9,24
0,19,19,-9,-9,19,-34,34,92,102,63,39,-19,4,34
4,24,19,-14,-7,21,-34,34,97,107,73,43,-19,4,29
9,24,14,-17,-2,19,-34,39,102,107,78,43,-19,4,29
14,29,14,-21,0,21,-43,39,107,112,82,48,-19,0,24
14,24,9,-19,2,17,-39,48,122,112,82,48,-19,9,29
14,24,9,-19,2,17,-39,53,122,117,82,53,-19,14,34
14,29,14,-21,0,21,-34,53,122,122,87,58,-19,14,39
14,29,14,-21,0,21,-34,53,122,126,87,58,-19,14,48
14,14,0,-14,7,7,-24,63,122,136,92,63,-19,14,48
14,14,0,-14,7,7,-24,63,122,136,92,68,-19,14,48
19,19,0,-19,9,9,-24,63,126,131,92,73,-19,14,48
19,24,4,-21,7,14,-24,63,126,131,92,78,-19,14,48
9,14,4,-12,2,9,-14,53,117,131,102,68,-19,24,48
9,14,4,-12,2,9,-14,53,117,131,102,73,-19,24,48
9,14,4,-12,2,9,-14,53,117,131,102,73,-19,24,48
9,14,4,-12,2,9,-14,53,117,131,102,73,-14,24,48
9,14,4,-12,2,9,-14,43,107,122,97,68,-24,19,48
9,14,4,-12,2,9,-14,43,107,122,92,63,-24,14,43
9,14,4,-12,2,9,-14,43,107,122,87,53,-29,9,39
9,19,9,-14,0,14,-14,43,107,126,82,48,-29,4,34
9,19,9,-14,0,14,-4,34,97,117,82,48,-29,9,34
9,19,9,-14,0,14,-4,34,97,117,82,48,-29,9,34
9,19,9,-14,0,14,-4,34,97,112,82,48,-29,14,39
9,19,9,-14,0,14,-4,34,97,112,82,48,-29,14,39
19,9,-9,-14,14,0,-4,43,97,112,82,53,-24,9,29
19,9,-9,-14,14,0,-4,43,97,112,82,58,-19,4,29
19,9,-9,-14,14,0,0,43,97,112,82,63,-14,0,29
19,9,-9,-14,14,0,0,43,97,112,82,68,-9,-4,29
9,4,-4,-7,7,0,0,43,97,102,82,58,0,4,29
9,0,-9,-4,9,-4,0,43,97,102,82,58,0,9,29
4,-4,-9,0,7,-7,0,43,97,102,82,58,0,9,29
4,-9,-14,2,9,-12,4,43,97,102,82,58,0,9,34
14,-4,-19,-4,17,-12,4,43,97,102,73,48,-9,9,24
14,0,-14,-7,14,-7,4,43,97,102,73,48,-9,9,24
14,4,-9,-9,12,-2,9,43,97,97,73,48,-14,9,24
14,9,-4,-12,9,2,9,43,92,97,68,48,-14,9,24
14,19,4,-17,4,12,9,43,102,107,78,43,-24,14,34
14,19,4,-17,4,12,9,43,102,107,78,43,-24,14,39
9,14,4,-12,2,9,14,43,102,107,78,43,-24,19,39
9,14,4,-12,2,9,14,43,102,107,78,43,-24,19,34
4,14,9,-9,-2,12,4,43,102,117,87,53,-14,19,34
4,14,9,-9,-2,12,4,43,102,117,82,53,-14,14,34
4,14,9,-9,-2,12,4,39,97,117,82,53,-14,14,34
4,9,4,-7,0,7,4,34,97,117,82,48,-9,14,34
4,9,4,-7,0,7,14,29,87,107,78,48,-14,19,34
4,9,4,-7,0,7,9,29,87,107,78,53,-24,19,29
4,14,9,-9,-2,12,0,34,87,107,78,53,-29,19,29
4,19,14,-12,-4,17,0,34,87,107,78,53,-29,24,29
-4,19,24,-7,-14,21,4,39,87,97,68,43,-19,14,29
-4,14,19,-4,-12,17,9,39,87,92,68,43,-24,19,29
-4,4,9,0,-7,7,14,39,92,92,68,43,-24,19,29
-4,0,4,2,-4,2,29,48,97,102,68,43,-24,19,34
0,19,19,-9,-9,19,14,53,122,131,87,53,-29,9,39
9,34,24,-21,-7,29,14,82,170,165,126,78,-43,24,63
9,53,43,-31,-17,48,14,112,229,229,175,112,-48,39,107
9,82,73,-46,-31,78,4,151,307,322,253,156,-68,53,141
24,131,107,-78,-41,119,-9,180,405,448,351,219,-87,63,170
53,200,146,-126,-46,173,-19,234,527,585,468,302,-117,63,200
102,244,141,-173,-19,192,-48,302,658,727,595,385,-151,43,224
161,273,112,-217,24,192,-63,390,785,863,712,448,-170,39,229
209,292,82,-251,63,187,-73,478,897,995,810,517,-190,29,244
253,346,92,-300,80,219,-97,541,1019,1117,922,595,-214,29,278
292,424,131,-358,80,278,-131,585,1122,1244,1039,683,-239,29,292
361,522,161,-441,100,341,-180,644,1249,1415,1205,819,-263,9,307
463,644,180,-553,141,412,-239,746,1444,1654,1420,976,-322,-9,341
566,775,209,-671,178,492,-297,873,1649,1883,1629,1117,-380,-34,375
668,873,204,-771,231,539,-366,956,1781,2039,1761,1239,-419,-73,356
795,1010,214,-902,290,612,-468,1010,1854,2171,1893,1342,-458,-146,292
946,1190,244,-1068,351,717,-605,1005,1937,2347,2088,1517,-512,-219,219
1063,1434,370,-1249,346,902,-771,917,2015,2576,2342,1742,-570,-302,131
1141,1688,546,-1415,297,1117,-932,795,2069,2825,2640,2010,-629,-385,19
1195,1888,692,-1542,251,1290,-1068,673,2098,3040,2898,2230,-673,-458,-97
1215,1966,751,-1590,231,1359,-1122,595,2078,3142,3030,2361,-673,-517,-224
1224,1976,751,-1600,236,1363,-1146,541,2049,3186,3108,2430,-663,-580,-356
1229,1956,727,-1593,251,1342,-1171,507,2049,3250,3181,2488,-644,-634,-444
1190,1878,688,-1534,251,1283,-1156,492,2030,3181,3123,2474,-610,-653,-507
1132,1698,566,-1415,283,1132,-1088,492,1903,2893,2888,2337,-531,-702,-585
1107,1464,356,-1285,375,910,-1024,478,1659,2454,2508,2122,-448,-785,-717
1068,1254,185,-1161,441,719,-966,419,1361,1976,2117,1883,-370,-844,-805
966,1073,107,-1019,429,590,-858,351,1054,1542,1771,1668,-312,-795,-785
854,888,34,-871,409,461,-727,297,751,1156,1473,1473,-253,-732,-741
746,678,-68,-712,407,305,-634,175,414,795,1180,1254,-175,-692,-741
575,453,-122,-514,348,165,-502,-4,43,429,834,956,-92,-614,-712
361,200,-161,-280,261,19,-322,-122,-248,73,414,551,-4,-468,-600
156,-29,-185,-63,170,-107,-122,-175,-429,-209,19,165,53,-302,-439
9,-141,-151,65,80,-146,9,-219,-517,-380,-219,-68,73,-175,-312
-48,-180,-131,114,41,-156,53,-204,-483,-409,-317,-161,68,-112,-234
-53,-200,-146,126,46,-173,78,-122,-356,-356,-317,-209,68,-68,-161
-43,-190,-146,117,51,-168,82,-78,-273,-297,-278,-209,48,-34,-102
-39,-165,-126,102,43,-146,78,-58,-234,-248,-239,-170,34,-4,-58
-39,-151,-112,95,36,-131,87,-14,-175,-209,-209,-165,34,14,-24
-29,-131,-102,80,36,-117,87,9,-126,-170,-185,-151,29,14,0
-29,-107,-78,68,24,-92,73,9,-122,-146,-156,-126,24,19,14
-34,-97,-63,65,14,-80,73,9,-97,-117,-141,-117,14,24,29
-29,-87,-58,58,14,-73,63,19,-78,-102,-126,-102,14,29,39
-34,-78,-43,56,4,-61,68,24,-68,-97,-117,-92,14,29,39
-34,-87,-53,61,9,-70,68,29,-58,-92,-107,-87,9,19,34
-39,-87,-48,63,4,-68,73,29,-48,-82,-92,-92,9,24,34
-48,-92,-43,70,-2,-68,78,34,-48,-73,-92,-82,9,19,24
-43,-87,-43,65,0,-65,82,34,-39,-68,-82,-82,9,19,29
-43,-87,-43,65,0,-65,82,34,-29,-58,-78,-78,9,19,29
-43,-87,-43,65,0,-65,82,48,-29,-53,-73,-78,4,24,39
-34,-92,-58,63,12,-75,73,48,-19,-53,-73,-87,14,19,43
-34,-97,-63,65,14,-80,78,43,-14,-53,-78,-82,14,14,39
-34,-102,-68,68,17,-85,78,39,-19,-58,-78,-82,14,14,34
-34,-112,-78,73,21,-95,78,34,-24,-63,-82,-82,14,9,34
-39,-107,-68,73,14,-87,68,19,-34,-63,-82,-82,14,4,24
-39,-107,-68,73,14,-87,63,19,-34,-58,-82,-82,14,0,19
-43,-107,-63,75,9,-85,63,14,-34,-58,-82,-82,14,-4,19
-43,-112,-68,78,12,-90,58,14,-34,-53,-78,-82,14,-9,19
-39,-97,-58,68,9,-78,39,4,-29,-48,-68,-73,14,-19,19
-34,-92,-58,63,12,-75,34,4,-29,-48,-68,-68,14,-19,14
-29,-87,-58,58,14,-73,24,4,-29,-53,-68,-63,14,-24,4
-24,-78,-53,51,14,-65,19,4,-29,-53,-68,-58,14,-24,0
-34,-73,-39,53,2,-56,9,0,-39,-63,-78,-63,19,-14,-9
-34,-73,-39,53,2,-56,4,-4,-43,-63,-78,-68,24,-14,-9
-34,-73,-39,53,2,-56,0,-9,-48,-63,-78,-73,29,-14,-9
-39,-73,-34,56,-2,-53,-4,-14,-53,-63,-78,-82,34,-14,-9
-48,-63,-14,56,-17,-39,4,-29,-53,-73,-87,-87,24,-9,-9
-48,-58,-9,53,-19,-34,4,-29,-53,-73,-92,-92,24,-4,-9
-48,-58,-9,53,-19,-34,4,-29,-58,-73,-92,-92,24,4,-9
-48,-53,-4,51,-21,-29,4,-34,-58,-73,-97,-87,24,9,-9
-63,-58,4,61,-34,-26,4,-34,-63,-73,-102,-97,14,14,0
-63,-58,4,61,-34,-26,4,-34,-63,-73,-102,-97,14,19,0
-68,-63,4,65,-36,-29,4,-29,-63,-78,-102,-92,14,24,4
-68,-63,4,65,-36,-29,4,-29,-63,-78,-102,-92,19,29,4
-68,-73,-4,70,-31,-39,9,-24,-63,-82,-112,-82,29,29,19
-68,-73,-4,70,-31,-39,14,-29,-63,-87,-112,-82,29,34,19
-68,-73,-4,70,-31,-39,19,-29,-63,-92,-117,-92,29,34,19
-63,-73,-9,68,-26,-41,24,-29,-63,-102,-117,-92,29,34,19
-73,-73,0,73,-36,-36,24,-29,-63,-92,-107,-97,24,39,29
-73,-73,0,73,-36,-36,24,-29,-68,-97,-107,-97,24,39,29
-73,-73,0,73,-36,-36,24,-29,-68,-97,-107,-97,24,39,29
-78,-73,4,75,-41,-34,24,-24,-68,-97,-107,-97,24,43,39
-78,-63,14,70,-46,-24,39,-29,-63,-97,-112,-97,24,48,43
-78,-63,14,70,-46,-24,39,-24,-63,-97,-112,-102,24,53,48
-78,-63,14,70,-46,-24,39,-24,-63,-97,-117,-102,24,58,53
-78,-63,14,70,-46,-24,39,-24,-63,-97,-117,-102,24,68,58
-87,-63,24,75,-56,-19,53,-24,-63,-97,-112,-102,24,68,63
-87,-63,24,75,-56,-19,53,-24,-58,-102,-117,-102,24,68,63
-87,-63,24,75,-56,-19,58,-19,-58,-102,-117,-107,24,68,63
-87,-63,24,75,-56,-19,58,-19,-58,-97,-117,-107,24,68,68
-87,-43,43,65,-65,0,68,-9,-58,-97,-117,-107,14,73,78
-87,-53,34,70,-61,-9,68,-4,-58,-102,-117,-107,14,78,78
-87,-53,34,70,-61,-9,68,-4,-63,-102,-117,-107,14,78,82
-87,-53,34,70,-61,-9,68,-4,-63,-107,-122,-112,14,78,82
-87,-58,29,73,-58,-14,73,9,-63,-117,-126,-122,14,82,82
-87,-53,34,70,-61,-9,73,9,-63,-117,-136,-126,14,82,82
-87,-53,34,70,-61,-9,73,9,-63,-117,-141,-131,14,87,87
-87,-53,34,70,-61,-9,78,14,-63,-126,-151,-136,14,87,87
-82,-53,29,68,-56,-12,68,24,-53,-122,-141,-126,14,78,92
-78,-53,24,65,-51,-14,68,24,-53,-122,-141,-126,14,78,92
-73,-53,19,63,-46,-17,68,24,-58,-117,-151,-126,9,78,92
-73,-58,14,65,-43,-21,78,29,-58,-117,-156,-131,9,78,92
-73,-58,14,65,-43,-21,87,39,-58,-131,-161,-122,9,82,92
-73,-68,4,70,-39,-31,87,43,-58,-136,-165,-131,9,82,92
-73,-78,-4,75,-34,-41,92,43,-63,-146,-170,-136,9,82,92
-73,-78,-4,75,-34,-41,92,43,-68,-151,-185,-141,9,82,92
-78,-82,-4,80,-36,-43,97,48,-68,-156,-185,-156,19,73,97
-78,-87,-9,82,-34,-48,102,53,-73,-161,-190,-161,19,73,102
-78,-92,-14,85,-31,-53,112,58,-73,-170,-200,-161,19,73,107
-78,-102,-24,90,-26,-63,122,68,-78,-180,-204,-165,19,73,117
-68,-112,-43,90,-12,-78,112,63,-82,-195,-214,-190,14,63,102
-68,-117,-48,92,-9,-82,112,68,-92,-209,-234,-200,14,63,97
-73,-122,-48,97,-12,-85,112,68,-102,-214,-244,-209,14,63,92
-78,-126,-48,102,-14,-87,112,63,-117,-229,-258,-224,14,68,87
-78,-141,-63,109,-7,-102,112,53,-126,-253,-273,-234,19,63,82
-82,-141,-58,112,-12,-100,107,43,-141,-273,-292,-239,24,58,82
-87,-146,-58,117,-14,-102,102,39,-156,-287,-307,-248,29,53,78
-87,-151,-63,119,-12,-107,102,29,-175,-302,-317,-253,39,48,68
-97,-161,-63,129,-17,-112,102,14,-195,-326,-336,-268,48,48,48
-102,-175,-73,139,-14,-124,107,4,-219,-351,-361,-283,48,48,43
-112,-185,-73,148,-19,-129,107,0,-244,-375,-390,-302,53,53,43
-131,-200,-68,165,-31,-134,112,-4,-263,-405,-414,-331,53,53,39
-136,-214,-78,175,-29,-146,112,-14,-292,-444,-439,-346,63,53,29
-146,-214,-68,180,-39,-141,107,-39,-317,-483,-468,-361,73,48,24
-151,-229,-78,190,-36,-153,102,-58,-346,-512,-497,-375,73,43,19
-156,-239,-82,197,-36,-161,102,-73,-375,-541,-527,-390,73,39,14
-175,-258,-82,217,-46,-170,107,-97,-419,-585,-566,-409,92,43,4
-185,-263,-78,224,-53,-170,107,-122,-453,-619,-595,-424,97,43,-4
-200,-283,-82,241,-58,-183,112,-146,-502,-653,-629,-448,97,43,-19
-214,-287,-73,251,-70,-180,122,-170,-541,-697,-668,-473,102,48,-39
-234,-297,-63,265,-85,-180,131,-190,-580,-736,-697,-507,112,58,-48
-244,-297,-53,270,-95,-175,136,-209,-614,-775,-732,-527,122,63,-53
-258,-312,-53,285,-102,-183,141,-234,-653,-819,-775,-561,131,63,-58
-263,-322,-58,292,-102,-190,141,-258,-692,-873,-819,-590,141,63,-63
-273,-336,-63,305,-104,-200,136,-283,-741,-927,-854,-610,146,68,-68
-283,-356,-73,319,-104,-214,146,-307,-780,-971,-893,-639,151,68,-73
-292,-366,-73,329,-109,-219,151,-331,-819,-1019,-932,-668,161,73,-82
-302,-375,-73,339,-114,-224,156,-361,-868,-1058,-980,-692,175,78,-92
-322,-390,-68,356,-126,-229,165,-375,-902,-1088,-1015,-707,180,92,-92
-341,-405,-63,373,-139,-234,175,-400,-932,-1137,-1044,-736,185,102,-97
-346,-414,-68,380,-139,-241,180,-419,-966,-1180,-1088,-761,200,102,-92
-356,-434,-78,395,-139,-256,190,-439,-1000,-1220,-1122,-785,204,97,-97
-366,-448,-82,407,-141,-265,204,-458,-1019,-1244,-1151,-814,204,112,-97
-375,-468,-92,422,-141,-280,219,-473,-1054,-1288,-1185,-839,209,122,-97
-385,-488,-102,436,-141,-295,229,-483,-1078,-1332,-1220,-863,219,126,-107
-395,-507,-112,451,-141,-309,239,-507,-1107,-1381,-1254,-888,224,131,-107
-390,-517,-126,453,-131,-322,253,-507,-1122,-1400,-1268,-897,219,131,-102
-400,-527,-126,463,-136,-326,253,-517,-1141,-1420,-1283,-912,224,136,-107
-400,-536,-136,468,-131,-336,263,-527,-1156,-1424,-1293,-922,234,136,-102
-405,-541,-136,473,-134,-339,263,-531,-1161,-1429,-1307,-927,234,136,-102
-395,-546,-151,470,-122,-348,258,-531,-1161,-1434,-1307,-932,224,122,-97
-390,-546,-156,468,-117,-351,258,-527,-1156,-1439,-1312,-932,224,122,-102
-385,-546,-161,466,-112,-353,258,-527,-1156,-1429,-1307,-927,229,122,-102
-380,-546,-165,463,-107,-356,263,-522,-1141,-1420,-1293,-932,224,122,-107
-375,-536,-161,456,-107,-348,253,-517,-1117,-1390,-1268,-912,219,126,-102
-351,-527,-175,439,-87,-351,253,-507,-1098,-1346,-1239,-893,214,122,-97
-341,-517,-175,429,-82,-346,253,-478,-1054,-1312,-1215,-878,204,117,-87
-326,-497,-170,412,-78,-334,253,-453,-1015,-1273,-1185,-854,190,117,-82
-302,-483,-180,392,-61,-331,234,-424,-980,-1234,-1146,-814,190,122,-78
-292,-473,-180,383,-56,-326,229,-405,-936,-1185,-1107,-795,185,117,-68
-283,-458,-175,370,-53,-317,224,-390,-893,-1137,-1058,-761,180,117,-58
-273,-439,-165,356,-53,-302,219,-366,-844,-1078,-1005,-741,170,112,-53
-248,-419,-170,334,-39,-295,204,-326,-795,-1015,-956,-702,161,97,-39
-229,-400,-170,314,-29,-285,200,-302,-741,-956,-907,-663,146,92,-29
-214,-380,-165,297,-24,-273,195,-278,-678,-893,-849,-614,136,92,-24
-200,-361,-161,280,-19,-261,185,-253,-619,-829,-790,-570,122,87,-14
-180,-326,-146,253,-17,-236,170,-214,-566,-761,-732,-522,107,73,-14
-161,-302,-141,231,-9,-222,156,-200,-517,-707,-678,-483,97,68,-9
-141,-273,-131,207,-4,-202,141,-175,-458,-634,-614,-448,87,63,-4
-122,-248,-126,185,2,-187,126,-146,-405,-575,-551,-405,78,58,0
-107,-239,-131,173,12,-185,107,-136,-366,-522,-512,-380,68,39,0
-97,-219,-122,158,12,-170,97,-117,-322,-463,-458,-346,63,34,0
-82,-195,-112,139,14,-153,87,-97,-273,-409,-409,-312,58,34,0
-73,-175,-102,124,14,-139,73,-78,-229,-356,-361,-283,58,24,0
-63,-156,-92,109,14,-124,63,-73,-195,-307,-322,-258,58,29,-4
-48,-141,-92,95,21,-117,53,-53,-161,-273,-278,-229,48,24,4
-39,-126,-87,82,24,-107,43,-39,-136,-229,-244,-200,39,19,4
-24,-107,-82,65,29,-95,34,-24,-107,-200,-204,-161,39,14,4
-19,-107,-87,63,34,-97,34,-14,-92,-165,-180,-146,34,9,0
-14,-102,-87,58,36,-95,24,-4,-68,-131,-151,-126,34,0,0
-14,-97,-82,56,34,-90,19,-4,-53,-102,-126,-112,29,-9,-4
-14,-92,-78,53,31,-85,9,4,-39,-82,-102,-97,24,-19,-9
-4,-97,-92,51,43,-95,-4,9,-29,-58,-87,-82,29,-14,-19
4,-92,-97,43,51,-95,-9,14,-9,-43,-73,-68,24,-19,-19
9,-87,-97,39,53,-92,-9,14,0,-34,-53,-53,19,-19,-14
14,-87,-102,36,58,-95,-9,14,14,-29,-39,-43,19,-24,-14
9,-87,-97,39,53,-92,-4,14,29,-9,-39,-39,19,-14,-14
19,-82,-102,31,61,-92,-9,14,29,4,-19,-34,19,-14,-14
14,-78,-92,31,53,-85,-24,14,34,24,-9,-24,19,-14,-14
9,-78,-87,34,48,-82,-29,9,43,39,0,-19,19,-14,-14
0,-68,-68,34,34,-68,-29,4,34,48,4,-19,14,-24,-4
0,-63,-63,31,31,-63,-24,9,43,58,14,-9,9,-29,-4
4,-58,-63,26,34,-61,-24,9,53,63,29,0,9,-29,-4
4,-43,-48,19,26,-46,-19,9,63,63,39,9,9,-29,-4
4,-39,-43,17,24,-41,-19,14,58,73,34,4,19,-24,-4
4,-39,-43,17,24,-41,-19,14,63,82,34,4,14,-24,0
4,-39,-43,17,24,-41,-24,19,73,82,39,14,14,-24,0
4,-39,-43,17,24,-41,-24,19,78,82,43,19,9,-19,0
14,-29,-43,7,29,-36,-24,14,73,82,48,34,4,-24,4
14,-24,-39,4,26,-31,-24,14,78,92,58,34,0,-24,4
14,-14,-29,0,21,-21,-24,14,78,97,63,39,-4,-24,4
14,-9,-24,-2,19,-17,-24,14,82,102,73,43,-14,-24,4
14,-14,-29,0,21,-21,-24,19,97,97,73,48,-4,-14,9
14,-14,-29,0,21,-21,-19,24,102,102,73,48,-4,-9,9
14,-9,-24,-2,19,-17,-14,34,102,107,78,48,-4,-9,14
19,-9,-29,-4,24,-19,-9,39,102,107,78,53,-4,-9,14
9,-4,-14,-2,12,-9,0,48,107,112,82,63,-9,0,19
14,0,-14,-7,14,-7,0,48,112,122,92,63,-14,0,24
14,14,0,-14,7,7,0,48,122,126,97,68,-19,4,29
14,19,4,-17,4,12,0,53,126,126,102,68,-24,4,39
24,9,-14,-17,19,-2,4,68,126,131,112,58,-19,4,34
24,9,-14,-17,19,-2,9,68,136,136,112,58,-19,9,34
19,9,-9,-14,14,0,14,73,136,141,112,63,-19,9,39
19,9,-9,-14,14,0,19,73,131,146,112,63,-19,9,39
19,9,-9,-14,14,0,14,73,131,141,112,63,-29,19,48
19,9,-9,-14,14,0,19,73,131,146,112,63,-29,19,48
19,9,-9,-14,14,0,19,73,136,146,107,63,-29,19,48
19,14,-4,-17,12,4,19,73,136,151,107,63,-29,19,48
24,9,-14,-17,19,-2,24,73,126,141,97,58,-24,24,63
24,9,-14,-17,19,-2,29,78,126,136,97,58,-24,24,68
24,9,-14,-17,19,-2,29,78,126,131,97,58,-24,24,68
24,14,-9,-19,17,2,29,78,126,126,97,58,-24,24,68
19,24,4,-21,7,14,19,78,136,126,97,63,-24,24,58
14,19,4,-17,4,12,19,82,136,131,97,63,-24,24,58
9,14,4,-12,2,9,24,82,136,136,97,63,-24,24,58
4,9,4,-7,0,7,24,82,136,141,97,63,-24,24,58
14,24,9,-19,2,17,14,78,126,131,97,63,-34,24,58
14,29,14,-21,0,21,14,78,126,131,97,63,-34,24,58
14,29,14,-21,0,21,14,78,126,136,87,58,-34,24,58
14,29,14,-21,0,21,14,73,126,141,78,53,-34,24,58
14,24,9,-19,2,17,4,73,126,131,73,58,-34,24,48
14,24,9,-19,2,17,0,73,126,131,78,53,-34,24,48
14,24,9,-19,2,17,0,73,122,131,82,53,-34,24,48
14,24,9,-19,2,17,0,68,112,136,82,58,-34,29,53
14,14,0,-14,7,7,0,53,112,122,73,58,-24,14,48
14,14,0,-14,7,7,0,53,107,117,73,53,-19,9,34
14,14,0,-14,7,7,-4,53,102,112,68,43,-19,9,29
14,4,-9,-9,12,-2,-9,53,97,107,63,39,-19,4,19
4,-9,-14,2,9,-12,-9,43,92,92,63,29,-9,-4,9
9,-9,-19,0,14,-14,-19,39,87,87,58,39,-9,-9,9
9,-19,-29,4,19,-24,-29,34,82,78,58,29,-9,-9,0
9,-19,-29,4,19,-24,-29,29,78,78,58,29,-9,-9,0
9,-19,-29,4,19,-24,-29,24,73,78,58,29,-9,-9,0
9,-19,-29,4,19,-24,-29,19,68,78,58,29,-9,-9,0
9,-14,-24,2,17,-19,-29,14,58,73,53,19,-9,-19,-9
4,-14,-19,4,12,-17,-39,14,58,68,48,19,-4,-14,-9
-4,-14,-9,9,2,-12,-39,9,58,63,43,19,4,-14,-9
-4,-14,-9,9,2,-12,-39,9,53,63,39,19,9,-14,-9
4,-9,-14,2,9,-12,-39,-4,48,58,39,24,9,-14,-4
4,-19,-24,7,14,-21,-39,-4,48,58,29,24,9,-24,-4
4,-24,-29,9,17,-26,-39,-4,48,58,29,19,9,-24,-4
9,-24,-34,7,21,-29,-43,-4,39,53,29,14,9,-24,-4
9,-34,-43,12,26,-39,-34,-4,43,53,29,0,0,-4,-14
9,-34,-43,12,26,-39,-24,-14,43,48,19,0,9,-4,-14
4,-39,-43,17,24,-41,-24,-14,39,48,19,0,14,-14,-9
0,-39,-39,19,19,-39,-24,-14,39,48,19,0,14,-14,-9
-4,-43,-39,24,17,-41,-19,-9,34,48,19,0,14,4,-4
-9,-34,-24,21,7,-29,-14,-9,34,48,19,0,14,9,4
-14,-39,-24,26,4,-31,-4,-4,39,48,19,0,9,14,9
-19,-39,-19,29,0,-29,0,-4,43,48,24,4,9,24,14
-29,-39,-9,34,-9,-24,9,-4,43,53,29,4,4,34,14
-29,-39,-9,34,-9,-24,14,-4,43,53,29,4,4,29,19
-29,-39,-9,34,-9,-24,19,-4,43,53,34,4,4,24,29
-24,-43,-19,34,-2,-31,19,-4,43,58,39,4,4,24,34
-34,-43,-9,39,-12,-26,24,0,58,73,39,4,-4,29,39
-29,-39,-9,34,-9,-24,24,4,58,73,39,4,-4,24,39
-24,-34,-9,29,-7,-21,24,14,68,73,43,14,-4,24,39
-24,-34,-9,29,-7,-21,19,14,68,73,43,14,-4,29,39
-24,-39,-14,31,-4,-26,29,29,68,82,43,9,-4,29,48
-24,-34,-9,29,-7,-21,29,29,73,82,48,14,-4,29,48
-19,-29,-9,24,-4,-19,34,29,73,87,48,14,-9,29,43
-19,-29,-9,24,-4,-19,34,29,73,87,48,14,-9,29,43
-19,-24,-4,21,-7,-14,34,34,87,87,58,24,-9,24,43
-14,-24,-9,19,-2,-17,34,34,87,87,63,24,-9,24,39
-9,-29,-19,19,4,-24,34,39,87,82,63,19,-9,24,39
-4,-29,-24,17,9,-26,24,39,87,82,63,19,-9,19,34
4,-34,-39,14,21,-36,34,48,92,82,63,19,-9,9,43
4,-34,-39,14,21,-36,29,53,92,87,63,24,-9,14,43
4,-29,-34,12,19,-31,29,53,92,92,68,29,-9,14,43
4,-29,-34,12,19,-31,24,53,92,97,68,29,-9,14,48
14,-24,-39,4,26,-31,14,43,82,97,63,29,-9,14,43
14,-24,-39,4,26,-31,14,43,82,97,63,29,-9,14,39
19,-19,-39,0,29,-29,14,43,87,92,63,29,-9,14,34
19,-14,-34,-2,26,-24,14,43,87,92,63,29,-9,14,29
9,-24,-34,7,21,-29,4,43,87,102,63,29,0,4,19
9,-24,-34,7,21,-29,4,43,87,102,63,34,0,4,19
9,-24,-34,7,21,-29,4,43,87,102,63,34,0,4,19
9,-24,-34,7,21,-29,4,43,87,102,63,34,4,4,19
9,-24,-34,7,21,-29,0,39,78,92,63,34,4,0,19
9,-24,-34,7,21,-29,-4,34,78,92,63,34,4,-4,14
9,-24,-34,7,21,-29,-9,29,78,92,63,29,0,-9,9
9,-19,-29,4,19,-24,-14,24,78,97,63,29,0,-14,4
9,-29,-39,9,24,-34,-14,24,68,87,53,29,9,-14,0
