I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, X, Y, Z
141,82,-58,-112,100,12,102,492,878,927,907,551,536,43,-317
131,87,-43,-109,87,21,82,434,790,824,810,488,478,48,-283
117,92,-24,-104,70,34,63,385,692,722,697,429,419,48,-244
112,92,-19,-102,65,36,43,307,575,610,575,366,356,48,-200
92,87,-4,-90,48,41,29,244,458,468,448,287,278,53,-170
78,82,4,-80,36,43,24,190,366,361,346,219,219,53,-141
53,73,19,-63,17,46,19,141,283,268,263,165,161,48,-112
39,63,24,-51,7,43,19,112,200,190,185,117,102,34,-92
19,48,29,-34,-4,39,19,68,126,107,102,68,53,24,-68
0,29,29,-14,-14,29,14,43,73,48,43,29,9,19,-58
-9,19,29,-4,-19,24,19,29,43,14,9,-9,-14,9,-43
-19,4,24,7,-21,14,19,19,14,-19,-29,-29,-34,9,-29
-24,0,24,12,-24,12,19,4,-19,-53,-63,-39,-53,9,-19
-24,0,24,12,-24,12,24,-4,-39,-73,-82,-58,-68,4,-9
-34,-14,19,24,-26,2,24,-4,-53,-82,-87,-73,-78,0,-14
-43,-19,24,31,-34,2,24,-4,-63,-92,-97,-78,-87,-4,-9
-48,-19,29,34,-39,4,24,-9,-73,-112,-112,-87,-87,-9,-9
-48,-24,24,36,-36,0,24,-9,-78,-122,-122,-92,-92,-14,-4
-48,-29,19,39,-34,-4,24,-19,-78,-122,-126,-97,-97,-14,-4
-43,-34,9,39,-26,-12,24,-24,-82,-126,-131,-102,-102,-19,-4
-43,-34,9,39,-26,-12,24,-24,-92,-131,-136,-107,-102,-19,0
-48,-39,9,43,-29,-14,24,-24,-97,-131,-141,-112,-102,-19,0
-48,-39,9,43,-29,-14,24,-29,-102,-131,-146,-112,-112,-19,0
-48,-43,4,46,-26,-19,24,-29,-107,-136,-146,-112,-117,-24,4
-48,-48,0,48,-24,-24,24,-29,-107,-136,-146,-117,-117,-19,4
-48,-48,0,48,-24,-24,24,-34,-112,-141,-146,-117,-117,-14,9
-48,-39,9,43,-29,-14,24,-34,-112,-141,-146,-117,-112,-14,9
-48,-34,14,41,-31,-9,24,-34,-117,-146,-146,-117,-107,-14,9
-43,-34,9,39,-26,-12,24,-34,-117,-146,-151,-117,-107,-14,9
-43,-34,9,39,-26,-12,24,-34,-117,-146,-151,-117,-112,-14,9
-53,-43,9,48,-31,-17,24,-34,-117,-146,-151,-122,-112,-19,9
-53,-48,4,51,-29,-21,24,-34,-117,-146,-151,-122,-112,-24,9
-53,-53,0,53,-26,-26,24,-34,-117,-146,-151,-122,-112,-29,9
-53,-58,-4,56,-24,-31,24,-34,-117,-146,-151,-122,-112,-29,9
-58,-58,0,58,-29,-29,24,-34,-117,-146,-151,-122,-117,-29,9
-63,-58,4,61,-34,-26,24,-34,-117,-146,-151,-122,-122,-29,9
-63,-53,9,58,-36,-21,24,-29,-117,-146,-151,-122,-122,-29,9
-63,-48,14,56,-39,-17,29,-29,-117,-146,-151,-122,-122,-29,9
-63,-53,9,58,-36,-21,29,-29,-122,-141,-151,-122,-117,-34,9
-63,-53,9,58,-36,-21,29,-29,-122,-141,-151,-122,-112,-39,4
-58,-53,4,56,-31,-24,24,-24,-117,-136,-151,-122,-112,-39,4
-53,-48,4,51,-29,-21,24,-24,-112,-136,-151,-117,-112,-39,4
-58,-48,9,53,-34,-19,24,-24,-112,-141,-151,-117,-117,-34,4
-58,-48,9,53,-34,-19,19,-24,-107,-141,-146,-117,-117,-29,4
-58,-48,9,53,-34,-19,19,-24,-107,-136,-141,-117,-117,-24,4
-58,-48,9,53,-34,-19,19,-24,-102,-131,-141,-112,-112,-24,4
-63,-48,14,56,-39,-17,19,-29,-97,-126,-131,-112,-107,-24,4
-63,-43,19,53,-41,-12,14,-29,-92,-126,-122,-107,-107,-29,4
-58,-43,14,51,-36,-14,14,-29,-92,-122,-122,-107,-107,-29,0
-58,-43,14,51,-36,-14,14,-29,-87,-122,-117,-107,-107,-24,0
-58,-43,14,51,-36,-14,19,-29,-78,-112,-122,-102,-102,-24,0
-58,-43,14,51,-36,-14,24,-29,-78,-112,-122,-102,-102,-24,0
-53,-43,9,48,-31,-17,19,-29,-78,-112,-117,-97,-97,-24,0
-53,-43,9,48,-31,-17,19,-29,-78,-112,-112,-97,-92,-24,0
-53,-43,9,48,-31,-17,19,-29,-78,-107,-107,-92,-87,-19,0
-58,-39,19,48,-39,-9,14,-29,-73,-107,-97,-92,-82,-19,0
-53,-39,14,46,-34,-12,14,-24,-73,-107,-97,-87,-82,-19,0
-43,-39,4,41,-24,-17,14,-24,-73,-102,-97,-87,-78,-19,-4
-43,-39,4,41,-24,-17,14,-29,-73,-97,-92,-87,-78,-19,-4
-43,-39,4,41,-24,-17,14,-29,-73,-92,-92,-87,-78,-24,-4
-39,-39,0,39,-19,-19,14,-29,-73,-92,-92,-87,-78,-24,-4
-39,-34,4,36,-21,-14,14,-29,-68,-92,-92,-82,-78,-19,0
-39,-34,4,36,-21,-14,14,-29,-68,-92,-97,-82,-82,-19,0
-43,-34,9,39,-26,-12,14,-29,-68,-92,-97,-82,-87,-19,0
-48,-34,14,41,-31,-9,14,-29,-68,-92,-97,-82,-82,-19,0
-53,-39,14,46,-34,-12,14,-29,-68,-92,-97,-87,-82,-19,0
-53,-43,9,48,-31,-17,9,-24,-68,-92,-97,-87,-82,-24,0
-53,-43,9,48,-31,-17,4,-19,-73,-97,-97,-87,-82,-24,4
-48,-43,4,46,-26,-19,4,-19,-73,-97,-97,-87,-82,-19,4
-43,-43,0,43,-21,-21,4,-19,-73,-97,-102,-87,-82,-19,4
-43,-39,4,41,-24,-17,4,-19,-68,-97,-102,-87,-82,-19,0
-48,-39,9,43,-29,-14,4,-19,-68,-102,-107,-87,-87,-19,0
-48,-39,9,43,-29,-14,4,-19,-73,-102,-107,-87,-87,-19,0
-48,-39,9,43,-29,-14,9,-19,-78,-107,-107,-87,-87,-19,0
-53,-39,14,46,-34,-12,9,-19,-78,-107,-107,-87,-87,-19,0
-58,-39,19,48,-39,-9,9,-19,-78,-107,-107,-87,-87,-19,0
-58,-43,14,51,-36,-14,9,-19,-78,-107,-112,-87,-87,-24,0
-53,-39,14,46,-34,-12,4,-19,-78,-107,-112,-87,-87,-19,0
-53,-34,19,43,-36,-7,4,-24,-82,-107,-117,-92,-92,-19,-4
-43,-24,19,34,-31,-2,14,-24,-73,-97,-112,-92,-92,-14,-9
-39,-4,34,21,-36,14,43,-4,-63,-87,-102,-87,-92,4,-24
-24,14,39,4,-31,26,73,14,-48,-73,-87,-78,-92,29,-43
-19,29,48,-4,-34,39,122,39,-29,-63,-78,-68,-97,43,-58
-9,48,58,-19,-34,53,136,48,-19,-53,-68,-68,-102,53,-78
-9,63,73,-26,-41,68,141,63,-4,-43,-63,-63,-107,63,-87
4,78,73,-41,-34,75,126,68,14,-34,-53,-58,-107,73,-102
14,102,87,-58,-36,95,107,78,34,-19,-43,-48,-107,92,-131
24,122,97,-73,-36,109,92,78,53,-9,-34,-43,-102,102,-146
34,131,97,-82,-31,114,19,14,39,-24,-39,-43,-97,102,-122
39,141,102,-90,-31,122,-73,-87,0,-48,-48,-43,-92,107,-68
43,141,97,-92,-26,119,-136,-117,-19,-58,-63,-48,-82,107,-34
48,131,82,-90,-17,107,-161,-136,-39,-73,-73,-48,-78,102,-4
48,131,82,-90,-17,107,-170,-136,-48,-73,-73,-48,-73,107,9
48,126,78,-87,-14,102,-170,-136,-53,-73,-78,-48,-58,112,19
43,112,68,-78,-12,90,-170,-151,-73,-87,-87,-53,-58,97,43
43,97,53,-70,-4,75,-180,-161,-102,-102,-97,-58,-48,87,68
48,82,34,-65,7,58,-185,-165,-107,-112,-107,-58,-29,82,92
48,73,24,-61,12,48,-180,-165,-107,-112,-107,-58,-19,82,102
48,63,14,-56,17,39,-151,-146,-102,-112,-107,-53,-19,73,92
29,39,9,-34,9,24,-107,-122,-102,-112,-112,-58,-39,58,82
0,19,19,-9,-9,19,-68,-97,-112,-122,-122,-78,-63,48,58
-24,0,24,12,-24,12,-39,-78,-117,-126,-126,-82,-78,39,48
-43,-9,34,26,-39,12,-24,-78,-117,-131,-131,-87,-87,39,39
-53,-14,39,34,-46,12,-9,-68,-117,-136,-131,-87,-92,29,29
-73,-24,48,48,-61,12,4,-53,-112,-136,-131,-102,-102,29,19
-78,-39,39,58,-58,0,24,-39,-112,-136,-131,-107,-107,19,9
-87,-68,19,78,-53,-24,39,-29,-112,-136,-141,-117,-117,-14,4
-87,-82,4,85,-46,-39,53,-24,-112,-141,-146,-122,-126,-39,0
-87,-82,4,85,-46,-39,53,-24,-112,-146,-146,-131,-126,-53,4
-92,-82,9,87,-51,-36,53,-19,-117,-146,-151,-136,-126,-58,4
-97,-92,4,95,-51,-43,58,-19,-122,-146,-156,-136,-126,-58,4
-97,-97,0,97,-48,-48,63,-14,-122,-146,-161,-136,-131,-58,0
-102,-97,4,100,-53,-46,63,-9,-122,-146,-161,-136,-131,-58,4
-102,-97,4,100,-53,-46,63,-9,-117,-141,-161,-136,-131,-58,4
-102,-97,4,100,-53,-46,68,-9,-112,-141,-146,-131,-126,-53,-4
-117,-87,29,102,-73,-29,82,0,-87,-126,-136,-131,-131,-48,-19
-141,-87,53,114,-97,-17,78,-24,-82,-131,-146,-161,-161,-39,-39
-175,-82,92,129,-134,4,146,53,0,-87,-136,-195,-204,-34,-117
-234,-63,170,148,-202,53,409,375,287,87,-48,-229,-253,-9,-366
-224,0,224,112,-224,112,634,756,697,380,170,-180,-195,29,-634
-161,48,209,56,-185,129,805,1127,1161,722,424,-102,-68,48,-888
-24,161,185,-68,-104,173,712,1176,1415,946,619,24,102,82,-951
161,390,229,-275,-34,309,439,805,1180,878,629,190,224,209,-790
346,614,268,-480,39,441,-107,-87,356,395,380,302,268,356,-283
575,829,253,-702,161,541,-966,-1415,-966,-400,-82,414,297,527,595
917,912,-4,-915,461,453,-1864,-2420,-1932,-936,-312,673,580,546,1488
1298,1117,-180,-1207,739,468,-2879,-3303,-2659,-1376,-512,927,941,629,2318
1586,1234,-351,-1410,968,441,-3494,-3772,-2947,-1571,-624,1078,1176,673,2742
1527,717,-810,-1122,1168,-46,-2913,-3006,-2269,-1049,-209,1161,1366,273,2337
1263,375,-888,-819,1076,-256,-2205,-2249,-1517,-556,92,1019,1220,73,1800
873,209,-663,-541,768,-226,-1527,-1644,-1298,-761,-385,488,668,58,1400
561,68,-492,-314,527,-212,-1024,-1180,-1102,-829,-605,136,283,43,1083
351,19,-331,-185,341,-156,-722,-854,-819,-658,-497,9,117,34,780
161,-39,-200,-61,180,-119,-424,-522,-570,-492,-400,-92,-19,0,502
34,-68,-102,17,68,-85,-156,-209,-287,-268,-244,-92,-43,-29,244
-48,-102,-53,75,2,-78,19,-19,-112,-122,-136,-97,-73,-48,68
-92,-107,-14,100,-39,-61,73,34,-58,-97,-102,-97,-87,-53,4
-102,-107,-4,104,-48,-56,102,68,-43,-87,-92,-97,-97,-58,-29
-112,-107,4,109,-58,-51,136,97,-29,-82,-92,-112,-97,-58,-48
-117,-112,4,114,-61,-53,165,126,-4,-63,-87,-126,-107,-63,-73
-136,-117,19,126,-78,-48,170,126,0,-58,-87,-126,-122,-63,-73
-141,-117,24,129,-82,-46,170,126,0,-63,-92,-131,-126,-63,-78
-141,-122,19,131,-80,-51,170,131,0,-63,-92,-131,-126,-63,-82
-141,-126,14,134,-78,-56,180,141,4,-58,-92,-131,-126,-68,-87
-146,-126,19,136,-82,-53,190,141,4,-53,-87,-136,-126,-68,-87
-146,-126,19,136,-82,-53,190,141,9,-53,-87,-136,-131,-68,-87
-136,-122,14,129,-75,-53,190,146,9,-53,-87,-136,-131,-68,-87
-131,-117,14,124,-73,-51,190,146,9,-53,-87,-136,-131,-68,-87
-136,-117,19,126,-78,-48,195,146,9,-53,-82,-136,-131,-68,-92
-136,-122,14,129,-75,-53,195,151,9,-53,-82,-136,-131,-68,-92
-136,-122,14,129,-75,-53,200,151,14,-48,-82,-136,-131,-73,-92
-136,-122,14,129,-75,-53,204,151,14,-48,-82,-136,-131,-73,-97
-136,-122,14,129,-75,-53,204,151,14,-48,-82,-136,-136,-73,-97
-136,-122,14,129,-75,-53,204,156,19,-43,-82,-136,-136,-73,-97
-141,-126,14,134,-78,-56,209,156,19,-43,-82,-136,-136,-73,-102
-141,-126,14,134,-78,-56,209,161,19,-43,-78,-136,-136,-73,-102
-141,-122,19,131,-80,-51,209,161,19,-39,-78,-136,-136,-73,-102
-141,-122,19,131,-80,-51,209,165,24,-39,-73,-136,-136,-73,-107
-141,-126,14,134,-78,-56,209,170,29,-34,-73,-141,-136,-73,-107
-141,-126,14,134,-78,-56,209,170,29,-34,-73,-141,-136,-78,-107
-141,-126,14,134,-78,-56,214,175,34,-34,-68,-136,-136,-78,-107
-141,-126,14,134,-78,-56,214,175,34,-24,-63,-126,-136,-78,-112
-141,-126,14,134,-78,-56,214,180,39,-19,-58,-126,-131,-78,-112
-141,-122,19,131,-80,-51,219,185,48,-14,-53,-122,-126,-78,-117
-141,-122,19,131,-80,-51,219,185,53,-14,-48,-126,-126,-78,-117
-141,-122,19,131,-80,-51,219,190,58,-9,-43,-126,-126,-78,-122
-141,-122,19,131,-80,-51,219,195,68,0,-39,-126,-126,-78,-122
-141,-122,19,131,-80,-51,219,195,78,9,-29,-126,-122,-78,-126
-136,-122,14,129,-75,-53,219,200,78,19,-24,-117,-117,-78,-131
-136,-122,14,129,-75,-53,219,200,82,29,-19,-117,-117,-78,-131
-141,-122,19,131,-80,-51,224,209,92,43,-4,-112,-112,-78,-136
-141,-117,24,129,-82,-46,229,219,107,58,4,-107,-107,-78,-141
-141,-117,24,129,-82,-46,229,229,126,68,19,-102,-97,-78,-146
-136,-117,19,126,-78,-48,229,234,136,78,39,-92,-92,-78,-156
-136,-117,19,126,-78,-48,224,239,156,97,48,-82,-82,-78,-161
-131,-112,19,122,-75,-46,224,248,170,122,73,-73,-73,-78,-165
-131,-107,24,119,-78,-41,224,263,195,136,92,-68,-63,-73,-170
-131,-107,24,119,-78,-41,224,278,219,161,112,-53,-53,-73,-180
-126,-107,19,117,-73,-43,229,292,239,185,136,-34,-43,-73,-190
-122,-97,24,109,-73,-36,234,302,268,214,165,-14,-24,-73,-195
-117,-97,19,107,-68,-39,234,322,307,253,204,4,0,-73,-209
-107,-92,14,100,-61,-39,234,341,346,297,248,34,29,-68,-219
-102,-92,9,97,-56,-41,234,361,385,346,287,63,58,-63,-234
-87,-82,4,85,-46,-39,234,380,439,395,336,92,87,-63,-253
-82,-68,14,75,-48,-26,234,395,492,453,395,122,117,-53,-263
-73,-58,14,65,-43,-21,234,419,556,512,448,161,156,-53,-283
-58,-53,4,56,-31,-24,234,444,610,580,522,200,195,-39,-302
-43,-43,0,43,-21,-21,229,473,663,653,590,234,239,-39,-322
-29,-24,4,26,-17,-9,229,497,736,722,663,273,278,-29,-346
-4,-4,0,4,-2,-2,229,522,805,800,741,326,331,-24,-366
4,0,-4,-2,4,-2,234,551,873,873,819,375,380,-9,-390
19,9,-9,-14,14,0,229,575,936,951,893,424,424,0,-405
43,24,-19,-34,31,2,224,585,990,1015,966,468,463,4,-419
53,43,-9,-48,31,17,219,595,1039,1068,1019,507,502,4,-434
78,53,-24,-65,51,14,209,605,1068,1112,1058,546,536,24,-439
87,73,-14,-80,51,29,195,610,1078,1127,1073,566,556,34,-439
92,82,-9,-87,51,36,185,614,1093,1127,1083,570,561,43,-439
97,87,-9,-92,53,39,170,600,1073,1093,1049,561,551,53,-419
102,97,-4,-100,53,46,151,561,1000,1024,976,541,527,58,-390
102,97,-4,-100,53,46,131,507,917,936,883,502,488,68,-361
102,97,-4,-100,53,46,112,444,819,834,795,444,434,63,-322
97,97,0,-97,48,48,92,395,717,717,697,390,380,58,-283
92,97,4,-95,43,51,68,312,590,590,566,336,317,58,-234
73,92,19,-82,26,56,48,244,468,463,439,273,244,58,-200
58,82,24,-70,17,53,39,185,366,361,341,200,190,58,-165
39,73,34,-56,2,53,29,131,278,263,253,141,136,58,-131
29,63,34,-46,-2,48,29,97,190,185,165,97,82,43,-107
14,48,34,-31,-9,41,29,53,117,107,87,53,43,34,-78
0,29,29,-14,-14,29,24,34,68,48,43,14,4,29,-68
-9,19,29,-4,-19,24,24,19,34,4,9,-24,-24,19,-58
-19,4,24,7,-21,14,19,9,0,-29,-34,-39,-43,19,-48
-24,0,24,12,-24,12,19,-4,-34,-58,-68,-48,-58,14,-39
-24,0,24,12,-24,12,24,-19,-48,-78,-87,-68,-73,4,-24
-29,-14,14,21,-21,0,24,-24,-63,-92,-97,-78,-87,0,-19
-34,-19,14,26,-24,-2,24,-24,-73,-102,-107,-78,-97,-4,-9
-39,-19,19,29,-29,0,24,-29,-82,-117,-122,-87,-97,-4,-9
-39,-24,14,31,-26,-4,24,-29,-92,-126,-131,-97,-102,-9,-4
-43,-24,19,34,-31,-2,24,-34,-97,-131,-131,-107,-107,-14,-4
-43,-24,19,34,-31,-2,24,-34,-102,-136,-131,-112,-112,-19,-4
-43,-24,19,34,-31,-2,24,-34,-107,-141,-136,-112,-112,-19,0
-48,-29,19,39,-34,-4,19,-34,-107,-141,-141,-112,-112,-19,0
-48,-29,19,39,-34,-4,14,-39,-112,-141,-146,-112,-117,-19,0
-48,-34,14,41,-31,-9,14,-39,-117,-146,-151,-107,-117,-19,4
-48,-39,9,43,-29,-14,14,-39,-117,-146,-156,-107,-117,-14,4
-48,-39,9,43,-29,-14,14,-43,-122,-151,-156,-107,-117,-14,9
-48,-34,14,41,-31,-9,14,-43,-122,-151,-156,-107,-117,-14,9
-48,-34,14,41,-31,-9,14,-43,-126,-156,-156,-107,-117,-19,9
-43,-34,9,39,-26,-12,14,-43,-126,-156,-161,-107,-117,-24,9
-43,-34,9,39,-26,-12,19,-43,-126,-151,-161,-107,-122,-24,14
-53,-39,14,46,-34,-12,24,-43,-126,-146,-161,-112,-122,-24,19
-53,-43,9,48,-31,-17,24,-39,-126,-146,-161,-112,-122,-24,19
-53,-48,4,51,-29,-21,24,-34,-126,-146,-161,-112,-122,-29,19
-53,-48,4,51,-29,-21,24,-34,-126,-146,-161,-112,-122,-29,14
-53,-48,4,51,-29,-21,24,-34,-126,-146,-161,-112,-122,-29,9
-53,-48,4,51,-29,-21,24,-34,-126,-146,-161,-112,-122,-29,9
-53,-48,4,51,-29,-21,24,-29,-126,-146,-161,-112,-122,-29,9
-53,-43,9,48,-31,-17,29,-34,-126,-146,-161,-112,-122,-29,9
-53,-43,9,48,-31,-17,29,-39,-126,-141,-161,-112,-122,-29,9
-53,-43,9,48,-31,-17,29,-39,-126,-141,-161,-112,-122,-29,4
-53,-43,9,48,-31,-17,24,-34,-126,-136,-156,-112,-122,-29,4
-53,-39,14,46,-34,-12,24,-34,-122,-136,-151,-107,-122,-29,4
-58,-39,19,48,-39,-9,29,-34,-122,-136,-151,-107,-122,-29,4
-58,-39,19,48,-39,-9,29,-34,-112,-131,-146,-112,-117,-34,4
-58,-39,19,48,-39,-9,29,-34,-107,-126,-141,-117,-117,-34,4
-58,-39,19,48,-39,-9,29,-34,-102,-122,-141,-112,-112,-34,4
-58,-39,19,48,-39,-9,29,-34,-102,-117,-136,-112,-107,-34,4
-53,-39,14,46,-34,-12,24,-24,-102,-122,-131,-102,-107,-34,4
-48,-43,4,46,-26,-19,24,-19,-102,-122,-131,-97,-107,-29,0
-48,-43,4,46,-26,-19,24,-19,-97,-122,-126,-97,-107,-24,0
-48,-43,4,46,-26,-19,24,-19,-87,-112,-126,-92,-102,-24,0
-48,-39,9,43,-29,-14,24,-19,-87,-112,-122,-92,-102,-24,0
-43,-34,9,39,-26,-12,19,-19,-87,-112,-117,-87,-97,-24,0
-43,-34,9,39,-26,-12,19,-19,-87,-112,-112,-87,-92,-24,0
-43,-34,9,39,-26,-12,19,-19,-87,-107,-112,-82,-92,-19,0
-48,-34,14,41,-31,-9,14,-24,-82,-102,-107,-87,-92,-19,0
-48,-39,9,43,-29,-14,14,-24,-82,-97,-107,-87,-92,-19,0
-43,-39,4,41,-24,-17,14,-24,-82,-92,-107,-87,-87,-14,-4
-43,-39,4,41,-24,-17,14,-29,-82,-92,-102,-87,-87,-9,-4
-43,-39,4,41,-24,-17,14,-29,-82,-92,-97,-87,-87,-14,-4
-39,-39,0,39,-19,-19,14,-29,-82,-92,-92,-87,-87,-14,-4
-39,-34,4,36,-21,-14,14,-29,-78,-92,-92,-82,-87,-9,0
-39,-34,4,36,-21,-14,14,-29,-78,-92,-97,-82,-87,-9,0
-43,-29,14,36,-29,-7,14,-29,-78,-92,-102,-82,-92,-9,0
-43,-24,19,34,-31,-2,14,-29,-78,-92,-107,-82,-92,-9,0
-43,-29,14,36,-29,-7,14,-29,-78,-92,-107,-87,-92,-9,0
-43,-29,14,36,-29,-7,14,-29,-78,-92,-107,-87,-92,-14,-4
-43,-29,14,36,-29,-7,14,-29,-82,-97,-107,-87,-92,-19,-4
-43,-34,9,39,-26,-12,14,-29,-82,-97,-107,-87,-92,-19,-4
-43,-34,9,39,-26,-12,14,-29,-82,-97,-112,-87,-92,-19,-4
-43,-34,9,39,-26,-12,19,-29,-82,-97,-112,-87,-92,-19,-4
-43,-34,9,39,-26,-12,14,-29,-78,-102,-112,-87,-87,-19,0
-48,-39,9,43,-29,-14,14,-29,-78,-107,-117,-87,-87,-19,0
-48,-34,14,41,-31,-9,9,-29,-82,-107,-117,-87,-87,-19,0
-48,-29,19,39,-34,-4,9,-29,-87,-107,-117,-87,-87,-19,0
-48,-29,19,39,-34,-4,9,-29,-87,-107,-117,-87,-87,-19,0
-48,-29,19,39,-34,-4,9,-29,-87,-107,-117,-87,-87,-19,0
-53,-34,19,43,-36,-7,9,-29,-87,-107,-117,-87,-92,-19,0
-53,-29,24,41,-39,-2,9,-29,-87,-107,-117,-87,-97,-14,-4
-53,-24,29,39,-41,2,9,-29,-87,-107,-117,-87,-102,-9,-9
-43,-14,29,29,-36,7,24,-24,-73,-97,-112,-82,-102,-4,-19
-34,4,39,14,-36,21,53,0,-63,-87,-102,-78,-102,9,-34
-14,24,39,-4,-26,31,82,24,-48,-73,-87,-68,-102,29,-53
-9,39,48,-14,-29,43,122,48,-24,-63,-78,-58,-107,43,-73
0,58,58,-29,-29,58,126,58,-9,-53,-68,-58,-112,53,-97
0,73,73,-36,-36,73,126,68,4,-43,-63,-58,-117,63,-107
14,87,73,-51,-29,80,107,68,24,-34,-53,-58,-117,73,-122
24,117,92,-70,-34,104,78,63,29,-19,-43,-48,-112,92,-136
34,141,107,-87,-36,124,53,48,34,-9,-34,-43,-102,102,-136
43,146,102,-95,-29,124,-19,-14,19,-24,-43,-43,-97,102,-112
48,151,102,-100,-26,126,-112,-117,-19,-48,-58,-43,-92,107,-58
48,146,97,-97,-24,122,-156,-136,-39,-58,-73,-48,-82,107,-29
48,131,82,-90,-17,107,-161,-146,-58,-73,-82,-48,-78,102,-4
48,126,78,-87,-14,102,-170,-146,-68,-78,-82,-48,-73,102,9
48,117,68,-82,-9,92,-170,-146,-73,-82,-87,-48,-58,102,19
39,102,63,-70,-12,82,-165,-161,-92,-97,-97,-53,-58,87,43
34,87,53,-61,-9,70,-170,-170,-122,-112,-107,-58,-48,78,68
39,78,39,-58,0,58,-170,-165,-122,-122,-117,-58,-39,73,82
39,73,34,-56,2,53,-161,-156,-117,-122,-117,-58,-39,73,82
34,63,29,-48,2,46,-131,-136,-112,-122,-117,-58,-39,63,73
9,39,29,-24,-9,34,-87,-112,-112,-122,-122,-68,-58,48,63
-14,19,34,-2,-24,26,-53,-92,-117,-131,-131,-87,-82,39,39
-34,0,34,17,-34,17,-29,-78,-117,-136,-136,-92,-97,29,29
-48,-9,39,29,-43,14,-14,-78,-117,-136,-141,-97,-107,29,19
-53,-14,39,34,-46,12,0,-68,-117,-136,-141,-97,-112,19,9
-78,-24,53,51,-65,14,9,-53,-112,-136,-141,-112,-122,9,0
-87,-39,48,63,-68,4,24,-39,-112,-136,-141,-117,-126,-9,-9
-97,-68,29,82,-63,-19,34,-29,-112,-136,-151,-126,-131,-29,-9
-97,-82,14,90,-56,-34,43,-24,-112,-141,-156,-131,-136,-39,-9
-97,-82,14,90,-56,-34,48,-24,-112,-146,-156,-136,-136,-53,-9
-102,-82,19,92,-61,-31,53,-19,-117,-146,-161,-136,-136,-58,-14
-107,-87,19,97,-63,-34,58,-19,-117,-146,-161,-136,-136,-58,-14
-107,-87,19,97,-63,-34,63,-14,-112,-146,-161,-136,-141,-58,-19
-112,-87,24,100,-68,-31,68,-9,-112,-146,-161,-136,-141,-53,-19
-112,-87,24,100,-68,-31,73,-9,-107,-141,-161,-136,-141,-48,-24
-112,-87,24,100,-68,-31,82,0,-92,-131,-146,-136,-141,-43,-39
-126,-78,48,102,-87,-14,102,19,-58,-107,-136,-141,-151,-39,-58
-161,-68,92,114,-126,12,151,68,9,-78,-126,-170,-185,-24,-126
-204,-53,151,129,-178,48,273,219,156,0,-97,-204,-234,-14,-253
-224,-14,209,119,-217,97,502,531,463,204,29,-204,-244,19,-497
-175,68,244,53,-209,156,692,902,893,527,287,-122,-146,68,-761
-78,151,229,-36,-153,190,732,1068,1166,751,473,-24,-19,112,-888
92,297,204,-195,-56,251,507,912,1229,858,600,122,151,170,-824
292,527,234,-409,29,380,82,307,741,639,512,278,263,312,-488
492,751,258,-622,117,505,-614,-819,-336,4,165,380,297,473,195
751,932,180,-841,285,556,-1464,-1961,-1424,-644,-195,531,414,590,1015
1122,980,-141,-1051,631,419,-2352,-2781,-2156,-1034,-322,829,785,556,1849
1405,1078,-326,-1241,866,375,-3035,-3337,-2605,-1298,-429,1015,1073,575,2400
1595,1088,-507,-1342,1051,290,-3318,-3479,-2615,-1317,-448,1098,1234,556,2547
1439,600,-839,-1019,1139,-119,-2644,-2684,-1986,-917,-180,1063,1278,209,2113
1078,287,-790,-683,934,-251,-1844,-1898,-1283,-546,-24,805,985,63,1546
732,156,-575,-444,653,-209,-1263,-1371,-1107,-717,-429,346,507,48,1190
463,48,-414,-256,439,-183,-858,-985,-956,-751,-575,68,195,34,917
268,9,-258,-139,263,-124,-570,-673,-668,-566,-444,-24,58,24,629
92,-39,-131,-26,112,-85,-287,-356,-414,-385,-322,-92,-48,-9,366
-9,-63,-53,36,21,-58,-68,-107,-185,-200,-195,-92,-68,-34,146
-68,-92,-24,80,-21,-58,58,19,-63,-92,-117,-97,-92,-48,9
-102,-102,0,102,-51,-51,102,68,-24,-78,-92,-97,-107,-53,-34
-102,-107,-4,104,-48,-56,122,97,-24,-78,-92,-97,-117,-58,-48
-112,-107,4,109,-58,-51,146,117,-9,-73,-92,-107,-117,-58,-63
-117,-112,4,114,-61,-53,165,136,14,-53,-87,-117,-126,-63,-82
-131,-117,14,124,-73,-51,170,136,14,-53,-87,-117,-136,-63,-82
-131,-117,14,124,-73,-51,170,136,9,-63,-92,-122,-136,-63,-87
-136,-117,19,126,-78,-48,170,136,9,-63,-92,-126,-136,-63,-92
-141,-117,24,129,-82,-46,180,141,14,-58,-92,-131,-136,-68,-97
-146,-117,29,131,-87,-43,190,141,14,-53,-87,-136,-136,-68,-97
-146,-117,29,131,-87,-43,190,141,19,-53,-87,-136,-141,-68,-97
-141,-117,24,129,-82,-46,190,151,19,-48,-87,-136,-141,-68,-97
-141,-117,24,129,-82,-46,190,156,19,-43,-87,-136,-141,-68,-97
-146,-117,29,131,-87,-43,195,156,19,-43,-82,-136,-141,-68,-107
-146,-122,24,134,-85,-48,195,161,19,-43,-82,-136,-141,-68,-112
-146,-117,29,131,-87,-43,195,161,24,-43,-82,-136,-141,-68,-112
-146,-112,34,129,-90,-39,195,161,24,-48,-82,-136,-141,-63,-117
