I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-58,-97,-39,78,-9,-68,-48,-117,-126,-136,-117,-87
-24,-63,-39,43,7,-51,-48,-53,-58,-78,-73,-68
9,-29,-39,9,24,-34,-48,9,9,-19,-29,-48
151,136,-14,-143,82,61,-239,-24,156,219,200,136
292,302,9,-297,141,156,-429,-58,302,458,429,322
522,541,19,-531,251,280,-707,-92,522,868,849,649
751,780,29,-766,361,405,-985,-126,741,1278,1268,976
976,985,9,-980,483,497,-1200,-126,1039,1756,1722,1327
1200,1190,-9,-1195,605,590,-1415,-126,1337,2235,2176,1678
1263,1166,-97,-1215,680,534,-1498,-185,1356,2298,2259,1795
1327,1141,-185,-1234,756,478,-1581,-244,1376,2361,2342,1912
1122,927,-195,-1024,658,366,-1400,-395,878,1727,1800,1605
917,712,-204,-814,561,253,-1220,-546,380,1093,1259,1298
614,546,-68,-580,341,239,-941,-644,-9,522,732,878
312,380,68,-346,122,224,-663,-741,-400,-48,204,458
161,214,53,-187,53,134,-444,-546,-331,-112,53,234
9,48,39,-29,-14,43,-224,-351,-263,-175,-97,9
-29,-9,19,19,-24,4,-141,-263,-219,-165,-107,-29
-68,-68,0,68,-34,-34,-58,-175,-175,-156,-117,-68
-73,-68,4,70,-39,-31,-14,-141,-156,-156,-122,-87
-78,-68,9,73,-43,-29,29,-107,-136,-156,-126,-107
-82,-78,4,80,-43,-36,39,-97,-131,-156,-136,-112
-87,-87,0,87,-43,-43,48,-87,-126,-156,-146,-117
-97,-97,0,97,-48,-48,58,-78,-126,-156,-146,-122
-107,-107,0,107,-53,-53,68,-68,-126,-156,-146,-126
-112,-107,4,109,-58,-51,82,-58,-122,-156,-146,-126
-117,-107,9,112,-63,-48,97,-48,-117,-156,-146,-126
-117,-112,4,114,-61,-53,97,-43,-112,-156,-146,-131
-117,-117,0,117,-58,-58,97,-39,-107,-156,-146,-136
-102,-117,-14,109,-43,-65,97,-34,-107,-156,-151,-136
-87,-117,-29,102,-29,-73,97,-29,-107,-156,-156,-136
-87,-112,-24,100,-31,-68,102,-24,-102,-156,-156,-136
-87,-107,-19,97,-34,-63,107,-19,-97,-156,-156,-136
-97,-107,-9,102,-43,-58,112,-9,-87,-151,-151,-136
-107,-107,0,107,-53,-53,117,0,-78,-146,-146,-136
-107,-107,0,107,-53,-53,122,4,-78,-141,-146,-136
-107,-107,0,107,-53,-53,126,9,-78,-136,-146,-136
-107,-107,0,107,-53,-53,126,14,-73,-136,-141,-136
-107,-107,0,107,-53,-53,126,19,-68,-136,-136,-136
-107,-107,0,107,-53,-53,126,29,-63,-131,-136,-131
-107,-107,0,107,-53,-53,126,39,-58,-126,-136,-126
-102,-102,0,102,-51,-51,131,48,-48,-122,-136,-126
-97,-97,0,97,-48,-48,136,58,-39,-117,-136,-126
-97,-97,0,97,-48,-48,141,68,-29,-112,-136,-126
-97,-97,0,97,-48,-48,146,78,-19,-107,-136,-126
-102,-92,9,97,-56,-41,156,92,-9,-102,-131,-122
-107,-87,19,97,-63,-34,165,107,0,-97,-126,-117
-107,-87,19,97,-63,-34,175,117,9,-92,-122,-117
-107,-87,19,97,-63,-34,185,126,19,-87,-117,-117
-102,-82,19,92,-61,-31,190,146,29,-87,-117,-117
-97,-78,19,87,-58,-29,195,165,39,-87,-117,-117
-92,-78,14,85,-53,-31,204,180,43,-82,-112,-117
-87,-78,9,82,-48,-34,214,195,48,-78,-107,-117
-87,-78,9,82,-48,-34,224,214,58,-73,-107,-122
-87,-78,9,82,-48,-34,234,234,68,-68,-107,-126
-87,-68,19,78,-53,-24,248,263,82,-63,-107,-126
-87,-58,29,73,-58,-14,263,292,97,-58,-107,-126
-87,-53,34,70,-61,-9,283,322,112,-48,-102,-126
-87,-48,39,68,-63,-4,302,351,126,-39,-97,-126
-87,-48,39,68,-63,-4,322,390,146,-34,-97,-126
-87,-48,39,68,-63,-4,341,429,165,-29,-97,-126
-82,-48,34,65,-58,-7,366,473,185,-24,-92,-126
-78,-48,29,63,-53,-9,390,517,204,-19,-87,-126
-73,-29,43,51,-58,7,414,570,234,-4,-82,-126
-68,-9,58,39,-63,24,439,624,263,9,-78,-126
-68,-4,63,36,-65,29,463,678,297,24,-78,-126
-68,0,68,34,-68,34,488,732,331,39,-78,-126
-68,9,78,29,-73,43,512,790,361,58,-63,-117
-68,19,87,24,-78,53,536,849,390,78,-48,-107
-63,29,92,17,-78,61,556,893,424,92,-39,-102
-58,39,97,9,-78,68,575,936,458,107,-29,-97
-43,53,97,-4,-70,75,590,976,478,117,-19,-87
-29,68,97,-19,-63,82,605,1015,497,126,-9,-78
-29,78,107,-24,-68,92,605,1029,512,141,0,-68
-29,87,117,-29,-73,102,605,1044,527,156,9,-58
-19,97,117,-39,-68,107,595,1044,541,165,24,-43
-9,107,117,-48,-63,112,585,1044,556,175,39,-29
4,112,107,-58,-51,109,561,1005,541,175,39,-29
19,117,97,-68,-39,107,536,966,527,175,39,-29
24,122,97,-73,-36,109,502,907,502,175,43,-14
29,126,97,-78,-34,112,468,849,478,175,48,0
29,126,97,-78,-34,112,419,761,439,165,53,4
29,126,97,-78,-34,112,370,673,400,156,58,9
29,117,87,-73,-29,102,322,585,356,141,58,14
29,107,78,-68,-24,92,273,497,312,126,58,19
29,102,73,-65,-21,87,234,419,273,122,58,24
29,97,68,-63,-19,82,195,341,234,117,58,29
24,82,58,-53,-17,70,156,273,195,97,58,29
19,68,48,-43,-14,58,117,204,156,78,58,29
14,53,39,-34,-12,46,97,156,126,68,48,29
9,39,29,-24,-9,34,78,107,97,58,39,29
9,39,29,-24,-9,34,63,78,78,48,34,29
9,39,29,-24,-9,34,48,48,58,39,29,29
9,24,14,-17,-2,19,34,14,34,24,24,19
9,9,0,-9,4,4,19,-19,9,9,19,9
0,0,0,0,0,0,14,-34,0,4,14,4
-9,-9,0,9,-4,-4,9,-48,-9,0,9,0
-19,-14,4,17,-12,-4,0,-63,-19,-4,9,0
-29,-19,9,24,-19,-4,-9,-78,-29,-9,9,0
-9,-19,-9,14,0,-14,-9,-87,-39,-24,-4,-9
9,-19,-29,4,19,-24,-9,-97,-48,-39,-19,-19
0,-19,-19,9,9,-19,-9,-97,-53,-39,-24,-19
-9,-19,-9,14,0,-14,-9,-97,-58,-39,-29,-19
-9,-24,-14,17,2,-19,-9,-102,-63,-43,-34,-24
-9,-29,-19,19,4,-24,-9,-107,-68,-48,-39,-29
-19,-34,-14,26,-2,-24,-9,-107,-68,-58,-43,-29
-29,-39,-9,34,-9,-24,-9,-107,-68,-68,-48,-29
-34,-39,-4,36,-14,-21,-9,-107,-68,-68,-48,-34
-39,-39,0,39,-19,-19,-9,-107,-68,-68,-48,-39
-39,-39,0,39,-19,-19,-4,-107,-68,-68,-48,-39
-39,-39,0,39,-19,-19,0,-107,-68,-68,-48,-39
-39,-43,-4,41,-17,-24,4,-102,-68,-63,-48,-39
-39,-48,-9,43,-14,-29,9,-97,-68,-58,-48,-39
-43,-53,-9,48,-17,-31,14,-97,-68,-58,-48,-39
-48,-58,-9,53,-19,-34,19,-97,-68,-58,-48,-39
-48,-58,-9,53,-19,-34,19,-92,-68,-58,-53,-39
-48,-58,-9,53,-19,-34,19,-87,-68,-58,-58,-39
-48,-58,-9,53,-19,-34,19,-87,-68,-58,-58,-39
-48,-58,-9,53,-19,-34,19,-87,-68,-58,-58,-39
-43,-53,-9,48,-17,-31,19,-82,-68,-58,-58,-43
-39,-48,-9,43,-14,-29,19,-78,-68,-58,-58,-48
-39,-48,-9,43,-14,-29,19,-78,-68,-58,-53,-48
-39,-48,-9,43,-14,-29,19,-78,-68,-58,-48,-48
-39,-53,-14,46,-12,-34,19,-78,-68,-58,-48,-48
-39,-58,-19,48,-9,-39,19,-78,-68,-58,-48,-48
-29,-58,-29,43,0,-43,14,-78,-68,-58,-48,-48
-19,-58,-39,39,9,-48,9,-78,-68,-58,-48,-48
-19,-53,-34,36,7,-43,9,-78,-68,-58,-48,-48
-19,-48,-29,34,4,-39,9,-78,-68,-58,-48,-48
-24,-48,-24,36,0,-36,9,-78,-68,-53,-43,-43
-29,-48,-19,39,-4,-34,9,-78,-68,-48,-39,-39
-34,-48,-14,41,-9,-31,9,-78,-68,-48,-39,-39
-39,-48,-9,43,-14,-29,9,-78,-68,-48,-39,-39
-39,-53,-14,46,-12,-34,9,-82,-68,-48,-39,-34
-39,-58,-19,48,-9,-39,9,-87,-68,-48,-39,-29
-39,-58,-19,48,-9,-39,4,-92,-73,-48,-39,-29
-39,-58,-19,48,-9,-39,0,-97,-78,-48,-39,-29
-43,-58,-14,51,-14,-36,0,-97,-78,-48,-39,-29
-48,-58,-9,53,-19,-34,0,-97,-78,-48,-39,-29
-48,-58,-9,53,-19,-34,0,-97,-78,-48,-39,-29
-48,-58,-9,53,-19,-34,0,-97,-78,-48,-39,-29
-39,-58,-19,48,-9,-39,-9,-102,-82,-53,-39,-34
-29,-58,-29,43,0,-43,-19,-107,-87,-58,-39,-39
-29,-53,-24,41,-2,-39,-19,-107,-87,-58,-39,-39
-29,-48,-19,39,-4,-34,-19,-107,-87,-58,-39,-39
-29,-48,-19,39,-4,-34,-19,-107,-87,-58,-39,-34
-29,-48,-19,39,-4,-34,-19,-107,-87,-58,-39,-29
-29,-53,-24,41,-2,-39,-19,-112,-87,-58,-39,-29
-29,-58,-29,43,0,-43,-19,-117,-87,-58,-39,-29
-29,-58,-29,43,0,-43,-24,-122,-92,-58,-43,-29
-29,-58,-29,43,0,-43,-29,-126,-97,-58,-48,-29
-29,-58,-29,43,0,-43,-29,-126,-97,-58,-48,-29
-29,-58,-29,43,0,-43,-29,-126,-97,-58,-48,-29
-29,-58,-29,43,0,-43,-29,-126,-97,-58,-48,-29
-29,-58,-29,43,0,-43,-29,-126,-97,-58,-48,-29
-29,-58,-29,43,0,-43,-29,-126,-102,-63,-48,-34
-29,-58,-29,43,0,-43,-29,-126,-107,-68,-48,-39
-29,-58,-29,43,0,-43,-29,-126,-107,-68,-48,-39
-29,-58,-29,43,0,-43,-29,-126,-107,-68,-48,-39
-34,-58,-24,46,-4,-41,-29,-126,-107,-68,-48,-39
-39,-58,-19,48,-9,-39,-29,-126,-107,-68,-48,-39
-39,-58,-19,48,-9,-39,-29,-126,-107,-63,-48,-34
-39,-58,-19,48,-9,-39,-29,-126,-107,-58,-48,-29
-39,-58,-19,48,-9,-39,-29,-126,-107,-58,-48,-29
-39,-58,-19,48,-9,-39,-29,-126,-107,-58,-48,-29
-39,-58,-19,48,-9,-39,-29,-131,-112,-63,-48,-34
-39,-58,-19,48,-9,-39,-29,-136,-117,-68,-48,-39
-39,-58,-19,48,-9,-39,-29,-136,-117,-68,-48,-39
-39,-58,-19,48,-9,-39,-29,-136,-117,-68,-48,-39
-39,-63,-24,51,-7,-43,-29,-136,-117,-68,-48,-43
-39,-68,-29,53,-4,-48,-29,-136,-117,-68,-48,-48
-39,-68,-29,53,-4,-48,-29,-136,-112,-63,-48,-48
-39,-68,-29,53,-4,-48,-29,-136,-107,-58,-48,-48
-39,-68,-29,53,-4,-48,-34,-136,-107,-58,-48,-48
-39,-68,-29,53,-4,-48,-39,-136,-107,-58,-48,-48
-24,-68,-43,46,9,-56,-39,-136,-107,-68,-48,-48
-9,-68,-58,39,24,-63,-39,-136,-107,-78,-48,-48
-24,-58,-34,41,4,-46,-29,-131,-102,-68,-43,-48
-39,-48,-9,43,-14,-29,-19,-126,-97,-58,-39,-48
-29,-43,-14,36,-7,-29,-14,-117,-92,-48,-34,-43
-19,-39,-19,29,0,-29,-9,-107,-87,-39,-29,-39
-4,-24,-19,14,7,-21,-9,-97,-73,-29,-19,-29
9,-9,-19,0,14,-14,-9,-87,-58,-19,-9,-19
9,-4,-14,-2,12,-9,-4,-87,-58,-19,-9,-19
9,0,-9,-4,9,-4,0,-82,-58,-14,0,-14
9,0,-9,-4,9,-4,0,-78,-58,-9,4,-14
19,0,-19,-9,19,-9,0,-78,-53,-4,9,-14
19,0,-19,-9,19,-9,0,-68,-48,-4,9,-9
39,14,-24,-26,31,-4,-9,-63,-43,9,19,0
63,29,-34,-46,48,-2,-34,-68,-39,19,29,9
82,53,-29,-68,56,12,-53,-73,-39,29,34,24
92,53,-39,-73,65,7,-73,-87,-48,14,34,29
92,43,-48,-68,70,-2,-87,-112,-68,4,24,34
82,39,-43,-61,63,-2,-97,-126,-82,-9,19,24
82,34,-48,-58,65,-7,-97,-141,-92,-14,9,24
82,39,-43,-61,63,-2,-97,-141,-92,-19,9,24
82,39,-43,-61,63,-2,-92,-141,-92,-24,9,24
78,34,-43,-56,61,-4,-87,-141,-92,-24,9,24
73,24,-48,-48,61,-12,-82,-136,-92,-24,4,24
34,9,-24,-21,29,-7,-73,-136,-92,-29,0,19
0,-4,-4,2,2,-4,-73,-141,-92,-43,-14,0
-14,-19,-4,17,-4,-12,-53,-146,-107,-48,-14,-4
-29,-43,-14,36,-7,-29,-48,-151,-117,-58,-29,-19
-43,-68,-24,56,-9,-46,-48,-156,-126,-73,-43,-39
-58,-82,-24,70,-17,-53,-48,-156,-136,-82,-53,-48
-58,-87,-29,73,-14,-58,-48,-161,-146,-92,-63,-53
-58,-97,-39,78,-9,-68,-48,-170,-161,-102,-82,-63
-58,-97,-39,78,-9,-68,-48,-170,-161,-107,-82,-68
-68,-102,-34,85,-17,-68,-48,-170,-161,-107,-82,-68
-78,-102,-24,90,-26,-63,-48,-170,-165,-107,-87,-68
-87,-112,-24,100,-31,-68,-48,-170,-165,-107,-87,-73
-87,-107,-19,97,-34,-63,-43,-170,-165,-112,-92,-73
-78,-102,-24,90,-26,-63,-48,-170,-165,-112,-92,-78
-73,-102,-29,87,-21,-65,-48,-175,-170,-117,-97,-82
-73,-102,-29,87,-21,-65,-48,-175,-170,-117,-97,-82
-78,-102,-24,90,-26,-63,-39,-170,-170,-117,-97,-78
-87,-102,-14,95,-36,-58,-29,-170,-170,-117,-92,-78
-87,-102,-14,95,-36,-58,-34,-175,-170,-117,-92,-78
-78,-102,-24,90,-26,-63,-43,-180,-170,-117,-92,-78
-78,-97,-19,87,-29,-58,-43,-175,-170,-117,-97,-82
-82,-97,-14,90,-34,-56,-43,-175,-165,-117,-102,-87
-82,-97,-14,90,-34,-56,-43,-180,-165,-112,-102,-87
-82,-97,-14,90,-34,-56,-43,-180,-165,-112,-102,-87
-68,-102,-34,85,-17,-68,-48,-180,-170,-112,-102,-87
-63,-112,-48,87,-7,-80,-58,-175,-175,-117,-112,-92
-68,-122,-53,95,-7,-87,-58,-161,-185,-136,-126,-102
-73,-126,-53,100,-9,-90,-43,-117,-175,-146,-141,-117
-102,-117,-14,109,-43,-65,34,0,-112,-136,-151,-151
-43,-39,4,41,-24,-17,14,78,14,-14,-43,-87
78,82,4,-80,36,43,-185,-4,122,170,141,78
253,283,29,-268,112,156,-429,-68,273,453,429,317
536,536,0,-536,268,268,-771,-151,439,854,854,668
795,780,-14,-788,405,383,-1049,-209,649,1298,1307,1019
1112,1058,-53,-1085,583,502,-1302,-190,1034,1898,1878,1454
1381,1239,-141,-1310,761,549,-1522,-170,1327,2366,2318,1805
1507,1215,-292,-1361,900,461,-1683,-190,1434,2552,2508,2015
1439,1024,-414,-1232,927,305,-1673,-312,1180,2254,2264,1932
1239,775,-463,-1007,851,156,-1478,-463,619,1503,1644,1620
946,634,-312,-790,629,161,-1249,-663,73,800,1054,1254
522,478,-43,-500,283,217,-941,-868,-414,102,400,707
229,253,24,-241,102,139,-614,-736,-492,-180,24,292
92,92,0,-92,46,46,-361,-483,-356,-180,-73,87
9,-24,-34,7,21,-29,-190,-307,-273,-170,-117,-34
-43,-73,-29,58,-7,-51,-117,-214,-229,-161,-122,-58
-78,-92,-14,85,-31,-53,-58,-151,-185,-156,-126,-73
-78,-97,-19,87,-29,-58,0,-117,-165,-151,-131,-87
-73,-102,-29,87,-21,-65,19,-92,-161,-151,-141,-92
-82,-112,-29,97,-26,-70,34,-73,-151,-151,-141,-107
-87,-112,-24,100,-31,-68,43,-68,-151,-156,-146,-122
-87,-112,-24,100,-31,-68,63,-63,-151,-151,-151,-122
-97,-122,-24,109,-36,-73,73,-53,-146,-146,-151,-131
-112,-122,-9,117,-51,-65,73,-48,-136,-141,-151,-131
-126,-122,4,124,-65,-58,82,-39,-131,-136,-146,-131
-131,-122,9,126,-70,-56,87,-34,-131,-131,-141,-131
-131,-122,9,126,-70,-56,92,-34,-126,-126,-141,-131
-117,-122,-4,119,-56,-63,92,-19,-122,-131,-146,-131
-97,-122,-24,109,-36,-73,97,-14,-126,-136,-151,-131
-92,-122,-29,107,-31,-75,97,-9,-122,-136,-151,-131
-92,-117,-24,104,-34,-70,97,-9,-117,-136,-151,-136
-92,-117,-24,104,-34,-70,102,-4,-112,-136,-146,-136
-92,-117,-24,104,-34,-70,102,0,-112,-136,-146,-131
-97,-112,-14,104,-41,-63,112,14,-107,-131,-146,-131
-97,-102,-4,100,-46,-53,117,24,-97,-122,-146,-131
-97,-102,-4,100,-46,-53,122,29,-92,-122,-146,-131
-102,-102,0,102,-51,-51,126,39,-92,-122,-146,-131
-102,-107,-4,104,-48,-56,122,43,-87,-122,-146,-131
-102,-112,-9,107,-46,-61,117,48,-78,-122,-146,-131
-102,-107,-4,104,-48,-56,126,58,-68,-112,-141,-131
-102,-107,-4,104,-48,-56,131,68,-63,-112,-141,-131
-102,-97,4,100,-53,-46,131,73,-53,-102,-141,-131
-97,-87,9,92,-53,-39,136,87,-48,-102,-141,-131
-97,-87,9,92,-53,-39,141,97,-43,-102,-136,-131
-97,-87,9,92,-53,-39,151,102,-34,-102,-136,-131
-92,-92,0,92,-46,-46,156,112,-29,-102,-131,-131
-92,-92,0,92,-46,-46,161,136,-19,-97,-126,-131
-102,-87,14,95,-58,-36,170,141,-9,-97,-126,-131
-107,-87,19,97,-63,-34,175,161,-4,-92,-126,-131
-107,-87,19,97,-63,-34,185,170,0,-92,-126,-131
-107,-87,19,97,-63,-34,200,190,4,-92,-131,-131
-92,-87,4,90,-48,-41,204,204,14,-92,-131,-136
-78,-82,-4,80,-36,-43,209,214,14,-92,-131,-141
-78,-82,-4,80,-36,-43,224,234,24,-82,-126,-141
-73,-73,0,73,-36,-36,239,268,43,-73,-126,-141
-87,-73,14,80,-51,-29,258,292,53,-68,-126,-141
-102,-73,29,87,-65,-21,273,326,73,-58,-126,-141
-97,-73,24,85,-61,-24,292,361,78,-48,-126,-141
-97,-73,24,85,-61,-24,312,405,92,-48,-122,-141
-97,-58,39,78,-68,-9,331,448,122,-39,-112,-141
-97,-48,48,73,-73,0,346,483,141,-29,-112,-141
-78,-39,39,58,-58,0,375,531,175,-19,-112,-141
-68,-29,39,48,-53,4,405,585,200,-14,-102,-141
-78,-19,58,48,-68,19,429,639,229,-4,-97,-141
-82,-14,68,48,-75,26,444,688,253,4,-87,-141
-73,0,73,36,-73,36,463,736,283,19,-87,-141
-68,9,78,29,-73,43,488,790,312,39,-78,-136
-63,29,92,17,-78,61,507,844,341,53,-68,-122
-58,34,92,12,-75,63,517,878,366,63,-58,-122
-43,43,87,0,-65,65,531,917,390,73,-53,-117
-39,63,102,-12,-70,82,551,946,405,82,-43,-112
-24,78,102,-26,-63,90,551,971,419,92,-39,-102
-19,82,102,-31,-61,92,551,980,434,102,-34,-97
-9,92,102,-41,-56,97,546,995,448,117,-19,-82
-4,97,102,-46,-53,100,536,990,463,126,-9,-78
4,107,102,-56,-48,104,522,961,453,131,-4,-68
19,117,97,-68,-39,107,492,922,444,131,4,-53
19,122,102,-70,-41,112,463,868,424,131,14,-43
19,122,102,-70,-41,112,424,810,405,131,24,-34
19,117,97,-68,-39,107,390,732,370,131,34,-24
19,112,92,-65,-36,102,341,653,341,122,39,-14
29,112,82,-70,-26,97,297,556,297,112,39,-4
29,112,82,-70,-26,97,253,473,253,102,39,4
19,92,73,-56,-26,82,209,400,219,97,43,14
14,87,73,-51,-29,80,175,326,185,87,43,14
9,73,63,-41,-26,68,141,258,146,68,34,14
9,68,58,-39,-24,63,112,200,112,58,24,14
9,48,39,-29,-14,43,82,156,73,48,24,19
9,39,29,-24,-9,34,68,112,53,43,19,19
0,29,29,-14,-14,29,43,58,29,29,14,19
-14,24,39,-4,-26,31,19,24,9,14,4,19
-14,19,34,-2,-24,26,9,4,-9,9,-4,9
-14,14,29,0,-21,21,4,-19,-29,-4,-9,0
0,4,4,-2,-2,4,-4,-39,-43,-14,-24,-4
14,0,-14,-7,14,-7,-14,-53,-53,-24,-34,-4
-9,-9,0,9,-4,-4,-14,-63,-58,-29,-24,-4
-29,-19,9,24,-19,-4,-19,-73,-68,-39,-29,-14
-29,-24,4,26,-17,-9,-24,-92,-73,-48,-34,-19
-29,-29,0,29,-14,-14,-34,-102,-82,-48,-43,-24
-29,-34,-4,31,-12,-19,-34,-112,-92,-58,-53,-29
-24,-39,-14,31,-4,-26,-29,-112,-97,-63,-58,-34
-29,-39,-9,34,-9,-24,-29,-112,-97,-63,-58,-39
-29,-39,-9,34,-9,-24,-24,-112,-102,-68,-63,-39
-34,-39,-4,36,-14,-21,-29,-112,-102,-78,-68,-48
-39,-43,-4,41,-17,-24,-29,-117,-102,-82,-78,-53
-48,-48,0,48,-24,-24,-24,-117,-102,-82,-78,-58
-53,-48,4,51,-29,-21,-24,-117,-102,-82,-78,-63
-48,-48,0,48,-24,-24,-19,-112,-107,-82,-73,-58
