I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
9,-156,-165,73,87,-161,126,292,39,107,48,-39
9,-156,-165,73,87,-161,126,292,39,107,48,-39
9,-156,-165,73,87,-161,126,292,39,107,48,-39
9,-156,-165,73,87,-161,126,292,39,107,48,-39
24,-146,-170,61,97,-158,122,283,29,117,53,-34
29,-146,-175,58,102,-161,117,283,29,117,58,-29
34,-146,-180,56,107,-163,112,283,29,117,63,-24
39,-146,-185,53,112,-165,107,283,29,117,68,-19
48,-136,-185,43,117,-161,97,283,29,122,82,-4
48,-136,-185,43,117,-161,97,283,29,126,87,0
48,-136,-185,43,117,-161,97,283,29,131,92,4
48,-136,-185,43,117,-161,97,283,29,136,97,9
53,-131,-185,39,119,-158,92,268,29,136,112,14
58,-126,-185,34,122,-156,87,263,29,136,117,19
63,-122,-185,29,124,-153,82,258,29,136,122,24
68,-117,-185,24,126,-151,78,253,29,136,126,29
68,-107,-175,19,122,-141,73,244,29,146,141,34
68,-107,-175,19,122,-141,68,244,29,146,146,39
68,-107,-175,19,122,-141,63,244,29,146,151,43
68,-107,-175,19,122,-141,58,244,29,146,156,48
82,-92,-175,4,129,-134,53,239,29,151,161,63
87,-87,-175,0,131,-131,48,234,29,156,165,68
92,-82,-175,-4,134,-129,43,229,29,161,170,73
97,-78,-175,-9,136,-126,39,224,29,165,175,78
107,-73,-180,-17,143,-126,34,219,39,170,190,92
107,-68,-175,-19,141,-122,29,214,39,175,195,97
107,-63,-170,-21,139,-117,24,209,39,180,200,102
107,-58,-165,-24,136,-112,19,204,39,185,204,107
107,-53,-161,-26,134,-107,9,190,48,195,214,112
107,-48,-156,-29,131,-102,9,185,48,195,214,117
107,-43,-151,-31,129,-97,9,180,48,195,214,122
107,-39,-146,-34,126,-92,9,175,48,195,214,126
117,-19,-136,-48,126,-78,4,161,58,195,224,136
117,-9,-126,-53,122,-68,0,156,58,195,224,136
117,0,-117,-58,117,-58,-4,151,58,195,224,136
117,9,-107,-63,112,-48,-9,146,58,195,224,136
107,14,-92,-61,100,-39,-19,131,58,195,224,141
107,19,-87,-63,97,-34,-19,126,58,195,224,146
107,24,-82,-65,95,-29,-19,122,58,195,224,151
107,29,-78,-68,92,-24,-19,117,58,195,224,156
97,34,-63,-65,80,-14,-29,102,68,185,219,146
87,39,-48,-63,68,-4,-29,97,68,185,214,146
78,43,-34,-61,56,4,-29,92,68,185,209,146
68,48,-19,-58,43,14,-29,87,68,185,204,146
78,53,-24,-65,51,14,-29,78,68,180,190,141
78,58,-19,-68,48,19,-29,68,68,175,185,136
78,63,-14,-70,46,24,-29,58,68,170,180,131
78,68,-9,-73,43,29,-29,48,68,165,175,126
63,58,-4,-61,34,26,-29,43,58,151,161,117
58,58,0,-58,29,29,-29,39,58,146,156,117
53,58,4,-56,24,31,-29,34,58,141,151,117
48,58,9,-53,19,34,-29,29,58,136,146,117
43,58,14,-51,14,36,-29,14,48,122,126,102
39,58,19,-48,9,39,-29,9,48,117,117,97
34,58,24,-46,4,41,-29,4,48,112,107,92
29,58,29,-43,0,43,-29,0,48,107,97,87
14,48,34,-31,-9,41,-29,-9,39,92,82,82
9,48,39,-29,-14,43,-29,-9,39,87,78,78
4,48,43,-26,-19,46,-29,-9,39,82,73,73
0,48,48,-24,-24,48,-29,-9,39,78,68,68
-9,39,48,-14,-29,43,-29,-14,29,73,53,63
-9,39,48,-14,-29,43,-29,-19,29,68,48,58
-9,39,48,-14,-29,43,-29,-24,29,63,43,53
-9,39,48,-14,-29,43,-29,-29,29,58,39,48
-19,34,53,-7,-36,43,-19,-29,19,43,24,34
-19,29,48,-4,-34,39,-19,-29,19,39,19,29
-19,24,43,-2,-31,34,-19,-29,19,34,14,24
-19,19,39,0,-29,29,-19,-29,19,29,9,19
-29,14,43,7,-36,29,-19,-29,9,24,0,9
-29,9,39,9,-34,24,-19,-29,9,19,0,9
-29,4,34,12,-31,19,-19,-29,9,14,0,9
-29,0,29,14,-29,14,-19,-29,9,9,0,9
-29,-9,19,19,-24,4,-9,-29,0,0,-4,0
-29,-9,19,19,-24,4,-9,-29,0,0,-9,0
-29,-9,19,19,-24,4,-9,-29,0,0,-14,0
-29,-9,19,19,-24,4,-9,-29,0,0,-19,0
-39,-14,24,26,-31,4,0,-29,0,-9,-29,-9
-39,-19,19,29,-29,0,0,-29,0,-9,-29,-9
-39,-24,14,31,-26,-4,0,-29,0,-9,-29,-9
-39,-29,9,34,-24,-9,0,-29,0,-9,-29,-9
-39,-19,19,29,-29,0,0,-29,0,-14,-39,-19
-39,-19,19,29,-29,0,0,-29,0,-19,-39,-19
-39,-19,19,29,-29,0,0,-29,0,-24,-39,-19
-39,-19,19,29,-29,0,0,-29,0,-29,-39,-19
