I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-97,117,214,-9,-156,165,107,341,322,224,146,68
-112,107,219,2,-165,163,102,331,322,224,131,58
-126,97,224,14,-175,161,97,322,322,224,117,48
-112,112,224,0,-168,168,92,322,322,234,131,58
-97,126,224,-14,-161,175,87,322,322,244,146,68
-87,141,229,-26,-158,185,82,317,326,253,161,87
-78,156,234,-39,-156,195,78,312,331,263,175,107
-78,161,239,-41,-158,200,63,302,331,263,180,112
-78,165,244,-43,-161,204,48,292,331,263,185,117
-68,175,244,-53,-156,209,48,283,331,268,190,122
-58,185,244,-63,-151,214,48,273,331,273,195,126
-53,190,244,-68,-148,217,43,263,326,273,204,131
-48,195,244,-73,-146,219,39,253,322,273,214,136
-34,200,234,-82,-134,217,34,239,312,273,219,141
-19,204,224,-92,-122,214,29,224,302,273,224,146
-9,204,214,-97,-112,209,14,214,302,283,229,156
0,204,204,-102,-102,204,0,204,302,292,234,165
9,204,195,-107,-92,200,-9,190,287,283,234,165
19,204,185,-112,-82,195,-19,175,273,273,234,165
34,204,170,-119,-68,187,-29,161,263,268,234,165
48,204,156,-126,-53,180,-39,146,253,263,234,165
73,200,126,-136,-26,163,-39,136,244,263,234,165
97,195,97,-146,0,146,-39,126,234,263,234,165
97,190,92,-143,2,141,-43,112,219,248,234,165
97,185,87,-141,4,136,-48,97,204,234,234,165
102,165,63,-134,19,114,-53,82,190,219,219,165
107,146,39,-126,34,92,-58,68,175,204,204,165
107,136,29,-122,39,82,-58,53,151,180,195,156
107,126,19,-117,43,73,-58,39,126,156,185,146
107,122,14,-114,46,68,-53,34,122,146,175,136
107,117,9,-112,48,63,-48,29,117,136,165,126
102,92,-9,-97,56,41,-48,9,92,117,146,117
97,68,-29,-82,63,19,-48,-9,68,97,126,107
87,48,-39,-68,63,4,-39,-9,63,82,107,92
78,29,-48,-53,63,-9,-29,-9,58,68,87,78
68,19,-48,-43,58,-14,-29,-9,48,58,78,63
58,9,-48,-34,53,-19,-29,-9,39,48,68,48
53,-24,-78,-14,65,-51,-29,-14,29,34,58,43
48,-58,-107,4,78,-82,-29,-19,19,19,48,39
48,-68,-117,9,82,-92,-4,-19,19,19,48,39
48,-78,-126,14,87,-102,19,-19,19,19,48,39
48,-53,-102,2,75,-78,4,-24,14,9,34,24
48,-29,-78,-9,63,-53,-9,-29,9,0,19,9
34,-48,-82,7,58,-65,0,-29,9,0,14,4
19,-68,-87,24,53,-78,9,-29,9,0,9,0
19,-68,-87,24,53,-78,14,-29,9,0,9,0
19,-68,-87,24,53,-78,19,-29,9,0,9,0
29,-53,-82,12,56,-68,19,-29,9,0,4,-4
39,-39,-78,0,58,-58,19,-29,9,0,0,-9
39,-48,-87,4,63,-68,29,-19,14,4,0,-9
39,-58,-97,9,68,-78,39,-9,19,9,0,-9
24,-97,-122,36,73,-109,39,-9,29,9,0,-9
9,-136,-146,63,78,-141,39,-9,39,9,0,-9
-39,-156,-117,97,39,-136,24,-19,14,-9,-9,-29
-87,-175,-87,131,0,-131,9,-29,-9,-29,-19,-48
-73,-161,-87,117,7,-124,9,-29,0,-19,-19,-48
-58,-146,-87,102,14,-117,9,-29,9,-9,-19,-48
