I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, A1, A2, A3
-24,-39,-14,31,-4,-26,0,-58,-58,-29,-43,-4,14,-43,-19
-24,-39,-14,31,-4,-26,0,-58,-58,-29,-48,-4,14,-43,-19
-19,-34,-14,26,-2,-24,4,-58,-58,-29,-48,-4,14,-43,-19
-24,-29,-4,26,-9,-17,4,-58,-58,-29,-48,-4,14,-39,-19
-34,-39,-4,36,-14,-21,0,-58,-48,-39,-48,9,14,-39,-29
-24,-29,-4,26,-9,-17,0,-58,-58,-39,-48,9,14,-48,-29
-14,-19,-4,17,-4,-12,0,-39,-48,-24,-53,9,24,-39,-24
-34,-29,4,31,-19,-12,14,-24,-29,-14,-53,4,24,-29,-14
-48,-19,29,34,-39,4,29,-24,-24,-14,-48,14,14,-4,0
-63,0,63,31,-63,31,48,-14,-14,0,-39,4,-9,24,19
-87,43,131,21,-109,87,82,4,19,24,-39,0,-39,63,58
-146,82,229,31,-187,156,131,53,58,53,-34,-9,-48,136,107
-214,97,312,58,-263,204,190,107,87,78,-43,-19,-48,219,151
-287,112,400,87,-344,256,248,175,122,102,-43,-43,-48,278,200
-317,126,444,95,-380,285,292,248,170,131,-24,-53,-48,317,224
-336,141,478,97,-407,309,336,341,219,175,-4,-53,-78,356,239
-366,156,522,104,-444,339,390,434,307,234,9,-58,-102,424,253
-385,200,585,92,-485,392,468,580,434,326,48,-48,-141,507,292
-380,278,658,51,-519,468,551,746,605,448,126,-14,-180,610,331
-390,366,756,12,-573,561,629,902,771,570,229,39,-214,722,375
-380,434,814,-26,-597,624,663,976,893,697,346,117,-244,800,395
-361,502,863,-70,-612,683,639,956,946,800,478,214,-278,800,385
-317,580,897,-131,-607,739,575,834,932,878,614,331,-317,756,370
-204,697,902,-246,-553,800,409,610,858,941,771,492,-356,639,307
0,834,834,-417,-417,834,175,361,795,1019,976,712,-429,463,204
283,1005,722,-644,-219,863,-107,146,756,1127,1215,985,-551,268,68
595,1205,610,-900,-7,907,-385,-87,717,1220,1449,1263,-649,43,-78
868,1366,497,-1117,185,932,-673,-336,649,1254,1615,1473,-707,-165,-214
1098,1444,346,-1271,375,895,-917,-527,585,1224,1703,1639,-727,-375,-346
1366,1400,34,-1383,666,717,-1127,-634,531,1146,1712,1781,-727,-605,-517
1664,1268,-395,-1466,1029,436,-1317,-717,478,995,1659,1849,-688,-839,-712
1849,1039,-810,-1444,1329,114,-1439,-888,341,771,1503,1839,-605,-1029,-873
1908,692,-1215,-1300,1561,-261,-1478,-1185,34,400,1195,1698,-439,-1195,-971
1893,234,-1659,-1063,1776,-712,-1468,-1532,-458,-131,707,1395,-200,-1342,-1024
1825,-170,-1995,-827,1910,-1083,-1420,-1776,-946,-653,195,1044,34,-1459,-1049
1747,-419,-2166,-663,1956,-1293,-1376,-1912,-1298,-1034,-239,727,170,-1503,-1049
1610,-580,-2191,-514,1900,-1385,-1337,-2015,-1576,-1332,-610,429,258,-1503,-1015
1449,-702,-2152,-373,1800,-1427,-1283,-2074,-1781,-1556,-956,87,356,-1473,-951
1346,-775,-2122,-285,1734,-1449,-1229,-2064,-1864,-1668,-1176,-175,434,-1434,-888
1312,-790,-2103,-261,1708,-1446,-1215,-2005,-1883,-1688,-1249,-302,434,-1415,-873
1351,-795,-2147,-278,1749,-1471,-1195,-1922,-1854,-1673,-1268,-366,419,-1395,-878
1385,-790,-2176,-297,1781,-1483,-1151,-1781,-1781,-1634,-1278,-409,414,-1356,-873
1366,-790,-2156,-287,1761,-1473,-1088,-1644,-1678,-1576,-1263,-448,395,-1298,-854
1317,-810,-2127,-253,1722,-1468,-1019,-1532,-1590,-1527,-1234,-473,390,-1234,-819
1259,-819,-2078,-219,1668,-1449,-941,-1415,-1512,-1468,-1215,-517,405,-1176,-790
1141,-810,-1952,-165,1546,-1381,-849,-1288,-1395,-1376,-1161,-551,434,-1078,-722
927,-771,-1698,-78,1312,-1234,-727,-1171,-1273,-1249,-1083,-551,448,-961,-614
736,-732,-1468,-2,1102,-1100,-619,-1054,-1161,-1141,-990,-541,448,-854,-536
614,-707,-1322,46,968,-1015,-546,-946,-1058,-1054,-922,-517,448,-775,-483
468,-683,-1151,107,810,-917,-463,-839,-951,-956,-863,-488,444,-683,-429
341,-634,-976,146,658,-805,-385,-746,-844,-863,-790,-453,409,-590,-366
292,-580,-873,143,583,-727,-341,-658,-761,-785,-741,-414,356,-527,-331
292,-507,-800,107,546,-653,-317,-585,-673,-688,-663,-356,302,-468,-302
248,-419,-668,85,458,-544,-268,-492,-570,-580,-551,-287,263,-380,-258
175,-341,-517,82,346,-429,-219,-400,-468,-488,-448,-234,234,-312,-195
126,-292,-419,82,273,-356,-165,-317,-385,-395,-380,-204,209,-253,-161
92,-268,-361,87,226,-314,-112,-239,-292,-317,-312,-161,190,-190,-117
43,-229,-273,92,158,-251,-73,-180,-224,-253,-253,-126,156,-141,-82
4,-190,-195,92,100,-192,-34,-126,-180,-219,-214,-102,122,-107,-53
-14,-165,-151,90,68,-158,0,-87,-122,-170,-180,-78,92,-63,-29
-14,-126,-112,70,48,-119,19,-53,-82,-117,-161,-58,73,-24,-14
-24,-97,-73,61,24,-85,29,-24,-48,-87,-126,-53,48,-4,-4
-39,-73,-34,56,-2,-53,34,-14,-43,-68,-92,-39,48,-4,9
-48,-63,-14,56,-17,-39,43,-14,-24,-58,-68,-19,48,9,14
-43,-58,-14,51,-14,-36,34,-9,-14,-43,-68,-4,43,4,24
-48,-58,-9,53,-19,-34,43,4,-4,-29,-63,9,43,14,24
-48,-68,-19,58,-14,-43,43,14,-4,-29,-63,19,43,19,34
-48,-68,-19,58,-14,-43,43,9,-4,-39,-68,19,43,19,29
-48,-63,-14,56,-17,-39,43,9,-4,-39,-73,24,39,9,29
-48,-58,-9,53,-19,-34,39,9,-4,-34,-73,24,39,9,29
-53,-63,-9,58,-21,-36,39,9,0,-34,-58,14,43,29,19
-68,-63,4,65,-36,-29,43,9,0,-34,-58,24,43,29,29
-78,-68,9,73,-43,-29,48,14,9,-29,-53,29,43,39,34
-97,-68,29,82,-63,-19,53,19,14,-24,-43,43,43,43,39
-97,-68,29,82,-63,-19,43,14,19,-24,-43,43,34,39,34
-102,-68,34,85,-68,-17,43,14,14,-24,-48,43,34,34,29
-102,-68,34,85,-68,-17,43,14,9,-29,-53,29,34,29,19
-92,-68,24,80,-58,-21,43,14,-4,-29,-53,24,34,19,14
-82,-53,29,68,-56,-12,48,9,0,-14,-53,29,34,24,29
-82,-53,29,68,-56,-12,48,24,9,-14,-48,24,34,29,34
-82,-53,29,68,-56,-12,53,34,14,-14,-43,19,39,34,39
-82,-53,29,68,-56,-12,58,39,24,-9,-43,14,39,39,43
-78,-53,24,65,-51,-14,58,29,14,-14,-48,0,48,48,43
-82,-48,34,65,-58,-7,63,34,14,-14,-48,-14,48,48,43
-82,-48,34,65,-58,-7,63,34,14,-14,-53,-19,43,48,43
-82,-48,34,65,-58,-7,63,24,9,-14,-53,-29,43,48,43
-92,-58,34,75,-63,-12,68,29,9,-14,-48,-43,34,39,53
-97,-58,39,78,-68,-9,68,24,14,-14,-48,-63,34,39,53
-102,-58,43,80,-73,-7,73,19,14,-14,-48,-82,34,39,53
-107,-53,53,80,-80,0,73,14,14,-14,-48,-97,34,43,53
-107,-53,53,80,-80,0,63,19,14,-4,-39,-112,48,48,53
-112,-53,58,82,-85,2,63,24,14,-4,-39,-131,48,48,53
-112,-53,58,82,-85,2,63,29,14,-9,-48,-136,48,48,53
-107,-53,53,80,-80,0,63,34,14,-9,-53,-146,48,48,58
-92,-43,48,68,-70,2,58,19,0,-19,-53,-151,39,48,48
-92,-43,48,68,-70,2,58,19,0,-24,-53,-156,39,48,48
-92,-43,48,68,-70,2,58,24,0,-24,-48,-161,39,48,48
-92,-43,48,68,-70,2,58,24,0,-24,-48,-156,34,48,48
-92,-39,53,65,-73,7,68,34,4,-19,-53,-165,43,63,58
-97,-39,58,68,-78,9,68,34,9,-19,-53,-165,43,63,58
-102,-43,58,73,-80,7,68,43,14,-19,-53,-156,43,63,58
-102,-43,58,73,-80,7,68,43,19,-24,-53,-146,48,63,58
-117,-34,82,75,-100,24,78,43,9,-24,-43,-131,39,63,58
-117,-34,82,75,-100,24,73,43,9,-29,-53,-131,39,58,58
-107,-34,73,70,-90,19,68,43,9,-29,-58,-131,39,58,58
-117,-39,78,78,-97,19,68,43,9,-39,-58,-131,39,53,58
-122,-53,68,87,-95,7,58,34,-9,-48,-68,-126,24,48,58
-122,-58,63,90,-92,2,63,39,0,-43,-68,-122,24,53,58
-122,-63,58,92,-90,-2,63,39,0,-43,-63,-112,24,53,63
-122,-68,53,95,-87,-7,63,39,0,-43,-63,-107,24,48,63
-107,-58,48,82,-78,-4,58,39,0,-43,-63,-107,29,58,53
-107,-58,48,82,-78,-4,58,39,0,-43,-68,-107,29,53,53
-112,-58,53,85,-82,-2,58,39,0,-43,-73,-107,29,53,53
-112,-58,53,85,-82,-2,58,39,0,-43,-73,-107,24,53,53
-122,-48,73,85,-97,12,58,48,9,-34,-68,-97,34,63,63
-122,-53,68,87,-95,7,63,58,9,-34,-68,-87,34,63,63
-126,-58,68,92,-97,4,63,58,9,-34,-68,-78,29,63,63
-126,-58,68,92,-97,4,68,58,9,-34,-73,-68,29,63,63
-136,-58,78,97,-107,9,68,48,19,-34,-73,-53,29,63,63
-136,-53,82,95,-109,14,68,53,24,-34,-73,-53,34,68,63
-141,-53,87,97,-114,17,68,53,24,-29,-78,-53,34,68,63
-141,-58,82,100,-112,12,68,58,19,-29,-78,-53,34,68,68
-131,-48,82,90,-107,17,73,63,19,-29,-78,-53,34,68,68
-131,-48,82,90,-107,17,73,63,19,-29,-78,-53,29,73,68
-131,-43,87,87,-109,21,78,68,19,-29,-78,-53,29,73,73
-131,-43,87,87,-109,21,82,68,19,-29,-78,-48,29,78,78
-126,-48,78,87,-102,14,92,78,14,-29,-87,-43,29,73,78
-126,-39,87,82,-107,24,92,82,19,-24,-87,-43,29,73,78
-126,-39,87,82,-107,24,92,87,19,-24,-87,-39,29,78,78
-126,-39,87,82,-107,24,97,92,19,-24,-87,-34,34,82,82
-141,-48,92,95,-117,21,97,92,24,-24,-87,-19,43,92,82
-146,-53,92,100,-119,19,97,92,24,-24,-92,-19,34,92,82
-146,-53,92,100,-119,19,97,92,24,-24,-92,-19,34,92,82
-146,-53,92,100,-119,19,97,97,24,-24,-92,-19,34,92,82
-146,-48,97,97,-122,24,107,92,24,-34,-97,-9,24,92,78
-146,-43,102,95,-124,29,112,92,34,-34,-97,-4,29,92,78
-151,-39,112,95,-131,36,112,92,34,-29,-97,4,29,97,78
-151,-43,107,97,-129,31,112,92,34,-29,-97,9,24,97,78
-151,-39,112,95,-131,36,102,102,29,-39,-107,14,24,97,82
-151,-43,107,97,-129,31,107,107,39,-34,-107,24,24,97,82
-156,-48,107,102,-131,29,107,107,39,-24,-107,34,24,97,82
-156,-53,102,104,-129,24,107,112,43,-24,-107,39,24,92,82
-151,-53,97,102,-124,21,117,126,48,-14,-97,53,24,107,97
-156,-48,107,102,-131,29,122,131,63,-4,-92,68,24,122,102
-156,-48,107,102,-131,29,131,136,73,-4,-92,82,19,126,107
-165,-48,117,107,-141,34,131,136,82,-4,-92,87,19,131,117
-175,-48,126,112,-151,39,141,141,87,4,-92,87,24,136,117
-180,-29,151,104,-165,61,146,151,92,9,-82,92,24,141,117
-180,-14,165,97,-173,75,161,156,102,14,-82,92,24,151,117
-180,-4,175,92,-178,85,170,161,107,19,-78,92,24,156,122
-190,-19,170,104,-180,75,165,156,102,19,-73,82,24,161,126
-204,-24,180,114,-192,78,165,165,112,24,-73,82,24,165,126
-214,-29,185,122,-200,78,175,170,117,29,-78,78,24,170,126
-219,-34,185,126,-202,75,185,185,122,34,-78,68,19,175,136
-204,-34,170,119,-187,68,190,195,126,29,-82,58,9,175,126
-204,-29,175,117,-190,73,190,204,136,34,-82,48,4,180,126
-214,-29,185,122,-200,78,190,209,141,34,-87,39,4,185,126
-219,-34,185,126,-202,75,190,224,146,43,-87,24,4,195,131
-224,-29,195,126,-209,82,195,239,161,53,-73,9,4,209,141
-224,-14,209,119,-217,97,204,248,175,63,-68,9,4,219,146
-224,-9,214,117,-219,102,219,258,175,73,-63,4,4,224,146
-224,-4,219,114,-222,107,224,263,180,82,-63,-9,4,229,151
-234,-9,224,122,-229,107,234,273,185,82,-53,-29,14,239,161
-239,-14,224,126,-231,104,244,283,190,87,-53,-39,4,244,170
-258,-14,244,136,-251,114,253,287,195,92,-48,-48,0,248,170
-263,-19,244,141,-253,112,258,297,209,102,-39,-53,0,258,170
-273,-9,263,141,-268,126,253,312,219,107,-39,-73,-9,253,170
-278,-4,273,141,-275,134,263,317,219,112,-39,-82,-14,263,175
-283,-4,278,143,-280,136,268,326,229,122,-29,-87,-19,273,180
-287,-4,283,146,-285,139,273,336,244,126,-29,-97,-19,278,185
-287,-4,283,146,-285,139,278,341,234,136,-29,-107,-9,283,185
-292,0,292,146,-292,146,283,356,244,141,-29,-112,-19,292,190
-292,9,302,141,-297,156,287,361,248,146,-19,-126,-24,297,190
-297,14,312,141,-305,163,292,375,263,151,-9,-131,-29,312,200
-307,19,326,143,-317,173,307,385,263,156,-9,-141,-29,322,209
-312,24,336,143,-324,180,317,390,273,165,-4,-146,-29,326,214
-326,29,356,148,-341,192,326,395,283,170,4,-146,-29,336,219
-326,29,356,148,-341,192,331,395,283,180,9,-151,-29,341,224
-336,43,380,146,-358,212,331,400,292,190,9,-156,-19,351,234
-331,53,385,139,-358,219,336,400,297,190,14,-151,-24,356,239
-331,53,385,139,-358,219,336,400,302,200,19,-146,-29,356,244
-331,53,385,139,-358,219,336,405,302,200,24,-141,-29,366,248
-351,53,405,148,-378,229,326,400,302,200,29,-151,-39,356,248
-366,48,414,158,-390,231,326,405,302,209,34,-146,-43,356,248
-375,53,429,161,-402,241,326,405,312,214,43,-141,-48,361,248
-385,48,434,168,-409,241,326,405,312,219,43,-141,-53,366,258
-390,34,424,178,-407,229,326,405,302,214,48,-136,-43,366,248
-390,34,424,178,-407,229,326,395,302,214,48,-126,-43,361,248
-390,39,429,175,-409,234,317,385,307,219,58,-122,-43,361,248
-390,39,429,175,-409,234,317,385,307,224,63,-122,-43,361,248
-375,63,439,156,-407,251,326,390,312,234,63,-112,-43,361,258
-370,73,444,148,-407,258,326,395,317,244,73,-92,-43,361,258
-366,82,448,141,-407,265,322,400,322,248,78,-78,-43,356,258
-361,87,448,136,-405,268,322,390,331,253,82,-68,-48,351,258
-370,97,468,136,-419,283,322,380,341,268,97,-39,-53,351,268
-366,102,468,131,-417,285,312,375,341,273,102,-29,-53,351,258
-361,102,463,129,-412,283,302,361,341,278,112,-19,-53,356,253
-356,112,468,122,-412,290,287,356,341,278,112,-9,-53,351,248
-356,107,463,124,-409,285,268,351,331,278,122,9,-63,336,229
-346,107,453,119,-400,280,258,341,326,278,126,29,-63,326,229
-331,107,439,112,-385,273,253,336,326,278,136,48,-73,317,224
-326,102,429,112,-378,265,244,326,326,278,141,63,-73,297,219
-302,107,409,97,-356,258,234,307,307,268,146,73,-73,287,214
-273,112,385,80,-329,248,219,292,302,268,151,78,-68,278,200
-253,112,366,70,-309,239,204,273,292,258,151,87,-68,258,190
-229,112,341,58,-285,226,190,258,283,253,146,97,-68,244,180
-209,112,322,48,-265,217,185,244,273,248,136,107,-68,229,170
-204,107,312,48,-258,209,165,234,263,234,131,117,-68,214,161
-195,97,292,48,-244,195,151,209,239,214,126,122,-68,195,141
-175,97,273,39,-224,185,136,190,224,204,122,122,-68,180,126
-161,97,258,31,-209,178,117,161,209,204,117,136,-58,175,122
-146,87,234,29,-190,161,102,146,190,195,112,136,-48,161,112
-126,78,204,24,-165,141,87,126,180,180,107,136,-48,146,97
-117,78,195,19,-156,136,73,112,165,170,102,141,-48,122,87
-92,82,175,4,-134,129,63,102,151,161,97,136,-48,107,82
-68,78,146,-4,-107,112,58,87,141,146,87,141,-43,92,73
-53,78,131,-12,-92,104,43,73,126,122,87,136,-39,78,63
-39,73,112,-17,-75,92,34,58,112,112,78,131,-39,68,53
-39,78,117,-19,-78,97,29,63,107,112,68,126,-34,63,48
-29,73,102,-21,-65,87,24,53,92,102,58,126,-29,53,48
-24,68,92,-21,-58,80,24,34,87,92,58,126,-19,53,43
-14,68,82,-26,-48,75,14,19,73,87,53,131,-9,39,39
-4,53,58,-24,-31,56,9,9,68,63,53,122,-9,24,43
-4,48,53,-21,-29,51,4,-4,63,53,48,117,-9,14,39
0,48,48,-24,-24,48,-4,-4,53,48,43,117,-9,9,29
4,48,43,-26,-19,46,-9,-9,43,43,39,117,-4,0,24
0,34,34,-17,-17,34,-24,-14,34,29,24,117,-9,-9,19
4,29,24,-17,-9,26,-29,-24,29,29,24,112,-9,-14,9
9,24,14,-17,-2,19,-34,-39,19,19,19,102,-4,-19,0
4,14,9,-9,-2,12,-39,-48,4,14,19,97,-4,-19,-4
14,19,4,-17,4,12,-29,-48,4,19,19,87,-9,-19,0
9,14,4,-12,2,9,-29,-53,4,14,19,87,-9,-19,0
9,14,4,-12,2,9,-29,-53,4,9,9,87,-9,-29,0
19,19,0,-19,9,9,-29,-53,9,9,4,82,-9,-29,0
34,24,-9,-29,21,7,-24,-53,4,9,14,78,-9,-19,0
39,29,-9,-34,24,9,-24,-53,4,4,14,73,-4,-19,0
39,24,-14,-31,26,4,-24,-53,4,4,14,68,0,-19,0
43,29,-14,-36,29,7,-24,-58,4,4,14,63,0,-19,0
39,19,-19,-29,29,0,-34,-58,0,0,4,53,-9,-19,-9
34,19,-14,-26,24,2,-34,-58,-4,0,4,58,-9,-19,-9
34,24,-9,-29,21,7,-34,-58,-9,0,4,63,-9,-19,-9
29,29,0,-29,14,14,-34,-58,-14,0,4,63,-9,-19,-9
34,24,-9,-29,21,7,-34,-58,-19,0,-4,63,-9,-19,-9
34,9,-24,-21,29,-7,-34,-63,-19,0,-4,68,-9,-19,-9
24,4,-19,-14,21,-7,-34,-63,-14,-4,0,68,-9,-24,-9
24,9,-14,-17,19,-2,-34,-63,-14,-4,0,63,-9,-24,-9
24,14,-9,-19,17,2,-29,-63,-14,4,9,73,-9,-24,0
29,9,-19,-19,24,-4,-29,-63,-19,4,9,73,-9,-24,0
29,14,-14,-21,21,0,-34,-68,-19,0,9,73,-9,-29,0
24,24,0,-24,12,12,-34,-68,-19,0,9,73,-9,-29,0
14,14,0,-14,7,7,-29,-63,-19,-4,9,78,0,-29,0
14,19,4,-17,4,12,-29,-63,-19,-4,9,78,4,-24,0
14,19,4,-17,4,12,-29,-63,-19,-4,9,78,4,-24,0
9,19,9,-14,0,14,-29,-58,-19,-4,9,82,4,-24,0
14,29,14,-21,0,21,-39,-48,-29,-4,4,87,4,-24,-4
24,29,4,-26,9,17,-39,-53,-29,-4,4,92,4,-24,-4
29,29,0,-29,14,14,-39,-58,-29,-4,-4,92,4,-24,-4
34,29,-4,-31,19,12,-43,-58,-29,-4,-4,87,9,-24,-4
29,24,-4,-26,17,9,-43,-68,-19,-9,-9,87,9,-24,0
14,14,0,-14,7,7,-43,-63,-24,-9,-9,87,4,-24,0
9,14,4,-12,2,9,-43,-63,-24,-9,-9,87,4,-24,0
4,14,9,-9,-2,12,-43,-63,-24,-9,-9,92,4,-24,0
4,9,4,-7,0,7,-34,-63,-39,-24,-14,92,4,-24,-9
4,4,0,-4,2,2,-34,-68,-39,-24,-14,92,4,-24,-9
4,0,-4,-2,4,-2,-34,-73,-39,-24,-14,102,9,-29,-9
4,-4,-9,0,7,-7,-34,-73,-39,-19,-14,102,9,-29,-9
4,4,0,-4,2,2,-34,-68,-24,-9,-4,97,-4,-24,0
14,9,-4,-12,9,2,-34,-73,-24,-9,-4,97,-4,-24,0
19,14,-4,-17,12,4,-34,-68,-24,-9,0,102,-4,-24,0
19,14,-4,-17,12,4,-34,-58,-24,-9,0,107,-4,-24,4
9,4,-4,-7,7,0,-43,-58,-24,-9,-9,117,0,-24,-4
4,0,-4,-2,4,-2,-43,-58,-19,-9,-9,122,0,-24,-4
4,0,-4,-2,4,-2,-43,-58,-19,-9,-4,122,-4,-24,-4
4,0,-4,-2,4,-2,-43,-58,-19,-9,0,122,-4,-19,-4
-4,4,9,0,-7,7,-43,-48,-19,4,0,122,4,-19,4
-4,9,14,-2,-9,12,-43,-48,-19,9,-4,122,9,-19,4
-4,9,14,-2,-9,12,-43,-48,-19,9,-4,117,9,-19,4
-9,14,24,-2,-17,19,-43,-48,-14,9,-4,117,9,-19,4
0,9,9,-4,-4,9,-29,-63,-14,0,4,107,0,-19,4
4,9,4,-7,0,7,-29,-63,-19,-4,4,107,0,-19,4
4,9,4,-7,0,7,-29,-63,-19,-4,4,102,0,-19,4
0,9,9,-4,-4,9,-29,-53,-14,-4,4,97,-4,-19,4
-9,0,9,4,-9,4,-29,-43,-14,4,4,97,0,-9,4
0,4,4,-2,-2,4,-24,-43,-14,9,9,97,0,-9,4
0,9,9,-4,-4,9,-24,-43,-14,9,9,97,4,-9,4
0,9,9,-4,-4,9,-24,-39,-9,14,14,97,9,0,9
4,19,14,-12,-4,17,-24,-39,-9,4,14,82,4,0,9
4,19,14,-12,-4,17,-29,-43,-9,4,14,78,9,0,9
4,4,0,-4,2,2,-29,-43,-9,4,14,78,9,-4,9
4,14,9,-9,-2,12,-29,-39,-4,4,14,78,9,-4,4
9,4,-4,-7,7,0,-29,-39,-9,-4,9,58,-4,-9,-4
9,4,-4,-7,7,0,-29,-34,-9,-4,4,48,-4,-9,-4
9,4,-4,-7,7,0,-34,-34,-9,-9,-4,43,-9,-14,-4
9,4,-4,-7,7,0,-34,-29,-14,-9,-9,39,-9,-14,-9
4,4,0,-4,2,2,-29,-19,-9,0,-4,48,-4,-4,0
4,14,9,-9,-2,12,-29,-24,-4,4,0,48,-4,-4,4
9,14,4,-12,2,9,-29,-29,0,4,9,43,-4,-4,4
19,9,-9,-14,14,0,-29,-29,9,4,19,43,-4,-4,0
29,19,-9,-24,19,4,-39,-39,0,14,9,34,-4,-14,-9
29,19,-9,-24,19,4,-39,-39,0,14,9,29,-4,-14,-9
24,19,-4,-21,14,7,-39,-34,0,19,9,24,-4,-14,-9
24,19,-4,-21,14,7,-39,-29,4,19,9,14,-4,-14,-9
9,4,-4,-7,7,0,-29,-19,4,9,19,19,-4,-14,-9
9,4,-4,-7,7,0,-29,-24,4,9,19,19,-9,-14,-9
4,4,0,-4,2,2,-29,-24,4,4,19,19,-9,-14,-9
4,0,-4,-2,4,-2,-29,-14,9,4,19,19,-9,-14,-14
4,-9,-14,2,9,-12,-29,-14,24,14,19,19,-9,-14,-4
9,-9,-19,0,14,-14,-29,-14,24,19,19,19,-9,-14,-4
14,-4,-19,-4,17,-12,-29,-14,24,19,19,24,-9,-14,-4
14,4,-9,-9,12,-2,-29,-14,24,24,19,29,-9,-14,-4
24,4,-19,-14,21,-7,-29,-4,24,24,24,34,-19,-24,-4
29,4,-24,-17,26,-9,-29,0,29,29,24,34,-14,-24,0
29,4,-24,-17,26,-9,-29,0,34,29,24,43,-14,-19,0
29,9,-19,-19,24,-4,-24,0,34,29,29,48,-9,-19,0
34,19,-14,-26,24,2,-34,9,24,29,29,48,0,-9,0
34,24,-9,-29,21,7,-34,9,29,34,34,53,-9,-9,0
34,24,-9,-29,21,7,-34,9,29,34,34,58,-14,-9,0
29,19,-9,-24,19,4,-39,9,29,34,34,63,-14,-9,0
24,9,-14,-17,19,-2,-39,-4,29,24,24,58,-14,-9,-9
24,9,-14,-17,19,-2,-39,-4,29,24,19,68,-9,-9,-9
24,0,-24,-12,24,-12,-39,-9,29,24,19,68,-9,-9,-9
24,0,-24,-12,24,-12,-39,-14,29,19,19,68,-9,-14,-9
24,0,-24,-12,24,-12,-29,-4,29,19,19,87,-9,-14,-9
19,0,-19,-9,19,-9,-29,-4,34,19,19,92,-9,-14,-9
14,4,-9,-9,12,-2,-29,-14,34,24,29,97,-9,-14,-9
19,14,-4,-17,12,4,-29,-14,34,24,29,107,-9,-14,-9
29,29,0,-29,14,14,-29,-14,43,34,39,122,-9,-9,0
29,29,0,-29,14,14,-29,-14,43,39,39,122,-9,-9,0
24,24,0,-24,12,12,-29,-9,48,39,39,126,-9,-4,0
19,24,4,-21,7,14,-29,-4,48,39,39,126,-9,-4,0
19,14,-4,-17,12,4,-29,0,34,39,39,126,0,-4,4
19,14,-4,-17,12,4,-29,0,34,34,34,126,0,-9,4
19,14,-4,-17,12,4,-29,-4,34,34,34,126,0,-9,0
19,4,-14,-12,17,-4,-34,-9,34,34,34,126,0,-14,0
19,14,-4,-17,12,4,-24,-24,39,39,39,122,0,-9,-4
19,14,-4,-17,12,4,-19,-24,39,39,39,122,4,-9,-4
14,14,0,-14,7,7,-19,-14,39,39,43,117,4,-4,-4
14,19,4,-17,4,12,-24,-9,39,43,43,117,0,-4,-4
24,29,4,-26,9,17,-34,-9,29,34,43,102,-9,-9,-4
24,29,4,-26,9,17,-34,-9,29,34,43,97,-9,-9,0
24,29,4,-26,9,17,-34,-9,29,34,43,97,-9,-9,0
24,29,4,-26,9,17,-34,-14,24,39,43,92,-19,-9,0
29,24,-4,-26,17,9,-39,-19,24,29,34,82,-19,-24,-9
29,24,-4,-26,17,9,-39,-19,24,29,34,78,-19,-24,-9
24,24,0,-24,12,12,-39,-24,24,29,39,78,-14,-19,-14
19,24,4,-21,7,14,-39,-24,24,24,39,73,-14,-19,-14
14,4,-9,-9,12,-2,-43,-29,19,24,39,53,-14,-24,-14
9,0,-9,-4,9,-4,-43,-29,19,24,34,43,-14,-24,-14
9,0,-9,-4,9,-4,-39,-24,14,34,34,39,-14,-24,-14
14,4,-9,-9,12,-2,-39,-24,14,34,34,39,-14,-24,-14
24,14,-9,-19,17,2,-29,-14,9,34,34,39,-4,-14,-14
19,9,-9,-14,14,0,-29,-9,9,34,34,39,-4,-14,-14
19,4,-14,-12,17,-4,-29,-9,9,34,34,34,-4,-14,-14
9,4,-4,-7,7,0,-29,-9,9,29,34,29,-4,-9,-14
4,14,9,-9,-2,12,-39,-14,19,29,34,29,-4,-9,-9
4,14,9,-9,-2,12,-39,-14,14,29,34,24,-4,-9,-9
9,14,4,-12,2,9,-43,-14,9,29,34,19,-4,-14,-9
9,9,0,-9,4,4,-43,-9,9,34,34,19,-4,-14,-9
14,0,-14,-7,14,-7,-53,-19,9,24,24,9,-4,-24,-9
14,-9,-24,-2,19,-17,-53,-24,9,24,24,4,-4,-24,-14
14,0,-14,-7,14,-7,-53,-24,9,19,19,0,-4,-29,-14
14,0,-14,-7,14,-7,-53,-24,9,19,19,0,0,-29,-14
19,0,-19,-9,19,-9,-43,-19,14,24,29,9,-9,-19,-14
19,0,-19,-9,19,-9,-43,-24,14,19,24,9,-14,-19,-14
9,-9,-19,0,14,-14,-43,-19,14,19,24,9,-14,-19,-14
9,-9,-19,0,14,-14,-43,-14,14,24,24,9,-9,-19,-14
4,-19,-24,7,14,-21,-39,-29,14,24,24,9,0,-14,-4
4,-14,-19,4,12,-17,-39,-29,14,19,24,14,0,-14,-4
4,-9,-14,2,9,-12,-39,-19,19,19,24,14,-4,-14,-4
4,-9,-14,2,9,-12,-34,-9,19,19,24,14,-4,-9,-4
4,-4,-9,0,7,-7,-34,-19,9,19,24,24,-9,-19,-4
4,-4,-9,0,7,-7,-34,-24,0,19,24,24,-9,-24,-4
4,-4,-9,0,7,-7,-34,-24,0,19,24,24,-9,-24,-4
4,-14,-19,4,12,-17,-34,-29,4,19,24,29,-9,-24,-4
4,-4,-9,0,7,-7,-24,-29,4,9,24,29,-9,-14,4
4,-4,-9,0,7,-7,-24,-29,4,9,24,29,-9,-14,4
