I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-43,-151,-107,97,31,-129,43,9,-19,-107,-87,-117
-48,-151,-102,100,26,-126,48,14,-19,-102,-82,-112
-48,-151,-102,100,26,-126,48,9,-19,-102,-82,-117
-48,-146,-97,97,24,-122,43,4,-24,-107,-87,-122
-48,-146,-97,97,24,-122,43,9,-24,-107,-87,-122
-48,-146,-97,97,24,-122,43,9,-29,-107,-87,-122
-43,-141,-97,92,26,-119,43,9,-29,-112,-87,-122
-43,-141,-97,92,26,-119,48,9,-24,-112,-87,-122
-39,-141,-102,90,31,-122,43,4,-29,-112,-92,-126
-39,-146,-107,92,34,-126,48,9,-24,-112,-87,-122
-39,-146,-107,92,34,-126,48,9,-24,-112,-87,-122
-43,-146,-102,95,29,-124,43,4,-29,-112,-87,-126
-43,-146,-102,95,29,-124,43,4,-29,-112,-87,-126
-43,-146,-102,95,29,-124,43,4,-29,-112,-87,-126
-48,-146,-97,97,24,-122,43,4,-29,-117,-92,-126
-48,-146,-97,97,24,-122,43,4,-29,-117,-87,-122
-48,-146,-97,97,24,-122,43,4,-24,-112,-87,-122
-48,-146,-97,97,24,-122,43,4,-24,-112,-87,-122
-53,-146,-92,100,19,-119,48,9,-19,-107,-82,-117
-48,-141,-92,95,21,-117,43,4,-24,-112,-87,-126
-48,-146,-97,97,24,-122,48,4,-24,-112,-87,-126
-48,-146,-97,97,24,-122,48,4,-24,-112,-92,-126
-48,-146,-97,97,24,-122,48,4,-24,-112,-87,-126
-48,-141,-92,95,21,-117,48,4,-19,-112,-87,-122
-48,-141,-92,95,21,-117,53,9,-14,-107,-82,-122
-48,-136,-87,92,19,-112,53,9,-9,-102,-78,-117
-48,-126,-78,87,14,-102,48,9,0,-97,-73,-117
-43,-112,-68,78,12,-90,48,9,4,-92,-68,-112
-43,-102,-58,73,7,-80,43,9,9,-82,-63,-112
-43,-87,-43,65,0,-65,43,9,19,-78,-58,-107
-39,-73,-34,56,-2,-53,43,9,29,-68,-48,-102
-39,-63,-24,51,-7,-43,39,4,34,-63,-43,-97
-34,-53,-19,43,-7,-36,43,9,48,-48,-29,-92
-29,-39,-9,34,-9,-24,34,4,48,-48,-29,-92
-29,-29,0,29,-14,-14,34,9,58,-39,-24,-82
-19,-19,0,19,-9,-9,24,0,58,-39,-24,-82
-19,-9,9,14,-14,0,24,4,68,-34,-14,-78
-14,0,14,7,-14,7,14,4,68,-34,-9,-78
-14,9,24,2,-19,17,9,0,68,-34,-9,-78
-9,14,24,-2,-17,19,9,0,78,-29,0,-73
-9,19,29,-4,-19,24,4,-9,78,-24,0,-73
-9,24,34,-7,-21,29,4,-9,87,-19,4,-68
-9,34,43,-12,-26,39,-9,-14,92,-19,9,-68
-9,39,48,-14,-29,43,-9,-19,102,-9,14,-63
0,48,48,-24,-24,48,-24,-24,102,0,19,-58
4,58,53,-31,-24,56,-34,-29,97,0,24,-48
9,68,58,-39,-24,63,-48,-39,87,0,29,-48
14,73,58,-43,-21,65,-68,-48,73,-9,34,-43
24,78,53,-51,-14,65,-82,-58,53,-19,34,-39
34,82,48,-58,-7,65,-97,-68,39,-24,34,-34
39,82,43,-61,-2,63,-102,-68,29,-24,39,-29
39,87,48,-63,-4,68,-107,-73,19,-29,43,-19
43,92,48,-68,-2,70,-112,-73,9,-34,43,-14
43,97,53,-70,-4,75,-107,-68,4,-29,48,0
39,97,58,-68,-9,78,-102,-68,0,-34,48,0
34,97,63,-65,-14,80,-97,-68,-9,-34,48,0
34,92,58,-63,-12,75,-87,-58,-9,-34,48,9
29,87,58,-58,-14,73,-82,-58,-9,-39,43,4
24,78,53,-51,-14,65,-73,-53,-9,-39,43,4
24,68,43,-46,-9,56,-63,-53,-14,-39,39,4
19,58,39,-39,-9,48,-53,-48,-14,-39,39,4
19,48,29,-34,-4,39,-48,-48,-14,-43,39,4
14,39,24,-26,-4,31,-43,-43,-19,-48,34,0
4,24,19,-14,-7,21,-34,-43,-24,-58,19,-14
-9,9,19,0,-14,14,-24,-39,-24,-68,14,-24
-14,-14,0,14,-7,-7,-14,-34,-24,-73,4,-34
-24,-34,-9,29,-7,-21,0,-29,-24,-78,-9,-43
-29,-53,-24,41,-2,-39,9,-29,-29,-87,-24,-58
-34,-73,-39,53,2,-56,14,-24,-34,-92,-39,-73
-39,-87,-48,63,4,-68,24,-19,-34,-97,-43,-82
-39,-102,-63,70,12,-82,29,-14,-34,-102,-58,-87
-43,-117,-73,80,14,-95,39,-9,-39,-107,-68,-97
-48,-131,-82,90,17,-107,43,0,-39,-112,-73,-102
-53,-141,-87,97,17,-114,48,0,-39,-112,-82,-107
-53,-151,-97,102,21,-124,53,4,-39,-117,-87,-117
-58,-161,-102,109,21,-131,58,4,-39,-117,-92,-122
-63,-165,-102,114,19,-134,63,4,-39,-117,-92,-126
-63,-170,-107,117,21,-139,63,0,-39,-122,-97,-131
-63,-175,-112,119,24,-143,68,0,-43,-126,-102,-136
-68,-175,-107,122,19,-141,73,4,-43,-126,-97,-131
-68,-180,-112,124,21,-146,73,4,-43,-131,-102,-136
-68,-185,-117,126,24,-151,73,4,-43,-131,-107,-136
-68,-185,-117,126,24,-151,68,4,-48,-136,-107,-136
-68,-190,-122,129,26,-156,73,14,-43,-136,-107,-131
-73,-190,-117,131,21,-153,73,14,-43,-136,-107,-136
-68,-190,-122,129,26,-156,73,14,-43,-136,-112,-136
-68,-195,-126,131,29,-161,73,14,-43,-136,-112,-141
-68,-195,-126,131,29,-161,73,14,-48,-136,-112,-141
-68,-195,-126,131,29,-161,78,9,-43,-136,-117,-141
-68,-195,-126,131,29,-161,78,9,-43,-141,-112,-141
-68,-190,-122,129,26,-156,78,9,-43,-141,-112,-141
-73,-195,-122,134,24,-158,78,9,-43,-141,-117,-141
-73,-195,-122,134,24,-158,82,9,-43,-141,-117,-141
-73,-195,-122,134,24,-158,82,9,-43,-141,-117,-146
-73,-195,-122,134,24,-158,82,9,-43,-141,-117,-146
-78,-200,-122,139,21,-161,87,14,-39,-136,-117,-146
-78,-200,-122,139,21,-161,87,14,-39,-136,-117,-146
-73,-200,-126,136,26,-163,87,14,-39,-136,-117,-141
-73,-200,-126,136,26,-163,87,14,-34,-136,-117,-141
-73,-195,-122,134,24,-158,82,9,-39,-136,-122,-146
-73,-195,-122,134,24,-158,82,9,-34,-136,-122,-146
-78,-195,-117,136,19,-156,82,14,-29,-131,-117,-141
-78,-195,-117,136,19,-156,87,14,-29,-126,-117,-141
-78,-195,-117,136,19,-156,87,14,-29,-126,-117,-146
-78,-195,-117,136,19,-156,87,14,-29,-126,-117,-146
-78,-195,-117,136,19,-156,87,14,-34,-131,-122,-146
-78,-200,-122,139,21,-161,92,14,-34,-131,-122,-146
-73,-200,-126,136,26,-163,92,14,-34,-131,-117,-141
-73,-200,-126,136,26,-163,92,19,-34,-131,-117,-141
-73,-200,-126,136,26,-163,92,19,-29,-131,-117,-141
-78,-195,-117,136,19,-156,92,19,-24,-126,-117,-146
-82,-195,-112,139,14,-153,97,24,-14,-122,-122,-156
-87,-195,-107,141,9,-151,102,29,4,-112,-131,-185
-97,-190,-92,143,-2,-141,122,48,43,-92,-136,-224
-107,-180,-73,143,-17,-126,141,68,87,-63,-141,-268
