I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-19,-48,-29,34,4,-39,0,-78,-87,-68,-29,-19
-19,-48,-29,34,4,-39,0,-82,-92,-68,-34,-24
-19,-48,-29,34,4,-39,0,-87,-97,-68,-39,-29
-24,-48,-24,36,0,-36,0,-87,-97,-73,-39,-29
-29,-48,-19,39,-4,-34,0,-87,-97,-78,-39,-29
-29,-53,-24,41,-2,-39,0,-92,-97,-78,-39,-29
-29,-58,-29,43,0,-43,0,-97,-97,-78,-39,-29
-29,-58,-29,43,0,-43,0,-97,-102,-82,-43,-29
-29,-58,-29,43,0,-43,0,-97,-107,-87,-48,-29
-29,-53,-24,41,-2,-39,0,-97,-107,-87,-48,-29
-29,-48,-19,39,-4,-34,0,-97,-107,-87,-48,-29
-29,-48,-19,39,-4,-34,-4,-97,-107,-87,-48,-29
-29,-48,-19,39,-4,-34,-9,-97,-107,-87,-48,-29
-29,-53,-24,41,-2,-39,-9,-102,-112,-87,-48,-29
-29,-58,-29,43,0,-43,-9,-107,-117,-87,-48,-29
-29,-58,-29,43,0,-43,-9,-107,-117,-87,-48,-29
-29,-58,-29,43,0,-43,-9,-107,-117,-87,-48,-29
-24,-53,-29,39,2,-41,-9,-107,-117,-92,-48,-29
-19,-48,-29,34,4,-39,-9,-107,-117,-97,-48,-29
-19,-48,-29,34,4,-39,-9,-107,-122,-97,-48,-34
-19,-48,-29,34,4,-39,-9,-107,-126,-97,-48,-39
-24,-48,-24,36,0,-36,-9,-112,-126,-97,-53,-39
-29,-48,-19,39,-4,-34,-9,-117,-126,-97,-58,-39
-29,-48,-19,39,-4,-34,-9,-117,-126,-97,-58,-39
-29,-48,-19,39,-4,-34,-9,-117,-126,-97,-58,-39
-24,-48,-24,36,0,-36,-9,-117,-122,-97,-58,-39
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-39
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-34
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-29
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-29
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-29
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-34
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-39
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-39
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-39
-19,-48,-29,34,4,-39,-9,-117,-117,-97,-58,-39
