I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-68,-19,48,43,-58,14,107,78,-97,-19,-117,-9
-68,-19,48,43,-58,14,107,78,-97,-19,-117,-9
-68,-19,48,43,-58,14,107,78,-97,-19,-117,-9
-68,-19,48,43,-58,14,107,78,-97,-19,-117,-9
-82,-24,58,53,-70,17,107,78,-97,-29,-126,-19
-87,-29,58,58,-73,14,107,78,-97,-29,-126,-19
-92,-34,58,63,-75,12,107,78,-97,-29,-126,-19
-97,-39,58,68,-78,9,107,78,-97,-29,-126,-19
-107,-39,68,73,-87,14,117,87,-87,-19,-117,-19
-107,-39,68,73,-87,14,117,87,-87,-19,-117,-19
-107,-39,68,73,-87,14,117,87,-87,-19,-117,-19
-107,-39,68,73,-87,14,117,87,-87,-19,-117,-19
-102,-29,73,65,-87,21,117,97,-78,-9,-126,-29
-97,-29,68,63,-82,19,117,97,-78,-9,-126,-29
-92,-29,63,61,-78,17,117,97,-78,-9,-126,-29
-87,-29,58,58,-73,14,117,97,-78,-9,-126,-29
-102,-39,63,70,-82,12,117,107,-73,0,-117,-19
-107,-39,68,73,-87,14,117,107,-68,0,-117,-19
-112,-39,73,75,-92,17,117,107,-63,0,-117,-19
-117,-39,78,78,-97,19,117,107,-58,0,-117,-19
-107,-43,63,75,-85,9,107,97,-68,-4,-126,-24
-107,-48,58,78,-82,4,107,97,-68,-9,-126,-29
-107,-53,53,80,-80,0,107,97,-68,-14,-126,-34
-107,-58,48,82,-78,-4,107,97,-68,-19,-126,-39
-97,-58,39,78,-68,-9,107,107,-63,-9,-126,-39
-97,-58,39,78,-68,-9,107,107,-58,-9,-126,-39
-97,-58,39,78,-68,-9,107,107,-53,-9,-126,-39
-97,-58,39,78,-68,-9,107,107,-48,-9,-126,-39
-107,-48,58,78,-82,4,107,117,-39,0,-117,-29
-107,-48,58,78,-82,4,107,117,-39,0,-117,-29
-107,-48,58,78,-82,4,107,117,-39,0,-117,-29
-107,-48,58,78,-82,4,107,117,-39,0,-117,-29
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-107,-58,48,82,-78,-4,117,117,-29,9,-117,-39
-117,-48,68,82,-92,9,117,126,-19,9,-117,-39
-117,-48,68,82,-92,9,117,126,-19,9,-117,-39
-117,-48,68,82,-92,9,117,126,-19,9,-117,-39
-117,-48,68,82,-92,9,117,126,-19,9,-117,-39
-107,-39,68,73,-87,14,107,117,-19,9,-117,-39
-107,-39,68,73,-87,14,107,117,-19,9,-117,-39
-107,-39,68,73,-87,14,107,117,-19,9,-117,-39
-107,-39,68,73,-87,14,107,117,-19,9,-117,-39
-102,-29,73,65,-87,21,97,107,-19,9,-117,-48
-97,-29,68,63,-82,19,97,107,-19,9,-117,-48
-92,-29,63,61,-78,17,97,107,-19,9,-117,-48
-87,-29,58,58,-73,14,97,107,-19,9,-117,-48
-97,-39,58,68,-78,9,97,107,-9,9,-107,-39
-97,-39,58,68,-78,9,97,107,-9,9,-107,-39
-97,-39,58,68,-78,9,97,107,-9,9,-107,-39
