I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
82,-29,-112,-26,97,-70,-48,29,73,87,73,63
78,-29,-107,-24,92,-68,-48,19,73,87,82,68
78,-29,-107,-24,92,-68,-48,19,73,87,87,68
78,-48,-126,-14,102,-87,-48,19,63,82,82,68
73,-82,-156,4,114,-119,-43,24,63,73,73,68
78,-107,-185,14,131,-146,-34,24,48,63,63,58
78,-122,-200,21,139,-161,-34,9,34,43,43,39
63,-122,-185,29,124,-153,-29,4,24,29,24,24
48,-131,-180,41,114,-156,-19,4,24,24,19,19
39,-141,-180,51,109,-161,-9,4,24,24,19,19
29,-146,-175,58,102,-161,-4,9,24,19,9,9
24,-165,-190,70,107,-178,4,9,24,19,0,4
24,-175,-200,75,112,-187,4,14,19,19,-4,-4
19,-185,-204,82,112,-195,9,9,19,9,-9,-14
14,-195,-209,90,112,-202,14,4,14,9,-9,-14
14,-209,-224,97,119,-217,19,4,14,4,-14,-24
9,-209,-219,100,114,-214,24,4,9,0,-19,-24
0,-214,-214,107,107,-214,29,9,9,0,-19,-24
-4,-214,-209,109,102,-212,29,14,9,0,-19,-24
-4,-219,-214,112,104,-217,34,14,9,0,-19,-24
-4,-224,-219,114,107,-222,34,14,14,4,-19,-24
-4,-224,-219,114,107,-222,39,14,14,4,-19,-24
-4,-224,-219,114,107,-222,39,9,14,4,-19,-24
-9,-224,-214,117,102,-219,39,14,9,4,-19,-29
-9,-229,-219,119,104,-224,39,24,14,4,-19,-34
-9,-234,-224,122,107,-229,43,19,14,-4,-29,-43
-9,-248,-239,129,114,-244,63,39,24,-4,-29,-53
-9,-273,-263,141,126,-268,102,112,63,9,-34,-73
4,-292,-297,143,151,-295,156,229,151,58,-19,-78
48,-312,-361,131,204,-336,204,385,302,165,48,-73
117,-322,-439,102,278,-380,219,522,439,273,117,-58
214,-317,-531,51,373,-424,219,702,585,375,204,-14
331,-248,-580,-41,456,-414,165,839,736,502,312,63
502,-131,-634,-185,568,-383,39,922,897,688,478,209
727,58,-668,-392,697,-305,-175,868,941,844,678,419
971,356,-614,-663,793,-129,-483,673,868,956,985,780
1239,692,-546,-966,893,73,-829,385,717,1068,1332,1229
1517,976,-541,-1246,1029,217,-1151,117,605,1239,1747,1747
1683,1337,-346,-1510,1015,495,-1298,39,692,1581,2264,2322
1620,1917,297,-1769,661,1107,-1215,4,858,2000,2820,2815
1522,2254,732,-1888,395,1493,-1122,-141,854,2171,3128,3176
1395,2235,839,-1815,278,1537,-951,-92,936,2269,3308,3357
1298,1937,639,-1617,329,1288,-795,-24,951,2278,3430,3455
1054,1649,595,-1351,229,1122,-639,-39,927,2249,3464,3416
829,1346,517,-1088,156,932,-551,-39,873,2132,3347,3235
712,1127,414,-919,148,771,-575,-43,819,2000,3157,3006
614,927,312,-771,151,619,-556,-43,736,1830,2942,2781
556,692,136,-624,209,414,-453,24,692,1673,2732,2513
473,453,-19,-463,246,217,-356,82,629,1454,2430,2176
380,287,-92,-334,236,97,-248,112,556,1239,2113,1859
253,141,-112,-197,183,14,-146,126,473,1068,1834,1512
161,53,-107,-107,134,-26,-73,78,351,883,1576,1210
82,-4,-87,-39,85,-46,-29,39,239,673,1254,936
-4,-53,-48,29,21,-51,14,9,126,419,814,649
-73,-122,-48,97,-12,-85,53,-14,34,175,380,331
-92,-180,-87,136,-2,-134,78,-14,-4,29,97,73
-92,-224,-131,158,19,-178,87,4,-14,-39,-43,-58
-97,-229,-131,163,17,-180,97,19,-14,-68,-107,-112
-107,-229,-122,168,7,-175,97,19,-14,-87,-141,-151
-117,-229,-112,173,-2,-170,102,14,-24,-92,-146,-161
-122,-239,-117,180,-2,-178,102,9,-29,-97,-156,-170
-126,-244,-117,185,-4,-180,102,4,-34,-107,-175,-180
-126,-248,-122,187,-2,-185,102,0,-34,-112,-185,-185
-126,-244,-117,185,-4,-180,102,0,-34,-112,-185,-185
-122,-239,-117,180,-2,-178,102,0,-34,-112,-190,-190
-122,-234,-112,178,-4,-173,102,0,-34,-112,-190,-190
-122,-229,-107,175,-7,-168,102,0,-39,-112,-200,-195
-131,-224,-92,178,-19,-158,102,0,-43,-112,-200,-200
-136,-224,-87,180,-24,-156,102,0,-43,-112,-200,-200
-136,-219,-82,178,-26,-151,107,0,-43,-117,-200,-209
-136,-209,-73,173,-31,-141,107,0,-43,-122,-204,-214
-136,-209,-73,173,-31,-141,107,0,-43,-122,-204,-219
-136,-204,-68,170,-34,-136,107,0,-43,-126,-209,-219
-136,-209,-73,173,-31,-141,107,0,-43,-126,-214,-219
