I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
0,29,29,-14,-14,29,185,165,117,68,39,9
9,34,24,-21,-7,29,195,180,122,73,43,14
19,39,19,-29,0,29,204,195,126,78,48,19
24,39,14,-31,4,26,204,209,131,87,53,24
29,39,9,-34,9,24,204,224,136,97,58,29
34,53,19,-43,7,36,156,204,136,97,58,29
39,68,29,-53,4,48,107,185,136,97,58,29
39,68,29,-53,4,48,24,122,97,78,53,24
39,68,29,-53,4,48,-58,58,58,58,48,19
34,68,34,-51,0,51,-73,34,39,39,34,19
29,58,29,-43,0,43,-82,4,14,19,19,9
24,53,29,-39,-2,41,-97,-24,-4,0,4,4
24,48,24,-36,0,36,-102,-43,-19,-9,0,0
29,48,19,-39,4,34,-97,-43,-19,-9,0,0
39,48,9,-43,14,29,-87,-29,-9,0,9,4
53,58,4,-56,24,31,-78,-9,4,14,24,14
58,68,9,-63,24,39,-87,-9,4,19,24,24
63,78,14,-70,24,46,-102,-29,-4,19,24,24
63,87,24,-75,19,56,-112,-39,-9,19,19,24
68,82,14,-75,26,48,-117,-39,-9,14,14,24
63,78,14,-70,24,46,-117,-34,-9,9,19,24
53,53,0,-53,26,26,-102,-24,-4,9,14,4
24,9,-14,-17,19,-2,-78,-9,-4,-4,0,-9
-4,-14,-9,9,2,-12,-58,-14,-14,-14,-24,-29
-19,-14,4,17,-12,-4,-53,-19,-19,-19,-29,-29
-19,-14,4,17,-12,-4,-58,-24,-24,-19,-24,-29
-19,-14,4,17,-12,-4,-58,-24,-24,-19,-24,-29
-24,-14,9,19,-17,-2,-58,-24,-24,-19,-24,-29
-29,-14,14,21,-21,0,-58,-24,-24,-19,-24,-29
-29,-24,4,26,-17,-9,-53,-24,-24,-19,-29,-34
-29,-24,4,26,-17,-9,-48,-19,-24,-19,-29,-34
-29,-24,4,26,-17,-9,-53,-14,-24,-19,-34,-34
-29,-24,4,26,-17,-9,-53,-14,-19,-19,-34,-34
-34,-24,9,29,-21,-7,-53,-9,-19,-19,-29,-39
