I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-78,-87,-9,82,-34,-48,97,29,29,-19,-39,-48
-78,-87,-9,82,-34,-48,97,29,29,-19,-39,-48
-78,-87,-9,82,-34,-48,97,29,29,-19,-39,-48
-78,-87,-9,82,-34,-48,97,29,29,-19,-39,-48
-87,-78,9,82,-48,-34,107,39,29,-19,-29,-39
-87,-78,9,82,-48,-34,107,39,29,-19,-29,-39
-87,-78,9,82,-48,-34,107,39,29,-19,-29,-39
-87,-78,9,82,-48,-34,107,39,29,-19,-29,-39
-87,-78,9,82,-48,-34,107,39,43,-14,-29,-48
-87,-78,9,82,-48,-34,107,39,48,-9,-29,-48
-87,-78,9,82,-48,-34,107,39,53,-4,-29,-48
-87,-78,9,82,-48,-34,107,39,58,0,-29,-48
-87,-78,9,82,-48,-34,117,39,48,0,-19,-39
-87,-78,9,82,-48,-34,117,39,48,0,-19,-39
-87,-78,9,82,-48,-34,117,39,48,0,-19,-39
-87,-78,9,82,-48,-34,117,39,48,0,-19,-39
-87,-78,9,82,-48,-34,117,39,53,9,-29,-48
-87,-78,9,82,-48,-34,117,39,58,9,-29,-48
-87,-78,9,82,-48,-34,117,39,63,9,-29,-48
-87,-78,9,82,-48,-34,117,39,68,9,-29,-48
-87,-78,9,82,-48,-34,117,39,68,9,-19,-39
-87,-78,9,82,-48,-34,117,39,68,9,-19,-39
-87,-78,9,82,-48,-34,117,39,68,9,-19,-39
-87,-78,9,82,-48,-34,117,39,68,9,-19,-39
-87,-78,9,82,-48,-34,126,39,73,19,-19,-39
-87,-78,9,82,-48,-34,126,39,78,19,-19,-39
-87,-78,9,82,-48,-34,126,39,82,19,-19,-39
-87,-78,9,82,-48,-34,126,39,87,19,-19,-39
-97,-68,29,82,-63,-19,126,39,87,19,-19,-39
-97,-68,29,82,-63,-19,126,39,87,19,-19,-39
-97,-68,29,82,-63,-19,126,39,87,19,-19,-39
-97,-68,29,82,-63,-19,126,39,87,19,-19,-39
-97,-68,29,82,-63,-19,126,48,92,29,-19,-48
-97,-68,29,82,-63,-19,126,48,97,29,-19,-48
-97,-68,29,82,-63,-19,126,48,102,29,-19,-48
-97,-68,29,82,-63,-19,126,48,107,29,-19,-48
-97,-68,29,82,-63,-19,136,58,117,39,-9,-39
-97,-68,29,82,-63,-19,136,58,117,39,-9,-39
-97,-68,29,82,-63,-19,136,58,117,39,-9,-39
-97,-68,29,82,-63,-19,136,58,117,39,-9,-39
-97,-58,39,78,-68,-9,146,48,131,48,-9,-39
-97,-58,39,78,-68,-9,146,48,136,48,-9,-39
-97,-58,39,78,-68,-9,146,48,141,48,-9,-39
-97,-58,39,78,-68,-9,146,48,146,48,-9,-39
-97,-48,48,73,-73,0,146,58,156,53,-4,-39
-97,-48,48,73,-73,0,146,58,156,58,0,-39
-97,-48,48,73,-73,0,146,58,156,63,4,-39
-97,-48,48,73,-73,0,146,58,156,68,9,-39
-97,-48,48,73,-73,0,156,68,170,68,9,-39
-97,-48,48,73,-73,0,156,68,175,68,9,-39
-97,-48,48,73,-73,0,156,68,180,68,9,-39
-97,-48,48,73,-73,0,156,68,185,68,9,-39
-112,-39,73,75,-92,17,161,78,200,82,14,-29
-117,-39,78,78,-97,19,165,78,204,87,19,-29
-122,-39,82,80,-102,21,170,78,209,92,24,-29
-126,-39,87,82,-107,24,175,78,214,97,29,-29
-126,-29,97,78,-112,34,180,82,224,102,39,-19
-126,-29,97,78,-112,34,185,87,234,107,39,-19
-126,-29,97,78,-112,34,190,92,244,112,39,-19
-126,-29,97,78,-112,34,195,97,253,117,39,-19
-136,-19,117,78,-126,48,200,102,263,122,48,-19
-136,-19,117,78,-126,48,204,107,273,126,48,-19
-136,-19,117,78,-126,48,209,112,283,131,48,-19
-136,-19,117,78,-126,48,214,117,292,136,48,-19
