I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
87,214,126,-151,-19,170,0,195,97,58,29,78
87,214,126,-151,-19,170,-9,185,97,58,29,78
87,214,126,-151,-19,170,-19,175,97,58,29,78
87,204,117,-146,-14,161,-29,156,82,53,24,73
87,195,107,-141,-9,151,-39,136,68,48,19,68
87,180,92,-134,-2,136,-43,112,58,39,9,53
87,165,78,-126,4,122,-48,87,48,29,0,39
68,141,73,-104,-2,107,-48,68,39,19,-9,29
48,117,68,-82,-9,92,-48,48,29,9,-19,19
34,97,63,-65,-14,80,-53,34,14,4,-29,9
19,78,58,-48,-19,68,-58,19,0,0,-39,0
19,68,48,-43,-14,58,-68,4,-9,-14,-48,-14
19,58,39,-39,-9,48,-78,-9,-19,-29,-58,-29
4,48,43,-26,-19,46,-78,-19,-24,-34,-68,-34
-9,39,48,-14,-29,43,-78,-29,-29,-39,-78,-39
-9,29,39,-9,-24,34,-78,-29,-34,-39,-82,-39
-9,19,29,-4,-19,24,-78,-29,-39,-39,-87,-39
-14,19,34,-2,-24,26,-78,-34,-39,-39,-87,-43
-19,19,39,0,-29,29,-78,-39,-39,-39,-87,-48
-19,14,34,2,-26,24,-78,-39,-43,-39,-87,-48
-19,9,29,4,-24,19,-78,-39,-48,-39,-87,-48
-19,9,29,4,-24,19,-78,-39,-48,-43,-92,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-19,9,29,4,-24,19,-78,-39,-48,-48,-97,-48
-9,9,19,0,-14,14,-82,-43,-48,-48,-102,-48
0,9,9,-4,-4,9,-87,-48,-48,-48,-107,-48
-9,4,14,2,-12,9,-87,-48,-53,-48,-107,-48
-19,0,19,9,-19,9,-87,-48,-58,-48,-107,-48
-29,-4,24,17,-26,9,-87,-48,-63,-53,-107,-48
-39,-9,29,24,-34,9,-87,-48,-68,-58,-107,-48
-29,-9,19,19,-24,4,-87,-48,-68,-58,-107,-48
-19,-9,9,14,-14,0,-87,-48,-68,-58,-107,-48
-19,-9,9,14,-14,0,-87,-48,-68,-58,-112,-48
-19,-9,9,14,-14,0,-87,-48,-68,-58,-117,-48
-19,-9,9,14,-14,0,-82,-48,-68,-58,-117,-53
-19,-9,9,14,-14,0,-78,-48,-68,-58,-117,-58
-19,-9,9,14,-14,0,-78,-48,-68,-58,-117,-58
-19,-9,9,14,-14,0,-78,-48,-68,-58,-117,-58
-19,-9,9,14,-14,0,-87,-53,-73,-63,-122,-63
-19,-9,9,14,-14,0,-97,-58,-78,-68,-126,-68
