I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-19,-19,0,19,-9,-9,-19,-107,-107,-175,-39,9
-14,-24,-9,19,-2,-17,-19,-107,-107,-180,-39,4
-9,-29,-19,19,4,-24,-19,-107,-107,-185,-39,0
-9,-34,-24,21,7,-29,-19,-102,-107,-185,-39,0
-9,-39,-29,24,9,-34,-19,-97,-107,-185,-39,0
-9,-39,-29,24,9,-34,-14,-97,-107,-185,-39,0
-9,-39,-29,24,9,-34,-9,-97,-107,-185,-39,0
-9,-43,-34,26,12,-39,-9,-92,-107,-185,-43,0
-9,-48,-39,29,14,-43,-9,-87,-107,-185,-48,0
-9,-48,-39,29,14,-43,-9,-87,-107,-190,-48,-4
-9,-48,-39,29,14,-43,-9,-87,-107,-195,-48,-9
-9,-48,-39,29,14,-43,-9,-87,-107,-195,-48,-9
-9,-48,-39,29,14,-43,-9,-87,-107,-195,-48,-9
-9,-48,-39,29,14,-43,-9,-87,-107,-195,-48,-9
-9,-48,-39,29,14,-43,-9,-87,-107,-195,-48,-9
-9,-53,-43,31,17,-48,-9,-92,-107,-200,-53,-9
-9,-58,-48,34,19,-53,-9,-97,-107,-204,-58,-9
-9,-58,-48,34,19,-53,-9,-97,-107,-204,-58,-14
-9,-58,-48,34,19,-53,-9,-97,-107,-204,-58,-19
-14,-58,-43,36,14,-51,-9,-97,-107,-204,-58,-19
-19,-58,-39,39,9,-48,-9,-97,-107,-204,-58,-19
-19,-58,-39,39,9,-48,-9,-97,-112,-204,-58,-19
-19,-58,-39,39,9,-48,-9,-97,-117,-204,-58,-19
-19,-63,-43,41,12,-53,-9,-97,-117,-204,-63,-19
-19,-68,-48,43,14,-58,-9,-97,-117,-204,-68,-19
-19,-68,-48,43,14,-58,-9,-102,-117,-209,-68,-19
-19,-68,-48,43,14,-58,-9,-107,-117,-214,-68,-19
-19,-68,-48,43,14,-58,-9,-107,-117,-214,-68,-19
-19,-68,-48,43,14,-58,-9,-107,-117,-214,-68,-19
-19,-68,-48,43,14,-58,-9,-107,-117,-214,-68,-19
-19,-68,-48,43,14,-58,-9,-107,-117,-214,-68,-19
-19,-68,-48,43,14,-58,-14,-107,-117,-214,-73,-24
-19,-68,-48,43,14,-58,-19,-107,-117,-214,-78,-29
-19,-68,-48,43,14,-58,-19,-107,-117,-214,-78,-29
-19,-68,-48,43,14,-58,-19,-107,-117,-214,-78,-29
-19,-68,-48,43,14,-58,-19,-112,-117,-214,-78,-24
-19,-68,-48,43,14,-58,-19,-117,-117,-214,-78,-19
-19,-68,-48,43,14,-58,-19,-117,-117,-214,-78,-19
-19,-68,-48,43,14,-58,-19,-117,-117,-214,-78,-19
-19,-68,-48,43,14,-58,-19,-117,-117,-214,-78,-19
-14,-63,-48,39,17,-56,-14,-107,-112,-209,-73,-19
-9,-63,-53,36,21,-58,-14,-102,-107,-204,-68,-19
0,-53,-53,26,26,-53,0,-82,-92,-195,-63,-19
9,9,0,-9,4,4,24,-58,-63,-161,-39,-4
