I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-68,-97,-29,82,-19,-63,97,48,48,-39,0,-117
-78,-92,-14,85,-31,-53,97,48,63,-14,0,-112
-87,-87,0,87,-43,-43,97,48,78,9,0,-107
-92,-87,4,90,-48,-41,97,53,92,19,0,-107
-97,-87,9,92,-53,-39,97,58,107,29,0,-107
-97,-87,9,92,-53,-39,97,63,122,39,0,-102
-97,-87,9,92,-53,-39,97,68,136,48,0,-97
-97,-78,19,87,-58,-29,97,68,136,48,0,-92
-97,-68,29,82,-63,-19,97,68,136,48,0,-87
-97,-68,29,82,-63,-19,97,73,141,53,0,-87
-97,-68,29,82,-63,-19,97,78,146,58,0,-87
-97,-68,29,82,-63,-19,97,78,151,58,0,-87
-97,-68,29,82,-63,-19,97,78,156,58,0,-87
-97,-63,34,80,-65,-14,97,78,161,63,0,-87
-97,-58,39,78,-68,-9,97,78,165,68,0,-87
-97,-58,39,78,-68,-9,97,78,165,68,0,-82
-97,-58,39,78,-68,-9,97,78,165,68,0,-78
-97,-63,34,80,-65,-14,97,82,175,78,0,-73
-97,-68,29,82,-63,-19,97,87,185,87,0,-68
-97,-68,29,82,-63,-19,97,87,190,92,0,-58
-97,-68,29,82,-63,-19,97,87,195,97,0,-48
-97,-63,34,80,-65,-14,97,87,200,107,0,-39
-97,-58,39,78,-68,-9,97,87,204,117,0,-29
-102,-53,48,78,-75,-2,97,92,204,117,0,-39
-107,-48,58,78,-82,4,97,97,204,117,0,-48
-107,-48,58,78,-82,4,97,102,214,126,0,-48
-107,-48,58,78,-82,4,97,107,224,136,0,-48
-107,-48,58,78,-82,4,102,112,229,146,0,-34
-107,-48,58,78,-82,4,107,117,234,156,0,-19
-112,-48,63,80,-87,7,112,122,239,165,0,-19
-117,-48,68,82,-92,9,117,126,244,175,0,-19
-117,-43,73,80,-95,14,117,126,248,180,0,-14
-117,-39,78,78,-97,19,117,126,253,185,0,-9
-117,-29,87,73,-102,29,117,131,258,190,0,-9
-117,-19,97,68,-107,39,117,136,263,195,0,-9
-117,-14,102,65,-109,43,117,141,273,200,0,-4
-117,-9,107,63,-112,48,117,146,283,204,0,0
-117,-9,107,63,-112,48,117,146,283,204,0,0
-117,-9,107,63,-112,48,117,146,283,204,0,0
-117,0,117,58,-117,58,117,156,292,219,0,0
-117,9,126,53,-122,68,117,165,302,234,0,0
-117,9,126,53,-122,68,122,170,317,239,0,0
-117,9,126,53,-122,68,126,175,331,244,0,0
-122,9,131,56,-126,70,126,180,341,248,0,4
-126,9,136,58,-131,73,126,185,351,253,0,9
-126,19,146,53,-136,82,131,190,361,263,0,9
-126,29,156,48,-141,92,136,195,370,273,0,9
-126,29,156,48,-141,92,141,204,385,283,0,14
-126,29,156,48,-141,92,146,214,400,292,0,19
-126,29,156,48,-141,92,151,224,414,297,0,24
-126,29,156,48,-141,92,156,234,429,302,0,29
-136,39,175,48,-156,107,161,239,444,307,0,29
-146,48,195,48,-170,122,165,244,458,312,0,29
-146,53,200,46,-173,126,165,244,473,312,0,19
-146,58,204,43,-175,131,165,244,488,312,0,9
-156,73,229,41,-192,151,170,244,497,312,0,4
-165,87,253,39,-209,170,175,244,507,312,0,0
-170,97,268,36,-219,183,175,244,512,307,0,-9
-175,107,283,34,-229,195,175,244,517,302,0,-19
-185,117,302,34,-244,209,185,239,527,292,0,-43
-195,126,322,34,-258,224,195,234,536,283,0,-68
-204,131,336,36,-270,234,195,229,536,258,0,-92
-214,136,351,39,-283,244,195,224,536,234,0,-117
-224,136,361,43,-292,248,200,209,531,214,0,-141
-234,136,370,48,-302,253,204,195,527,195,0,-165
-248,136,385,56,-317,261,209,180,522,161,0,-204
-263,136,400,63,-331,268,214,165,517,126,0,-244
-268,136,405,65,-336,270,214,146,497,92,0,-278
-273,136,409,68,-341,273,214,126,478,58,0,-312
-278,126,405,75,-341,265,214,97,453,24,0,-346
