I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-117,-126,-9,122,-53,-68,78,78,39,19,0,-68
-117,-136,-19,126,-48,-78,82,82,39,19,4,-63
-117,-146,-29,131,-43,-87,87,87,39,19,9,-58
-117,-146,-29,131,-43,-87,87,87,43,19,14,-58
-117,-146,-29,131,-43,-87,87,87,48,19,19,-58
-112,-136,-24,124,-43,-80,87,87,48,24,24,-58
-107,-126,-19,117,-43,-73,87,87,48,29,29,-58
-107,-126,-19,117,-43,-73,87,92,48,29,39,-53
-107,-126,-19,117,-43,-73,87,97,48,29,48,-48
-112,-126,-14,119,-48,-70,87,97,48,29,48,-48
-117,-126,-9,122,-53,-68,87,97,48,29,48,-48
-117,-126,-9,122,-53,-68,87,107,58,34,58,-43
-117,-126,-9,122,-53,-68,87,117,68,39,68,-39
-117,-122,-4,119,-56,-63,87,117,68,39,73,-34
-117,-117,0,117,-58,-58,87,117,68,39,78,-29
-122,-117,4,119,-63,-56,87,126,78,43,87,-29
-126,-117,9,122,-68,-53,87,136,87,48,97,-29
-126,-112,14,119,-70,-48,87,141,87,48,102,-19
-126,-107,19,117,-73,-43,87,146,87,48,107,-9
-126,-97,29,112,-78,-34,92,156,97,63,122,0
-126,-87,39,107,-82,-24,97,165,107,78,136,9
-126,-82,43,104,-85,-19,97,170,112,82,141,9
-126,-78,48,102,-87,-14,97,175,117,87,146,9
-126,-68,58,97,-92,-4,92,180,117,92,161,19
-126,-58,68,92,-97,4,87,185,117,97,175,29
-131,-53,78,92,-104,12,87,195,126,107,185,39
-136,-48,87,92,-112,19,87,204,136,117,195,48
-136,-39,97,87,-117,29,87,219,141,131,209,63
-136,-29,107,82,-122,39,87,234,146,146,224,78
-141,-14,126,78,-134,56,87,248,161,161,239,87
-146,0,146,73,-146,73,87,263,175,175,253,97
-146,14,161,65,-153,87,87,263,180,185,268,112
-146,29,175,58,-161,102,87,263,185,195,283,126
-151,43,195,53,-173,119,87,268,195,204,297,136
-156,58,214,48,-185,136,87,273,204,214,312,146
-156,82,239,36,-197,161,87,278,214,234,331,170
-156,107,263,24,-209,185,87,283,224,253,351,195
-165,112,278,26,-222,195,82,283,229,253,361,195
-175,117,292,29,-234,204,78,283,234,253,370,195
-190,126,317,31,-253,222,73,268,239,258,380,204
-204,136,341,34,-273,239,68,253,244,263,390,214
-204,151,356,26,-280,253,68,239,244,263,390,214
-204,165,370,19,-287,268,68,224,244,263,390,214
-219,165,385,26,-302,275,68,204,244,263,390,214
-234,165,400,34,-317,283,68,185,244,263,390,214
-244,165,409,39,-326,287,68,156,244,253,385,209
-253,165,419,43,-336,292,68,126,244,244,380,204
-263,156,419,53,-341,287,73,102,234,234,375,200
-273,146,419,63,-346,283,78,78,224,224,370,195
-273,126,400,73,-336,263,78,48,219,204,351,180
-273,107,380,82,-326,244,78,19,214,185,331,165
-273,102,375,85,-324,239,78,4,204,175,322,156
-273,97,370,87,-322,234,78,-9,195,165,312,146
-273,78,351,97,-312,214,82,-14,185,151,302,136
-273,58,331,107,-302,195,87,-19,175,136,292,126
-268,39,307,114,-287,173,87,-29,161,117,278,117
-263,19,283,122,-273,151,87,-39,146,97,263,107
-248,14,263,117,-256,139,82,-43,131,73,244,92
-234,9,244,112,-239,126,78,-48,117,48,224,78
-204,4,209,100,-207,107,58,-48,97,24,204,63
-175,0,175,87,-175,87,39,-48,78,0,185,48
-161,-9,151,85,-156,70,39,-43,63,-14,170,34
-146,-19,126,82,-136,53,39,-39,48,-29,156,19
-126,-29,97,78,-112,34,24,-39,34,-48,136,9
-107,-39,68,73,-87,14,9,-39,19,-68,117,0
-87,-39,48,63,-68,4,9,-39,9,-82,107,-9
-68,-39,29,53,-48,-4,9,-39,0,-97,97,-19
-53,-43,9,48,-31,-17,9,-39,-9,-102,87,-24
-39,-48,-9,43,-14,-29,9,-39,-19,-107,78,-29
-29,-48,-19,39,-4,-34,0,-39,-24,-117,73,-39
-19,-48,-29,34,4,-39,-9,-39,-29,-126,68,-48
-14,-53,-39,34,12,-46,-14,-29,-29,-126,68,-48
-9,-58,-48,34,19,-53,-19,-19,-29,-126,68,-48
-9,-58,-48,34,19,-53,-19,-19,-29,-126,63,-48
-9,-58,-48,34,19,-53,-19,-19,-29,-126,58,-48
-4,-58,-53,31,24,-56,-19,-19,-29,-126,58,-48
0,-58,-58,29,29,-58,-19,-19,-29,-126,58,-48
0,-58,-58,29,29,-58,-19,-19,-39,-136,58,-48
0,-58,-58,29,29,-58,-19,-19,-48,-146,58,-48
0,-68,-68,34,34,-68,-19,-14,-34,-136,58,-48
0,-78,-78,39,39,-78,-19,-9,-19,-126,58,-48
0,-63,-63,31,31,-63,-19,-9,-29,-126,58,-48
0,-48,-48,24,24,-48,-19,-9,-39,-126,58,-48
0,-48,-48,24,24,-48,-19,-9,-39,-126,63,-43
0,-48,-48,24,24,-48,-19,-9,-39,-126,68,-39
0,-48,-48,24,24,-48,-19,-4,-34,-122,73,-39
0,-48,-48,24,24,-48,-19,0,-29,-117,78,-39
