I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-68,-19,48,43,-58,14,19,-68,-68,-68,-48,-39
-68,-19,48,43,-58,14,19,-68,-68,-68,-48,-39
-68,-19,48,43,-58,14,19,-68,-68,-68,-48,-39
-68,-19,48,43,-58,14,19,-68,-68,-68,-48,-39
-58,-24,34,41,-46,4,9,-73,-73,-73,-63,-53
-58,-29,29,43,-43,0,9,-78,-78,-78,-68,-58
-58,-34,24,46,-41,-4,9,-82,-82,-82,-73,-63
-58,-39,19,48,-39,-9,9,-87,-87,-87,-78,-68
-68,-34,34,51,-51,0,0,-87,-78,-78,-73,-63
-68,-29,39,48,-53,4,0,-87,-78,-78,-68,-58
-68,-24,43,46,-56,9,0,-87,-78,-78,-63,-53
-68,-19,48,43,-58,14,0,-87,-78,-78,-58,-48
-73,-9,63,41,-68,26,9,-87,-68,-68,-53,-39
-78,-9,68,43,-73,29,9,-87,-68,-68,-48,-39
-82,-9,73,46,-78,31,9,-87,-68,-68,-43,-39
-87,-9,78,48,-82,34,9,-87,-68,-68,-39,-39
-78,0,78,39,-78,39,19,-87,-58,-58,-29,-29
-68,9,78,29,-73,43,19,-87,-58,-58,-29,-29
-58,19,78,19,-68,48,19,-87,-58,-58,-29,-29
-48,29,78,9,-63,53,19,-87,-58,-58,-29,-29
-58,29,87,14,-73,58,14,-87,-48,-48,-19,-19
-58,29,87,14,-73,58,9,-87,-48,-48,-19,-19
-58,29,87,14,-73,58,4,-87,-48,-48,-19,-19
-58,29,87,14,-73,58,0,-87,-48,-48,-19,-19
-48,34,82,7,-65,58,-9,-87,-39,-43,-9,-9
-48,39,87,4,-68,63,-9,-87,-39,-39,-9,-9
-48,43,92,2,-70,68,-9,-87,-39,-34,-9,-9
-48,48,97,0,-73,73,-9,-87,-39,-29,-9,-9
-39,48,87,-4,-63,68,-14,-97,-39,-39,-19,-9
-39,48,87,-4,-63,68,-19,-97,-39,-39,-19,-9
-39,48,87,-4,-63,68,-24,-97,-39,-39,-19,-9
-39,48,87,-4,-63,68,-29,-97,-39,-39,-19,-9
-24,68,92,-21,-58,80,-48,-117,-43,-48,-19,0
-9,78,87,-34,-48,82,-58,-126,-48,-48,-19,0
4,87,82,-46,-39,85,-68,-136,-53,-48,-19,0
19,97,78,-58,-29,87,-78,-146,-58,-48,-19,0
19,87,68,-53,-24,78,-82,-161,-68,-58,-19,0
19,87,68,-53,-24,78,-87,-165,-68,-58,-19,0
19,87,68,-53,-24,78,-92,-170,-68,-58,-19,0
19,87,68,-53,-24,78,-97,-175,-68,-58,-19,0
19,92,73,-56,-26,82,-102,-165,-58,-48,-14,4
