I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-1151,-527,624,839,-888,48,468,-439,-1405,-2000,-1629,-878
-1161,-570,590,866,-875,9,463,-473,-1473,-2093,-1698,-917
-1171,-614,556,893,-863,-29,458,-507,-1542,-2186,-1766,-956
-1141,-639,502,890,-822,-68,444,-531,-1595,-2254,-1825,-990
-1112,-663,448,888,-780,-107,429,-556,-1649,-2322,-1883,-1024
-1112,-673,439,893,-775,-117,429,-527,-1649,-2322,-1883,-1024
-1112,-683,429,897,-771,-126,429,-497,-1649,-2322,-1883,-1024
-1068,-683,385,875,-727,-148,429,-448,-1615,-2293,-1859,-1019
-1024,-683,341,854,-683,-170,429,-400,-1581,-2264,-1834,-1015
-966,-658,307,812,-636,-175,414,-346,-1507,-2186,-1766,-980
-907,-634,273,771,-590,-180,400,-292,-1434,-2108,-1698,-946
-829,-605,224,717,-527,-190,375,-229,-1337,-1981,-1605,-893
-751,-575,175,663,-463,-200,351,-165,-1239,-1854,-1512,-839
-663,-531,131,597,-397,-200,317,-126,-1122,-1698,-1385,-771
-575,-488,87,531,-331,-200,283,-87,-1005,-1542,-1259,-702
-497,-429,68,463,-283,-180,248,-39,-873,-1351,-1107,-624
-419,-370,48,395,-234,-161,214,9,-741,-1161,-956,-546
-366,-317,48,341,-207,-134,185,34,-605,-971,-800,-453
-312,-263,48,287,-180,-107,156,58,-468,-780,-644,-361
-209,-209,0,209,-104,-104,107,68,-370,-619,-512,-297
-107,-156,-48,131,-29,-102,58,78,-273,-458,-380,-234
-24,-117,-92,70,34,-104,14,63,-200,-346,-287,-185
58,-78,-136,9,97,-107,-29,48,-126,-234,-195,-136
68,-43,-112,-12,90,-78,-39,63,-58,-131,-112,-87
78,-9,-87,-34,82,-48,-48,78,9,-29,-29,-39
107,9,-97,-58,102,-43,-63,78,43,24,14,-14
136,29,-107,-82,122,-39,-78,78,78,78,58,9
136,39,-97,-87,117,-29,-82,78,102,117,92,29
136,48,-87,-92,112,-19,-87,78,126,156,126,48
156,58,-97,-107,126,-19,-92,78,141,175,136,58
175,68,-107,-122,141,-19,-97,78,156,195,146,68
175,73,-102,-124,139,-14,-97,78,161,200,156,68
175,78,-97,-126,136,-9,-97,78,165,204,165,68
151,78,-73,-114,112,2,-97,78,170,219,180,78
126,78,-48,-102,87,14,-97,78,175,234,195,87
146,78,-68,-112,107,4,-102,73,175,234,195,87
165,78,-87,-122,126,-4,-107,68,175,234,195,87
165,78,-87,-122,126,-4,-107,68,170,234,190,87
165,78,-87,-122,126,-4,-107,68,165,234,185,87
156,78,-78,-117,117,0,-102,68,165,234,185,87
