I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6
-39,-9,29,24,-34,9,19,-97,-9,-29,0,0
-39,-9,29,24,-34,9,19,-97,-9,-29,4,0
-39,-9,29,24,-34,9,19,-97,-9,-29,9,0
-39,-9,29,24,-34,9,19,-102,-14,-29,9,0
-39,-9,29,24,-34,9,19,-107,-19,-29,9,0
-34,-9,24,21,-29,7,19,-107,-19,-24,14,0
-29,-9,19,19,-24,4,19,-107,-19,-19,19,0
-29,-14,14,21,-21,0,19,-102,-19,-19,19,14
-29,-19,9,24,-19,-4,19,-97,-19,-19,19,29
-29,-19,9,24,-19,-4,19,-97,-19,-19,19,29
-29,-19,9,24,-19,-4,19,-97,-19,-19,19,29
-34,-19,14,26,-24,-2,19,-97,-19,-19,14,19
-39,-19,19,29,-29,0,19,-97,-19,-19,9,9
-39,-19,19,29,-29,0,19,-97,-19,-19,9,9
-39,-19,19,29,-29,0,19,-97,-19,-19,9,9
-39,-14,24,26,-31,4,19,-97,-19,-19,9,9
-39,-9,29,24,-34,9,19,-97,-19,-19,9,9
-39,-9,29,24,-34,9,24,-102,-19,-34,-4,4
-39,-9,29,24,-34,9,29,-107,-19,-48,-19,0
-34,-9,24,21,-29,7,29,-107,-19,-39,-9,0
-29,-9,19,19,-24,4,29,-107,-19,-29,0,0
-29,-4,24,17,-26,9,29,-107,-19,-14,9,9
-29,0,29,14,-29,14,29,-107,-19,0,19,19
-29,0,29,14,-29,14,29,-107,-19,-9,19,19
-29,0,29,14,-29,14,29,-107,-19,-19,19,19
-29,0,29,14,-29,14,29,-107,-19,-19,19,9
-29,0,29,14,-29,14,29,-107,-19,-19,19,0
-29,4,34,12,-31,19,29,-107,-14,-19,19,9
-29,9,39,9,-34,24,29,-107,-9,-19,19,19
-24,9,34,7,-29,21,29,-107,-9,-19,19,19
-19,9,29,4,-24,19,29,-107,-9,-19,19,19
-19,9,29,4,-24,19,29,-102,-9,-19,19,19
-19,9,29,4,-24,19,29,-97,-9,-19,19,19
-19,19,39,0,-29,29,29,-92,0,-9,29,19
-19,29,48,-4,-34,39,29,-87,9,0,39,19
-14,34,48,-9,-31,41,29,-82,14,0,39,19
-9,39,48,-14,-29,43,29,-78,19,0,39,19
0,39,39,-19,-19,39,34,-68,24,4,43,24
9,39,29,-24,-9,34,39,-58,29,9,48,29
9,39,29,-24,-9,34,39,-53,39,14,48,34
9,48,39,-29,-14,43,29,-58,43,19,48,39
14,58,43,-36,-14,51,19,-68,48,24,53,43
14,73,58,-43,-21,65,0,-82,39,24,53,48
19,87,68,-53,-24,78,-19,-97,39,34,63,58
24,107,82,-65,-29,95,-29,-112,34,39,73,63
29,107,78,-68,-24,92,-43,-126,19,34,73,63
29,107,78,-68,-24,92,-53,-136,9,19,63,63
29,112,82,-70,-26,97,-58,-146,0,24,68,63
39,112,73,-75,-17,92,-68,-156,-9,34,78,68
43,117,73,-80,-14,95,-73,-165,-14,24,78,73
53,122,68,-87,-7,95,-78,-165,-24,19,78,82
63,122,58,-92,2,90,-78,-161,-29,14,73,87
78,117,39,-97,19,78,-82,-161,-34,9,78,97
87,122,34,-104,26,78,-92,-165,-29,19,82,102
82,122,39,-102,21,80,-87,-151,-19,29,92,107
68,117,48,-92,9,82,-68,-126,0,39,92,107
53,102,48,-78,2,75,-53,-107,4,39,92,97
48,73,24,-61,12,48,-39,-107,4,39,87,82
39,48,9,-43,14,29,-34,-107,-9,29,78,68
9,34,24,-21,-7,29,-24,-122,-14,24,63,58
-14,9,24,2,-19,17,-9,-122,-14,14,53,39
-39,-14,24,26,-31,4,4,-112,-19,4,43,29
-53,-24,29,39,-41,2,9,-107,-29,-9,29,19
-53,-43,9,48,-31,-17,9,-117,-34,-39,4,9
-53,-48,4,51,-29,-21,9,-117,-43,-63,-19,4
-58,-48,9,53,-34,-19,9,-117,-43,-63,-19,-4
-63,-48,14,56,-39,-17,14,-117,-43,-63,-14,-9
-63,-39,24,51,-43,-7,14,-117,-43,-58,-14,-9
-63,-34,29,48,-46,-2,14,-117,-48,-58,-19,-9
-63,-34,29,48,-46,-2,14,-122,-48,-58,-19,-4
-63,-34,29,48,-46,-2,14,-122,-48,-53,-19,4
-58,-29,29,43,-43,0,14,-122,-48,-53,-9,4
-53,-29,24,41,-39,-2,9,-122,-48,-53,-4,4
-53,-34,19,43,-36,-7,9,-117,-43,-53,0,9
-53,-34,19,43,-36,-7,9,-112,-39,-53,4,9
-53,-34,19,43,-36,-7,19,-112,-39,-48,4,9
-53,-34,19,43,-36,-7,24,-112,-39,-43,4,9
-53,-29,24,41,-39,-2,24,-112,-43,-43,4,9
-48,-19,29,34,-39,4,24,-112,-43,-39,9,9
-48,-19,29,34,-39,4,19,-112,-43,-43,9,9
-43,-19,24,31,-34,2,19,-112,-43,-48,14,14
-43,-19,24,31,-34,2,19,-107,-34,-48,0,9
-43,-19,24,31,-34,2,19,-107,-24,-43,-9,9
-43,4,48,19,-46,26,14,-112,-14,-43,4,9
-43,24,68,9,-56,46,9,-146,-4,-34,24,19
-48,87,136,-19,-92,112,-43,-224,-9,19,82,73
-19,200,219,-90,-119,209,-126,-331,58,180,224,175
29,331,302,-180,-136,317,-200,-419,170,424,419,302
146,429,283,-287,-68,356,-307,-448,200,668,610,429
361,556,195,-458,82,375,-473,-429,234,1044,878,600
600,678,78,-639,261,378,-653,-375,175,1415,1146,780
932,839,-92,-885,512,373,-956,-366,-82,1766,1424,995
1229,907,-322,-1068,775,292,-1190,-292,-390,1927,1566,1122
1468,854,-614,-1161,1041,119,-1312,-156,-736,1873,1537,1151
1546,619,-927,-1083,1237,-153,-1288,-82,-995,1546,1273,1019
1454,34,-1420,-744,1437,-692,-1054,48,-1200,756,585,600
1244,-434,-1678,-405,1461,-1056,-790,-34,-1371,-24,-39,195
956,-575,-1532,-190,1244,-1054,-619,-366,-1522,-556,-361,0
702,-649,-1351,-26,1027,-1000,-463,-483,-1532,-873,-566,-136
492,-683,-1176,95,834,-929,-273,-361,-1366,-1005,-663,-258
322,-668,-990,173,656,-829,-117,-239,-1122,-976,-673,-326
185,-551,-736,183,461,-644,0,-107,-810,-775,-575,-312
73,-434,-507,180,290,-470,78,-4,-580,-590,-458,-263
-9,-312,-302,161,146,-307,136,146,-341,-366,-283,-175
-48,-244,-195,146,73,-219,156,224,-146,-209,-165,-126
-53,-175,-122,114,34,-148,156,224,-58,-146,-122,-92
-58,-107,-48,82,-4,-78,131,180,-14,-102,-82,-58
-63,-87,-24,75,-19,-56,107,131,-4,-82,-63,-43
-68,-87,-19,78,-24,-53,87,92,9,-78,-58,-39
-73,-87,-14,80,-29,-51,87,68,34,-73,-58,-43
-78,-78,0,78,-39,-39,87,63,39,-78,-53,-53
-87,-68,19,78,-53,-24,87,53,39,-63,-53,-48
-92,-68,24,80,-58,-21,82,39,43,-58,-53,-48
-97,-63,34,80,-65,-14,78,39,63,-58,-48,-43
-97,-58,39,78,-68,-9,68,34,68,-58,-43,-43
-97,-53,43,75,-70,-4,68,34,68,-58,-43,-39
-102,-48,53,75,-78,2,68,34,73,-53,-39,-34
-102,-53,48,78,-75,-2,68,29,73,-48,-39,-34
-102,-58,43,80,-73,-7,68,29,68,-43,-43,-29
-102,-58,43,80,-73,-7,68,29,68,-43,-39,-29
-102,-58,43,80,-73,-7,68,29,68,-39,-29,-29
-102,-58,43,80,-73,-7,73,29,68,-39,-29,-29
-102,-58,43,80,-73,-7,73,29,68,-39,-29,-29
-102,-58,43,80,-73,-7,73,34,68,-43,-34,-34
-102,-53,48,78,-75,-2,73,39,68,-48,-34,-43
-102,-53,48,78,-75,-2,73,39,73,-48,-39,-43
-102,-58,43,80,-73,-7,68,43,73,-48,-39,-43
-107,-58,48,82,-78,-4,68,43,68,-48,-39,-43
-107,-58,48,82,-78,-4,68,43,58,-48,-39,-43
-107,-58,48,82,-78,-4,68,43,68,-43,-39,-43
-112,-53,58,82,-85,2,73,48,82,-39,-48,-43
-112,-58,53,85,-82,-2,78,48,82,-39,-53,-43
-112,-68,43,90,-78,-12,78,53,87,-43,-63,-48
-107,-68,39,87,-73,-14,78,58,87,-43,-63,-48
-107,-68,39,87,-73,-14,73,63,92,-43,-63,-48
-107,-73,34,90,-70,-19,73,68,102,-43,-58,-48
-112,-73,39,92,-75,-17,82,73,102,-43,-58,-43
-112,-68,43,90,-78,-12,82,68,107,-43,-58,-43
-112,-63,48,87,-80,-7,82,68,112,-43,-58,-43
-107,-63,43,85,-75,-9,82,78,126,-43,-58,-43
-102,-63,39,82,-70,-12,87,82,126,-43,-63,-48
-107,-63,43,85,-75,-9,92,92,131,-48,-63,-48
-107,-63,43,85,-75,-9,97,102,131,-53,-63,-53
-107,-68,39,87,-73,-14,97,112,146,-53,-68,-53
-107,-68,39,87,-73,-14,102,122,156,-53,-68,-58
-102,-68,34,85,-68,-17,97,131,165,-48,-82,-63
-102,-68,34,85,-68,-17,102,146,175,-43,-92,-68
-102,-68,34,85,-68,-17,107,156,180,-39,-92,-68
-102,-68,34,85,-68,-17,107,165,190,-39,-92,-73
-107,-68,39,87,-73,-14,107,180,190,-34,-87,-68
-107,-68,39,87,-73,-14,112,195,200,-29,-82,-63
-107,-63,43,85,-75,-9,107,209,209,-24,-82,-68
-107,-63,43,85,-75,-9,107,234,214,-24,-82,-73
-107,-63,43,85,-75,-9,117,239,224,-24,-87,-78
-112,-63,48,87,-80,-7,122,253,234,-29,-92,-78
-112,-58,53,85,-82,-2,126,278,253,-29,-92,-78
-112,-58,53,85,-82,-2,131,297,263,-29,-97,-82
-117,-58,58,87,-87,0,136,317,287,-34,-107,-82
-117,-58,58,87,-87,0,146,336,292,-34,-112,-92
-122,-58,63,90,-92,2,151,361,302,-34,-117,-92
-122,-58,63,90,-92,2,156,380,322,-39,-126,-102
-126,-53,73,90,-100,9,161,400,336,-39,-131,-112
-126,-48,78,87,-102,14,161,424,346,-39,-141,-112
-126,-58,68,92,-97,4,170,448,370,-43,-151,-117
-131,-68,63,100,-97,-2,180,468,390,-43,-156,-122
-131,-68,63,100,-97,-2,180,483,400,-58,-161,-126
-136,-68,68,102,-102,0,180,497,409,-63,-170,-131
-136,-63,73,100,-104,4,185,502,414,-63,-175,-131
-136,-58,78,97,-107,9,185,522,424,-63,-185,-136
-131,-58,73,95,-102,7,185,531,439,-73,-190,-136
-131,-58,73,95,-102,7,185,536,444,-78,-190,-141
-131,-53,78,92,-104,12,180,536,448,-82,-195,-141
-131,-48,82,90,-107,17,175,541,448,-87,-200,-141
-126,-43,82,85,-104,19,175,541,458,-82,-200,-141
-122,-39,82,80,-102,21,170,536,463,-82,-195,-136
-122,-39,82,80,-102,21,161,527,458,-82,-195,-136
-107,-39,68,73,-87,14,156,512,448,-82,-195,-131
-97,-34,63,65,-80,14,146,492,434,-82,-190,-122
-87,-29,58,58,-73,14,136,478,419,-73,-180,-112
-78,-29,48,53,-63,9,126,448,400,-73,-165,-102
-68,-19,48,43,-58,14,112,414,370,-73,-151,-92
-58,-4,53,31,-56,24,92,380,341,-63,-136,-82
-48,4,53,21,-51,29,78,346,312,-48,-117,-63
-29,14,43,7,-36,29,53,307,283,-39,-97,-48
-19,24,43,-2,-31,34,34,258,253,-29,-82,-39
-4,39,43,-17,-24,41,19,219,214,-14,-68,-24
0,48,48,-24,-24,48,4,175,185,-4,-48,-9
0,58,58,-29,-29,58,-9,136,156,0,-34,4
9,58,48,-34,-19,53,-9,102,131,4,-19,14
14,53,39,-34,-12,46,-24,78,107,4,-9,19
19,53,34,-36,-7,43,-29,48,87,9,-4,24
19,53,34,-36,-7,43,-39,14,68,9,0,29
19,53,34,-36,-7,43,-39,-4,53,9,4,43
19,53,34,-36,-7,43,-43,-24,39,9,14,48
19,53,34,-36,-7,43,-43,-39,24,14,24,48
19,53,34,-36,-7,43,-48,-53,14,14,34,48
19,58,39,-39,-9,48,-53,-58,14,14,43,48
14,58,43,-36,-14,51,-53,-68,4,14,48,48
4,53,48,-29,-21,51,-53,-68,0,14,48,48
4,53,48,-29,-21,51,-53,-73,-4,9,43,48
4,48,43,-26,-19,46,-53,-73,-4,4,43,48
0,48,48,-24,-24,48,-48,-78,-9,4,43,48
0,48,48,-24,-24,48,-48,-78,-19,4,39,48
0,48,48,-24,-24,48,-48,-78,-19,9,39,48
0,48,48,-24,-24,48,-48,-78,-19,19,34,53
-4,43,48,-19,-26,46,-43,-73,-14,4,34,48
-14,39,53,-12,-34,46,-39,-63,-4,-9,34,43
-14,34,48,-9,-31,41,-34,-63,4,-9,24,39
-19,29,48,-4,-34,39,-34,-63,19,-9,19,39
-19,24,43,-2,-31,34,-39,-58,19,-9,19,39
-19,24,43,-2,-31,34,-39,-58,19,-4,24,39
-19,29,48,-4,-34,39,-39,-53,19,0,29,39
-19,29,48,-4,-34,39,-34,-48,14,4,29,39
-19,24,43,-2,-31,34,-39,-48,14,9,34,39
-19,24,43,-2,-31,34,-39,-48,19,9,39,39
-19,19,39,0,-29,29,-34,-43,24,14,39,39
-24,19,43,2,-34,31,-34,-39,24,14,34,34
-24,19,43,2,-34,31,-34,-34,29,14,34,34
-24,19,43,2,-34,31,-34,-29,29,19,34,29
-24,19,43,2,-34,31,-34,-29,24,19,34,29
-24,19,43,2,-34,31,-34,-29,24,24,34,29
-24,19,43,2,-34,31,-29,-29,24,19,29,29
-24,14,39,4,-31,26,-24,-24,24,14,24,29
-24,9,34,7,-29,21,-24,-24,29,14,24,29
-24,9,34,7,-29,21,-24,-24,29,14,24,29
-24,9,34,7,-29,21,-24,-24,24,14,24,29
-24,9,34,7,-29,21,-29,-24,24,19,24,24
-24,9,34,7,-29,21,-29,-29,19,24,29,29
-24,9,34,7,-29,21,-29,-29,19,29,34,34
-24,14,39,4,-31,26,-29,-29,19,24,34,34
-19,14,34,2,-26,24,-34,-29,14,24,34,34
-19,14,34,2,-26,24,-34,-29,14,24,29,34
-19,9,29,4,-24,19,-34,-34,9,19,24,34
-19,4,24,7,-21,14,-34,-39,4,14,24,29
-19,4,24,7,-21,14,-34,-39,4,9,24,29
-19,4,24,7,-21,14,-34,-48,4,4,24,29
-19,0,19,9,-19,9,-29,-48,9,4,19,24
-24,0,24,12,-24,12,-29,-48,4,0,19,24
-24,0,24,12,-24,12,-29,-58,0,0,19,24
-24,4,29,9,-26,17,-29,-63,-9,0,19,24
-24,9,34,7,-29,21,-29,-68,-14,0,19,24
-19,14,34,2,-26,24,-34,-73,-14,-14,4,19
-14,9,24,2,-19,17,-39,-73,-14,-24,-4,14
-14,9,24,2,-19,17,-39,-73,-24,-24,-4,14
-14,14,29,0,-21,21,-39,-78,-29,-24,-4,14
-14,14,29,0,-21,21,-34,-82,-39,-24,0,14
-14,19,34,-2,-24,26,-34,-82,-39,-19,9,14
-14,14,29,0,-21,21,-34,-87,-39,-19,14,14
-9,14,24,-2,-17,19,-34,-87,-34,-19,14,14
-9,14,24,-2,-17,19,-34,-82,-29,-14,9,19
-14,14,29,0,-21,21,-34,-78,-24,-9,9,24
-14,14,29,0,-21,21,-24,-78,-29,-14,9,24
-14,14,29,0,-21,21,-24,-82,-29,-19,9,24
-14,14,29,0,-21,21,-24,-82,-34,-24,4,24
-14,14,29,0,-21,21,-29,-87,-39,-29,4,24
-14,19,34,-2,-24,26,-39,-92,-39,-29,4,24
-14,24,39,-4,-26,31,-43,-97,-43,-29,4,24
-19,19,39,0,-29,29,-43,-97,-43,-34,4,19
-24,19,43,2,-34,31,-43,-97,-43,-34,0,14
-24,19,43,2,-34,31,-43,-102,-43,-39,0,14
-24,19,43,2,-34,31,-39,-102,-43,-39,-4,14
-29,19,48,4,-39,34,-39,-102,-48,-39,-4,9
-29,19,48,4,-39,34,-34,-102,-48,-39,-4,9
-24,14,39,4,-31,26,-34,-102,-48,-39,-4,9
-24,9,34,7,-29,21,-34,-102,-48,-39,-4,9
-24,9,34,7,-29,21,-34,-102,-48,-39,-4,14
-24,9,34,7,-29,21,-34,-102,-48,-39,-4,19
-24,9,34,7,-29,21,-34,-107,-48,-29,0,19
-24,9,34,7,-29,21,-34,-107,-48,-24,0,24
-24,19,43,2,-34,31,-34,-107,-48,-19,4,19
-24,29,53,-2,-39,41,-39,-107,-53,-19,9,14
-24,24,48,0,-36,36,-39,-107,-53,-29,4,4
-29,19,48,4,-39,34,-39,-107,-58,-39,0,0
-29,14,43,7,-36,29,-39,-107,-58,-43,0,0
-29,9,39,9,-34,24,-39,-107,-58,-48,0,0
-34,9,43,12,-39,26,-39,-107,-58,-48,0,4
-39,9,48,14,-43,29,-39,-107,-58,-48,0,9
-39,9,48,14,-43,29,-39,-107,-63,-48,0,9
-39,9,48,14,-43,29,-39,-107,-68,-48,0,9
-39,9,48,14,-43,29,-39,-107,-68,-48,0,9
-39,9,48,14,-43,29,-39,-107,-68,-48,0,9
-39,4,43,17,-41,24,-39,-107,-63,-48,-4,9
-39,0,39,19,-39,19,-39,-107,-58,-48,-9,9
-39,-4,34,21,-36,14,-39,-107,-58,-48,-9,9
-39,-9,29,24,-34,9,-39,-107,-58,-48,-9,9
-34,-9,24,21,-29,7,-39,-107,-58,-43,-4,9
-29,-9,19,19,-24,4,-39,-107,-58,-39,0,9
-29,-4,24,17,-26,9,-39,-107,-58,-39,0,9
-29,0,29,14,-29,14,-39,-107,-58,-39,0,9
-29,4,34,12,-31,19,-34,-107,-63,-39,0,9
-29,9,39,9,-34,24,-29,-107,-68,-39,0,9
-29,9,39,9,-34,24,-24,-112,-68,-39,0,4
-29,9,39,9,-34,24,-19,-117,-68,-39,0,0
-34,9,43,12,-39,26,-19,-117,-63,-43,-4,0
-39,9,48,14,-43,29,-19,-117,-58,-48,-9,0
-39,9,48,14,-43,29,-19,-117,-58,-48,-9,0
-39,9,48,14,-43,29,-19,-117,-58,-48,-9,0
-34,14,48,9,-41,31,-19,-112,-58,-48,-4,4
-29,19,48,4,-39,34,-19,-107,-58,-48,0,9
-24,24,48,0,-36,36,-19,-107,-48,-48,0,9
-19,29,48,-4,-34,39,-19,-107,-39,-48,0,9
-14,34,48,-9,-31,41,-19,-102,-39,-39,4,14
-9,39,48,-14,-29,43,-19,-97,-39,-29,9,19
-9,43,53,-17,-31,48,-19,-92,-29,-24,14,19
-9,48,58,-19,-34,53,-19,-87,-19,-19,19,19
-4,48,53,-21,-29,51,-19,-78,-14,-14,24,24
0,48,48,-24,-24,48,-19,-68,-9,-9,29,29
4,53,48,-29,-21,51,-19,-68,-9,-4,34,29
9,68,58,-39,-24,63,-29,-78,-4,0,39,29
14,82,68,-48,-26,75,-39,-87,-4,4,48,34
14,102,87,-58,-36,95,-58,-102,-9,4,53,39
19,112,92,-65,-36,102,-78,-117,-9,9,58,53
24,126,102,-75,-39,114,-87,-131,-14,9,63,63
29,126,97,-78,-34,112,-97,-146,-29,0,53,53
29,126,97,-78,-34,112,-102,-156,-39,-19,34,43
29,131,102,-80,-36,117,-112,-165,-48,-24,34,43
39,131,92,-85,-26,112,-126,-175,-58,-24,39,48
48,136,87,-92,-19,112,-131,-185,-63,-24,39,53
63,141,78,-102,-7,109,-136,-185,-73,-19,39,63
73,146,73,-109,0,109,-136,-180,-78,-19,39,63
87,146,58,-117,14,102,-141,-180,-82,-19,48,68
87,151,63,-119,12,107,-146,-190,-78,-9,53,78
73,151,78,-112,-2,114,-136,-180,-68,0,63,87
58,141,82,-100,-12,112,-112,-146,-48,14,68,87
43,122,78,-82,-17,100,-92,-117,-43,19,73,78
39,92,53,-65,-7,73,-78,-117,-39,9,58,63
29,68,39,-48,-4,53,-73,-117,-48,-9,39,48
0,53,53,-26,-26,53,-63,-131,-53,-19,24,39
-24,29,53,-2,-39,41,-48,-131,-53,-34,14,19
-48,4,53,21,-51,29,-29,-126,-58,-43,4,4
-63,-4,58,34,-61,26,-19,-126,-68,-58,-9,-9
-63,-19,43,41,-53,12,-19,-136,-78,-68,-19,-14
-63,-19,43,41,-53,12,-19,-136,-92,-73,-29,-14
-63,-24,39,43,-51,7,-19,-136,-92,-73,-29,-19
-63,-29,34,46,-48,2,-14,-136,-92,-73,-24,-19
-63,-29,34,46,-48,2,-14,-136,-87,-78,-24,-19
-63,-34,29,48,-46,-2,-14,-136,-87,-87,-29,-19
-63,-29,34,46,-48,2,-14,-136,-87,-87,-34,-24
-63,-24,39,43,-51,7,-14,-131,-87,-82,-39,-24
-63,-19,43,41,-53,12,-14,-131,-87,-82,-34,-24
-63,-19,43,41,-53,12,-19,-131,-87,-82,-34,-24
-63,-19,43,41,-53,12,-19,-131,-87,-82,-34,-19
-63,-14,48,39,-56,17,-19,-131,-87,-82,-34,-19
-63,-14,48,39,-56,17,-14,-131,-87,-82,-29,-19
-63,-14,48,39,-56,17,-14,-131,-87,-82,-24,-19
-63,-19,43,41,-53,12,-14,-131,-87,-82,-24,-19
-58,-19,39,39,-48,9,-14,-131,-82,-78,-19,-19
-58,-19,39,39,-48,9,-19,-131,-82,-78,-19,-19
-53,-19,34,36,-43,7,-19,-131,-82,-78,-14,-14
-53,-9,43,31,-48,17,-19,-136,-78,-73,-14,-9
-53,0,53,26,-53,26,-19,-146,-73,-63,-9,0
-53,29,82,12,-68,56,-29,-161,-63,-43,19,14
-53,53,107,0,-80,80,-39,-204,-53,-14,53,39
-43,126,170,-41,-107,148,-97,-278,-43,68,126,97
0,248,248,-124,-124,248,-185,-380,39,258,283,204
78,390,312,-234,-117,351,-283,-444,151,522,488,336
224,497,273,-361,-24,385,-414,-448,180,785,688,468
453,634,180,-544,136,407,-590,-400,165,1176,956,639
707,766,58,-736,324,412,-780,-317,58,1561,1224,819
1019,868,-151,-944,585,358,-1054,-263,-219,1825,1439,995
1298,878,-419,-1088,858,229,-1259,-146,-546,1898,1517,1083
1483,746,-736,-1115,1110,4,-1307,-4,-868,1712,1381,1034
1507,434,-1073,-971,1290,-319,-1210,73,-1102,1254,1010,824
1385,-92,-1478,-646,1432,-785,-976,126,-1307,492,375,444
1146,-502,-1649,-322,1398,-1076,-712,-34,-1478,-258,-195,78
878,-619,-1498,-129,1188,-1058,-541,-312,-1566,-697,-453,-87
644,-668,-1312,12,978,-990,-385,-375,-1512,-922,-595,-195
439,-673,-1112,117,775,-893,-209,-263,-1322,-995,-658,-287
273,-629,-902,178,588,-766,-68,-151,-1054,-907,-634,-326
151,-512,-663,180,407,-588,29,-34,-751,-722,-536,-312
53,-395,-448,170,251,-422,87,53,-531,-551,-419,-263
-29,-278,-248,153,109,-263,136,175,-312,-356,-268,-185
-68,-214,-146,141,39,-180,146,224,-136,-229,-175,-146
-73,-161,-87,117,7,-124,146,209,-63,-170,-136,-122
-78,-107,-29,92,-24,-68,122,151,-34,-131,-102,-97
-78,-87,-9,82,-34,-48,97,102,-24,-112,-82,-82
-78,-87,-9,82,-34,-48,78,63,-9,-107,-78,-78
-82,-82,0,82,-41,-41,78,39,14,-97,-73,-73
-87,-68,19,78,-53,-24,78,34,19,-97,-63,-73
-92,-58,34,75,-63,-12,78,29,19,-87,-63,-68
-92,-58,34,75,-63,-12,73,19,24,-87,-63,-68
-97,-53,43,75,-70,-4,78,19,39,-87,-58,-68
-97,-48,48,73,-73,0,78,14,39,-87,-53,-73
-97,-43,53,70,-75,4,78,14,39,-87,-53,-73
-102,-39,63,70,-82,12,78,14,43,-82,-48,-73
-102,-39,63,70,-82,12,78,9,48,-82,-53,-73
-102,-39,63,70,-82,12,78,9,48,-82,-63,-68
-102,-39,63,70,-82,12,78,9,48,-82,-63,-68
-102,-39,63,70,-82,12,78,9,48,-78,-58,-68
-102,-39,63,70,-82,12,78,9,48,-78,-58,-68
-102,-39,63,70,-82,12,73,9,48,-78,-58,-68
-107,-43,63,75,-85,9,73,9,53,-78,-63,-68
-112,-43,68,78,-90,12,73,9,58,-78,-63,-73
-112,-43,68,78,-90,12,78,9,63,-78,-68,-73
-112,-48,63,80,-87,7,78,14,63,-78,-68,-73
-117,-43,73,80,-95,14,78,14,63,-78,-68,-73
-117,-39,78,78,-97,19,78,14,58,-78,-68,-73
-117,-39,78,78,-97,19,73,14,58,-78,-63,-73
-122,-34,87,78,-104,26,73,19,63,-78,-68,-73
-122,-39,82,80,-102,21,78,19,68,-78,-68,-73
-122,-48,73,85,-97,12,78,24,78,-82,-73,-78
-117,-48,68,82,-92,9,78,29,78,-82,-78,-78
